session_id,sample_id,magnet_id,head_id,force_calibration_id,displacement_zero_id,trial,pair_id,target_label,d_target_mm,d_preload_mm,d_direct_mm,d_return_mm,d_diff_mm,F_direct_N,F_return_N,delta_F_N,Bmag_direct_uT,Bmag_return_uT,delta_Bmag_uT,delta_Bx_uT,delta_By_uT,delta_Bz_uT,delta_Bvec_uT,slope_Bmag_uT_per_N,same_d_ok,force_split_ok,b_signal_ok,verdict
session_20260610_091145,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,1,1,240,2.4000,2.7000,2.3800,2.4000,+0.0200,1.986300,1.568300,-0.418000,6302.0847,6363.9269,+61.8422,-1.2020,+61.3020,+13.5520,62.7936,-147.9478,1,1,1,strong
session_20260610_091145,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,2,1,240,2.4000,2.7000,2.3900,2.3900,+0.0000,2.183900,1.751500,-0.432400,6499.0931,6563.0810,+63.9879,+0.0000,+63.1040,+13.5520,64.5428,-147.9831,1,1,1,strong
session_20260610_091145,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,3,1,240,2.4000,2.7000,2.3800,2.4000,+0.0200,2.245750,1.806200,-0.439550,6553.8155,6607.7539,+53.9384,-3.0060,+55.5930,+7.7440,56.2102,-122.7128,1,1,1,strong
session_20260610_091145,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,1,2,260,2.6000,2.9000,2.5800,2.6000,+0.0200,2.729300,2.215300,-0.514000,7012.5620,7122.3694,+109.8074,+0.6000,+108.1810,+28.0720,111.7655,-213.6331,1,1,1,strong
session_20260610_091145,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,2,2,260,2.6000,2.9000,2.5900,2.6100,+0.0200,2.820150,2.304900,-0.515250,7115.8227,7220.6132,+104.7905,-0.6010,+98.5630,+37.2685,105.3754,-203.3780,1,1,1,strong
session_20260610_091145,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,3,2,260,2.6000,2.9000,2.5800,2.6000,+0.0200,2.879650,2.359200,-0.520450,7186.3190,7295.9829,+109.6639,+0.6020,+100.3680,+45.4960,110.1997,-210.7098,1,1,1,strong
session_20260610_091145,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,1,3,280,2.8000,3.1000,2.7800,2.8000,+0.0200,3.630450,2.924800,-0.705650,7762.0456,7859.6078,+97.5621,+0.6020,+94.9590,+28.5550,99.1613,-138.2585,1,1,1,strong
session_20260610_091145,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,2,3,280,2.8000,3.1000,2.7900,2.7900,+0.0000,3.682500,2.997200,-0.685300,7826.5065,7930.8905,+104.3840,+0.6010,+97.9620,+38.2365,105.1615,-152.3187,1,1,1,strong
session_20260610_091145,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,3,3,280,2.8000,3.1000,2.7800,2.8000,+0.0200,3.746700,3.048400,-0.698300,7883.3117,7985.5512,+102.2395,+0.6010,+97.3620,+34.8480,103.4123,-146.4120,1,1,1,strong
