time_s,session_id,trial,repeat_id,pair_id,stage,state_label,phase,control_mode,path_mode,target_label,target,actual,F_target_N,F_N,F_error_N,d_preload_mm,d_actual_mm,d_mm,q_mm,mark10_pos_mm,t_rel_s,Bx_uT,By_uT,Bz_uT,mean_Bx_uT,mean_By_uT,mean_Bz_uT,delta_Bx_uT,delta_By_uT,delta_Bz_uT,Bmag_uT,sample_id,magnet_id,note
1780432816.128531,session_20260602_162739,1,1,2,Jplus,loading_target,holding,same_force_path_pair,direct_loading,220,2.20000,2.103800,2.20000,2.103800,-0.096200,nan,4.9500,4.9500,,-8.3400,0.0000,-2285.0010,12565.1040,2602.9530,-2285.0010,12565.1040,2602.9530,-1311.2228,6753.0499,577.1344,13033.7421,,,
1780432816.128531,session_20260602_162739,1,1,2,Jplus,loading_target,holding,same_force_path_pair,direct_loading,220,2.20000,2.099800,2.20000,2.099800,-0.100200,nan,4.9500,4.9500,,-8.3400,0.0004,-2275.9860,12585.5360,2600.0480,-2275.9860,12585.5360,2600.0480,-1302.2078,6773.4819,574.2294,13051.2865,,,
1780432816.130445,session_20260602_162739,1,1,2,Jplus,loading_target,holding,same_force_path_pair,direct_loading,220,2.20000,2.109400,2.20000,2.109400,-0.090600,nan,4.9500,4.9500,,-8.3400,0.0007,-2281.9960,12565.7010,2595.2080,-2281.9960,12565.7010,2595.2080,-1308.2178,6753.6469,569.3894,13032.2466,,,
1780432816.218602,session_20260602_162739,1,1,2,Jplus,loading_target,holding,same_force_path_pair,direct_loading,220,2.20000,2.105300,2.20000,2.105300,-0.094700,nan,4.9500,4.9500,,-8.3400,0.0021,-2281.3940,12571.7170,2605.8550,-2281.3940,12571.7170,2605.8550,-1307.6158,6759.6629,580.0364,13040.0655,,,
1780432816.306818,session_20260602_162739,1,1,2,Jplus,loading_target,holding,same_force_path_pair,direct_loading,220,2.20000,2.108300,2.20000,2.108300,-0.091700,nan,4.9500,4.9500,,-8.3400,0.0904,-2280.7940,12571.1140,2601.0150,-2280.7940,12571.1140,2601.0150,-1307.0158,6759.0599,575.1964,13038.4128,,,
1780432816.394701,session_20260602_162739,1,1,2,Jplus,loading_target,holding,same_force_path_pair,direct_loading,220,2.20000,2.103200,2.20000,2.103200,-0.096800,nan,4.9500,4.9500,,-8.3400,0.1785,-2278.3900,12566.3040,2594.2400,-2278.3900,12566.3040,2594.2400,-1304.6118,6754.2499,568.4214,13032.0044,,,
1780432816.483092,session_20260602_162739,1,1,2,Jplus,loading_target,holding,same_force_path_pair,direct_loading,220,2.20000,2.092300,2.20000,2.092300,-0.107700,nan,4.9500,4.9500,,-8.3400,0.2668,-2281.9960,12560.8960,2608.7600,-2281.9960,12560.8960,2608.7600,-1308.2178,6748.8419,582.9414,13030.3201,,,
1780432816.571041,session_20260602_162739,1,1,2,Jplus,loading_target,holding,same_force_path_pair,direct_loading,220,2.20000,2.097800,2.20000,2.097800,-0.102200,nan,4.9500,4.9500,,-8.3400,0.3547,-2277.1880,12559.6950,2603.9200,-2277.1880,12559.6950,2603.9200,-1303.4098,6747.6409,578.1014,13027.3529,,,
1780432816.658925,session_20260602_162739,1,1,2,Jplus,loading_target,holding,same_force_path_pair,direct_loading,220,2.20000,2.106400,2.20000,2.106400,-0.093600,nan,4.9500,4.9500,,-8.3400,0.4428,-2275.9860,12559.0930,2605.8550,-2275.9860,12559.0930,2605.8550,-1302.2078,6747.0389,580.0364,13026.9494,,,
1780432816.747602,session_20260602_162739,1,1,2,Jplus,loading_target,holding,same_force_path_pair,direct_loading,220,2.20000,2.103000,2.20000,2.103000,-0.097000,nan,4.9500,4.9500,,-8.3400,0.5312,-2277.1880,12581.9350,2601.0150,-2277.1880,12581.9350,2601.0150,-1303.4098,6769.8809,575.1964,13048.2165,,,
1780432816.835037,session_20260602_162739,1,1,2,Jplus,loading_target,holding,same_force_path_pair,direct_loading,220,2.20000,2.099000,2.20000,2.099000,-0.101000,nan,4.9500,4.9500,,-8.3400,0.6194,-2277.7890,12574.1170,2603.9200,-2277.7890,12574.1170,2603.9200,-1304.0108,6762.0629,578.1014,13041.3627,,,
