time_s,session_id,trial,repeat_id,pair_id,stage,state_label,phase,control_mode,path_mode,target_label,target,actual,F_target_N,F_N,F_error_N,d_preload_mm,d_actual_mm,d_mm,q_mm,mark10_pos_mm,t_rel_s,Bx_uT,By_uT,Bz_uT,mean_Bx_uT,mean_By_uT,mean_Bz_uT,delta_Bx_uT,delta_By_uT,delta_Bz_uT,Bmag_uT,sample_id,magnet_id,note
1780429048.229851,session_20260602_153140,1,1,1,Jplus,loading_target,holding,same_force_path_pair,direct_loading,180,1.80000,1.689800,1.80000,1.689800,-0.110200,nan,4.4700,4.4700,,-8.2600,0.0000,-2390.7770,12051.2480,3012.4160,-2390.7770,12051.2480,3012.4160,-1375.2751,6358.6774,857.6162,12650.0215,,,
1780429048.229980,session_20260602_153140,1,1,1,Jplus,loading_target,holding,same_force_path_pair,direct_loading,180,1.80000,1.681100,1.80000,1.681100,-0.118900,nan,4.4700,4.4700,,-8.2600,0.0004,-2394.3820,12058.4630,3009.5110,-2394.3820,12058.4630,3009.5110,-1378.8801,6365.8924,854.7112,12656.8855,,,
1780429048.234283,session_20260602_153140,1,1,1,Jplus,loading_target,holding,same_force_path_pair,direct_loading,180,1.80000,1.687700,1.80000,1.687700,-0.112300,nan,4.4700,4.4700,,-8.2600,0.0007,-2391.3780,12055.4550,3007.5760,-2391.3780,12055.4550,3007.5760,-1375.8761,6362.8844,852.7762,12652.9916,,,
1780429048.322284,session_20260602_153140,1,1,1,Jplus,loading_target,holding,same_force_path_pair,direct_loading,180,1.80000,1.693700,1.80000,1.693700,-0.106300,nan,4.4700,4.4700,,-8.2600,0.0052,-2396.1860,12040.4320,3004.6720,-2396.1860,12040.4320,3004.6720,-1380.6841,6347.8614,849.8722,12638.8988,,,
1780429048.410543,session_20260602_153140,1,1,1,Jplus,loading_target,holding,same_force_path_pair,direct_loading,180,1.80000,1.690800,1.80000,1.690800,-0.109200,nan,4.4700,4.4700,,-8.2600,0.0931,-2394.9840,12048.8470,3008.5440,-2394.9840,12048.8470,3008.5440,-1379.4821,6356.2764,853.7442,12647.6084,,,
1780429048.498478,session_20260602_153140,1,1,1,Jplus,loading_target,holding,same_force_path_pair,direct_loading,180,1.80000,1.681600,1.80000,1.681600,-0.118400,nan,4.4700,4.4700,,-8.2600,0.1813,-2386.5700,12038.6240,3000.8000,-2386.5700,12038.6240,3000.8000,-1371.0681,6346.0534,846.0002,12634.4365,,,
1780429048.586868,session_20260602_153140,1,1,1,Jplus,loading_target,holding,same_force_path_pair,direct_loading,180,1.80000,1.683800,1.80000,1.683800,-0.116200,nan,4.4700,4.4700,,-8.2600,0.2696,-2389.5750,12042.8320,3009.5110,-2389.5750,12042.8320,3009.5110,-1374.0731,6350.2614,854.7112,12641.0849,,,
1780429048.675004,session_20260602_153140,1,1,1,Jplus,loading_target,holding,same_force_path_pair,direct_loading,180,1.80000,1.685700,1.80000,1.685700,-0.114300,nan,4.4700,4.4700,,-8.2600,0.3577,-2393.7820,12051.8500,3009.5110,-2393.7820,12051.8500,3009.5110,-1378.2801,6359.2794,854.7112,12650.4718,,,
1780429048.763124,session_20260602_153140,1,1,1,Jplus,loading_target,holding,same_force_path_pair,direct_loading,180,1.80000,1.691300,1.80000,1.691300,-0.108700,nan,4.4700,4.4700,,-8.2600,0.4460,-2389.5750,12052.4530,3006.6080,-2389.5750,12052.4530,3006.6080,-1374.0731,6359.8824,851.8082,12649.5606,,,
1780429048.851165,session_20260602_153140,1,1,1,Jplus,loading_target,holding,same_force_path_pair,direct_loading,180,1.80000,1.693500,1.80000,1.693500,-0.106500,nan,4.4700,4.4700,,-8.2600,0.5340,-2388.9740,12046.4370,3011.4490,-2388.9740,12046.4370,3011.4490,-1373.4721,6353.8664,856.6492,12644.8672,,,
1780429048.939667,session_20260602_153140,1,1,1,Jplus,loading_target,holding,same_force_path_pair,direct_loading,180,1.80000,1.691200,1.80000,1.691200,-0.108800,nan,4.4700,4.4700,,-8.2600,0.6222,-2390.1750,12045.8400,3010.4800,-2390.1750,12045.8400,3010.4800,-1374.6731,6353.2694,855.6802,12644.2947,,,
1780429049.027208,session_20260602_153140,1,1,1,Jplus,loading_target,holding,same_force_path_pair,direct_loading,180,1.80000,1.689600,1.80000,1.689600,-0.110400,nan,4.4700,4.4700,,-8.2600,0.7101,-2391.9790,12054.8530,3011.4490,-2391.9790,12054.8530,3011.4490,-1376.4771,6362.2824,856.6492,12653.4529,,,
1780429049.115552,session_20260602_153140,1,1,1,Jplus,loading_target,holding,same_force_path_pair,direct_loading,180,1.80000,1.678600,1.80000,1.678600,-0.121400,nan,4.4700,4.4700,,-8.2600,0.7983,-2394.9840,12056.0580,3014.3510,-2394.9840,12056.0580,3014.3510,-1379.4821,6363.4874,859.5512,12655.8601,,,
