time_s,session_id,trial,repeat_id,pair_id,stage,state_label,phase,control_mode,path_mode,target_label,target,actual,F_target_N,F_N,F_error_N,d_preload_mm,d_actual_mm,d_mm,q_mm,mark10_pos_mm,t_rel_s,Bx_uT,By_uT,Bz_uT,mean_Bx_uT,mean_By_uT,mean_Bz_uT,delta_Bx_uT,delta_By_uT,delta_Bz_uT,Bmag_uT,sample_id,magnet_id,note
1780429481.375724,session_20260602_153140,1,1,2,Jplus,loading_target,holding,same_force_path_pair,direct_loading,220,2.20000,2.079700,2.20000,2.079700,-0.120300,nan,4.6700,4.6700,,-8.5000,0.0000,-2312.6480,12473.7490,2728.7920,-2312.6480,12473.7490,2728.7920,-1297.1461,6781.1784,573.9922,12976.4811,,,
1780429481.376729,session_20260602_153140,1,1,2,Jplus,loading_target,holding,same_force_path_pair,direct_loading,220,2.20000,2.080400,2.20000,2.080400,-0.119600,nan,4.6700,4.6700,,-8.5000,0.0005,-2310.2430,12485.7700,2730.7270,-2310.2430,12485.7700,2730.7270,-1294.7411,6793.1994,575.9272,12988.0154,,,
1780429481.378222,session_20260602_153140,1,1,2,Jplus,loading_target,holding,same_force_path_pair,direct_loading,220,2.20000,2.081700,2.20000,2.081700,-0.118300,nan,4.6700,4.6700,,-8.5000,0.0009,-2316.2530,12492.3840,2726.8550,-2316.2530,12492.3840,2726.8550,-1300.7511,6799.8134,572.0552,12994.6306,,,
1780429481.466659,session_20260602_153140,1,1,2,Jplus,loading_target,holding,same_force_path_pair,direct_loading,220,2.20000,2.067900,2.20000,2.067900,-0.132100,nan,4.6700,4.6700,,-8.5000,0.0031,-2321.0610,12468.9430,2726.8550,-2321.0610,12468.9430,2726.8550,-1305.5591,6776.3724,572.0552,12972.9566,,,
1780429481.555401,session_20260602_153140,1,1,2,Jplus,loading_target,holding,same_force_path_pair,direct_loading,220,2.20000,2.074600,2.20000,2.074600,-0.125400,nan,4.6700,4.6700,,-8.5000,0.0918,-2311.4450,12474.9540,2727.8240,-2311.4450,12474.9540,2727.8240,-1295.9431,6782.3834,573.0242,12977.2215,,,
1780429481.642980,session_20260602_153140,1,1,2,Jplus,loading_target,holding,same_force_path_pair,direct_loading,220,2.20000,2.087200,2.20000,2.087200,-0.112800,nan,4.6700,4.6700,,-8.5000,0.1798,-2315.0500,12491.1830,2723.9530,-2315.0500,12491.1830,2723.9530,-1299.5481,6798.6124,569.1532,12992.6529,,,
1780429481.731089,session_20260602_153140,1,1,2,Jplus,loading_target,holding,same_force_path_pair,direct_loading,220,2.20000,2.083400,2.20000,2.083400,-0.116600,nan,4.6700,4.6700,,-8.5000,0.2680,-2313.8490,12474.3520,2732.6640,-2313.8490,12474.3520,2732.6640,-1298.3471,6781.7814,577.8642,12978.0895,,,
1780429481.819193,session_20260602_153140,1,1,2,Jplus,loading_target,holding,same_force_path_pair,direct_loading,220,2.20000,2.085000,2.20000,2.085000,-0.115000,nan,4.6700,4.6700,,-8.5000,0.3562,-2313.2480,12492.3840,2730.7270,-2313.2480,12492.3840,2730.7270,-1297.7461,6799.8134,575.9272,12994.9084,,,
1780429481.908535,session_20260602_153140,1,1,2,Jplus,loading_target,holding,same_force_path_pair,direct_loading,220,2.20000,2.082100,2.20000,2.082100,-0.117900,nan,4.6700,4.6700,,-8.5000,0.4441,-2319.2570,12483.9680,2728.7920,-2319.2570,12483.9680,2728.7920,-1303.7551,6791.3974,573.9922,12987.4830,,,
1780429481.996289,session_20260602_153140,1,1,2,Jplus,loading_target,holding,same_force_path_pair,direct_loading,220,2.20000,2.085200,2.20000,2.085200,-0.114800,nan,4.6700,4.6700,,-8.5000,0.5334,-2319.8590,12475.5570,2726.8550,-2319.8590,12475.5570,2726.8550,-1304.3571,6782.9864,572.0552,12979.0988,,,
1780429482.084046,session_20260602_153140,1,1,2,Jplus,loading_target,holding,same_force_path_pair,direct_loading,220,2.20000,2.084900,2.20000,2.084900,-0.115100,nan,4.6700,4.6700,,-8.5000,0.6207,-2316.2530,12484.5650,2724.9200,-2316.2530,12484.5650,2724.9200,-1300.7511,6791.9944,570.1202,12986.7078,,,
1780429482.172376,session_20260602_153140,1,1,2,Jplus,loading_target,holding,same_force_path_pair,direct_loading,220,2.20000,2.080500,2.20000,2.080500,-0.119500,nan,4.6700,4.6700,,-8.5000,0.7088,-2315.6520,12462.3350,2728.7920,-2315.6520,12462.3350,2728.7920,-1300.1501,6769.7644,573.9922,12966.0458,,,
1780429482.260354,session_20260602_153140,1,1,2,Jplus,loading_target,holding,same_force_path_pair,direct_loading,220,2.20000,2.071600,2.20000,2.071600,-0.128400,nan,4.6700,4.6700,,-8.5000,0.7970,-2316.8540,12486.3730,2731.6950,-2316.8540,12486.3730,2731.6950,-1301.3521,6793.8024,576.8952,12989.9762,,,
1780429482.348529,session_20260602_153140,1,1,2,Jplus,loading_target,holding,same_force_path_pair,direct_loading,220,2.20000,2.071200,2.20000,2.071200,-0.128800,nan,4.6700,4.6700,,-8.5000,0.8850,-2314.4500,12471.9460,2735.5670,-2314.4500,12471.9460,2735.5670,-1298.9481,6779.3754,580.7672,12976.4958,,,
1780429482.436704,session_20260602_153140,1,1,2,Jplus,loading_target,holding,same_force_path_pair,direct_loading,220,2.20000,2.065900,2.20000,2.065900,-0.134100,nan,4.6700,4.6700,,-8.5000,0.9732,-2313.8490,12477.3590,2728.7920,-2313.8490,12477.3590,2728.7920,-1298.3471,6784.7884,573.9922,12980.1653,,,
1780429482.524722,session_20260602_153140,1,1,2,Jplus,loading_target,holding,same_force_path_pair,direct_loading,220,2.20000,2.076800,2.20000,2.076800,-0.123200,nan,4.6700,4.6700,,-8.5000,1.0615,-2313.8490,12480.3570,2728.7920,-2313.8490,12480.3570,2728.7920,-1298.3471,6787.7864,573.9922,12983.0472,,,
1780429482.613501,session_20260602_153140,1,1,2,Jplus,loading_target,holding,same_force_path_pair,direct_loading,220,2.20000,2.083900,2.20000,2.083900,-0.116100,nan,4.6700,4.6700,,-8.5000,1.1497,-2314.4500,12471.3490,2720.0800,-2314.4500,12471.3490,2720.0800,-1298.9481,6778.7784,565.2802,12972.6659,,,
1780429482.701260,session_20260602_153140,1,1,2,Jplus,loading_target,holding,same_force_path_pair,direct_loading,220,2.20000,2.085700,2.20000,2.085700,-0.114300,nan,4.6700,4.6700,,-8.5000,1.2379,-2313.2480,12455.7170,2732.6640,-2313.2480,12455.7170,2732.6640,-1297.7461,6763.1464,577.8642,12960.0716,,,
