session_id,sample_id,magnet_id,head_id,force_calibration_id,displacement_zero_id,cycle,state_index,branch,state_label,path_mode,phase,d_target_mm,d_preload_mm,record_s,summary_window_s,n,d_median_mm,F_median_N,Bmag_median_uT,Bx_median_uT,By_median_uT,Bz_median_uT,delta_Bx_median_uT,delta_By_median_uT,delta_Bz_median_uT
session_20260622_185538,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,1,1,loading,loading_d_245,loading_branch,loading_dense,2.4500,3.2000,15.0,5.0,114,2.4400,5.005150,8071.7493,-587.7770,1623.3000,7884.3590,-164.4130,-296.6054,4550.6818
session_20260622_185538,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,1,2,loading,loading_d_255,loading_branch,loading_dense,2.5500,3.2000,15.0,5.0,113,2.5400,5.694100,8286.6023,-590.1810,1622.0980,8105.0640,-166.8170,-297.8074,4771.3868
session_20260622_185538,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,1,3,loading,loading_d_265,loading_branch,loading_dense,2.6500,3.2000,15.0,5.0,114,2.6400,6.364500,8518.7627,-594.9890,1634.7190,8339.3220,-171.6250,-285.1864,5005.6448
session_20260622_185538,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,1,4,loading,loading_d_275,loading_branch,loading_dense,2.7500,3.2000,15.0,5.0,114,2.7400,7.096550,8750.2682,-602.2010,1652.7490,8571.6420,-178.8370,-267.1564,5237.9648
session_20260622_185538,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,1,5,loading,loading_d_285,loading_branch,loading_dense,2.8500,3.2000,15.0,5.0,111,2.8500,7.912900,8979.8013,-607.6100,1671.3800,8802.0260,-184.2460,-248.5254,5468.3488
session_20260622_185538,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,1,6,loading,loading_d_295,loading_branch,loading_dense,2.9500,3.2000,15.0,5.0,113,2.9400,8.833500,9205.2045,-617.8270,1690.0110,9027.5670,-194.4630,-229.8944,5693.8898
session_20260622_185538,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,1,7,preload,preload_d_320,preload_loading,preload_dense,3.2000,3.2000,30.0,5.0,113,3.1800,11.363500,9782.7224,-646.6750,1755.5200,9602.5600,-223.3110,-164.3854,6268.8828
session_20260622_185538,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,1,8,unloading,unloading_d_295,return_unloading,unloading_dense,2.9500,3.2000,15.0,5.0,112,2.9400,7.356100,9369.2891,-628.6450,1733.8840,9185.3540,-205.2810,-186.0214,5851.6768
session_20260622_185538,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,1,9,unloading,unloading_d_285,return_unloading,unloading_dense,2.8500,3.2000,15.0,5.0,112,2.8300,6.020000,9095.6015,-619.6300,1716.4550,8910.4370,-196.2660,-203.4504,5576.7598
session_20260622_185538,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,1,10,unloading,unloading_d_275,return_unloading,unloading_dense,2.7500,3.2000,15.0,5.0,114,2.7400,5.381000,8938.3276,-616.6250,1720.6620,8749.7490,-193.2610,-199.2434,5416.0718
session_20260622_185538,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,1,11,unloading,unloading_d_265,return_unloading,unloading_dense,2.6500,3.2000,15.0,5.0,112,2.6200,4.524500,8660.3479,-607.6100,1733.2830,8463.2260,-184.2460,-186.6224,5129.5488
session_20260622_185538,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,1,12,unloading,unloading_d_255,return_unloading,unloading_dense,2.5500,3.2000,15.0,5.0,112,2.5400,4.057050,8492.6079,-602.8020,1742.8990,8289.9520,-179.4380,-177.0064,4956.2748
session_20260622_185538,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,1,13,unloading,unloading_d_245,return_unloading,unloading_dense,2.4500,3.2000,15.0,5.0,112,2.4200,3.426650,8201.3431,-594.9890,1759.1260,7987.9360,-171.6250,-160.7794,4654.2588
session_20260622_185538,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,2,1,loading,loading_d_245,loading_branch,loading_dense,2.4500,3.2000,15.0,5.0,112,2.4500,4.834750,7990.0531,-584.7720,1624.5020,7801.1120,-161.8551,-295.6959,4471.4231
session_20260622_185538,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,2,2,loading,loading_d_255,loading_branch,loading_dense,2.5500,3.2000,15.0,5.0,113,2.5400,5.499500,8198.7384,-589.5810,1619.0930,8016.0080,-166.6641,-301.1049,4686.3191
session_20260622_185538,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,2,3,loading,loading_d_265,loading_branch,loading_dense,2.6500,3.2000,15.0,5.0,110,2.6400,6.139250,8433.8320,-593.1860,1627.5070,8254.1380,-170.2691,-292.6909,4924.4491
