time_s,session_id,trial,repeat_id,pair_id,stage,state_label,phase,control_mode,path_mode,target_label,d_target_mm,d_preload_mm,d_actual_mm,d_mm,q_mm,d_error_mm,mark10_pos_mm,t_rel_s,F_N,mean_Bx_uT,mean_By_uT,mean_Bz_uT,delta_Bx_uT,delta_By_uT,delta_Bz_uT,Bmag_uT,sample_id,magnet_id,note
1780427941.453155,session_20260602_151614,1,1,1,Iplus,direct_target,holding,disp_path_hold,direct_loading,430,4.3000,4.8000,4.2800,4.2800,,-0.0200,-8.0700,0.0000,1.348700,-2405.2010,11435.8240,3175.0400,-1400.8036,5715.8341,1081.1665,12109.6631,,,
1780427941.541239,session_20260602_151614,1,1,1,Iplus,direct_target,holding,disp_path_hold,direct_loading,430,4.3000,4.8000,4.2800,4.2800,,-0.0200,-8.0700,0.0562,1.350100,-2410.6100,11441.8340,3175.0400,-1406.2126,5721.8441,1081.1665,12116.4139,,,
1780427941.629424,session_20260602_151614,1,1,1,Iplus,direct_target,holding,disp_path_hold,direct_loading,430,4.3000,4.8000,4.2800,4.2800,,-0.0200,-8.0700,0.1444,1.344000,-2400.9940,11437.6260,3169.2310,-1396.5966,5717.6361,1075.3575,12109.0085,,,
1780427941.717474,session_20260602_151614,1,1,1,Iplus,direct_target,holding,disp_path_hold,direct_loading,430,4.3000,4.8000,4.2800,4.2800,,-0.0200,-8.0700,0.2324,1.347900,-2404.6000,11439.4340,3178.9120,-1400.2026,5719.4441,1085.0385,12113.9685,,,
1780427941.805749,session_20260602_151614,1,1,1,Iplus,direct_target,holding,disp_path_hold,direct_loading,430,4.3000,4.8000,4.2800,4.2800,,-0.0200,-8.0700,0.3204,1.347800,-2408.2060,11437.6260,3176.9760,-1403.8086,5717.6361,1083.1025,12112.4697,,,
1780427941.893399,session_20260602_151614,1,1,1,Iplus,direct_target,holding,disp_path_hold,direct_loading,430,4.3000,4.8000,4.2800,4.2800,,-0.0200,-8.0700,0.4087,1.344100,-2405.8020,11441.8340,3179.8800,-1401.4046,5721.8441,1086.0065,12116.7275,,,
1780427941.981482,session_20260602_151614,1,1,1,Iplus,direct_target,holding,disp_path_hold,direct_loading,430,4.3000,4.8000,4.2800,4.2800,,-0.0200,-8.0700,0.4969,1.351300,-2398.5890,11434.0210,3171.1680,-1394.1916,5714.0311,1077.2945,12105.6339,,,
1780427942.070153,session_20260602_151614,1,1,1,Iplus,direct_target,holding,disp_path_hold,direct_loading,430,4.3000,4.8000,4.2800,4.2800,,-0.0200,-8.0700,0.5852,1.344300,-2405.2010,11439.4340,3176.0070,-1400.8036,5719.4441,1082.1335,12113.3258,,,
1780427942.157584,session_20260602_151614,1,1,1,Iplus,direct_target,holding,disp_path_hold,direct_loading,430,4.3000,4.8000,4.2800,4.2800,,-0.0200,-8.0700,0.6731,1.348900,-2407.0040,11441.2320,3179.8800,-1402.6066,5721.2421,1086.0065,12116.3978,,,
1780427942.246465,session_20260602_151614,1,1,1,Iplus,direct_target,holding,disp_path_hold,direct_loading,430,4.3000,4.8000,4.2800,4.2800,,-0.0200,-8.0700,0.7614,1.356100,-2401.5950,11433.4230,3176.9760,-1397.1976,5713.4331,1083.1025,12107.1878,,,
1780427942.334390,session_20260602_151614,1,1,1,Iplus,direct_target,holding,disp_path_hold,direct_loading,430,4.3000,4.8000,4.2800,4.2800,,-0.0200,-8.0700,0.8494,1.344700,-2402.7970,11441.2320,3169.2310,-1398.3996,5721.2421,1075.3575,12112.7721,,,
1780427942.422076,session_20260602_151614,1,1,1,Iplus,direct_target,holding,disp_path_hold,direct_loading,430,4.3000,4.8000,4.2800,4.2800,,-0.0200,-8.0700,0.9375,1.336500,-2404.6000,11431.0180,3181.8160,-1400.2026,5711.0281,1087.9425,12106.7843,,,
1780427942.511246,session_20260602_151614,1,1,1,Iplus,direct_target,holding,disp_path_hold,direct_loading,430,4.3000,4.8000,4.2800,4.2800,,-0.0200,-8.0700,1.0252,1.338300,-2404.6000,11439.4340,3176.9760,-1400.2026,5719.4441,1083.1025,12113.4606,,,
1780427942.599194,session_20260602_151614,1,1,1,Iplus,direct_target,holding,disp_path_hold,direct_loading,430,4.3000,4.8000,4.2800,4.2800,,-0.0200,-8.0700,1.1142,1.344700,-2403.3980,11432.8160,3177.9430,-1399.0006,5712.8261,1084.0695,12107.2262,,,
1780427942.687483,session_20260602_151614,1,1,1,Iplus,direct_target,holding,disp_path_hold,direct_loading,430,4.3000,4.8000,4.2800,4.2800,,-0.0200,-8.0700,1.2024,1.344700,-2402.7970,11435.8240,3176.9760,-1398.3996,5715.8341,1083.1025,12109.6937,,,
