time_s,session_id,trial,repeat_id,pair_id,stage,state_label,phase,control_mode,path_mode,target_label,d_target_mm,d_preload_mm,d_actual_mm,d_mm,q_mm,d_error_mm,mark10_pos_mm,t_rel_s,F_N,mean_Bx_uT,mean_By_uT,mean_Bz_uT,delta_Bx_uT,delta_By_uT,delta_Bz_uT,Bmag_uT,sample_id,magnet_id,note
1780428265.438192,session_20260602_151614,2,2,1,Iplus,direct_target,holding,disp_path_hold,direct_loading,430,4.3000,4.8000,4.2800,4.2800,,-0.0200,-8.0900,2.6950,1.368400,-2415.4180,11490.5170,3200.2080,-1411.0206,5770.5271,1106.3345,12169.9448,,,
1780428265.525778,session_20260602_151614,2,2,1,Iplus,direct_target,holding,disp_path_hold,direct_loading,430,4.3000,4.8000,4.2800,4.2800,,-0.0200,-8.0900,2.7830,1.368800,-2419.0240,11494.7250,3192.4640,-1414.6266,5774.7351,1098.5905,12172.6006,,,
1780428265.614675,session_20260602_151614,2,2,1,Iplus,direct_target,holding,disp_path_hold,direct_loading,430,4.3000,4.8000,4.2800,4.2800,,-0.0200,-8.0900,2.8711,1.367300,-2420.8280,11489.9190,3194.3990,-1416.4306,5769.9291,1100.5255,12168.9290,,,
1780428265.702073,session_20260602_151614,2,2,1,Iplus,direct_target,holding,disp_path_hold,direct_loading,430,4.3000,4.8000,4.2800,4.2800,,-0.0200,-8.0900,2.9594,1.378400,-2417.8220,11498.9330,3194.3990,-1413.4246,5778.9431,1100.5255,12176.8431,,,
1780428265.791333,session_20260602_151614,2,2,1,Iplus,direct_target,holding,disp_path_hold,direct_loading,430,4.3000,4.8000,4.2800,4.2800,,-0.0200,-8.0900,3.0476,1.374500,-2417.8220,11488.1110,3193.4320,-1413.4246,5768.1211,1099.5585,12166.3703,,,
1780428265.879398,session_20260602_151614,2,2,1,Iplus,direct_target,holding,disp_path_hold,direct_loading,430,4.3000,4.8000,4.2800,4.2800,,-0.0200,-8.0900,3.1358,1.367600,-2419.0240,11494.1270,3203.1110,-1414.6266,5774.1371,1109.2375,12174.8328,,,
1780428265.967423,session_20260602_151614,2,2,1,Iplus,direct_target,holding,disp_path_hold,direct_loading,430,4.3000,4.8000,4.2800,4.2800,,-0.0200,-8.0900,3.2239,1.360800,-2418.4230,11491.7170,3196.3360,-1414.0256,5771.7271,1102.4625,12170.6571,,,
1780428266.054702,session_20260602_151614,2,2,1,Iplus,direct_target,holding,disp_path_hold,direct_loading,430,4.3000,4.8000,4.2800,4.2800,,-0.0200,-8.0900,3.3120,1.359700,-2421.4280,11485.1090,3202.1440,-1417.0306,5765.1191,1108.2705,12166.5430,,,
1780428266.142869,session_20260602_151614,2,2,1,Iplus,direct_target,holding,disp_path_hold,direct_loading,430,4.3000,4.8000,4.2800,4.2800,,-0.0200,-8.0900,3.4000,1.360200,-2415.4180,11485.1090,3199.2400,-1411.0206,5765.1191,1105.3665,12164.5842,,,
1780428266.231246,session_20260602_151614,2,2,1,Iplus,direct_target,holding,disp_path_hold,direct_loading,430,4.3000,4.8000,4.2800,4.2800,,-0.0200,-8.0900,3.4882,1.369300,-2420.2260,11483.9040,3192.4640,-1415.8286,5763.9141,1098.5905,12162.6219,,,
1780428266.319462,session_20260602_151614,2,2,1,Iplus,direct_target,holding,disp_path_hold,direct_loading,430,4.3000,4.8000,4.2800,4.2800,,-0.0200,-8.0900,3.5766,1.367200,-2419.0240,11491.1190,3195.3680,-1414.6266,5771.1291,1101.4945,12169.9577,,,
1780428266.407602,session_20260602_151614,2,2,1,Iplus,direct_target,holding,disp_path_hold,direct_loading,430,4.3000,4.8000,4.2800,4.2800,,-0.0200,-8.0900,3.6647,1.353200,-2416.6200,11487.5090,3187.6240,-1412.2226,5767.5191,1093.7505,12164.0397,,,
1780428266.495178,session_20260602_151614,2,2,1,Iplus,direct_target,holding,disp_path_hold,direct_loading,430,4.3000,4.8000,4.2800,4.2800,,-0.0200,-8.0900,3.7528,1.353600,-2418.4230,11490.5170,3203.1110,-1414.0256,5770.5271,1109.2375,12171.3052,,,
1780428266.584426,session_20260602_151614,2,2,1,Iplus,direct_target,holding,disp_path_hold,direct_loading,430,4.3000,4.8000,4.2800,4.2800,,-0.0200,-8.0900,3.8404,1.359900,-2419.6250,11487.5090,3199.2400,-1415.2276,5767.5191,1105.3665,12167.6861,,,
1780428266.671705,session_20260602_151614,2,2,1,Iplus,direct_target,holding,disp_path_hold,direct_loading,430,4.3000,4.8000,4.2800,4.2800,,-0.0200,-8.0900,3.9291,1.365100,-2416.6200,11492.9220,3194.3990,-1412.2226,5772.9321,1100.5255,12170.9282,,,
1780428266.760359,session_20260602_151614,2,2,1,Iplus,direct_target,holding,disp_path_hold,direct_loading,430,4.3000,4.8000,4.2800,4.2800,,-0.0200,-8.0900,4.0170,1.367200,-2420.8280,11491.7170,3193.4320,-1416.4306,5771.7271,1099.5585,12170.3729,,,
1780428266.848842,session_20260602_151614,2,2,1,Iplus,direct_target,holding,disp_path_hold,direct_loading,430,4.3000,4.8000,4.2800,4.2800,,-0.0200,-8.0900,4.1052,1.361800,-2416.6200,11487.5090,3197.3040,-1412.2226,5767.5191,1103.4305,12166.5800,,,
1780428266.935835,session_20260602_151614,2,2,1,Iplus,direct_target,holding,disp_path_hold,direct_loading,430,4.3000,4.8000,4.2800,4.2800,,-0.0200,-8.0900,4.1934,1.357800,-2413.0140,11488.7140,3192.4640,-1408.6166,5768.7241,1098.5905,12165.7311,,,
1780428267.024689,session_20260602_151614,2,2,1,Iplus,direct_target,holding,disp_path_hold,direct_loading,430,4.3000,4.8000,4.2800,4.2800,,-0.0200,-8.0900,4.2809,1.354800,-2417.8220,11490.5170,3199.2400,-1413.4246,5770.5271,1105.3665,12170.1677,,,
1780428267.112480,session_20260602_151614,2,2,1,Iplus,direct_target,holding,disp_path_hold,direct_loading,430,4.3000,4.8000,4.2800,4.2800,,-0.0200,-8.0900,4.3697,1.362100,-2419.0240,11488.1110,3196.3360,-1414.6266,5768.1211,1102.4625,12167.3717,,,
1780428267.200771,session_20260602_151614,2,2,1,Iplus,direct_target,holding,disp_path_hold,direct_loading,430,4.3000,4.8000,4.2800,4.2800,,-0.0200,-8.0900,4.4579,1.355500,-2418.4230,11496.5270,3192.4640,-1414.0256,5776.5371,1098.5905,12174.1829,,,
1780428267.289395,session_20260602_151614,2,2,1,Iplus,direct_target,holding,disp_path_hold,direct_loading,430,4.3000,4.8000,4.2800,4.2800,,-0.0200,-8.0900,4.5456,1.360200,-2420.2260,11490.5170,3200.2080,-1415.8286,5770.5271,1106.3345,12170.9000,,,
1780428267.377057,session_20260602_151614,2,2,1,Iplus,direct_target,holding,disp_path_hold,direct_loading,430,4.3000,4.8000,4.2800,4.2800,,-0.0200,-8.0900,4.6340,1.362300,-2417.2210,11493.5200,3197.3040,-1412.8236,5773.5301,1103.4305,12172.3750,,,
1780428267.465145,session_20260602_151614,2,2,1,Iplus,direct_target,holding,disp_path_hold,direct_loading,430,4.3000,4.8000,4.2800,4.2800,,-0.0200,-8.0900,4.7218,1.352600,-2414.2160,11489.3120,3197.3040,-1409.8186,5769.3221,1103.4305,12167.8051,,,
1780428267.553006,session_20260602_151614,2,2,1,Iplus,direct_target,holding,disp_path_hold,direct_loading,430,4.3000,4.8000,4.2800,4.2800,,-0.0200,-8.0900,4.8099,1.355400,-2418.4230,11494.1270,3206.0150,-1414.0256,5774.1371,1112.1415,12175.4777,,,
1780428267.641471,session_20260602_151614,2,2,1,Iplus,direct_target,holding,disp_path_hold,direct_loading,430,4.3000,4.8000,4.2800,4.2800,,-0.0200,-8.0900,4.8980,1.351000,-2420.8280,11491.1190,3202.1440,-1416.4306,5771.1291,1108.2705,12172.0972,,,
1780428267.730116,session_20260602_151614,2,2,1,Iplus,direct_target,holding,disp_path_hold,direct_loading,430,4.3000,4.8000,4.2800,4.2800,,-0.0200,-8.0900,4.9860,1.359100,-2422.0290,11496.5270,3196.3360,-1417.6316,5776.5371,1102.4625,12175.9156,,,
1780428267.818443,session_20260602_151614,2,2,1,Iplus,direct_target,holding,disp_path_hold,direct_loading,430,4.3000,4.8000,4.2800,4.2800,,-0.0200,-8.0900,5.0749,1.363800,-2415.4180,11483.9040,3197.3040,-1411.0206,5763.9141,1103.4305,12162.9375,,,
1780428267.906467,session_20260602_151614,2,2,1,Iplus,direct_target,holding,disp_path_hold,direct_loading,430,4.3000,4.8000,4.2800,4.2800,,-0.0200,-8.0900,5.1632,1.367200,-2417.8220,11484.5060,3198.2720,-1413.4246,5764.5161,1104.3985,12164.2380,,,
1780428267.994586,session_20260602_151614,2,2,1,Iplus,direct_target,holding,disp_path_hold,direct_loading,430,4.3000,4.8000,4.2800,4.2800,,-0.0200,-8.0900,5.2511,1.355300,-2415.4180,11490.5170,3192.4640,-1411.0206,5770.5271,1098.5905,12167.9107,,,
1780428268.081936,session_20260602_151614,2,2,1,Iplus,direct_target,holding,disp_path_hold,direct_loading,430,4.3000,4.8000,4.2800,4.2800,,-0.0200,-8.0900,5.3393,1.350900,-2418.4230,11495.3270,3196.3360,-1414.0256,5775.3371,1102.4625,12174.0657,,,
1780428268.170896,session_20260602_151614,2,2,1,Iplus,direct_target,holding,disp_path_hold,direct_loading,430,4.3000,4.8000,4.2800,4.2800,,-0.0200,-8.0900,5.4268,1.357900,-2419.0240,11483.9040,3189.5590,-1414.6266,5763.9141,1095.6855,12161.6206,,,
1780428268.259236,session_20260602_151614,2,2,1,Iplus,direct_target,holding,disp_path_hold,direct_loading,430,4.3000,4.8000,4.2800,4.2800,,-0.0200,-8.0900,5.5157,1.359400,-2414.2160,11492.9220,3200.2080,-1409.8186,5772.9321,1106.3345,12171.9771,,,
1780428268.346716,session_20260602_151614,2,2,1,Iplus,direct_target,holding,disp_path_hold,direct_loading,430,4.3000,4.8000,4.2800,4.2800,,-0.0200,-8.0900,5.6041,1.365300,-2416.0190,11488.1110,3201.1750,-1411.6216,5768.1211,1107.3015,12168.0468,,,
1780428268.434649,session_20260602_151614,2,2,1,Iplus,direct_target,holding,disp_path_hold,direct_loading,430,4.3000,4.8000,4.2800,4.2800,,-0.0200,-8.0900,5.6921,1.355700,-2420.8280,11492.9220,3195.3680,-1416.4306,5772.9321,1101.4945,12172.0188,,,
1780428268.523669,session_20260602_151614,2,2,1,Iplus,direct_target,holding,disp_path_hold,direct_loading,430,4.3000,4.8000,4.2800,4.2800,,-0.0200,-8.0900,5.7800,1.354000,-2419.0240,11492.9220,3193.4320,-1414.6266,5772.9321,1099.5585,12171.1520,,,
1780428268.610960,session_20260602_151614,2,2,1,Iplus,direct_target,holding,disp_path_hold,direct_loading,430,4.3000,4.8000,4.2800,4.2800,,-0.0200,-8.0900,5.8682,1.350700,-2422.0290,11489.3120,3201.1750,-1417.6316,5769.3221,1107.3015,12170.3753,,,
1780428268.699590,session_20260602_151614,2,2,1,Iplus,direct_target,holding,disp_path_hold,direct_loading,430,4.3000,4.8000,4.2800,4.2800,,-0.0200,-8.0900,5.9559,1.352900,-2412.4130,11494.7250,3198.2720,-1408.0156,5774.7351,1104.3985,12172.8133,,,
1780428268.787642,session_20260602_151614,2,2,1,Iplus,direct_target,holding,disp_path_hold,direct_loading,430,4.3000,4.8000,4.2800,4.2800,,-0.0200,-8.0900,6.0440,1.353700,-2417.2210,11490.5170,3200.2080,-1412.8236,5770.5271,1106.3345,12170.3028,,,
1780428268.876241,session_20260602_151614,2,2,1,Iplus,direct_target,holding,disp_path_hold,direct_loading,430,4.3000,4.8000,4.2800,4.2800,,-0.0200,-8.0900,6.1328,1.354700,-2417.8220,11491.1190,3197.3040,-1413.4246,5771.1291,1103.4305,12170.2273,,,
1780428268.964495,session_20260602_151614,2,2,1,Iplus,direct_target,holding,disp_path_hold,direct_loading,430,4.3000,4.8000,4.2800,4.2800,,-0.0200,-8.0900,6.2209,1.354000,-2416.6200,11488.1110,3200.2080,-1412.2226,5768.1211,1106.3345,12167.9118,,,
1780428269.052004,session_20260602_151614,2,2,1,Iplus,direct_target,holding,disp_path_hold,direct_loading,430,4.3000,4.8000,4.2800,4.2800,,-0.0200,-8.0900,6.3090,1.352800,-2418.4230,11494.7250,3198.2720,-1414.0256,5774.7351,1104.3985,12174.0058,,,
1780428269.139798,session_20260602_151614,2,2,1,Iplus,direct_target,holding,disp_path_hold,direct_loading,430,4.3000,4.8000,4.2800,4.2800,,-0.0200,-8.0900,6.3970,1.348100,-2414.8170,11491.1190,3200.2080,-1410.4196,5771.1291,1106.3345,12170.3939,,,
1780428269.228653,session_20260602_151614,2,2,1,Iplus,direct_target,holding,disp_path_hold,direct_loading,430,4.3000,4.8000,4.2800,4.2800,,-0.0200,-8.0900,6.4852,1.352500,-2417.8220,11485.7110,3194.3990,-1413.4246,5765.7211,1100.5255,12164.3580,,,
1780428269.317029,session_20260602_151614,2,2,1,Iplus,direct_target,holding,disp_path_hold,direct_loading,430,4.3000,4.8000,4.2800,4.2800,,-0.0200,-8.0900,6.5735,1.349600,-2420.2260,11488.7140,3204.0800,-1415.8286,5768.7241,1110.2065,12170.2166,,,
1780428269.404833,session_20260602_151614,2,2,1,Iplus,direct_target,holding,disp_path_hold,direct_loading,430,4.3000,4.8000,4.2800,4.2800,,-0.0200,-8.0900,6.6616,1.354300,-2419.6250,11491.1190,3202.1440,-1415.2276,5771.1291,1108.2705,12171.8580,,,
1780428269.493160,session_20260602_151614,2,2,1,Iplus,direct_target,holding,disp_path_hold,direct_loading,430,4.3000,4.8000,4.2800,4.2800,,-0.0200,-8.0900,6.7498,1.364400,-2425.0350,11489.9190,3198.2720,-1420.6376,5769.9291,1104.3985,12170.7838,,,
1780428269.581015,session_20260602_151614,2,2,1,Iplus,direct_target,holding,disp_path_hold,direct_loading,430,4.3000,4.8000,4.2800,4.2800,,-0.0200,-8.0900,6.8379,1.362000,-2414.2160,11494.1270,3205.0480,-1409.8186,5774.1371,1111.1745,12174.3882,,,
1780428269.669507,session_20260602_151614,2,2,1,Iplus,direct_target,holding,disp_path_hold,direct_loading,430,4.3000,4.8000,4.2800,4.2800,,-0.0200,-8.0900,6.9260,1.364100,-2418.4230,11486.3140,3196.3360,-1414.0256,5766.3241,1102.4625,12165.5556,,,
1780428269.756611,session_20260602_151614,2,2,1,Iplus,direct_target,holding,disp_path_hold,direct_loading,430,4.3000,4.8000,4.2800,4.2800,,-0.0200,-8.0900,7.0140,1.364100,-2415.4180,11488.7140,3193.4320,-1411.0206,5768.7241,1099.5585,12166.4622,,,
1780428269.845351,session_20260602_151614,2,2,1,Iplus,direct_target,holding,disp_path_hold,direct_loading,430,4.3000,4.8000,4.2800,4.2800,,-0.0200,-8.0900,7.1017,1.358100,-2419.0240,11489.9190,3203.1110,-1414.6266,5769.9291,1109.2375,12170.8601,,,
1780428269.932603,session_20260602_151614,2,2,1,Iplus,direct_target,holding,disp_path_hold,direct_loading,430,4.3000,4.8000,4.2800,4.2800,,-0.0200,-8.0900,7.1906,1.361800,-2417.8220,11487.5090,3197.3040,-1413.4246,5767.5191,1103.4305,12166.8188,,,
1780428270.021304,session_20260602_151614,2,2,1,Iplus,direct_target,holding,disp_path_hold,direct_loading,430,4.3000,4.8000,4.2800,4.2800,,-0.0200,-8.0900,7.2782,1.360000,-2414.8170,11483.9040,3192.4640,-1410.4196,5763.9141,1098.5905,12161.5467,,,
1780428270.109832,session_20260602_151614,2,2,1,Iplus,direct_target,holding,disp_path_hold,direct_loading,430,4.3000,4.8000,4.2800,4.2800,,-0.0200,-8.0900,7.3663,1.354700,-2418.4230,11486.9110,3203.1110,-1414.0256,5766.9211,1109.2375,12167.9010,,,
1780428270.197225,session_20260602_151614,2,2,1,Iplus,direct_target,holding,disp_path_hold,direct_loading,430,4.3000,4.8000,4.2800,4.2800,,-0.0200,-8.0900,7.4546,1.363800,-2417.8220,11480.9010,3199.2400,-1413.4246,5760.9111,1105.3665,12161.0891,,,
1780428270.286545,session_20260602_151614,2,2,1,Iplus,direct_target,holding,disp_path_hold,direct_loading,430,4.3000,4.8000,4.2800,4.2800,,-0.0200,-8.0900,7.5425,1.357200,-2418.4230,11493.5200,3192.4640,-1414.0256,5773.5301,1098.5905,12171.3433,,,
1780428270.373199,session_20260602_151614,2,2,1,Iplus,direct_target,holding,disp_path_hold,direct_loading,430,4.3000,4.8000,4.2800,4.2800,,-0.0200,-8.0900,7.6310,1.352400,-2414.2160,11487.5090,3196.3360,-1409.8186,5767.5191,1102.4625,12165.8483,,,
1780428270.462343,session_20260602_151614,2,2,1,Iplus,direct_target,holding,disp_path_hold,direct_loading,430,4.3000,4.8000,4.2800,4.2800,,-0.0200,-8.0900,7.7184,1.359400,-2416.0190,11486.3140,3192.4640,-1411.6216,5766.3241,1098.5905,12164.0611,,,
1780428270.550993,session_20260602_151614,2,2,1,Iplus,direct_target,holding,disp_path_hold,direct_loading,430,4.3000,4.8000,4.2800,4.2800,,-0.0200,-8.0900,7.8073,1.350500,-2416.0190,11490.5170,3198.2720,-1411.6216,5770.5271,1104.3985,12169.5551,,,
1780428270.638652,session_20260602_151614,2,2,1,Iplus,direct_target,holding,disp_path_hold,direct_loading,430,4.3000,4.8000,4.2800,4.2800,,-0.0200,-8.0900,7.8957,1.351500,-2420.2260,11485.7110,3204.0800,-1415.8286,5765.7211,1110.2065,12167.3818,,,
1780428270.727463,session_20260602_151614,2,2,1,Iplus,direct_target,holding,disp_path_hold,direct_loading,430,4.3000,4.8000,4.2800,4.2800,,-0.0200,-8.0900,7.9831,1.355200,-2418.4230,11479.0930,3192.4640,-1414.0256,5759.1031,1098.5905,12157.7207,,,
1780428270.815072,session_20260602_151614,2,2,1,Iplus,direct_target,holding,disp_path_hold,direct_loading,430,4.3000,4.8000,4.2800,4.2800,,-0.0200,-8.0900,8.0720,1.355200,-2416.6200,11486.9110,3196.3360,-1412.2226,5766.9211,1102.4625,12165.7610,,,
1780428270.902724,session_20260602_151614,2,2,1,Iplus,direct_target,holding,disp_path_hold,direct_loading,430,4.3000,4.8000,4.2800,4.2800,,-0.0200,-8.0900,8.1601,1.361000,-2419.0240,11485.1090,3192.4640,-1414.6266,5765.1191,1098.5905,12163.5206,,,
1780428270.991729,session_20260602_151614,2,2,1,Iplus,direct_target,holding,disp_path_hold,direct_loading,430,4.3000,4.8000,4.2800,4.2800,,-0.0200,-8.0900,8.2476,1.359700,-2417.8220,11492.3190,3196.3360,-1413.4246,5772.3291,1102.4625,12171.1061,,,
1780428271.079408,session_20260602_151614,2,2,1,Iplus,direct_target,holding,disp_path_hold,direct_loading,430,4.3000,4.8000,4.2800,4.2800,,-0.0200,-8.0900,8.3363,1.359000,-2417.2210,11489.9190,3197.3040,-1412.8236,5769.9291,1103.4305,12168.9748,,,
