time_s,session_id,trial,repeat_id,pair_id,stage,state_label,phase,control_mode,path_mode,target_label,d_target_mm,d_preload_mm,d_actual_mm,d_mm,q_mm,d_error_mm,mark10_pos_mm,t_rel_s,F_N,mean_Bx_uT,mean_By_uT,mean_Bz_uT,delta_Bx_uT,delta_By_uT,delta_Bz_uT,Bmag_uT,sample_id,magnet_id,head_id,force_calibration_id,displacement_zero_id,note
1781485782.749102,session_20260614_201905,1,1,3,recovery_time_path_memory_3p5A,direct_target,holding,disp_path_hold,direct_loading,340,3.4000,3.8000,3.3800,3.3800,,-0.0200,-5.2100,0.0000,11.009500,-578.1620,7103.2180,8551.3120,-101.6010,3879.7577,6014.0968,11131.7076,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,
1781485782.839054,session_20260614_201905,1,1,3,recovery_time_path_memory_3p5A,direct_target,holding,disp_path_hold,direct_loading,340,3.4000,3.8000,3.3800,3.3800,,-0.0200,-5.2100,0.0528,11.010200,-574.5550,7102.6160,8559.0560,-97.9940,3879.1557,6021.8408,11137.0870,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,
1781485782.926425,session_20260614_201905,1,1,3,recovery_time_path_memory_3p5A,direct_target,holding,disp_path_hold,direct_loading,340,3.4000,3.8000,3.3800,3.3800,,-0.0200,-5.2100,0.1424,11.009200,-578.7620,7108.0230,8551.3120,-102.2010,3884.5627,6014.0968,11134.8055,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,
1781485783.014874,session_20260614_201905,1,1,3,recovery_time_path_memory_3p5A,direct_target,holding,disp_path_hold,direct_loading,340,3.4000,3.8000,3.3800,3.3800,,-0.0200,-5.2100,0.2296,11.004700,-576.9590,7099.6080,8553.2480,-100.3980,3876.1477,6016.0328,11130.8296,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,
1781485783.103361,session_20260614_201905,1,1,3,recovery_time_path_memory_3p5A,direct_target,holding,disp_path_hold,direct_loading,340,3.4000,3.8000,3.3800,3.3800,,-0.0200,-5.2100,0.3181,11.004900,-575.7570,7107.4240,8558.0900,-99.1960,3883.9637,6020.8748,11139.4738,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,
1781485783.192652,session_20260614_201905,1,1,3,recovery_time_path_memory_3p5A,direct_target,holding,disp_path_hold,direct_loading,340,3.4000,3.8000,3.3800,3.3800,,-0.0200,-5.2100,0.4070,11.002200,-583.5700,7101.4150,8560.0260,-107.0090,3877.9547,6022.8108,11137.5354,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,
1781485783.280953,session_20260614_201905,1,1,3,recovery_time_path_memory_3p5A,direct_target,holding,disp_path_hold,direct_loading,340,3.4000,3.8000,3.3800,3.3800,,-0.0200,-5.2100,0.4956,10.998300,-579.9640,7100.2100,8557.1190,-103.4030,3876.7497,6019.9038,11134.3444,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,
1781485783.368772,session_20260614_201905,1,1,3,recovery_time_path_memory_3p5A,direct_target,holding,disp_path_hold,direct_loading,340,3.4000,3.8000,3.3800,3.3800,,-0.0200,-5.2100,0.5844,10.997100,-580.5650,7103.2180,8552.2820,-104.0040,3879.7577,6015.0668,11132.5778,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,
1781485783.457503,session_20260614_201905,1,1,3,recovery_time_path_memory_3p5A,direct_target,holding,disp_path_hold,direct_loading,340,3.4000,3.8000,3.3800,3.3800,,-0.0200,-5.2100,0.6724,10.993600,-573.3530,7101.4150,8556.1540,-96.7920,3877.9547,6018.9388,11134.0289,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,
1781485783.545670,session_20260614_201905,1,1,3,recovery_time_path_memory_3p5A,direct_target,holding,disp_path_hold,direct_loading,340,3.4000,3.8000,3.3800,3.3800,,-0.0200,-5.2100,0.7610,10.991600,-577.5600,7106.2210,8554.2180,-100.9990,3882.7607,6017.0028,11135.8250,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,
