session_id,sample_id,magnet_id,head_id,force_calibration_id,displacement_zero_id,trial,pair_id,target_label,F_target_N,F_match_target_N,d_preload_mm,d_preload_extra_mm,preload_hold_s,F_loading_N,F_unloading_N,delta_F_N,d_loading_mm,d_unloading_mm,delta_d_mm,Bmag_loading_uT,Bmag_unloading_uT,delta_Bmag_uT,delta_Bx_uT,delta_By_uT,delta_Bz_uT,delta_Bvec_uT,slope_Bmag_uT_per_mm,same_F_ok,disp_split_ok,b_signal_ok,verdict
session_20260614_142325,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,1,1,375,3.75000,3.691700,3.0000,0.4000,5.0,3.691700,3.655950,-0.035750,2.6100,2.7300,+0.1200,8206.8277,8540.7062,+333.8785,+7.2120,+208.2445,+264.2640,336.5312,2782.3206,1,1,1,strong
session_20260614_142325,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,2,1,375,3.75000,3.635700,2.8300,0.4000,5.0,3.635700,3.687100,+0.051400,2.4400,2.6400,+0.2000,8027.9933,8559.2880,+531.2947,+7.8130,+308.9140,+441.4080,538.8227,2656.4734,0,1,1,bad_F_match
session_20260614_142325,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,3,1,375,3.75000,3.627300,2.8300,0.4000,5.0,3.627300,3.683650,+0.056350,2.4400,2.6400,+0.2000,8025.2039,8554.7747,+529.5707,+8.4140,+304.7060,+442.3770,537.2280,2647.8537,0,1,1,bad_F_match
