trial,hold_label,phase,control_mode,sample_id,magnet_id,head_id,force_calibration_id,displacement_zero_id,F_target_N,F_N,F_error_N,d_actual_mm,mark10_pos_mm,t_rel_s,control_action,d_after_action_mm,move_delta_mm,mean_Bx_uT,mean_By_uT,mean_Bz_uT,delta_Bx_uT,delta_By_uT,delta_Bz_uT,Bmag_uT
3,180,holding,force_hold,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,1.80000,1.797600,-0.002400,1.3500,-2.0300,0.0000,none,1.3500,0.0000,-1132.8840,9370.7890,5022.9520,-280.5993,2831.8555,1685.4165,10692.2944
3,180,holding,force_hold,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,1.80000,1.798700,-0.001300,1.3500,-2.0300,0.0540,none,1.3500,0.0000,-1133.4850,9370.1910,5027.7910,-281.2003,2831.2575,1690.2555,10694.1082
3,180,holding,force_hold,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,1.80000,1.798200,-0.001800,1.3500,-2.0300,0.1417,none,1.3500,0.0000,-1135.2890,9365.9830,5026.8240,-283.0043,2827.0495,1689.2885,10690.1580
3,180,holding,force_hold,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,1.80000,1.797900,-0.002100,1.3500,-2.0300,0.2307,none,1.3500,0.0000,-1134.0860,9364.7830,5023.9200,-281.8013,2825.8495,1686.3845,10687.6136
3,180,holding,force_hold,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,1.80000,1.795800,-0.004200,1.3500,-2.0300,0.3188,none,1.3500,0.0000,-1127.4750,9363.5780,5023.9200,-275.1903,2824.6445,1686.3845,10685.8582
3,180,holding,force_hold,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,1.80000,1.793900,-0.006100,1.3500,-2.0300,0.4943,none,1.3500,0.0000,-1134.0860,9362.9760,5023.9200,-281.8013,2824.0425,1686.3845,10686.0303
3,180,holding,force_hold,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,1.80000,1.795500,-0.004500,1.3500,-2.0300,0.5823,none,1.3500,0.0000,-1129.8790,9353.9620,5013.2720,-277.5943,2815.0285,1675.7365,10672.6814
3,180,holding,force_hold,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,1.80000,1.797300,-0.002700,1.3500,-2.0300,0.6704,none,1.3500,0.0000,-1129.8790,9369.5890,5022.9520,-277.5943,2830.6555,1685.4165,10690.9247
3,180,holding,force_hold,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,1.80000,1.795600,-0.004400,1.3500,-2.0300,0.7585,none,1.3500,0.0000,-1135.2890,9364.7830,5020.0470,-283.0043,2825.8495,1682.5115,10685.9213
3,180,holding,force_hold,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,1.80000,1.795900,-0.004100,1.3500,-2.0300,0.8466,none,1.3500,0.0000,-1136.4900,9364.7830,5021.0150,-284.2053,2825.8495,1683.4795,10686.5037
3,180,holding,force_hold,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,1.80000,1.796000,-0.004000,1.3500,-2.0300,0.9346,none,1.3500,0.0000,-1133.4850,9367.1840,5029.7280,-281.2003,2828.2505,1692.1925,10692.3846
3,180,holding,force_hold,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,1.80000,1.794700,-0.005300,1.3500,-2.0300,1.0227,none,1.3500,0.0000,-1131.6820,9365.9830,5028.7600,-279.3973,2827.0495,1691.2245,10690.6861
3,180,holding,force_hold,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,1.80000,1.795800,-0.004200,1.3500,-2.0300,1.1107,none,1.3500,0.0000,-1136.4900,9367.7810,5023.9200,-284.2053,2828.8475,1686.3845,10690.4959
3,180,holding,force_hold,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,1.80000,1.797600,-0.002400,1.3500,-2.0300,1.1987,none,1.3500,0.0000,-1134.6870,9362.9760,5010.3670,-282.4023,2824.0425,1672.8315,10679.7290
3,180,holding,force_hold,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,1.80000,1.798000,-0.002000,1.3500,-2.0300,1.2870,none,1.3500,0.0000,-1132.8840,9360.5750,5021.9840,-280.5993,2821.6415,1684.4485,10682.8888
3,180,holding,force_hold,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,1.80000,1.796100,-0.003900,1.3500,-2.0300,1.3751,none,1.3500,0.0000,-1132.2830,9371.3910,5026.8240,-279.9983,2832.4575,1689.2885,10694.5778
3,180,holding,force_hold,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,1.80000,1.796200,-0.003800,1.3500,-2.0300,1.4631,none,1.3500,0.0000,-1132.2830,9361.7750,5024.8870,-279.9983,2822.8415,1687.3515,10685.2415
3,180,holding,force_hold,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,1.80000,1.794900,-0.005100,1.3500,-2.0300,1.5520,none,1.3500,0.0000,-1134.0860,9364.1760,5021.0150,-281.8013,2825.2425,1683.4795,10685.7164
3,180,holding,force_hold,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,1.80000,1.793900,-0.006100,1.3500,-2.0300,1.6393,none,1.3500,0.0000,-1133.4850,9364.7830,5021.0150,-281.2003,2825.8495,1683.4795,10686.1846
