session_id,sample_id,magnet_id,head_id,force_calibration_id,displacement_zero_id,trial,pair_id,target_label,d_target_mm,d_preload_mm,d_direct_mm,d_return_mm,d_diff_mm,F_direct_N,F_return_N,delta_F_N,Bmag_direct_uT,Bmag_return_uT,delta_Bmag_uT,delta_Bx_uT,delta_By_uT,delta_Bz_uT,delta_Bvec_uT,slope_Bmag_uT_per_N,same_d_ok,force_split_ok,b_signal_ok,verdict
session_20260602_210102,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,1,1,160,1.6000,1.9000,1.5900,1.6500,+0.0600,2.028500,1.718600,-0.309900,10670.5957,10928.9033,+258.3076,-9.6170,+265.0350,+13.5510,265.5554,-833.5193,0,1,1,bad_d_match
session_20260602_210102,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,2,1,160,1.6000,1.9000,1.5900,1.6500,+0.0600,2.076700,1.776300,-0.300400,10665.1115,10928.9426,+263.8311,-6.0100,+273.4560,+4.8400,273.5649,-878.2659,0,1,1,bad_d_match
session_20260602_210102,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,3,1,160,1.6000,1.9000,1.5800,1.6000,+0.0200,2.023700,1.580000,-0.443700,10581.9877,10682.0465,+100.0588,+1.2020,+112.3890,-27.1040,115.6173,-225.5101,1,1,1,strong
