session_id,sample_id,magnet_id,head_id,force_calibration_id,displacement_zero_id,cycle,state_index,branch,state_label,path_mode,phase,d_target_mm,d_preload_mm,record_s,summary_window_s,n,d_median_mm,F_median_N,Bmag_median_uT,Bx_median_uT,By_median_uT,Bz_median_uT,delta_Bx_median_uT,delta_By_median_uT,delta_Bz_median_uT
session_20260623_204724,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,1,1,loading,loading_d_345,loading_branch,loading_dense,3.4500,4.2000,15.0,5.0,114,3.4400,13.417150,10490.9812,-705.5730,1900.9620,10293.7120,-268.8137,-56.6064,6870.9641
session_20260623_204724,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,1,2,loading,loading_d_355,loading_branch,loading_dense,3.5500,4.2000,15.0,5.0,114,3.5400,15.151250,10693.0840,-716.3910,1916.5880,10496.0260,-279.6317,-40.9804,7073.2781
session_20260623_204724,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,1,3,loading,loading_d_365,loading_branch,loading_dense,3.6500,4.2000,15.0,5.0,114,3.6400,16.849650,10906.1865,-730.2140,1942.1305,10707.0450,-293.4547,-15.4379,7284.2971
session_20260623_204724,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,1,4,loading,loading_d_375,loading_branch,loading_dense,3.7500,4.2000,15.0,5.0,114,3.7400,18.708700,11107.0951,-741.6330,1973.6830,10904.5220,-304.8737,16.1146,7481.7741
session_20260623_204724,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,1,5,loading,loading_d_385,loading_branch,loading_dense,3.8500,4.2000,15.0,5.0,114,3.8300,20.692550,11290.4762,-753.0520,2007.3390,11085.5360,-316.2927,49.7706,7662.7881
session_20260623_204724,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,1,6,loading,loading_d_395,loading_branch,loading_dense,3.9500,4.2000,15.0,5.0,114,3.8700,21.435750,11326.5141,-756.0570,2009.7430,11121.3540,-319.2977,52.1746,7698.6061
session_20260623_204724,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,1,7,preload,preload_d_420,preload_loading,preload_dense,4.2000,4.2000,30.0,5.0,114,3.8700,21.255400,11327.1074,-756.0570,2010.9450,11121.3540,-319.2977,53.3766,7698.6061
session_20260623_204724,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,1,8,unloading,unloading_d_395,return_unloading,unloading_dense,3.9500,4.2000,15.0,5.0,114,3.8700,21.178500,11329.7428,-755.4570,2009.7430,11124.2550,-318.6977,52.1746,7701.5071
session_20260623_204724,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,1,9,unloading,unloading_d_385,return_unloading,unloading_dense,3.8500,4.2000,15.0,5.0,114,3.8500,20.001200,11312.0355,-753.6530,2011.5460,11106.8320,-316.8937,53.9776,7684.0841
session_20260623_204724,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,1,10,unloading,unloading_d_375,return_unloading,unloading_dense,3.7500,4.2000,15.0,5.0,114,3.7600,17.215800,11228.2007,-747.6430,2014.5510,11020.6820,-310.8837,56.9826,7597.9341
session_20260623_204724,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,1,11,unloading,unloading_d_365,return_unloading,unloading_dense,3.6500,4.2000,15.0,5.0,114,3.6200,13.865650,11038.3774,-736.8250,2003.1320,10829.9840,-300.0657,45.5636,7407.2361
session_20260623_204724,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,1,12,unloading,unloading_d_355,return_unloading,unloading_dense,3.5500,4.2000,15.0,5.0,114,3.5400,12.230450,10899.1071,-730.5145,1990.5110,10691.0770,-293.7552,32.9426,7268.3291
session_20260623_204724,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,1,13,unloading,unloading_d_345,return_unloading,unloading_dense,3.4500,4.2000,15.0,5.0,114,3.4200,10.038800,10630.4747,-718.1940,1955.6530,10424.3890,-281.4347,-1.9154,7001.6411
session_20260623_204724,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,2,1,loading,loading_d_345,loading_branch,loading_dense,3.4500,4.2000,15.0,5.0,114,3.4400,13.113800,10446.5682,-703.1690,1894.9520,10249.1840,-259.2891,-67.3274,6591.3480
session_20260623_204724,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,2,2,loading,loading_d_355,loading_branch,loading_dense,3.5500,4.2000,15.0,5.0,114,3.5400,14.802400,10645.8060,-713.9870,1911.1790,10448.5920,-270.1071,-51.1004,6790.7560
session_20260623_204724,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,2,3,loading,loading_d_365,loading_branch,loading_dense,3.6500,4.2000,15.0,5.0,114,3.6400,16.478150,10861.1637,-726.6080,1937.6230,10662.5220,-282.7281,-24.6564,7004.6860
session_20260623_204724,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,2,4,loading,loading_d_375,loading_branch,loading_dense,3.7500,4.2000,15.0,5.0,114,3.7400,18.298500,11061.1778,-738.6280,1968.5745,10859.9940,-294.7481,6.2951,7202.1580
session_20260623_204724,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,2,5,loading,loading_d_385,loading_branch,loading_dense,3.8500,4.2000,15.0,5.0,114,3.8500,20.296900,11246.1019,-750.9485,2001.3290,11041.0080,-307.0686,39.0496,7383.1720
session_20260623_204724,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,2,6,loading,loading_d_395,loading_branch,loading_dense,3.9500,4.2000,15.0,5.0,114,3.8900,21.383900,11315.9343,-756.3575,2010.9450,11109.7330,-312.4776,48.6656,7451.8970
session_20260623_204724,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,2,7,preload,preload_d_420,preload_loading,preload_dense,4.2000,4.2000,30.0,5.0,114,3.8900,21.187750,11319.4451,-756.0570,2011.5460,11113.6100,-312.1771,49.2666,7455.7740
session_20260623_204724,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,2,8,unloading,unloading_d_395,return_unloading,unloading_dense,3.9500,4.2000,15.0,5.0,114,3.8900,21.112050,11321.7393,-756.0570,2012.4475,11115.5460,-312.1771,50.1681,7457.7100
session_20260623_204724,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,2,9,unloading,unloading_d_385,return_unloading,unloading_dense,3.8500,4.2000,15.0,5.0,114,3.8000,17.992650,11247.7910,-750.0470,2016.3540,11040.0420,-306.1671,54.0746,7382.2060
session_20260623_204724,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,2,10,unloading,unloading_d_375,return_unloading,unloading_dense,3.7500,4.2000,15.0,5.0,114,3.7200,15.734150,11149.9046,-744.0370,2012.7480,10941.3060,-300.1571,50.4686,7283.4700
session_20260623_204724,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,2,11,unloading,unloading_d_365,return_unloading,unloading_dense,3.6500,4.2000,15.0,5.0,114,3.6400,13.852500,11032.5988,-737.4260,2005.5360,10823.2100,-293.5461,43.2566,7165.3740
session_20260623_204724,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,2,12,unloading,unloading_d_355,return_unloading,unloading_dense,3.5500,4.2000,15.0,5.0,114,3.5600,12.211950,10891.4821,-730.2140,1990.5110,10682.8480,-286.3341,28.2316,7025.0120
session_20260623_204724,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,2,13,unloading,unloading_d_345,return_unloading,unloading_dense,3.4500,4.2000,15.0,5.0,114,3.4300,10.019600,10618.5309,-718.1940,1951.4460,10412.7730,-274.3141,-10.8334,6754.9370
session_20260623_204724,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,3,1,loading,loading_d_345,loading_branch,loading_dense,3.4500,4.2000,15.0,5.0,114,3.4400,13.093900,10447.5710,-701.9670,1896.7550,10250.1540,-266.7858,-66.2690,6811.3748
session_20260623_204724,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,3,2,loading,loading_d_355,loading_branch,loading_dense,3.5500,4.2000,15.0,5.0,114,3.5400,14.775750,10646.5644,-712.7850,1912.9820,10448.5920,-277.6038,-50.0420,7009.8128
session_20260623_204724,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,3,3,loading,loading_d_365,loading_branch,loading_dense,3.6500,4.2000,15.0,5.0,114,3.6400,16.445100,10858.4611,-725.1055,1940.3275,10659.6150,-289.9243,-22.6965,7220.8358
session_20260623_204724,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,3,4,loading,loading_d_375,loading_branch,loading_dense,3.7500,4.2000,15.0,5.0,114,3.7400,18.276700,11061.8002,-738.0270,1972.4810,10859.5090,-302.8458,9.4570,7420.7298
session_20260623_204724,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,3,5,loading,loading_d_385,loading_branch,loading_dense,3.8500,4.2000,15.0,5.0,114,3.8500,20.259900,11244.5518,-750.0470,2004.9350,11038.5890,-314.8658,41.9110,7599.8098
session_20260623_204724,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,3,6,loading,loading_d_395,loading_branch,loading_dense,3.9500,4.2000,15.0,5.0,114,3.8900,21.373900,11312.2760,-754.8550,2013.9500,11105.8660,-319.6738,50.9260,7667.0868
session_20260623_204724,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,3,7,preload,preload_d_420,preload_loading,preload_dense,4.2000,4.2000,30.0,5.0,114,3.8900,21.175900,11314.7832,-754.8550,2014.8515,11108.7670,-319.6738,51.8275,7669.9878
session_20260623_204724,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,3,8,unloading,unloading_d_395,return_unloading,unloading_dense,3.9500,4.2000,15.0,5.0,114,3.8900,21.099000,11319.4342,-755.4570,2014.5510,11113.1250,-320.2758,51.5270,7674.3458
session_20260623_204724,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,3,9,unloading,unloading_d_385,return_unloading,unloading_dense,3.8500,4.2000,15.0,5.0,114,3.8000,17.986250,11247.1945,-749.4460,2019.3590,11039.0720,-314.2648,56.3350,7600.2928
session_20260623_204724,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,3,10,unloading,unloading_d_375,return_unloading,unloading_dense,3.7500,4.2000,15.0,5.0,114,3.7200,15.688050,11147.3860,-742.8350,2016.9550,10938.4000,-307.6538,53.9310,7499.6208
session_20260623_204724,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,3,11,unloading,unloading_d_365,return_unloading,unloading_dense,3.6500,4.2000,15.0,5.0,114,3.6400,13.809800,11028.0963,-736.8250,2007.9400,10819.3380,-301.6438,44.9160,7380.5588
session_20260623_204724,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,3,12,unloading,unloading_d_355,return_unloading,unloading_dense,3.5500,4.2000,15.0,5.0,114,3.5600,12.189550,10889.5996,-729.6130,1993.5160,10680.9110,-294.4318,30.4920,7242.1318
