trial,hold_label,phase,control_mode,F_target_N,F_N,F_error_N,d_actual_mm,mark10_pos_mm,t_rel_s,control_action,d_after_action_mm,move_delta_mm,mean_Bx_uT,mean_By_uT,mean_Bz_uT,delta_Bx_uT,delta_By_uT,delta_Bz_uT,Bmag_uT
1,45,holding,force_hold,0.45000,0.430900,-0.019100,2.5700,-4.9600,0.0000,none,2.5700,0.0000,-76.3260,-3914.9120,-1230.3280,-4.7552,51.1117,-50.5886,4104.3963
1,45,holding,force_hold,0.45000,0.427500,-0.022500,2.5700,-4.9600,0.0419,none,2.5700,0.0000,-76.3260,-3916.1140,-1230.3280,-4.7552,49.9097,-50.5886,4105.5428
1,45,holding,force_hold,0.45000,0.427700,-0.022300,2.5700,-4.9600,0.1302,none,2.5700,0.0000,-75.7250,-3916.7160,-1230.3280,-4.1542,49.3077,-50.5886,4106.1059
1,45,holding,force_hold,0.45000,0.428900,-0.021100,2.5700,-4.9600,0.2188,none,2.5700,0.0000,-75.7250,-3915.5140,-1229.3600,-4.1542,50.5097,-49.6206,4104.6693
1,45,holding,force_hold,0.45000,0.429500,-0.020500,2.5700,-4.9600,0.3069,none,2.5700,0.0000,-76.3260,-3915.5140,-1230.3280,-4.7552,50.5097,-50.5886,4104.9705
1,45,holding,force_hold,0.45000,0.428700,-0.021300,2.5700,-4.9600,0.3952,none,2.5700,0.0000,-58.2960,-5121.7200,-2914.6480,13.2748,-1155.6963,-1734.9086,5893.2663
1,45,holding,force_hold,0.45000,0.427600,-0.022400,2.5700,-4.9600,0.4838,none,2.5700,0.0000,-58.8970,-5119.9170,-2912.7120,12.6738,-1153.8933,-1732.9726,5890.7478
1,45,holding,force_hold,0.45000,0.426400,-0.023600,2.5700,-4.9600,0.5720,none,2.5700,0.0000,-60.0990,-5119.9170,-2912.7120,11.4718,-1153.8933,-1732.9726,5890.7600
1,45,holding,force_hold,0.45000,0.426500,-0.023500,2.5700,-4.9600,0.6603,none,2.5700,0.0000,-58.8970,-5119.3170,-2912.7120,12.6738,-1153.2933,-1732.9726,5890.2264
1,45,holding,force_hold,0.45000,0.427200,-0.022800,2.5700,-4.9600,0.7483,none,2.5700,0.0000,-58.8970,-5118.7170,-2912.7120,12.6738,-1152.6933,-1732.9726,5889.7049
1,45,holding,force_hold,0.45000,0.427900,-0.022100,2.5700,-4.9600,0.8370,none,2.5700,0.0000,-58.8970,-5118.7170,-2912.7120,12.6738,-1152.6933,-1732.9726,5889.7049
1,45,holding,force_hold,0.45000,0.426900,-0.023100,2.5700,-4.9600,0.9250,none,2.5700,0.0000,-58.8970,-5117.5140,-2911.7440,12.6738,-1151.4903,-1732.0046,5888.1807
1,45,holding,force_hold,0.45000,0.426300,-0.023700,2.5700,-4.9600,1.0139,none,2.5700,0.0000,-58.8970,-5117.5140,-2911.7440,12.6738,-1151.4903,-1732.0046,5888.1807
1,45,holding,force_hold,0.45000,0.426900,-0.023100,2.5700,-4.9600,1.1020,none,2.5700,0.0000,-59.4980,-5117.5140,-2911.7440,12.0728,-1151.4903,-1732.0046,5888.1867
1,45,holding,force_hold,0.45000,0.430000,-0.020000,2.5700,-4.9600,1.1902,none,2.5700,0.0000,-58.8970,-5116.9120,-2911.7440,12.6738,-1150.8883,-1732.0046,5887.6575
1,45,holding,force_hold,0.45000,0.431300,-0.018700,2.5700,-4.9600,1.2785,none,2.5700,0.0000,-58.8970,-5115.1090,-2912.7120,12.6738,-1149.0853,-1732.9726,5886.5695
1,45,holding,force_hold,0.45000,0.428400,-0.021600,2.5700,-4.9600,1.3668,none,2.5700,0.0000,-58.8970,-5115.1090,-2910.7760,12.6738,-1149.0853,-1731.0366,5885.6118
