trial,hold_label,phase,control_mode,F_target_N,F_N,F_error_N,d_actual_mm,mark10_pos_mm,t_rel_s,control_action,d_after_action_mm,move_delta_mm,mean_Bx_uT,mean_By_uT,mean_Bz_uT,delta_Bx_uT,delta_By_uT,delta_Bz_uT,Bmag_uT
1,60,holding,force_hold,0.60000,0.572500,-0.027500,2.9000,-5.2900,1.1913,none,2.9000,0.0000,-58.2960,-5520.7830,-3146.9680,13.2748,-1554.7593,-1967.2286,6354.9863
1,60,holding,force_hold,0.60000,0.572700,-0.027300,2.9000,-5.2900,1.2795,none,2.9000,0.0000,-58.8970,-5518.3810,-3146.9680,12.6738,-1552.3573,-1967.2286,6352.9053
1,60,holding,force_hold,0.60000,0.572500,-0.027500,2.9000,-5.2900,1.3678,none,2.9000,0.0000,-58.8970,-5518.3810,-3146.9680,12.6738,-1552.3573,-1967.2286,6352.9053
1,60,holding,force_hold,0.60000,0.571500,-0.028500,2.9000,-5.2900,1.4562,none,2.9000,0.0000,-59.4980,-5519.5830,-3146.9680,12.0728,-1553.5593,-1967.2286,6353.9550
1,60,holding,force_hold,0.60000,0.572300,-0.027700,2.9000,-5.2900,1.5446,none,2.9000,0.0000,-58.8970,-5518.9810,-3146.0000,12.6738,-1552.9573,-1966.2606,6352.9470
1,60,holding,force_hold,0.60000,0.571800,-0.028200,2.9000,-5.2900,1.6328,none,2.9000,0.0000,-58.2960,-5517.7810,-3146.9680,13.2748,-1551.7573,-1967.2286,6352.3785
1,60,holding,force_hold,0.60000,0.572800,-0.027200,2.9000,-5.2900,1.7212,none,2.9000,0.0000,-58.2960,-5517.1780,-3145.0320,13.2748,-1551.1543,-1965.2926,6350.8958
1,60,holding,force_hold,0.60000,0.571700,-0.028300,2.9000,-5.2900,1.8098,none,2.9000,0.0000,-58.8970,-5517.7810,-3146.9680,12.6738,-1551.7573,-1967.2286,6352.3841
1,60,holding,force_hold,0.60000,0.572300,-0.027700,2.9000,-5.2900,1.8979,none,2.9000,0.0000,-58.8970,-5518.3810,-3147.9360,12.6738,-1552.3573,-1968.1966,6353.3848
1,60,holding,force_hold,0.60000,0.573800,-0.026200,2.9000,-5.2900,1.9863,none,2.9000,0.0000,-58.8970,-5515.9760,-3145.0320,12.6738,-1549.9523,-1965.2926,6349.8572
1,60,holding,force_hold,0.60000,0.572000,-0.028000,2.9000,-5.2900,2.0750,none,2.9000,0.0000,-59.4980,-5516.5760,-3145.0320,12.0728,-1550.5523,-1965.2926,6350.3840
1,60,holding,force_hold,0.60000,0.570600,-0.029400,2.9000,-5.2900,2.1630,none,2.9000,0.0000,-59.4980,-5517.7810,-3145.0320,12.0728,-1551.7573,-1965.2926,6351.4308
1,60,holding,force_hold,0.60000,0.571600,-0.028400,2.9000,-5.2900,2.2513,none,2.9000,0.0000,-58.8970,-5516.5760,-3144.0630,12.6738,-1550.5523,-1964.3236,6349.8986
1,60,holding,force_hold,0.60000,0.572500,-0.027500,2.9000,-5.2900,2.3396,none,2.9000,0.0000,-58.8970,-5515.3750,-3145.0320,12.6738,-1549.3513,-1965.2926,6349.3351
1,60,holding,force_hold,0.60000,0.570400,-0.029600,2.9000,-5.2900,2.4279,none,2.9000,0.0000,-60.0990,-5515.3750,-3145.0320,11.4718,-1549.3513,-1965.2926,6349.3464
1,60,holding,force_hold,0.60000,0.570900,-0.029100,2.9000,-5.2900,2.5162,none,2.9000,0.0000,-58.8970,-5517.7810,-3146.0000,12.6738,-1551.7573,-1966.2606,6351.9046
1,60,holding,force_hold,0.60000,0.570900,-0.029100,2.9000,-5.2900,2.6046,none,2.9000,0.0000,-58.2960,-5515.9760,-3146.0000,13.2748,-1549.9523,-1966.2606,6350.3311
1,60,holding,force_hold,0.60000,0.571400,-0.028600,2.9000,-5.2900,2.6927,none,2.9000,0.0000,-58.2960,-5516.5760,-3146.0000,13.2748,-1550.5523,-1966.2606,6350.8523
1,60,holding,force_hold,0.60000,0.570800,-0.029200,2.9000,-5.2900,2.7814,none,2.9000,0.0000,-58.8970,-5515.3750,-3144.0630,12.6738,-1549.3513,-1964.3236,6348.8552
1,60,holding,force_hold,0.60000,0.570200,-0.029800,2.9000,-5.2900,2.8697,none,2.9000,0.0000,-59.4980,-5516.5760,-3145.0320,12.0728,-1550.5523,-1965.2926,6350.3840
1,60,holding,force_hold,0.60000,0.571400,-0.028600,2.9000,-5.2900,2.9580,none,2.9000,0.0000,-59.4980,-5514.7730,-3145.0320,12.0728,-1548.7493,-1965.2926,6348.8178
1,60,holding,force_hold,0.60000,0.571900,-0.028100,2.9000,-5.2900,3.0463,none,2.9000,0.0000,-58.8970,-5515.3750,-3145.0320,12.6738,-1549.3513,-1965.2926,6349.3351
1,60,holding,force_hold,0.60000,0.574500,-0.025500,2.9000,-5.2900,3.1346,none,2.9000,0.0000,-58.8970,-5515.3750,-3146.0000,12.6738,-1549.3513,-1966.2606,6349.8147
1,60,holding,force_hold,0.60000,0.574200,-0.025800,2.9000,-5.2900,3.2229,none,2.9000,0.0000,-58.2960,-5514.7730,-3143.0960,13.2748,-1548.7493,-1963.3566,6347.8478
1,60,holding,force_hold,0.60000,0.572900,-0.027100,2.9000,-5.2900,3.3113,none,2.9000,0.0000,-60.0990,-5515.3750,-3146.0000,11.4718,-1549.3513,-1966.2606,6349.8259
1,60,holding,force_hold,0.60000,0.573600,-0.026400,2.9000,-5.2900,3.4001,none,2.9000,0.0000,-59.4980,-5514.1730,-3144.0630,12.0728,-1548.1493,-1964.3236,6347.8166
1,60,holding,force_hold,0.60000,0.574800,-0.025200,2.9000,-5.2900,3.4879,none,2.9000,0.0000,-58.8970,-5513.5730,-3144.0630,12.6738,-1547.5493,-1964.3236,6347.2898
1,60,holding,force_hold,0.60000,0.574600,-0.025400,2.9000,-5.2900,3.5763,none,2.9000,0.0000,-58.8970,-5513.5730,-3144.0630,12.6738,-1547.5493,-1964.3236,6347.2898
1,60,holding,force_hold,0.60000,0.575800,-0.024200,2.9000,-5.2900,3.6647,none,2.9000,0.0000,-59.4980,-5514.7730,-3144.0630,12.0728,-1548.7493,-1964.3236,6348.3378
1,60,holding,force_hold,0.60000,0.572800,-0.027200,2.9000,-5.2900,3.7529,none,2.9000,0.0000,-58.8970,-5514.7730,-3145.0320,12.6738,-1548.7493,-1965.2926,6348.8122
1,60,holding,force_hold,0.60000,0.571600,-0.028400,2.9000,-5.2900,3.8415,none,2.9000,0.0000,-59.4980,-5512.9700,-3144.0630,12.0728,-1546.9463,-1964.3236,6346.7717
1,60,holding,force_hold,0.60000,0.571900,-0.028100,2.9000,-5.2900,3.9297,none,2.9000,0.0000,-58.8970,-5513.5730,-3144.0630,12.6738,-1547.5493,-1964.3236,6347.2898
1,60,holding,force_hold,0.60000,0.572300,-0.027700,2.9000,-5.2900,4.0178,down,2.9200,-0.0200,-58.8970,-5514.7730,-3145.0320,12.6738,-1548.7493,-1965.2926,6348.8122
1,60,holding,force_hold,0.60000,0.570900,-0.029100,2.9200,-5.3100,8.2695,down,2.9400,-0.0200,-58.8970,-5514.1730,-3145.0320,12.6738,-1548.1493,-1965.2926,6348.2910
1,60,holding,force_hold,0.60000,0.571200,-0.028800,2.9400,-5.3300,12.4248,down,2.9600,-0.0200,-58.8970,-5514.7730,-3143.0960,12.6738,-1548.7493,-1963.3566,6347.8534
1,60,holding,force_hold,0.60000,0.570700,-0.029300,2.9600,-5.3500,16.5767,down,2.9900,-0.0300,-59.4980,-5514.7730,-3143.0960,12.0728,-1548.7493,-1963.3566,6347.8590
1,60,holding,force_hold,0.60000,0.571400,-0.028600,2.9900,-5.3800,20.7403,down,3.0100,-0.0200,-58.8970,-5514.1730,-3145.0320,12.6738,-1548.1493,-1965.2926,6348.2910
1,60,holding,force_hold,0.60000,0.572100,-0.027900,3.0100,-5.4000,24.8989,down,3.0300,-0.0200,-58.8970,-5513.5730,-3145.0320,12.6738,-1547.5493,-1965.2926,6347.7699
1,60,holding,force_hold,0.60000,0.573100,-0.026900,3.0300,-5.4200,29.0765,down,3.0500,-0.0200,-59.4980,-5513.5730,-3144.0630,12.0728,-1547.5493,-1964.3236,6347.2954
1,60,holding,force_hold,0.60000,0.571600,-0.028400,3.0500,-5.4400,33.2307,down,3.0700,-0.0200,-58.8970,-5512.3680,-3144.0630,12.6738,-1546.3443,-1964.3236,6346.2431
1,60,holding,force_hold,0.60000,0.572400,-0.027600,3.0700,-5.4600,37.3876,down,3.0900,-0.0200,-58.2960,-5512.9700,-3144.0630,13.2748,-1546.9463,-1964.3236,6346.7605
1,60,holding,force_hold,0.60000,0.571900,-0.028100,3.0900,-5.4800,41.5176,down,3.1100,-0.0200,-58.8970,-5512.9700,-3143.0960,12.6738,-1546.9463,-1963.3566,6346.2871
