session_id,sample_id,magnet_id,head_id,force_calibration_id,displacement_zero_id,trial,pair_id,target_label,F_target_N,F_match_target_N,d_preload_mm,d_preload_extra_mm,F_loading_N,F_unloading_N,delta_F_N,d_loading_mm,d_unloading_mm,delta_d_mm,Bmag_loading_uT,Bmag_unloading_uT,delta_Bmag_uT,delta_Bx_uT,delta_By_uT,delta_Bz_uT,delta_Bvec_uT,slope_Bmag_uT_per_mm,same_F_ok,disp_split_ok,b_signal_ok,verdict
session_20260623_105716,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,1,1,600,6.00000,6.016100,3.1900,0.0000,6.016100,6.021300,+0.005200,2.7300,2.8100,+0.0800,8624.0878,8839.8617,+215.7739,-11.4190,+33.9565,+212.9600,215.9523,2697.1741,1,0,1,weak_disp_split
session_20260623_105716,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,2,1,600,6.00000,5.772300,3.1800,0.0000,5.772300,5.915800,+0.143500,2.6000,2.8200,+0.2200,8338.8265,8995.0420,+656.2156,-24.6410,+66.7110,+656.3020,660.1438,2982.7980,0,1,1,bad_F_match
