trial,hold_label,phase,control_mode,sample_id,magnet_id,head_id,force_calibration_id,displacement_zero_id,F_target_N,F_N,F_error_N,d_actual_mm,mark10_pos_mm,t_rel_s,control_action,d_after_action_mm,move_delta_mm,mean_Bx_uT,mean_By_uT,mean_Bz_uT,delta_Bx_uT,delta_By_uT,delta_Bz_uT,Bmag_uT
1,180,holding,force_hold,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,1.80000,1.767000,-0.033000,1.1400,-1.5100,0.0000,down,1.1600,-0.0200,-1084.8040,9765.0450,4601.8720,-239.3127,2969.1524,1454.7705,10849.4299
1,180,holding,force_hold,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,1.80000,1.765300,-0.034700,1.1600,-1.5300,4.1909,down,1.1800,-0.0200,-1086.6070,9772.2550,4604.7760,-241.1157,2976.3624,1457.6745,10857.3314
1,180,holding,force_hold,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,1.80000,1.764500,-0.035500,1.1800,-1.5500,8.3176,down,1.2000,-0.0200,-1086.0060,9760.2340,4607.6790,-240.5147,2964.3414,1460.5775,10847.6856
1,180,holding,force_hold,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,1.80000,1.766100,-0.033900,1.2000,-1.5700,12.4428,down,1.2000,0.0000,-1083.0010,9766.8480,4611.5520,-237.5097,2970.9554,1464.4505,10854.9815
1,180,holding,force_hold,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,1.80000,1.766800,-0.033200,1.2000,-1.5700,16.5627,down,1.2000,0.0000,-1083.0010,9768.0470,4601.8720,-237.5097,2972.1544,1454.7705,10851.9519
1,180,holding,force_hold,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,1.80000,1.766900,-0.033100,1.2000,-1.5700,20.6915,down,1.2000,0.0000,-1083.0010,9763.8450,4601.8720,-237.5097,2967.9524,1454.7705,10848.1697
1,180,holding,force_hold,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,1.80000,1.765800,-0.034200,1.2000,-1.5700,24.8263,down,1.2000,0.0000,-1080.5970,9765.6470,4615.4240,-235.1057,2969.7544,1468.3225,10855.3070
1,180,holding,force_hold,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,1.80000,1.766200,-0.033800,1.2000,-1.5700,28.9669,down,1.2000,0.0000,-1083.6020,9771.6580,4606.7110,-238.1107,2975.7654,1459.6095,10857.3146
1,180,holding,force_hold,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,1.80000,1.764600,-0.035400,1.2000,-1.5700,33.1108,down,1.2000,0.0000,-1084.2030,9766.8480,4601.8720,-238.7117,2970.9554,1454.7705,10850.9927
1,180,holding,force_hold,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,1.80000,1.764600,-0.035400,1.2000,-1.5700,37.2563,down,1.2000,0.0000,-1084.8040,9771.0560,4612.5200,-239.3127,2975.1634,1465.4185,10859.3589
1,180,holding,force_hold,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,1.80000,1.765300,-0.034700,1.2000,-1.5700,41.4185,down,1.2000,0.0000,-1085.4050,9774.6610,4608.6480,-239.9137,2978.7684,1461.5465,10861.0192
1,180,holding,force_hold,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,1.80000,1.766700,-0.033300,1.2000,-1.5700,45.5583,down,1.2000,0.0000,-1075.1880,9772.2550,4609.6160,-229.6967,2976.3624,1462.5145,10858.2483
1,180,holding,force_hold,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,1.80000,1.766100,-0.033900,1.2000,-1.5700,49.7050,down,1.2000,0.0000,-1081.1990,9773.4560,4609.6160,-235.7077,2977.5634,1462.5145,10859.9260
1,180,holding,force_hold,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,1.80000,1.765300,-0.034700,1.2000,-1.5700,53.8776,down,1.2000,0.0000,-1083.0010,9771.0560,4602.8400,-237.5097,2975.1634,1455.7385,10855.0708
1,180,holding,force_hold,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,1.80000,1.765400,-0.034600,1.2000,-1.5700,58.0180,down,1.2000,0.0000,-1086.0060,9762.6400,4614.4550,-240.5147,2966.7474,1467.3535,10852.7298
1,180,holding,force_hold,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,1.80000,1.765300,-0.034700,1.2000,-1.5700,62.1400,down,1.2000,0.0000,-1083.0010,9765.0450,4605.7440,-237.5097,2969.1524,1458.6425,10850.8927
1,180,holding,force_hold,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,1.80000,1.766000,-0.034000,1.2000,-1.5700,66.2776,down,1.2000,0.0000,-1085.4050,9770.4530,4605.7440,-239.9137,2974.5604,1458.6425,10855.9999
1,180,holding,force_hold,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,1.80000,1.763900,-0.036100,1.2000,-1.5700,70.4043,down,1.2000,0.0000,-1083.6020,9773.4560,4600.9060,-238.1107,2977.5634,1453.8045,10856.4714
1,180,holding,force_hold,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,1.80000,1.763000,-0.037000,1.2000,-1.5700,74.5452,down,1.2000,0.0000,-1084.2030,9765.6470,4603.8070,-238.7117,2969.7544,1456.7055,10850.7325
