trial,hold_label,phase,control_mode,sample_id,magnet_id,head_id,force_calibration_id,displacement_zero_id,F_target_N,F_N,F_error_N,d_actual_mm,mark10_pos_mm,t_rel_s,control_action,d_after_action_mm,move_delta_mm,mean_Bx_uT,mean_By_uT,mean_Bz_uT,delta_Bx_uT,delta_By_uT,delta_Bz_uT,Bmag_uT
1,180,holding,force_hold,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,1.80000,1.791200,-0.008800,1.4000,-1.7900,0.0000,none,1.4000,0.0000,-1046.9410,7727.6560,5384.0150,-267.4180,2705.7399,2289.4061,9476.3057
1,180,holding,force_hold,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,1.80000,1.790400,-0.009600,1.4000,-1.7900,0.0497,none,1.4000,0.0000,-1043.3350,7730.0580,5372.4000,-263.8120,2708.1419,2277.7911,9471.2737
1,180,holding,force_hold,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,1.80000,1.784100,-0.015900,1.4000,-1.7900,0.1380,none,1.4000,0.0000,-1042.7340,7727.0550,5379.1760,-263.2110,2705.1389,2284.5671,9472.6030
1,180,holding,force_hold,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,1.80000,1.781900,-0.018100,1.4000,-1.7900,0.2265,none,1.4000,0.0000,-1049.3450,7730.6610,5380.1440,-269.8220,2708.7449,2285.5351,9476.8240
1,180,holding,force_hold,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,1.80000,1.784100,-0.015900,1.4000,-1.7900,0.3147,none,1.4000,0.0000,-1043.3350,7729.4610,5377.2400,-263.8120,2707.5449,2282.6311,9473.5329
1,180,holding,force_hold,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,1.80000,1.787000,-0.013000,1.4000,-1.7900,0.4025,none,1.4000,0.0000,-1043.9360,7726.4530,5377.2400,-264.4130,2704.5369,2282.6311,9471.1450
1,180,holding,force_hold,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,1.80000,1.778600,-0.021400,1.4000,-1.7900,0.4905,none,1.4000,0.0000,-1046.3400,7727.6560,5377.2400,-266.8170,2705.7399,2282.6311,9472.3917
1,180,holding,force_hold,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,1.80000,1.786700,-0.013300,1.4000,-1.7900,0.5790,none,1.4000,0.0000,-1041.5330,7734.2640,5378.2080,-262.0100,2712.3479,2283.5991,9477.8031
1,180,holding,force_hold,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,1.80000,1.784500,-0.015500,1.4000,-1.7900,0.6672,none,1.4000,0.0000,-1045.1380,7728.8580,5384.9840,-265.6150,2706.9419,2290.3751,9477.6375
1,180,holding,force_hold,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,1.80000,1.782200,-0.017800,1.4000,-1.7900,0.7553,none,1.4000,0.0000,-1045.7400,7728.8580,5373.3670,-266.2170,2706.9419,2278.7581,9471.1082
1,180,holding,force_hold,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,1.80000,1.785800,-0.014200,1.4000,-1.7900,0.8434,none,1.4000,0.0000,-1045.1380,7730.0580,5375.3040,-265.6150,2708.1419,2280.6951,9473.1200
1,180,holding,force_hold,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,1.80000,1.793800,-0.006200,1.4000,-1.7900,0.9316,none,1.4000,0.0000,-1043.3350,7728.2560,5379.1760,-263.8120,2706.3399,2284.5671,9473.6489
1,180,holding,force_hold,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,1.80000,1.791300,-0.008700,1.4000,-1.7900,1.0197,none,1.4000,0.0000,-1045.7400,7730.0580,5380.1440,-266.2170,2708.1419,2285.5351,9475.9336
1,180,holding,force_hold,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,1.80000,1.790600,-0.009400,1.4000,-1.7900,1.1081,none,1.4000,0.0000,-1053.5520,7731.2630,5382.0800,-274.0290,2709.3469,2287.4711,9478.8810
1,180,holding,force_hold,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,1.80000,1.781300,-0.018700,1.4000,-1.7900,1.1963,none,1.4000,0.0000,-1043.3350,7725.8500,5384.0150,-263.8120,2703.9339,2289.4061,9474.4353
1,180,holding,force_hold,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,1.80000,1.782200,-0.017800,1.4000,-1.7900,1.2845,none,1.4000,0.0000,-1040.9310,7727.6560,5378.2080,-261.4080,2705.7399,2283.5991,9472.3453
1,180,holding,force_hold,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,1.80000,1.785700,-0.014300,1.4000,-1.7900,1.3729,none,1.4000,0.0000,-1046.3400,7727.0550,5379.1760,-266.8170,2705.1389,2284.5671,9473.0006
1,180,holding,force_hold,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,1.80000,1.784000,-0.016000,1.4000,-1.7900,1.4606,none,1.4000,0.0000,-1045.1380,7733.0640,5379.1760,-265.6150,2711.1479,2284.5671,9477.7701
1,180,holding,force_hold,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,1.80000,1.784300,-0.015700,1.4000,-1.7900,1.5492,none,1.4000,0.0000,-1045.1380,7728.8580,5371.4320,-265.6150,2706.9419,2276.8231,9469.9441
1,180,holding,force_hold,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,1.80000,1.791900,-0.008100,1.4000,-1.7900,1.6372,none,1.4000,0.0000,-1043.3350,7734.2640,5374.3360,-263.8120,2712.3479,2279.7271,9475.8047
1,180,holding,force_hold,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,1.80000,1.788600,-0.011400,1.4000,-1.7900,1.7254,none,1.4000,0.0000,-1045.7400,7726.4530,5378.2080,-266.2170,2704.5369,2283.5991,9471.8937
