session_id,trial,state_index,pair_id,state_label,path_mode,target_label,nominal_F_target_N,F_target_N,F_N,F_error_N,d_mm,mark10_pos_mm,Bmag_uT,delta_Bx_uT,delta_By_uT,delta_Bz_uT,n,acquire_status,preload_status,note
session_20260603_143946,1,1,1,blind_01_loading,direct_loading,180,1.80000,1.80000,1.740450,-0.059550,1.4100,-2.0000,10599.8478,-267.5903,2846.3646,1732.1304,60,reached,not_started,
session_20260603_143946,1,2,1,blind_02_unloading,return_unloading,180,1.80000,1.74045,1.700500,-0.039950,1.5600,-2.1500,11067.6041,-293.7338,3266.1601,1939.7664,60,reached,reached,target_F_matched_to_loading_head_summary
session_20260603_143946,1,3,2,blind_03_loading,direct_loading,170,1.70000,1.70000,1.599950,-0.100050,1.2300,-1.9300,10402.4409,-258.8758,2652.5411,1673.0814,60,reached,not_started,
session_20260603_143946,1,4,2,blind_04_unloading,return_unloading,170,1.70000,1.59995,1.590000,-0.009950,1.3900,-2.0900,10856.0031,-282.9158,3058.8161,1877.3294,60,reached,reached,target_F_matched_to_loading_head_summary
session_20260603_143946,1,5,3,blind_05_loading,direct_loading,190,1.90000,1.90000,1.811650,-0.088350,1.3800,-2.0100,10651.9641,-274.5018,2863.4931,1808.6024,60,reached,not_started,
session_20260603_143946,1,6,3,blind_06_unloading,return_unloading,190,1.90000,1.81165,1.787650,-0.024000,1.5500,-2.1800,11088.9724,-299.4433,3255.6446,1999.2974,60,reached,reached,target_F_matched_to_loading_head_summary
