time_s,session_id,trial,repeat_id,pair_id,state_index,stage,state_label,phase,control_mode,path_mode,target_label,target,actual,nominal_F_target_N,F_target_N,F_N,F_error_N,d_preload_mm,d_actual_mm,d_mm,q_mm,mark10_pos_mm,t_rel_s,Bx_uT,By_uT,Bz_uT,mean_Bx_uT,mean_By_uT,mean_Bz_uT,delta_Bx_uT,delta_By_uT,delta_Bz_uT,Bmag_uT,sample_id,magnet_id,note
1780512123.480543,session_20260603_143946,1,1,1,1,O_blind,blind_01_loading,holding,blind_force_path_state,direct_loading,180,1.80000,1.74290,1.80000,1.80000,1.742900,-0.057100,nan,1.4100,1.4100,,-2.0000,0.6236,-1133.4850,9178.4690,5184.6080,-1133.4850,9178.4690,5184.6080,-266.6888,2851.1706,1729.2264,10602.3225,,,
1780512123.568722,session_20260603_143946,1,1,1,1,O_blind,blind_01_loading,holding,blind_force_path_state,direct_loading,180,1.80000,1.74390,1.80000,1.80000,1.743900,-0.056100,nan,1.4100,1.4100,,-2.0000,0.7123,-1135.8890,9173.0610,5189.4480,-1135.8890,9173.0610,5189.4480,-269.0928,2845.7626,1734.0664,10600.2671,,,
1780512123.657345,session_20260603_143946,1,1,1,1,O_blind,blind_01_loading,holding,blind_force_path_state,direct_loading,180,1.80000,1.74260,1.80000,1.80000,1.742600,-0.057400,nan,1.4100,1.4100,,-2.0000,0.8002,-1131.6820,9174.8640,5187.5120,-1131.6820,9174.8640,5187.5120,-264.8858,2847.5656,1732.1304,10600.4299,,,
1780512123.745664,session_20260603_143946,1,1,1,1,O_blind,blind_01_loading,holding,blind_force_path_state,direct_loading,180,1.80000,1.74180,1.80000,1.80000,1.741800,-0.058200,nan,1.4100,1.4100,,-2.0000,0.8888,-1135.8890,9171.8560,5189.4480,-1135.8890,9171.8560,5189.4480,-269.0928,2844.5576,1734.0664,10599.2244,,,
1780512123.834136,session_20260603_143946,1,1,1,1,O_blind,blind_01_loading,holding,blind_force_path_state,direct_loading,180,1.80000,1.74360,1.80000,1.80000,1.743600,-0.056400,nan,1.4100,1.4100,,-2.0000,0.9771,-1135.2890,9178.4690,5182.6720,-1135.2890,9178.4690,5182.6720,-268.4928,2851.1706,1727.2904,10601.5689,,,
1780512123.922842,session_20260603_143946,1,1,1,1,O_blind,blind_01_loading,holding,blind_force_path_state,direct_loading,180,1.80000,1.74280,1.80000,1.80000,1.742800,-0.057200,nan,1.4100,1.4100,,-2.0000,1.0657,-1132.2830,9174.2660,5182.6720,-1132.2830,9174.2660,5182.6720,-265.4868,2846.9676,1727.2904,10597.6087,,,
1780512124.010763,session_20260603_143946,1,1,1,1,O_blind,blind_01_loading,holding,blind_force_path_state,direct_loading,180,1.80000,1.74180,1.80000,1.80000,1.741800,-0.058200,nan,1.4100,1.4100,,-2.0000,1.1541,-1134.6870,9173.6630,5178.7990,-1134.6870,9173.6630,5178.7990,-267.8908,2846.3646,1723.4174,10595.4503,,,
1780512124.099654,session_20260603_143946,1,1,1,1,O_blind,blind_01_loading,holding,blind_force_path_state,direct_loading,180,1.80000,1.74180,1.80000,1.80000,1.741800,-0.058200,nan,1.4100,1.4100,,-2.0000,1.2422,-1134.6870,9172.4580,5189.4480,-1134.6870,9172.4580,5189.4480,-267.8908,2845.1596,1734.0664,10599.6165,,,
1780512124.187680,session_20260603_143946,1,1,1,1,O_blind,blind_01_loading,holding,blind_force_path_state,direct_loading,180,1.80000,1.74250,1.80000,1.80000,1.742500,-0.057500,nan,1.4100,1.4100,,-2.0000,1.3308,-1137.0910,9170.6560,5195.2560,-1137.0910,9170.6560,5195.2560,-270.2948,2843.3576,1739.8744,10601.1600,,,
1780512124.276206,session_20260603_143946,1,1,1,1,O_blind,blind_01_loading,holding,blind_force_path_state,direct_loading,180,1.80000,1.74120,1.80000,1.80000,1.741200,-0.058800,nan,1.4100,1.4100,,-2.0000,1.4191,-1133.4850,9181.4720,5184.6080,-1133.4850,9181.4720,5184.6080,-266.6888,2854.1736,1729.2264,10604.9223,,,
1780512124.364682,session_20260603_143946,1,1,1,1,O_blind,blind_01_loading,holding,blind_force_path_state,direct_loading,180,1.80000,1.74040,1.80000,1.80000,1.740400,-0.059600,nan,1.4100,1.4100,,-2.0000,1.5077,-1140.0960,9173.6630,5180.7360,-1140.0960,9173.6630,5180.7360,-273.2998,2846.3646,1725.3544,10596.9777,,,
1780512124.453096,session_20260603_143946,1,1,1,1,O_blind,blind_01_loading,holding,blind_force_path_state,direct_loading,180,1.80000,1.74210,1.80000,1.80000,1.742100,-0.057900,nan,1.4100,1.4100,,-2.0000,1.5961,-1132.8840,9173.6630,5191.3830,-1132.8840,9173.6630,5191.3830,-266.0878,2846.3646,1736.0014,10601.4139,,,
1780512124.541517,session_20260603_143946,1,1,1,1,O_blind,blind_01_loading,holding,blind_force_path_state,direct_loading,180,1.80000,1.74190,1.80000,1.80000,1.741900,-0.058100,nan,1.4100,1.4100,,-2.0000,1.6846,-1130.4800,9177.2640,5185.5760,-1130.4800,9177.2640,5185.5760,-263.6838,2849.9656,1730.1944,10601.4319,,,
1780512124.629369,session_20260603_143946,1,1,1,1,O_blind,blind_01_loading,holding,blind_force_path_state,direct_loading,180,1.80000,1.74080,1.80000,1.80000,1.740800,-0.059200,nan,1.4100,1.4100,,-2.0000,1.7729,-1134.6870,9177.8710,5186.5440,-1134.6870,9177.8710,5186.5440,-267.8908,2850.5726,1731.1624,10602.8802,,,
1780512124.718367,session_20260603_143946,1,1,1,1,O_blind,blind_01_loading,holding,blind_force_path_state,direct_loading,180,1.80000,1.74070,1.80000,1.80000,1.740700,-0.059300,nan,1.4100,1.4100,,-2.0000,1.8612,-1132.8840,9170.6560,5193.3200,-1132.8840,9170.6560,5193.3200,-266.0878,2843.3576,1737.9384,10599.7609,,,
1780512124.806670,session_20260603_143946,1,1,1,1,O_blind,blind_01_loading,holding,blind_force_path_state,direct_loading,180,1.80000,1.74090,1.80000,1.80000,1.740900,-0.059100,nan,1.4100,1.4100,,-2.0000,1.9498,-1136.4900,9172.4580,5181.7030,-1136.4900,9172.4580,5181.7030,-269.6938,2845.1596,1726.3214,10596.0201,,,
1780512124.894812,session_20260603_143946,1,1,1,1,O_blind,blind_01_loading,holding,blind_force_path_state,direct_loading,180,1.80000,1.74070,1.80000,1.80000,1.740700,-0.059300,nan,1.4100,1.4100,,-2.0000,2.0381,-1133.4850,9169.4550,5187.5120,-1133.4850,9169.4550,5187.5120,-266.6888,2842.1566,1732.1304,10595.9414,,,
1780512124.983580,session_20260603_143946,1,1,1,1,O_blind,blind_01_loading,holding,blind_force_path_state,direct_loading,180,1.80000,1.74080,1.80000,1.80000,1.740800,-0.059200,nan,1.4100,1.4100,,-2.0000,2.1266,-1132.8840,9171.8560,5179.7680,-1132.8840,9171.8560,5179.7680,-266.0878,2844.5576,1724.3864,10594.1666,,,
1780512125.071651,session_20260603_143946,1,1,1,1,O_blind,blind_01_loading,holding,blind_force_path_state,direct_loading,180,1.80000,1.74170,1.80000,1.80000,1.741700,-0.058300,nan,1.4100,1.4100,,-2.0000,2.2151,-1135.8890,9180.2710,5188.4800,-1135.8890,9180.2710,5188.4800,-269.0928,2852.9726,1733.0984,10606.0334,,,
1780512125.160407,session_20260603_143946,1,1,1,1,O_blind,blind_01_loading,holding,blind_force_path_state,direct_loading,180,1.80000,1.74120,1.80000,1.80000,1.741200,-0.058800,nan,1.4100,1.4100,,-2.0000,2.3032,-1131.6820,9169.4550,5181.7030,-1131.6820,9169.4550,5181.7030,-264.8858,2842.1566,1726.3214,10592.9059,,,
1780512125.248302,session_20260603_143946,1,1,1,1,O_blind,blind_01_loading,holding,blind_force_path_state,direct_loading,180,1.80000,1.74050,1.80000,1.80000,1.740500,-0.059500,nan,1.4100,1.4100,,-2.0000,2.3918,-1137.6920,9172.4580,5177.8320,-1137.6920,9172.4580,5177.8320,-270.8958,2845.1596,1722.4504,10594.2566,,,
1780512125.337261,session_20260603_143946,1,1,1,1,O_blind,blind_01_loading,holding,blind_force_path_state,direct_loading,180,1.80000,1.73970,1.80000,1.80000,1.739700,-0.060300,nan,1.4100,1.4100,,-2.0000,2.4801,-1132.8840,9170.6560,5178.7990,-1132.8840,9170.6560,5178.7990,-266.0878,2843.3576,1723.4174,10592.6539,,,
1780512125.425614,session_20260603_143946,1,1,1,1,O_blind,blind_01_loading,holding,blind_force_path_state,direct_loading,180,1.80000,1.73910,1.80000,1.80000,1.739100,-0.060900,nan,1.4100,1.4100,,-2.0000,2.5687,-1133.4850,9172.4580,5183.6400,-1133.4850,9172.4580,5183.6400,-266.6888,2845.1596,1728.2584,10596.6456,,,
1780512125.513950,session_20260603_143946,1,1,1,1,O_blind,blind_01_loading,holding,blind_force_path_state,direct_loading,180,1.80000,1.73910,1.80000,1.80000,1.739100,-0.060900,nan,1.4100,1.4100,,-2.0000,2.6571,-1135.8890,9174.8640,5188.4800,-1135.8890,9174.8640,5188.4800,-269.0928,2847.5656,1733.0984,10601.3536,,,
1780512125.602180,session_20260603_143946,1,1,1,1,O_blind,blind_01_loading,holding,blind_force_path_state,direct_loading,180,1.80000,1.73790,1.80000,1.80000,1.737900,-0.062100,nan,1.4100,1.4100,,-2.0000,2.7452,-1139.4960,9175.4710,5195.2560,-1139.4960,9175.4710,5195.2560,-272.6998,2848.1726,1739.8744,10605.5836,,,
1780512125.690682,session_20260603_143946,1,1,1,1,O_blind,blind_01_loading,holding,blind_force_path_state,direct_loading,180,1.80000,1.73760,1.80000,1.80000,1.737600,-0.062400,nan,1.4100,1.4100,,-2.0000,2.8339,-1138.8940,9178.4690,5183.6400,-1138.8940,9178.4690,5183.6400,-272.0978,2851.1706,1728.2584,10602.4288,,,
1780512125.779590,session_20260603_143946,1,1,1,1,O_blind,blind_01_loading,holding,blind_force_path_state,direct_loading,180,1.80000,1.73950,1.80000,1.80000,1.739500,-0.060500,nan,1.4100,1.4100,,-2.0000,2.9221,-1134.0860,9170.0580,5186.5440,-1134.0860,9170.0580,5186.5440,-267.2898,2842.7596,1731.1624,10596.0537,,,
1780512125.867863,session_20260603_143946,1,1,1,1,O_blind,blind_01_loading,holding,blind_force_path_state,direct_loading,180,1.80000,1.74030,1.80000,1.80000,1.740300,-0.059700,nan,1.4100,1.4100,,-2.0000,3.0107,-1127.4750,9174.8640,5194.2880,-1127.4750,9174.8640,5194.2880,-260.6788,2847.5656,1738.9064,10603.2994,,,
1780512125.955837,session_20260603_143946,1,1,1,1,O_blind,blind_01_loading,holding,blind_force_path_state,direct_loading,180,1.80000,1.73810,1.80000,1.80000,1.738100,-0.061900,nan,1.4100,1.4100,,-2.0000,3.0991,-1135.2890,9174.8640,5190.4160,-1135.2890,9174.8640,5190.4160,-268.4928,2847.5656,1735.0344,10602.2370,,,
1780512126.044464,session_20260603_143946,1,1,1,1,O_blind,blind_01_loading,holding,blind_force_path_state,direct_loading,180,1.80000,1.73800,1.80000,1.80000,1.738000,-0.062000,nan,1.4100,1.4100,,-2.0000,3.1872,-1135.8890,9173.0610,5187.5120,-1135.8890,9173.0610,5187.5120,-269.0928,2845.7626,1732.1304,10599.3194,,,
1780512126.132689,session_20260603_143946,1,1,1,1,O_blind,blind_01_loading,holding,blind_force_path_state,direct_loading,180,1.80000,1.73810,1.80000,1.80000,1.738100,-0.061900,nan,1.4100,1.4100,,-2.0000,3.2759,-1132.2830,9171.8560,5191.3830,-1132.2830,9171.8560,5191.3830,-265.4868,2844.5576,1736.0014,10599.7861,,,
1780512126.221273,session_20260603_143946,1,1,1,1,O_blind,blind_01_loading,holding,blind_force_path_state,direct_loading,180,1.80000,1.73780,1.80000,1.80000,1.737800,-0.062200,nan,1.4100,1.4100,,-2.0000,3.3641,-1132.2830,9175.4710,5186.5440,-1132.2830,9175.4710,5186.5440,-265.4868,2848.1726,1731.1624,10600.5458,,,
1780512126.309778,session_20260603_143946,1,1,1,1,O_blind,blind_01_loading,holding,blind_force_path_state,direct_loading,180,1.80000,1.73860,1.80000,1.80000,1.738600,-0.061400,nan,1.4100,1.4100,,-2.0000,3.4527,-1134.0860,9170.0580,5182.6720,-1134.0860,9170.0580,5182.6720,-267.2898,2842.7596,1727.2904,10594.1589,,,
1780512126.397727,session_20260603_143946,1,1,1,1,O_blind,blind_01_loading,holding,blind_force_path_state,direct_loading,180,1.80000,1.73790,1.80000,1.80000,1.737900,-0.062100,nan,1.4100,1.4100,,-2.0000,3.5411,-1135.8890,9169.4550,5185.5760,-1135.8890,9169.4550,5185.5760,-269.0928,2842.1566,1730.1944,10595.2512,,,
1780512126.486503,session_20260603_143946,1,1,1,1,O_blind,blind_01_loading,holding,blind_force_path_state,direct_loading,180,1.80000,1.73760,1.80000,1.80000,1.737600,-0.062400,nan,1.4100,1.4100,,-2.0000,3.6293,-1137.0910,9172.4580,5188.4800,-1137.0910,9172.4580,5188.4800,-270.2948,2845.1596,1733.0984,10599.4003,,,
1780512126.574692,session_20260603_143946,1,1,1,1,O_blind,blind_01_loading,holding,blind_force_path_state,direct_loading,180,1.80000,1.73720,1.80000,1.80000,1.737200,-0.062800,nan,1.4100,1.4100,,-2.0000,3.7180,-1134.0860,9177.2640,5186.5440,-1134.0860,9177.2640,5186.5440,-267.2898,2849.9656,1731.1624,10602.2905,,,
1780512126.662721,session_20260603_143946,1,1,1,1,O_blind,blind_01_loading,holding,blind_force_path_state,direct_loading,180,1.80000,1.73830,1.80000,1.80000,1.738300,-0.061700,nan,1.4100,1.4100,,-2.0000,3.8062,-1134.6870,9179.6740,5189.4480,-1134.6870,9179.6740,5189.4480,-267.8908,2852.3756,1734.0664,10605.8616,,,
1780512126.751711,session_20260603_143946,1,1,1,1,O_blind,blind_01_loading,holding,blind_force_path_state,direct_loading,180,1.80000,1.73860,1.80000,1.80000,1.738600,-0.061400,nan,1.4100,1.4100,,-2.0000,3.8947,-1133.4850,9173.0610,5183.6400,-1133.4850,9173.0610,5183.6400,-266.6888,2845.7626,1728.2584,10597.1675,,,
1780512126.840350,session_20260603_143946,1,1,1,1,O_blind,blind_01_loading,holding,blind_force_path_state,direct_loading,180,1.80000,1.73790,1.80000,1.80000,1.737900,-0.062100,nan,1.4100,1.4100,,-2.0000,3.9831,-1131.0810,9170.6560,5189.4480,-1131.0810,9170.6560,5189.4480,-264.2848,2843.3576,1734.0664,10597.6717,,,
1780512126.928541,session_20260603_143946,1,1,1,1,O_blind,blind_01_loading,holding,blind_force_path_state,direct_loading,180,1.80000,1.73760,1.80000,1.80000,1.737600,-0.062400,nan,1.4100,1.4100,,-2.0000,4.0716,-1137.0910,9171.8560,5190.4160,-1137.0910,9171.8560,5190.4160,-270.2948,2844.5576,1735.0344,10599.8272,,,
1780512127.016787,session_20260603_143946,1,1,1,1,O_blind,blind_01_loading,holding,blind_force_path_state,direct_loading,180,1.80000,1.73650,1.80000,1.80000,1.736500,-0.063500,nan,1.4100,1.4100,,-2.0000,4.1601,-1129.2780,9170.6560,5183.6400,-1129.2780,9170.6560,5183.6400,-262.4818,2843.3576,1728.2584,10594.6366,,,
1780512127.105354,session_20260603_143946,1,1,1,1,O_blind,blind_01_loading,holding,blind_force_path_state,direct_loading,180,1.80000,1.73650,1.80000,1.80000,1.736500,-0.063500,nan,1.4100,1.4100,,-2.0000,4.2481,-1132.2830,9175.4710,5187.5120,-1132.2830,9175.4710,5187.5120,-265.4868,2848.1726,1732.1304,10601.0195,,,
1780512127.193640,session_20260603_143946,1,1,1,1,O_blind,blind_01_loading,holding,blind_force_path_state,direct_loading,180,1.80000,1.73650,1.80000,1.80000,1.736500,-0.063500,nan,1.4100,1.4100,,-2.0000,4.3367,-1132.8840,9168.8530,5186.5440,-1132.8840,9168.8530,5186.5440,-266.0878,2841.5546,1731.1624,10594.8823,,,
1780512127.282186,session_20260603_143946,1,1,1,1,O_blind,blind_01_loading,holding,blind_force_path_state,direct_loading,180,1.80000,1.73650,1.80000,1.80000,1.736500,-0.063500,nan,1.4100,1.4100,,-2.0000,4.4251,-1134.6870,9172.4580,5180.7360,-1134.6870,9172.4580,5180.7360,-267.8908,2845.1596,1725.3544,10595.3540,,,
1780512127.370501,session_20260603_143946,1,1,1,1,O_blind,blind_01_loading,holding,blind_force_path_state,direct_loading,180,1.80000,1.73670,1.80000,1.80000,1.736700,-0.063300,nan,1.4100,1.4100,,-2.0000,4.5136,-1137.0910,9169.4550,5184.6080,-1137.0910,9169.4550,5184.6080,-270.2948,2842.1566,1729.2264,10594.9064,,,
1780512127.458823,session_20260603_143946,1,1,1,1,O_blind,blind_01_loading,holding,blind_force_path_state,direct_loading,180,1.80000,1.73590,1.80000,1.80000,1.735900,-0.064100,nan,1.4100,1.4100,,-2.0000,4.6023,-1130.4800,9170.6560,5195.2560,-1130.4800,9170.6560,5195.2560,-263.6838,2843.3576,1739.8744,10600.4529,,,
1780512127.547428,session_20260603_143946,1,1,1,1,O_blind,blind_01_loading,holding,blind_force_path_state,direct_loading,180,1.80000,1.73510,1.80000,1.80000,1.735100,-0.064900,nan,1.4100,1.4100,,-2.0000,4.6903,-1133.4850,9173.6630,5179.7680,-1133.4850,9173.6630,5179.7680,-266.6888,2846.3646,1724.3864,10595.7953,,,
1780512127.635326,session_20260603_143946,1,1,1,1,O_blind,blind_01_loading,holding,blind_force_path_state,direct_loading,180,1.80000,1.73460,1.80000,1.80000,1.734600,-0.065400,nan,1.4100,1.4100,,-2.0000,4.7788,-1137.0910,9176.6660,5187.5120,-1137.0910,9176.6660,5187.5120,-270.2948,2849.3676,1732.1304,10602.5683,,,
1780512127.724258,session_20260603_143946,1,1,1,1,O_blind,blind_01_loading,holding,blind_force_path_state,direct_loading,180,1.80000,1.73490,1.80000,1.80000,1.734900,-0.065100,nan,1.4100,1.4100,,-2.0000,4.8671,-1135.2890,9174.8640,5185.5760,-1135.2890,9174.8640,5185.5760,-268.4928,2847.5656,1730.1944,10599.8683,,,
1780512127.812773,session_20260603_143946,1,1,1,1,O_blind,blind_01_loading,holding,blind_force_path_state,direct_loading,180,1.80000,1.73530,1.80000,1.80000,1.735300,-0.064700,nan,1.4100,1.4100,,-2.0000,4.9556,-1132.8840,9175.4710,5183.6400,-1132.8840,9175.4710,5183.6400,-266.0878,2848.1726,1728.2584,10599.1895,,,
1780512127.901438,session_20260603_143946,1,1,1,1,O_blind,blind_01_loading,holding,blind_force_path_state,direct_loading,180,1.80000,1.73550,1.80000,1.80000,1.735500,-0.064500,nan,1.4100,1.4100,,-2.0000,5.0439,-1129.8790,9174.8640,5175.8980,-1129.8790,9174.8640,5175.8980,-263.0828,2847.5656,1720.5164,10594.5588,,,
1780512127.989352,session_20260603_143946,1,1,1,1,O_blind,blind_01_loading,holding,blind_force_path_state,direct_loading,180,1.80000,1.73610,1.80000,1.80000,1.736100,-0.063900,nan,1.4100,1.4100,,-2.0000,5.1325,-1141.8990,9173.0610,5180.7360,-1141.8990,9173.0610,5180.7360,-275.1028,2845.7626,1725.3544,10596.6507,,,
1780512128.077394,session_20260603_143946,1,1,1,1,O_blind,blind_01_loading,holding,blind_force_path_state,direct_loading,180,1.80000,1.73390,1.80000,1.80000,1.733900,-0.066100,nan,1.4100,1.4100,,-2.0000,5.2208,-1128.6770,9173.6630,5185.5760,-1128.6770,9173.6630,5185.5760,-261.8808,2846.3646,1730.1944,10598.1226,,,
1780512128.166240,session_20260603_143946,1,1,1,1,O_blind,blind_01_loading,holding,blind_force_path_state,direct_loading,180,1.80000,1.73300,1.80000,1.80000,1.733000,-0.067000,nan,1.4100,1.4100,,-2.0000,5.3092,-1129.8790,9177.2640,5195.2560,-1129.8790,9177.2640,5195.2560,-263.0828,2849.9656,1739.8744,10606.1061,,,
1780512128.254626,session_20260603_143946,1,1,1,1,O_blind,blind_01_loading,holding,blind_force_path_state,direct_loading,180,1.80000,1.73370,1.80000,1.80000,1.733700,-0.066300,nan,1.4100,1.4100,,-2.0000,5.3977,-1133.4850,9174.8640,5183.6400,-1133.4850,9174.8640,5183.6400,-266.6888,2847.5656,1728.2584,10598.7283,,,
1780512128.341824,session_20260603_143946,1,1,1,1,O_blind,blind_01_loading,holding,blind_force_path_state,direct_loading,180,1.80000,1.73430,1.80000,1.80000,1.734300,-0.065700,nan,1.4100,1.4100,,-2.0000,5.4860,-1135.2890,9173.6630,5178.7990,-1135.2890,9173.6630,5178.7990,-268.4928,2846.3646,1723.4174,10595.5148,,,
1780512128.431425,session_20260603_143946,1,1,1,1,O_blind,blind_01_loading,holding,blind_force_path_state,direct_loading,180,1.80000,1.73480,1.80000,1.80000,1.734800,-0.065200,nan,1.4100,1.4100,,-2.0000,5.5742,-1133.4850,9173.0610,5181.7030,-1133.4850,9173.0610,5181.7030,-266.6888,2845.7626,1726.3214,10596.2202,,,
1780512128.519722,session_20260603_143946,1,1,1,1,O_blind,blind_01_loading,holding,blind_force_path_state,direct_loading,180,1.80000,1.73540,1.80000,1.80000,1.735400,-0.064600,nan,1.4100,1.4100,,-2.0000,5.6630,-1133.4850,9171.8560,5184.6080,-1133.4850,9171.8560,5184.6080,-266.6888,2844.5576,1729.2264,10596.5981,,,
1780512128.608275,session_20260603_143946,1,1,1,1,O_blind,blind_01_loading,holding,blind_force_path_state,direct_loading,180,1.80000,1.73650,1.80000,1.80000,1.736500,-0.063500,nan,1.4100,1.4100,,-2.0000,5.7511,-1137.6920,9176.6660,5186.5440,-1137.6920,9176.6660,5186.5440,-270.8958,2849.3676,1731.1624,10602.1592,,,
1780512128.696356,session_20260603_143946,1,1,1,1,O_blind,blind_01_loading,holding,blind_force_path_state,direct_loading,180,1.80000,1.73370,1.80000,1.80000,1.733700,-0.066300,nan,1.4100,1.4100,,-2.0000,5.8396,-1126.2730,9174.8640,5184.6080,-1126.2730,9174.8640,5184.6080,-259.4768,2847.5656,1729.2264,10598.4329,,,
1780512128.785114,session_20260603_143946,1,1,1,1,O_blind,blind_01_loading,holding,blind_force_path_state,direct_loading,180,1.80000,1.73370,1.80000,1.80000,1.733700,-0.066300,nan,1.4100,1.4100,,-2.0000,5.9282,-1134.6870,9173.6630,5188.4800,-1134.6870,9173.6630,5188.4800,-267.8908,2846.3646,1733.0984,10600.1855,,,
1780512128.873491,session_20260603_143946,1,1,1,1,O_blind,blind_01_loading,holding,blind_force_path_state,direct_loading,180,1.80000,1.73460,1.80000,1.80000,1.734600,-0.065400,nan,1.4100,1.4100,,-2.0000,6.0165,-1135.2890,9176.0630,5194.2880,-1135.2890,9176.0630,5194.2880,-268.4928,2848.7646,1738.9064,10605.1705,,,
1780512128.962038,session_20260603_143946,1,1,1,1,O_blind,blind_01_loading,holding,blind_force_path_state,direct_loading,180,1.80000,1.73440,1.80000,1.80000,1.734400,-0.065600,nan,1.4100,1.4100,,-2.0000,6.1049,-1136.4900,9169.4550,5191.3830,-1136.4900,9169.4550,5191.3830,-269.6938,2842.1566,1736.0014,10598.1589,,,
1780512129.050316,session_20260603_143946,1,1,1,1,O_blind,blind_01_loading,holding,blind_force_path_state,direct_loading,180,1.80000,1.73390,1.80000,1.80000,1.733900,-0.066100,nan,1.4100,1.4100,,-2.0000,6.1931,-1139.4960,9169.4550,5184.6080,-1139.4960,9169.4550,5184.6080,-272.6998,2842.1566,1729.2264,10595.1648,,,
1780512129.138369,session_20260603_143946,1,1,1,1,O_blind,blind_01_loading,holding,blind_force_path_state,direct_loading,180,1.80000,1.73280,1.80000,1.80000,1.732800,-0.067200,nan,1.4100,1.4100,,-2.0000,6.2817,-1132.8840,9179.6740,5187.5120,-1132.8840,9179.6740,5187.5120,-266.0878,2852.3756,1732.1304,10604.7217,,,
