trial,hold_label,phase,control_mode,sample_id,magnet_id,head_id,force_calibration_id,displacement_zero_id,F_target_N,F_N,F_error_N,d_actual_mm,mark10_pos_mm,t_rel_s,control_action,d_after_action_mm,move_delta_mm,mean_Bx_uT,mean_By_uT,mean_Bz_uT,delta_Bx_uT,delta_By_uT,delta_Bz_uT,Bmag_uT
1,180,holding,force_hold,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,1.80000,1.794700,-0.005300,1.4600,-2.0500,0.0000,none,1.4600,0.0000,-1095.6220,9628.0160,4729.6480,-259.4659,3030.2007,1525.5300,10782.7942
1,180,holding,force_hold,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,1.80000,1.794200,-0.005800,1.4600,-2.0500,0.0543,none,1.4600,0.0000,-1096.8240,9620.2020,4734.4880,-260.6679,3022.3867,1530.3700,10778.0650
1,180,holding,force_hold,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,1.80000,1.793100,-0.006900,1.4600,-2.0500,0.1420,none,1.4600,0.0000,-1093.8190,9625.0130,4738.3590,-257.6629,3027.1977,1534.2410,10783.7545
1,180,holding,force_hold,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,1.80000,1.793700,-0.006300,1.4600,-2.0500,0.2301,none,1.4600,0.0000,-1100.4300,9626.2130,4750.9440,-264.2739,3028.3977,1546.8260,10791.0329
1,180,holding,force_hold,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,1.80000,1.794600,-0.005400,1.4600,-2.0500,0.3179,none,1.4600,0.0000,-1092.6170,9620.2020,4741.2640,-256.4609,3022.3867,1537.1460,10780.6161
1,180,holding,force_hold,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,1.80000,1.795400,-0.004600,1.4600,-2.0500,0.4063,none,1.4600,0.0000,-1098.6270,9628.6180,4740.2960,-262.4709,3030.8027,1536.1780,10788.3118
1,180,holding,force_hold,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,1.80000,1.794900,-0.005100,1.4600,-2.0500,0.4941,none,1.4600,0.0000,-1095.6220,9618.4000,4737.3910,-259.4659,3020.5847,1533.2730,10777.6101
1,180,holding,force_hold,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,1.80000,1.794800,-0.005200,1.4600,-2.0500,0.5821,none,1.4600,0.0000,-1093.2180,9629.8230,4743.2000,-257.0619,3032.0077,1539.0820,10790.1141
1,180,holding,force_hold,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,1.80000,1.791900,-0.008100,1.4600,-2.0500,0.6702,none,1.4600,0.0000,-1102.2330,9621.4070,4739.3280,-266.0769,3023.5917,1535.2100,10781.8190
1,180,holding,force_hold,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,1.80000,1.792900,-0.007100,1.4600,-2.0500,0.7582,none,1.4600,0.0000,-1102.2330,9622.0050,4736.4240,-266.0769,3024.1897,1532.3060,10781.0765
1,180,holding,force_hold,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,1.80000,1.792900,-0.007100,1.4600,-2.0500,0.8462,none,1.4600,0.0000,-1101.6320,9625.6150,4737.3910,-265.4759,3027.7997,1533.2730,10784.6618
1,180,holding,force_hold,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,1.80000,1.792100,-0.007900,1.4600,-2.0500,0.9342,none,1.4600,0.0000,-1089.0110,9623.8130,4733.5200,-252.8549,3025.9977,1529.4020,10780.0711
1,180,holding,force_hold,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,1.80000,1.792200,-0.007800,1.4600,-2.0500,1.0224,none,1.4600,0.0000,-1099.8300,9623.8130,4722.8720,-263.6739,3025.9977,1518.7540,10776.4986
1,180,holding,force_hold,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,1.80000,1.791200,-0.008800,1.4600,-2.0500,1.1105,none,1.4600,0.0000,-1097.4250,9617.8020,4737.3910,-261.2689,3019.9867,1533.2730,10777.2599
1,180,holding,force_hold,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,1.80000,1.791500,-0.008500,1.4600,-2.0500,1.1986,none,1.4600,0.0000,-1095.6220,9629.2160,4738.3590,-259.4659,3031.4007,1534.2410,10787.6890
1,180,holding,force_hold,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,1.80000,1.791100,-0.008900,1.4600,-2.0500,1.2866,none,1.4600,0.0000,-1096.2230,9622.6080,4744.1680,-260.0669,3024.7927,1540.0500,10784.4063
1,180,holding,force_hold,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,1.80000,1.792900,-0.007100,1.4600,-2.0500,1.3746,none,1.4600,0.0000,-1092.0160,9625.6150,4737.3910,-255.8599,3027.7997,1533.2730,10783.6838
1,180,holding,force_hold,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,1.80000,1.793200,-0.006800,1.4600,-2.0500,1.4628,none,1.4600,0.0000,-1094.4200,9626.8150,4744.1680,-258.2639,3028.9997,1540.0500,10787.9772
1,180,holding,force_hold,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,1.80000,1.792800,-0.007200,1.4600,-2.0500,1.5508,none,1.4600,0.0000,-1098.6270,9625.0130,4741.2640,-262.4709,3027.1977,1537.1460,10785.5200
1,180,holding,force_hold,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,1.80000,1.793000,-0.007000,1.4600,-2.0500,1.6388,none,1.4600,0.0000,-1096.2230,9620.2020,4739.3280,-260.0669,3022.3867,1535.2100,10780.1309
