session_id,sample_id,magnet_id,head_id,force_calibration_id,displacement_zero_id,trial,pair_id,target_label,F_target_N,F_match_target_N,d_preload_mm,d_preload_extra_mm,preload_hold_s,F_loading_N,F_unloading_N,delta_F_N,d_loading_mm,d_unloading_mm,delta_d_mm,Bmag_loading_uT,Bmag_unloading_uT,delta_Bmag_uT,delta_Bx_uT,delta_By_uT,delta_Bz_uT,delta_Bvec_uT,slope_Bmag_uT_per_mm,same_F_ok,disp_split_ok,b_signal_ok,verdict
session_20260614_154015,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,1,1,375,3.75000,3.572300,2.7500,0.4000,30.0,3.572300,3.655900,+0.083600,2.3600,2.5600,+0.2000,8181.7958,8708.3820,+526.5861,+6.6110,+292.3840,+447.2160,534.3541,2632.9307,0,1,1,bad_F_match
session_20260614_154015,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,3,1,375,3.75000,3.603200,2.7000,0.4000,30.0,3.603200,3.681300,+0.078100,2.3100,2.5100,+0.2000,8151.3621,8686.4804,+535.1184,+6.6110,+295.0910,+454.9590,542.3192,2675.5918,0,1,1,bad_F_match
