time_s,session_id,trial,repeat_id,pair_id,stage,state_label,phase,control_mode,path_mode,target_label,target,actual,F_target_N,F_N,F_error_N,d_preload_mm,d_actual_mm,d_mm,q_mm,mark10_pos_mm,t_rel_s,Bx_uT,By_uT,Bz_uT,mean_Bx_uT,mean_By_uT,mean_Bz_uT,delta_Bx_uT,delta_By_uT,delta_Bz_uT,Bmag_uT,sample_id,magnet_id,head_id,force_calibration_id,displacement_zero_id,note
1781121296.072416,session_20260610_153403,3,3,1,apmd_same_f_different_d_path_pair,loading_target,holding,same_force_path_pair,direct_loading,150,1.50000,1.458300,1.50000,1.458300,-0.041700,nan,1.5700,1.5700,,-3.0700,0.0000,-518.6630,5383.1570,3246.6720,-518.6630,5383.1570,3246.6720,-81.6932,1821.5050,1577.1415,6307.7944,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,
1781121296.072416,session_20260610_153403,3,3,1,apmd_same_f_different_d_path_pair,loading_target,holding,same_force_path_pair,direct_loading,150,1.50000,1.456400,1.50000,1.456400,-0.043600,nan,1.5700,1.5700,,-3.0700,0.0007,-527.6770,5393.3730,3252.4800,-527.6770,5393.3730,3252.4800,-90.7072,1831.7210,1582.9495,6320.2485,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,
1781121296.075448,session_20260610_153403,3,3,1,apmd_same_f_different_d_path_pair,loading_target,holding,same_force_path_pair,direct_loading,150,1.50000,1.458100,1.50000,1.458100,-0.041900,nan,1.5700,1.5700,,-3.0700,0.0012,-524.0710,5389.7650,3246.6720,-524.0710,5389.7650,3246.6720,-87.1012,1828.1130,1577.1415,6313.8812,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,
1781121296.164630,session_20260610_153403,3,3,1,apmd_same_f_different_d_path_pair,loading_target,holding,same_force_path_pair,direct_loading,150,1.50000,1.457900,1.50000,1.457900,-0.042100,nan,1.5700,1.5700,,-3.0700,0.0042,-521.0660,5392.7730,3253.4490,-521.0660,5392.7730,3253.4490,-84.0962,1831.1210,1583.9185,6319.6868,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,
1781121296.252681,session_20260610_153403,3,3,1,apmd_same_f_different_d_path_pair,loading_target,holding,same_force_path_pair,direct_loading,150,1.50000,1.456800,1.50000,1.456800,-0.043200,nan,1.5700,1.5700,,-3.0700,0.0927,-524.6720,5389.1650,3249.5760,-524.6720,5389.1650,3249.5760,-87.7022,1827.5130,1580.0455,6314.9128,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,
1781121296.341191,session_20260610_153403,3,3,1,apmd_same_f_different_d_path_pair,loading_target,holding,same_force_path_pair,direct_loading,150,1.50000,1.458900,1.50000,1.458900,-0.041100,nan,1.5700,1.5700,,-3.0700,0.1809,-528.2780,5381.9520,3244.7350,-528.2780,5381.9520,3244.7350,-91.3082,1820.3000,1575.2045,6306.5672,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,
1781121296.428897,session_20260610_153403,3,3,1,apmd_same_f_different_d_path_pair,loading_target,holding,same_force_path_pair,direct_loading,150,1.50000,1.457600,1.50000,1.457600,-0.042400,nan,1.5700,1.5700,,-3.0700,0.2692,-522.2680,5387.9620,3248.6080,-522.2680,5387.9620,3248.6080,-85.2982,1826.3100,1579.0775,6313.1888,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,
1781121296.517335,session_20260610_153403,3,3,1,apmd_same_f_different_d_path_pair,loading_target,holding,same_force_path_pair,direct_loading,150,1.50000,1.457200,1.50000,1.457200,-0.042800,nan,1.5700,1.5700,,-3.0700,0.3573,-517.4600,5386.7620,3243.7680,-517.4600,5386.7620,3243.7680,-80.4902,1825.1100,1574.2375,6309.2789,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,
1781121296.605772,session_20260610_153403,3,3,1,apmd_same_f_different_d_path_pair,loading_target,holding,same_force_path_pair,direct_loading,150,1.50000,1.457400,1.50000,1.457400,-0.042600,nan,1.5700,1.5700,,-3.0700,0.4458,-523.4700,5386.1600,3251.5110,-523.4700,5386.1600,3251.5110,-86.5002,1824.5080,1581.9805,6313.2451,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,
1781121296.693348,session_20260610_153403,3,3,1,apmd_same_f_different_d_path_pair,loading_target,holding,same_force_path_pair,direct_loading,150,1.50000,1.456900,1.50000,1.456900,-0.043100,nan,1.5700,1.5700,,-3.0700,0.5340,-522.8700,5389.1650,3244.7350,-522.8700,5389.1650,3244.7350,-85.9002,1827.5130,1575.2045,6312.2736,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,
