time_s,session_id,trial,repeat_id,pair_id,stage,state_label,phase,control_mode,path_mode,target_label,target,actual,F_target_N,F_N,F_error_N,d_preload_mm,d_actual_mm,d_mm,q_mm,mark10_pos_mm,t_rel_s,Bx_uT,By_uT,Bz_uT,mean_Bx_uT,mean_By_uT,mean_Bz_uT,delta_Bx_uT,delta_By_uT,delta_Bz_uT,Bmag_uT,sample_id,magnet_id,note
1780408589.461971,session_20260602_095059,1,1,1,Jplus,loading_target,holding,same_force_path_pair,direct_loading,180,1.80000,1.712100,1.80000,1.712100,-0.087900,nan,3.7500,3.7500,,-7.7500,0.0000,-3161.8590,9399.0390,8077.9600,-3161.8590,9399.0390,8077.9600,-1653.3460,4178.8642,4065.2231,12790.3371,,,
1780408589.463976,session_20260602_095059,1,1,1,Jplus,loading_target,holding,same_force_path_pair,direct_loading,180,1.80000,1.709000,1.80000,1.709000,-0.091000,nan,3.7500,3.7500,,-7.7500,0.0007,-3165.4660,9404.4470,8084.7360,-3165.4660,9404.4470,8084.7360,-1656.9530,4184.2722,4071.9991,12799.4826,,,
1780408589.467976,session_20260602_095059,1,1,1,Jplus,loading_target,holding,same_force_path_pair,direct_loading,180,1.80000,1.709400,1.80000,1.709400,-0.090600,nan,3.7500,3.7500,,-7.7500,0.0019,-3159.4560,9397.8340,8090.5440,-3159.4560,9397.8340,8090.5440,-1650.9430,4177.6592,4077.8071,12796.8101,,,
1780408589.556455,session_20260602_095059,1,1,1,Jplus,loading_target,holding,same_force_path_pair,direct_loading,180,1.80000,1.711600,1.80000,1.711600,-0.088400,nan,3.7500,3.7500,,-7.7500,0.0060,-3162.4610,9403.2470,8076.0230,-3162.4610,9403.2470,8076.0230,-1653.9480,4183.0722,4063.2861,12792.3556,,,
1780408589.644613,session_20260602_095059,1,1,1,Jplus,loading_target,holding,same_force_path_pair,direct_loading,180,1.80000,1.710000,1.80000,1.710000,-0.090000,nan,3.7500,3.7500,,-7.7500,0.0945,-3160.6580,9397.8340,8085.7030,-3160.6580,9397.8340,8085.7030,-1652.1450,4177.6592,4072.9661,12794.0469,,,
1780408589.732486,session_20260602_095059,1,1,1,Jplus,loading_target,holding,same_force_path_pair,direct_loading,180,1.80000,1.709200,1.80000,1.709200,-0.090800,nan,3.7500,3.7500,,-7.7500,0.1827,-3166.0660,9397.2320,8080.8640,-3166.0660,9397.2320,8080.8640,-1657.5530,4177.0572,4068.1271,12791.8844,,,
1780408589.820995,session_20260602_095059,1,1,1,Jplus,loading_target,holding,same_force_path_pair,direct_loading,180,1.80000,1.706900,1.80000,1.706900,-0.093100,nan,3.7500,3.7500,,-7.7500,0.2709,-3166.0660,9396.0310,8080.8640,-3166.0660,9396.0310,8080.8640,-1657.5530,4175.8562,4068.1271,12791.0021,,,
1780408589.908774,session_20260602_095059,1,1,1,Jplus,loading_target,holding,same_force_path_pair,direct_loading,180,1.80000,1.706300,1.80000,1.706300,-0.093700,nan,3.7500,3.7500,,-7.7500,0.3590,-3160.0570,9397.2320,8085.7030,-3160.0570,9397.2320,8085.7030,-1651.5440,4177.0572,4072.9661,12793.4562,,,
1780408589.997158,session_20260602_095059,1,1,1,Jplus,loading_target,holding,same_force_path_pair,direct_loading,180,1.80000,1.708000,1.80000,1.708000,-0.092000,nan,3.7500,3.7500,,-7.7500,0.4470,-3163.6630,9393.0240,8087.6400,-3163.6630,9393.0240,8087.6400,-1655.1500,4172.8492,4074.9031,12792.4816,,,
1780408590.085395,session_20260602_095059,1,1,1,Jplus,loading_target,holding,same_force_path_pair,direct_loading,180,1.80000,1.710500,1.80000,1.710500,-0.089500,nan,3.7500,3.7500,,-7.7500,0.5351,-3168.4710,9397.2320,8079.8980,-3168.4710,9397.2320,8079.8980,-1659.9580,4177.0572,4067.1611,12791.8697,,,
1780408590.173213,session_20260602_095059,1,1,1,Jplus,loading_target,holding,same_force_path_pair,direct_loading,180,1.80000,1.709300,1.80000,1.709300,-0.090700,nan,3.7500,3.7500,,-7.7500,0.6235,-3169.0710,9394.2290,8076.0230,-3169.0710,9394.2290,8076.0230,-1660.5580,4174.0542,4063.2861,12787.3647,,,
1780408590.262527,session_20260602_095059,1,1,1,Jplus,loading_target,holding,same_force_path_pair,direct_loading,180,1.80000,1.707100,1.80000,1.707100,-0.092900,nan,3.7500,3.7500,,-7.7500,0.7117,-3163.0620,9399.6420,8076.9920,-3163.0620,9399.6420,8076.9920,-1654.5490,4179.4672,4064.2551,12790.4664,,,
1780408590.351132,session_20260602_095059,1,1,1,Jplus,loading_target,holding,same_force_path_pair,direct_loading,180,1.80000,1.707100,1.80000,1.707100,-0.092900,nan,3.7500,3.7500,,-7.7500,0.8002,-3163.0620,9396.0310,8082.7990,-3163.0620,9396.0310,8082.7990,-1654.5490,4175.8562,4070.0621,12791.4815,,,
1780408590.438003,session_20260602_095059,1,1,1,Jplus,loading_target,holding,same_force_path_pair,direct_loading,180,1.80000,1.707100,1.80000,1.707100,-0.092900,nan,3.7500,3.7500,,-7.7500,0.8890,-3159.4560,9397.8340,8080.8640,-3159.4560,9397.8340,8080.8640,-1650.9430,4177.6592,4068.1271,12790.6923,,,
1780408590.526063,session_20260602_095059,1,1,1,Jplus,loading_target,holding,same_force_path_pair,direct_loading,180,1.80000,1.706800,1.80000,1.706800,-0.093200,nan,3.7500,3.7500,,-7.7500,0.9759,-3161.8590,9396.6340,8075.0560,-3161.8590,9396.6340,8075.0560,-1653.3460,4176.4592,4062.3191,12786.7358,,,
1780408590.614448,session_20260602_095059,1,1,1,Jplus,loading_target,holding,same_force_path_pair,direct_loading,180,1.80000,1.705900,1.80000,1.705900,-0.094100,nan,3.7500,3.7500,,-7.7500,1.0640,-3163.6630,9402.6400,8085.7030,-3163.6630,9402.6400,8085.7030,-1655.1500,4182.4652,4072.9661,12798.3200,,,
1780408590.702145,session_20260602_095059,1,1,1,Jplus,loading_target,holding,same_force_path_pair,direct_loading,180,1.80000,1.703000,1.80000,1.703000,-0.097000,nan,3.7500,3.7500,,-7.7500,1.1524,-3165.4660,9398.4370,8079.8980,-3165.4660,9398.4370,8079.8980,-1656.9530,4178.2622,4067.1611,12792.0110,,,
1780408590.790758,session_20260602_095059,1,1,1,Jplus,loading_target,holding,same_force_path_pair,direct_loading,180,1.80000,1.705000,1.80000,1.705000,-0.095000,nan,3.7500,3.7500,,-7.7500,1.2406,-3158.2540,9398.4370,8079.8980,-3158.2540,9398.4370,8079.8980,-1649.7410,4178.2622,4067.1611,12790.2282,,,
1780408590.878417,session_20260602_095059,1,1,1,Jplus,loading_target,holding,same_force_path_pair,direct_loading,180,1.80000,1.704500,1.80000,1.704500,-0.095500,nan,3.7500,3.7500,,-7.7500,1.3289,-3161.2590,9395.4340,8079.8980,-3161.2590,9395.4340,8079.8980,-1652.7460,4175.2592,4067.1611,12788.7642,,,
