time_s,session_id,trial,repeat_id,pair_id,stage,state_label,phase,control_mode,path_mode,target_label,target,actual,F_target_N,F_N,F_error_N,d_preload_mm,d_actual_mm,d_mm,q_mm,mark10_pos_mm,t_rel_s,Bx_uT,By_uT,Bz_uT,mean_Bx_uT,mean_By_uT,mean_Bz_uT,delta_Bx_uT,delta_By_uT,delta_Bz_uT,Bmag_uT,sample_id,magnet_id,note
1780409397.795784,session_20260602_095059,2,2,1,Jplus,loading_target,holding,same_force_path_pair,direct_loading,180,1.80000,1.716800,1.80000,1.716800,-0.083200,nan,3.9200,3.9200,,-7.7500,0.0000,-3150.4410,9359.3700,8050.8560,-3150.4410,9359.3700,8050.8560,-1641.9280,4139.1952,4038.1191,12741.2467,,,
1780409397.796282,session_20260602_095059,2,2,1,Jplus,loading_target,holding,same_force_path_pair,direct_loading,180,1.80000,1.714900,1.80000,1.714900,-0.085100,nan,3.9200,3.9200,,-7.7500,0.0012,-3148.0370,9362.9760,8058.6000,-3148.0370,9362.9760,8058.6000,-1639.5240,4142.8012,4045.8631,12748.1956,,,
1780409397.801157,session_20260602_095059,2,2,1,Jplus,loading_target,holding,same_force_path_pair,direct_loading,180,1.80000,1.715500,1.80000,1.715500,-0.084500,nan,3.9200,3.9200,,-7.7500,0.0022,-3146.8350,9360.5750,8058.6000,-3146.8350,9360.5750,8058.6000,-1638.3220,4140.4002,4045.8631,12746.1354,,,
1780409397.888962,session_20260602_095059,2,2,1,Jplus,loading_target,holding,same_force_path_pair,direct_loading,180,1.80000,1.714700,1.80000,1.714700,-0.085300,nan,3.9200,3.9200,,-7.7500,0.0063,-3149.8390,9354.5600,8058.6000,-3149.8390,9354.5600,8058.6000,-1641.3260,4134.3852,4045.8631,12742.4610,,,
1780409397.976689,session_20260602_095059,2,2,1,Jplus,loading_target,holding,same_force_path_pair,direct_loading,180,1.80000,1.713700,1.80000,1.713700,-0.086300,nan,3.9200,3.9200,,-7.7500,0.0943,-3149.2380,9362.9760,8050.8560,-3149.2380,9362.9760,8050.8560,-1640.7250,4142.8012,4038.1191,12743.5985,,,
1780409398.065195,session_20260602_095059,2,2,1,Jplus,loading_target,holding,same_force_path_pair,direct_loading,180,1.80000,1.715100,1.80000,1.715100,-0.084900,nan,3.9200,3.9200,,-7.7500,0.1824,-3153.4450,9360.5750,8057.6320,-3153.4450,9360.5750,8057.6320,-1644.9320,4140.4002,4044.8951,12747.1571,,,
1780409398.153838,session_20260602_095059,2,2,1,Jplus,loading_target,holding,same_force_path_pair,direct_loading,180,1.80000,1.714700,1.80000,1.714700,-0.085300,nan,3.9200,3.9200,,-7.7500,0.2705,-3152.2440,9358.7680,8058.6000,-3152.2440,9358.7680,8058.6000,-1643.7310,4138.5932,4045.8631,12746.1451,,,
1780409398.241740,session_20260602_095059,2,2,1,Jplus,loading_target,holding,same_force_path_pair,direct_loading,180,1.80000,1.713900,1.80000,1.713900,-0.086100,nan,3.9200,3.9200,,-7.7500,0.3588,-3155.8500,9362.3730,8064.4080,-3155.8500,9362.3730,8064.4080,-1647.3370,4142.1982,4051.6711,12753.3562,,,
1780409398.329939,session_20260602_095059,2,2,1,Jplus,loading_target,holding,same_force_path_pair,direct_loading,180,1.80000,1.714400,1.80000,1.714400,-0.085600,nan,3.9200,3.9200,,-7.7500,0.4471,-3145.6320,9359.9680,8054.7280,-3145.6320,9359.9680,8054.7280,-1637.1190,4139.7932,4041.9911,12742.9449,,,
1780409398.417964,session_20260602_095059,2,2,1,Jplus,loading_target,holding,same_force_path_pair,direct_loading,180,1.80000,1.712900,1.80000,1.712900,-0.087100,nan,3.9200,3.9200,,-7.7500,0.5352,-3152.8450,9360.5750,8052.7910,-3152.8450,9360.5750,8052.7910,-1644.3320,4140.4002,4040.0541,12743.9491,,,
1780409398.506033,session_20260602_095059,2,2,1,Jplus,loading_target,holding,same_force_path_pair,direct_loading,180,1.80000,1.712400,1.80000,1.712400,-0.087600,nan,3.9200,3.9200,,-7.7500,0.6234,-3152.2440,9361.7750,8051.8240,-3152.2440,9361.7750,8051.8240,-1643.7310,4141.6002,4039.0871,12744.0709,,,
1780409398.594550,session_20260602_095059,2,2,1,Jplus,loading_target,holding,same_force_path_pair,direct_loading,180,1.80000,1.712800,1.80000,1.712800,-0.087200,nan,3.9200,3.9200,,-7.7500,0.7114,-3148.0370,9355.1620,8045.0470,-3148.0370,9355.1620,8045.0470,-1639.5240,4134.9872,4032.3101,12733.8908,,,
