time_s,session_id,trial,repeat_id,pair_id,stage,state_label,phase,control_mode,path_mode,target_label,target,actual,F_target_N,F_N,F_error_N,d_preload_mm,d_actual_mm,d_mm,q_mm,mark10_pos_mm,t_rel_s,Bx_uT,By_uT,Bz_uT,mean_Bx_uT,mean_By_uT,mean_Bz_uT,delta_Bx_uT,delta_By_uT,delta_Bz_uT,Bmag_uT,sample_id,magnet_id,note
1780410584.288213,session_20260602_095059,3,3,2,Jplus,loading_target,holding,same_force_path_pair,direct_loading,220,2.20000,2.113900,2.20000,2.113900,-0.086100,nan,4.1900,4.1900,,-7.9800,0.0000,-3278.4540,9983.2100,8213.4820,-3278.4540,9983.2100,8213.4820,-1769.9410,4763.0352,4200.7451,13336.9423,,,
1780410584.289220,session_20260602_095059,3,3,2,Jplus,loading_target,holding,same_force_path_pair,direct_loading,220,2.20000,2.112500,2.20000,2.112500,-0.087500,nan,4.1900,4.1900,,-7.9800,0.0005,-3279.6560,9971.1890,8201.8640,-3279.6560,9971.1890,8201.8640,-1771.1430,4751.0142,4189.1271,13321.0858,,,
1780410584.289220,session_20260602_095059,3,3,2,Jplus,loading_target,holding,same_force_path_pair,direct_loading,220,2.20000,2.114800,2.20000,2.114800,-0.085200,nan,4.1900,4.1900,,-7.9800,0.0009,-3276.6510,9973.5940,8215.4160,-3276.6510,9973.5940,8215.4160,-1768.1380,4753.4192,4202.6791,13330.4943,,,
1780410584.376276,session_20260602_095059,3,3,2,Jplus,loading_target,holding,same_force_path_pair,direct_loading,220,2.20000,2.115400,2.20000,2.115400,-0.084600,nan,4.1900,4.1900,,-7.9800,0.0013,-3278.4540,9972.3890,8203.8020,-3278.4540,9972.3890,8203.8020,-1769.9410,4752.2142,4191.0651,13322.8815,,,
1780410584.464080,session_20260602_095059,3,3,2,Jplus,loading_target,holding,same_force_path_pair,direct_loading,220,2.20000,2.112800,2.20000,2.112800,-0.087200,nan,4.1900,4.1900,,-7.9800,0.0884,-3273.0450,9974.7990,8200.8950,-3273.0450,9974.7990,8200.8950,-1764.5320,4754.6242,4188.1581,13321.5659,,,
1780410584.552673,session_20260602_095059,3,3,2,Jplus,loading_target,holding,same_force_path_pair,direct_loading,220,2.20000,2.111300,2.20000,2.111300,-0.088700,nan,4.1900,4.1900,,-7.9800,0.1765,-3278.4540,9973.5940,8206.7030,-3278.4540,9973.5940,8206.7030,-1769.9410,4753.4192,4193.9661,13325.5699,,,
1780410584.640906,session_20260602_095059,3,3,2,Jplus,loading_target,holding,same_force_path_pair,direct_loading,220,2.20000,2.112000,2.20000,2.112000,-0.088000,nan,4.1900,4.1900,,-7.9800,0.2648,-3269.4380,9976.5970,8221.2230,-3269.4380,9976.5970,8221.2230,-1760.9250,4756.4222,4208.4861,13334.5499,,,
1780410584.729037,session_20260602_095059,3,3,2,Jplus,loading_target,holding,same_force_path_pair,direct_loading,220,2.20000,2.111700,2.20000,2.111700,-0.088300,nan,4.1900,4.1900,,-7.9800,0.3530,-3278.4540,9974.7990,8211.5460,-3278.4540,9974.7990,8211.5460,-1769.9410,4754.6242,4198.8091,13329.4547,,,
1780410584.817039,session_20260602_095059,3,3,2,Jplus,loading_target,holding,same_force_path_pair,direct_loading,220,2.20000,2.111700,2.20000,2.111700,-0.088300,nan,4.1900,4.1900,,-7.9800,0.4411,-3278.4540,9976.5970,8213.4820,-3278.4540,9976.5970,8213.4820,-1769.9410,4756.4222,4200.7451,13331.9929,,,
1780410584.905133,session_20260602_095059,3,3,2,Jplus,loading_target,holding,same_force_path_pair,direct_loading,220,2.20000,2.110100,2.20000,2.110100,-0.089900,nan,4.1900,4.1900,,-7.9800,0.5293,-3277.2520,9969.9840,8210.5760,-3277.2520,9969.9840,8210.5760,-1768.7390,4749.8092,4197.8391,13324.9585,,,
