time_s,session_id,trial,repeat_id,pair_id,stage,state_label,phase,control_mode,path_mode,target_label,target,actual,F_target_N,F_N,F_error_N,d_preload_mm,d_actual_mm,d_mm,q_mm,mark10_pos_mm,t_rel_s,Bx_uT,By_uT,Bz_uT,mean_Bx_uT,mean_By_uT,mean_Bz_uT,delta_Bx_uT,delta_By_uT,delta_Bz_uT,Bmag_uT,sample_id,magnet_id,note
1780410205.849651,session_20260602_095059,3,3,1,Jplus,loading_target,holding,same_force_path_pair,direct_loading,180,1.80000,1.713000,1.80000,1.713000,-0.087000,nan,3.9200,3.9200,,-7.7500,0.0000,-3142.0270,9341.3430,8052.7910,-3142.0270,9341.3430,8052.7910,-1633.5140,4121.1682,4040.0541,12727.1547,,,
1780410205.849651,session_20260602_095059,3,3,1,Jplus,loading_target,holding,same_force_path_pair,direct_loading,180,1.80000,1.712300,1.80000,1.712300,-0.087700,nan,3.9200,3.9200,,-7.7500,0.0005,-3143.8300,9335.9350,8050.8560,-3143.8300,9335.9350,8050.8560,-1635.3170,4115.7602,4038.1191,12722.4067,,,
1780410205.853781,session_20260602_095059,3,3,1,Jplus,loading_target,holding,same_force_path_pair,direct_loading,180,1.80000,1.712600,1.80000,1.712600,-0.087400,nan,3.9200,3.9200,,-7.7500,0.0010,-3151.6430,9335.3280,8050.8560,-3151.6430,9335.3280,8050.8560,-1643.1300,4115.1532,4038.1191,12723.8942,,,
1780410205.942840,session_20260602_095059,3,3,1,Jplus,loading_target,holding,same_force_path_pair,direct_loading,180,1.80000,1.712400,1.80000,1.712400,-0.087600,nan,3.9200,3.9200,,-7.7500,0.0051,-3147.4360,9335.9350,8046.0150,-3147.4360,9335.9350,8046.0150,-1638.9230,4115.7602,4033.2781,12720.2356,,,
1780410206.031004,session_20260602_095059,3,3,1,Jplus,loading_target,holding,same_force_path_pair,direct_loading,180,1.80000,1.710500,1.80000,1.710500,-0.089500,nan,3.9200,3.9200,,-7.7500,0.0933,-3140.8250,9332.9270,8050.8560,-3140.8250,9332.9270,8050.8560,-1632.3120,4112.7522,4038.1191,12719.4572,,,
1780410206.119162,session_20260602_095059,3,3,1,Jplus,loading_target,holding,same_force_path_pair,direct_loading,180,1.80000,1.709700,1.80000,1.709700,-0.090300,nan,3.9200,3.9200,,-7.7500,0.1817,-3149.8390,9336.5280,8046.0150,-3149.8390,9336.5280,8046.0150,-1641.3260,4116.3532,4033.2781,12721.2656,,,
1780410206.207297,session_20260602_095059,3,3,1,Jplus,loading_target,holding,same_force_path_pair,direct_loading,180,1.80000,1.711700,1.80000,1.711700,-0.088300,nan,3.9200,3.9200,,-7.7500,0.2698,-3145.0320,9334.1270,8045.0470,-3145.0320,9334.1270,8045.0470,-1636.5190,4113.9522,4032.3101,12717.7016,,,
1780410206.295409,session_20260602_095059,3,3,1,Jplus,loading_target,holding,same_force_path_pair,direct_loading,180,1.80000,1.711300,1.80000,1.711300,-0.088700,nan,3.9200,3.9200,,-7.7500,0.3580,-3146.2340,9336.5280,8051.8240,-3146.2340,9336.5280,8051.8240,-1637.7210,4116.3532,4039.0871,12724.0486,,,
1780410206.384468,session_20260602_095059,3,3,1,Jplus,loading_target,holding,same_force_path_pair,direct_loading,180,1.80000,1.712000,1.80000,1.712000,-0.088000,nan,3.9200,3.9200,,-7.7500,0.4461,-3145.0320,9329.9200,8044.0800,-3145.0320,9329.9200,8044.0800,-1636.5190,4109.7452,4031.3431,12714.0024,,,
1780410206.472040,session_20260602_095059,3,3,1,Jplus,loading_target,holding,same_force_path_pair,direct_loading,180,1.80000,1.712500,1.80000,1.712500,-0.087500,nan,3.9200,3.9200,,-7.7500,0.5348,-3142.0270,9334.7300,8046.0150,-3142.0270,9334.7300,8046.0150,-1633.5140,4114.5552,4033.2781,12718.0138,,,
1780410206.559529,session_20260602_095059,3,3,1,Jplus,loading_target,holding,same_force_path_pair,direct_loading,180,1.80000,1.712200,1.80000,1.712200,-0.087800,nan,3.9200,3.9200,,-7.7500,0.6223,-3148.0370,9334.1270,8044.0800,-3148.0370,9334.1270,8044.0800,-1639.5240,4113.9522,4031.3431,12717.8334,,,
1780410206.647969,session_20260602_095059,3,3,1,Jplus,loading_target,holding,same_force_path_pair,direct_loading,180,1.80000,1.711200,1.80000,1.711200,-0.088800,nan,3.9200,3.9200,,-7.7500,0.7106,-3148.0370,9328.1170,8043.1120,-3148.0370,9328.1170,8043.1120,-1639.5240,4107.9422,4030.3751,12712.8106,,,
1780410206.736583,session_20260602_095059,3,3,1,Jplus,loading_target,holding,same_force_path_pair,direct_loading,180,1.80000,1.710300,1.80000,1.710300,-0.089700,nan,3.9200,3.9200,,-7.7500,0.7988,-3149.8390,9335.3280,8050.8560,-3149.8390,9335.3280,8050.8560,-1641.3260,4115.1532,4038.1191,12723.4475,,,
1780410206.824340,session_20260602_095059,3,3,1,Jplus,loading_target,holding,same_force_path_pair,direct_loading,180,1.80000,1.710000,1.80000,1.710000,-0.090000,nan,3.9200,3.9200,,-7.7500,0.8868,-3144.4310,9341.9410,8041.1760,-3144.4310,9341.9410,8041.1760,-1635.9180,4121.7662,4028.4391,12720.8419,,,
1780410206.912784,session_20260602_095059,3,3,1,Jplus,loading_target,holding,same_force_path_pair,direct_loading,180,1.80000,1.709000,1.80000,1.709000,-0.091000,nan,3.9200,3.9200,,-7.7500,0.9750,-3143.2290,9331.1250,8045.0470,-3143.2290,9331.1250,8045.0470,-1634.7160,4110.9502,4032.3101,12715.0526,,,
1780410206.999921,session_20260602_095059,3,3,1,Jplus,loading_target,holding,same_force_path_pair,direct_loading,180,1.80000,1.709400,1.80000,1.709400,-0.090600,nan,3.9200,3.9200,,-7.7500,1.0633,-3146.2340,9332.3250,8049.8900,-3146.2340,9332.3250,8049.8900,-1637.7210,4112.1502,4037.1531,12719.7409,,,
1780410207.088612,session_20260602_095059,3,3,1,Jplus,loading_target,holding,same_force_path_pair,direct_loading,180,1.80000,1.709600,1.80000,1.709600,-0.090400,nan,3.9200,3.9200,,-7.7500,1.1511,-3145.6320,9340.7360,8054.7280,-3145.6320,9340.7360,8054.7280,-1637.1190,4120.5612,4041.9911,12728.8253,,,
