time_s,session_id,trial,repeat_id,pair_id,stage,state_label,phase,control_mode,path_mode,target_label,target,actual,F_target_N,F_N,F_error_N,d_preload_mm,d_actual_mm,d_mm,q_mm,mark10_pos_mm,t_rel_s,Bx_uT,By_uT,Bz_uT,mean_Bx_uT,mean_By_uT,mean_Bz_uT,delta_Bx_uT,delta_By_uT,delta_Bz_uT,Bmag_uT,sample_id,magnet_id,note
1780408965.777729,session_20260602_095059,1,1,2,Jplus,loading_target,holding,same_force_path_pair,direct_loading,220,2.20000,2.068200,2.20000,2.068200,-0.131800,nan,4.1300,4.1300,,-7.9600,0.0000,-3286.8680,10010.2500,8253.1700,-3286.8680,10010.2500,8253.1700,-1778.3550,4790.0752,4240.4331,13383.6998,,,
1780408965.777729,session_20260602_095059,1,1,2,Jplus,loading_target,holding,same_force_path_pair,direct_loading,220,2.20000,2.067300,2.20000,2.067300,-0.132700,nan,4.1300,4.1300,,-7.9600,0.0011,-3291.0750,10006.6450,8243.4880,-3291.0750,10006.6450,8243.4880,-1782.5620,4786.4702,4230.7511,13376.0687,,,
1780408965.777729,session_20260602_095059,1,1,2,Jplus,loading_target,holding,same_force_path_pair,direct_loading,220,2.20000,2.064900,2.20000,2.064900,-0.135100,nan,4.1300,4.1300,,-7.9600,0.0015,-3285.6660,10005.4450,8251.2320,-3285.6660,10005.4450,8251.2320,-1777.1530,4785.2702,4238.4951,13378.6158,,,
1780408965.860570,session_20260602_095059,1,1,2,Jplus,loading_target,holding,same_force_path_pair,direct_loading,220,2.20000,2.065200,2.20000,2.065200,-0.134800,nan,4.1300,4.1300,,-7.9600,0.0018,-3286.2660,10001.8390,8251.2320,-3286.2660,10001.8390,8251.2320,-1777.7530,4781.6642,4238.4951,13376.0666,,,
1780408965.948870,session_20260602_095059,1,1,2,Jplus,loading_target,holding,same_force_path_pair,direct_loading,220,2.20000,2.065400,2.20000,2.065400,-0.134600,nan,4.1300,4.1300,,-7.9600,0.0844,-3292.2770,10007.2480,8247.3590,-3292.2770,10007.2480,8247.3590,-1783.7640,4787.0732,4234.6221,13379.2014,,,
1780408966.037205,session_20260602_095059,1,1,2,Jplus,loading_target,holding,same_force_path_pair,direct_loading,220,2.20000,2.065400,2.20000,2.065400,-0.134600,nan,4.1300,4.1300,,-7.9600,0.1729,-3289.8730,10004.8470,8247.3590,-3289.8730,10004.8470,8247.3590,-1781.3600,4784.6722,4234.6221,13376.8142,,,
1780408966.125501,session_20260602_095059,1,1,2,Jplus,loading_target,holding,same_force_path_pair,direct_loading,220,2.20000,2.066000,2.20000,2.066000,-0.134000,nan,4.1300,4.1300,,-7.9600,0.2609,-3285.6660,10009.0550,8247.3590,-3285.6660,10009.0550,8247.3590,-1777.1530,4788.8802,4234.6221,13378.9280,,,
1780408966.213725,session_20260602_095059,1,1,2,Jplus,loading_target,holding,same_force_path_pair,direct_loading,220,2.20000,2.065700,2.20000,2.065700,-0.134300,nan,4.1300,4.1300,,-7.9600,0.3490,-3285.6660,10005.4450,8241.5520,-3285.6660,10005.4450,8241.5520,-1777.1530,4785.2702,4228.8151,13372.6478,,,
1780408966.302114,session_20260602_095059,1,1,2,Jplus,loading_target,holding,same_force_path_pair,direct_loading,220,2.20000,2.065400,2.20000,2.065400,-0.134600,nan,4.1300,4.1300,,-7.9600,0.4371,-3289.2720,10003.0400,8251.2320,-3289.2720,10003.0400,8251.2320,-1780.7590,4782.8652,4238.4951,13377.7034,,,
1780408966.389784,session_20260602_095059,1,1,2,Jplus,loading_target,holding,same_force_path_pair,direct_loading,220,2.20000,2.064700,2.20000,2.064700,-0.135300,nan,4.1300,4.1300,,-7.9600,0.5252,-3286.2660,10000.0370,8249.2960,-3286.2660,10000.0370,8249.2960,-1777.7530,4779.8622,4236.5591,13373.5249,,,
