phase,step,mark10_pos_mm,d_compression_mm,F_mean_N,F_std_N,F_n_samples,mean_Bx_uT,mean_By_uT,mean_Bz_uT,Bmag_uT,note
approach,1,-0.1900,nan,0.02380,0.00437,12,-862.2537,6522.3302,1697.0973,6794.4398,
approach,2,-0.3900,nan,0.01320,0.00563,12,-861.4453,6513.4229,1697.1536,6785.8011,
approach,3,-0.5900,nan,0.01960,0.00504,12,-861.8718,6505.5136,1695.9045,6777.9512,
approach,4,-0.7900,nan,0.02220,0.00400,12,-860.6911,6499.2722,1694.6773,6771.5035,
approach,5,-1.0000,nan,0.02100,0.00415,13,-860.4759,6493.8619,1694.2808,6766.1842,
approach,6,-1.1900,nan,0.02580,0.00415,12,-860.1657,6489.2856,1694.1246,6761.7136,
