Bx_uT,By_uT,Bz_uT
1.983599999999999909e+03,-1.471500000000000000e+03,6.196653000000000247e+03
1.984949000000000069e+03,-1.472099999999999909e+03,6.188182999999999993e+03
1.984650000000000091e+03,-1.473000000000000000e+03,6.184551999999999680e+03
1.983599999999999909e+03,-1.471799999999999955e+03,6.209237000000000080e+03
1.984799999999999955e+03,-1.472400000000000091e+03,6.193748999999999796e+03
1.984500000000000000e+03,-1.471949000000000069e+03,6.187212999999999738e+03
1.984199000000000069e+03,-1.471799999999999955e+03,6.197618000000000393e+03
1.983900000000000091e+03,-1.473000000000000000e+03,6.194234000000000378e+03
1.984500000000000000e+03,-1.472699000000000069e+03,6.185761999999999716e+03
1.984199000000000069e+03,-1.471799999999999955e+03,6.198104000000000269e+03
1.984199000000000069e+03,-1.471650000000000091e+03,6.202217999999999847e+03
1.984349999999999909e+03,-1.473000000000000000e+03,6.190845000000000255e+03
1.984500000000000000e+03,-1.472099999999999909e+03,6.197376000000000204e+03
1.984049999999999955e+03,-1.471650000000000091e+03,6.195442000000000007e+03
1.983599999999999909e+03,-1.472400000000000091e+03,6.198345999999999549e+03
1.984500000000000000e+03,-1.471650000000000091e+03,6.198345999999999549e+03
1.983299999999999955e+03,-1.472250000000000000e+03,6.208993999999999687e+03
1.983599999999999909e+03,-1.471650000000000091e+03,6.195442000000000007e+03
1.984049999999999955e+03,-1.472250000000000000e+03,6.201975999999999658e+03
1.984500000000000000e+03,-1.472849999999999909e+03,6.194958999999999833e+03
1.984049999999999955e+03,-1.471799999999999955e+03,6.186970000000000255e+03
1.984500000000000000e+03,-1.472250000000000000e+03,6.187454999999999927e+03
1.984949000000000069e+03,-1.473000000000000000e+03,6.191569999999999709e+03
1.983449000000000069e+03,-1.471799999999999955e+03,6.197618000000000393e+03
1.983599999999999909e+03,-1.472250000000000000e+03,6.187212999999999738e+03
1.984500000000000000e+03,-1.471799999999999955e+03,6.204399000000000342e+03
1.985549999999999955e+03,-1.471949000000000069e+03,6.191328000000000429e+03
1.985549999999999955e+03,-1.472549999999999955e+03,6.196409999999999854e+03
1.984349999999999909e+03,-1.472849999999999909e+03,6.190117000000000189e+03
1.985400000000000091e+03,-1.471949000000000069e+03,6.193748999999999796e+03
