Bx_uT,By_uT,Bz_uT
-5.215499999999999545e+02,3.563099999999999909e+03,6.291030999999999949e+03
-5.228999999999999773e+02,3.569699999999999818e+03,6.281594000000000051e+03
-5.205000000000000000e+02,3.560099999999999909e+03,6.288613000000000284e+03
-5.203490000000000464e+02,3.554250000000000000e+03,6.283287999999999556e+03
-5.213999999999999773e+02,3.565349999999999909e+03,6.298775999999999840e+03
-5.209500000000000455e+02,3.568949999999999818e+03,6.287645000000000437e+03
-5.215499999999999545e+02,3.578550000000000182e+03,6.296356999999999971e+03
-5.228999999999999773e+02,3.573898999999999887e+03,6.290304000000000087e+03
-5.215499999999999545e+02,3.577500000000000000e+03,6.283773000000000138e+03
-5.203490000000000464e+02,3.573148999999999887e+03,6.293694999999999709e+03
-5.207999999999999545e+02,3.578099999999999909e+03,6.286676999999999680e+03
-5.205000000000000000e+02,3.572250000000000000e+03,6.298775999999999840e+03
-5.207999999999999545e+02,3.569250000000000000e+03,6.298047999999999774e+03
-5.215499999999999545e+02,3.571349999999999909e+03,6.291759000000000015e+03
-5.207999999999999545e+02,3.576449999999999818e+03,6.294421000000000276e+03
-5.203490000000000464e+02,3.580349999999999909e+03,6.293935999999999694e+03
-5.197500000000000000e+02,3.573000000000000000e+03,6.299018000000000029e+03
-5.209500000000000455e+02,3.574800000000000182e+03,6.297082000000000335e+03
-5.197500000000000000e+02,3.568648999999999887e+03,6.293453000000000429e+03
-5.217000000000000455e+02,3.579000000000000000e+03,6.296599000000000160e+03
-5.203490000000000464e+02,3.574500000000000000e+03,6.295386000000000422e+03
-5.202000000000000455e+02,3.572250000000000000e+03,6.290546000000000276e+03
-5.207999999999999545e+02,3.578398999999999887e+03,6.289337999999999738e+03
-5.200499999999999545e+02,3.584099999999999909e+03,6.300952000000000226e+03
-5.213999999999999773e+02,3.570449999999999818e+03,6.290304000000000087e+03
-5.203490000000000464e+02,3.583800000000000182e+03,6.289581000000000131e+03
-5.206499999999999773e+02,3.570000000000000000e+03,6.292484999999999673e+03
-5.213999999999999773e+02,3.585449999999999818e+03,6.289581000000000131e+03
-5.215499999999999545e+02,3.580500000000000000e+03,6.297324999999999818e+03
-5.212500000000000000e+02,3.580500000000000000e+03,6.292484999999999673e+03
-5.203490000000000464e+02,3.570300000000000182e+03,6.293210000000000036e+03
-5.218490000000000464e+02,3.576148999999999887e+03,6.302164999999999964e+03
-5.221499999999999773e+02,3.568050000000000182e+03,6.292967999999999847e+03
-5.224500000000000455e+02,3.565050000000000182e+03,6.286918999999999869e+03
-5.206499999999999773e+02,3.573750000000000000e+03,6.287885000000000218e+03
-5.206499999999999773e+02,3.574949999999999818e+03,6.303132999999999811e+03
-5.221499999999999773e+02,3.558148999999999887e+03,6.292000000000000000e+03
-5.212500000000000000e+02,3.569398999999999887e+03,6.297567000000000007e+03
-5.228999999999999773e+02,3.573898999999999887e+03,6.283773000000000138e+03
-5.218490000000000464e+02,3.574949999999999818e+03,6.284497999999999593e+03
-5.215499999999999545e+02,3.570750000000000000e+03,6.302648000000000138e+03
-5.185499999999999545e+02,3.570300000000000182e+03,6.290546000000000276e+03
-5.207999999999999545e+02,3.561750000000000000e+03,6.287159999999999854e+03
-5.206499999999999773e+02,3.577349999999999909e+03,6.282319999999999709e+03
-5.207999999999999545e+02,3.577500000000000000e+03,6.292726999999999862e+03
-5.232000000000000455e+02,3.580349999999999909e+03,6.291759000000000015e+03
-5.198999999999999773e+02,3.577050000000000182e+03,6.293453000000000429e+03
-5.206499999999999773e+02,3.574500000000000000e+03,6.292242000000000189e+03
-5.212500000000000000e+02,3.573898999999999887e+03,6.286918999999999869e+03
-5.205000000000000000e+02,3.580800000000000182e+03,6.298533000000000357e+03
-5.200499999999999545e+02,3.567599999999999909e+03,6.288613000000000284e+03
-5.209500000000000455e+02,3.573750000000000000e+03,6.290546000000000276e+03
-5.224500000000000455e+02,3.570750000000000000e+03,6.293210000000000036e+03
-5.197500000000000000e+02,3.564750000000000000e+03,6.285222999999999956e+03
-5.197500000000000000e+02,3.574199999999999818e+03,6.296356999999999971e+03
-5.215499999999999545e+02,3.577500000000000000e+03,6.299743999999999687e+03
-5.218490000000000464e+02,3.577648999999999887e+03,6.297807999999999993e+03
-5.215499999999999545e+02,3.568500000000000000e+03,6.295386000000000422e+03
-5.209500000000000455e+02,3.571949999999999818e+03,6.293453000000000429e+03
-5.206499999999999773e+02,3.574648999999999887e+03,6.283529999999999745e+03
-5.207999999999999545e+02,3.572849999999999909e+03,6.301921999999999571e+03
-5.220000000000000000e+02,3.574648999999999887e+03,6.306520000000000437e+03
-5.210990000000000464e+02,3.563550000000000182e+03,6.284015000000000327e+03
-5.221499999999999773e+02,3.567300000000000182e+03,6.298047999999999774e+03
-5.230499999999999545e+02,3.565050000000000182e+03,6.291271999999999935e+03
-5.224500000000000455e+02,3.571050000000000182e+03,6.295872000000000298e+03
-5.233490000000000464e+02,3.574199999999999818e+03,6.301194000000000415e+03
-5.210990000000000464e+02,3.567898999999999887e+03,6.287402000000000044e+03
-5.213999999999999773e+02,3.579599999999999909e+03,6.303375000000000000e+03
-5.210990000000000464e+02,3.570599999999999909e+03,6.295149000000000342e+03
-5.218490000000000464e+02,3.572550000000000182e+03,6.290064000000000306e+03
-5.212500000000000000e+02,3.571500000000000000e+03,6.298047999999999774e+03
-5.218490000000000464e+02,3.562500000000000000e+03,6.295631000000000313e+03
-5.222999999999999545e+02,3.583050000000000182e+03,6.296113999999999578e+03
-5.212500000000000000e+02,3.568500000000000000e+03,6.297567000000000007e+03
-5.221499999999999773e+02,3.580050000000000182e+03,6.299018000000000029e+03
-5.220000000000000000e+02,3.573148999999999887e+03,6.286676999999999680e+03
-5.213999999999999773e+02,3.571050000000000182e+03,6.287645000000000437e+03
-5.247000000000000455e+02,3.566699999999999818e+03,6.291759000000000015e+03
-5.222999999999999545e+02,3.564750000000000000e+03,6.292242000000000189e+03
-5.221499999999999773e+02,3.569550000000000182e+03,6.299018000000000029e+03
-5.213999999999999773e+02,3.571050000000000182e+03,6.299018000000000029e+03
-5.210990000000000464e+02,3.561148999999999887e+03,6.294177999999999884e+03
-5.205000000000000000e+02,3.571199999999999818e+03,6.301436999999999898e+03
