Bx_uT,By_uT,Bz_uT
3.900000000000000000e+03,9.193490000000000464e+02,6.246020999999999731e+03
3.900148999999999887e+03,9.187500000000000000e+02,6.246020999999999731e+03
3.899099999999999909e+03,9.192000000000000455e+02,6.247953999999999724e+03
3.900300000000000182e+03,9.192000000000000455e+02,6.237548999999999978e+03
3.900750000000000000e+03,9.197999999999999545e+02,6.252311999999999898e+03
3.900750000000000000e+03,9.192000000000000455e+02,6.240210000000000036e+03
3.900148999999999887e+03,9.193490000000000464e+02,6.236341000000000349e+03
3.900898999999999887e+03,9.196499999999999773e+02,6.242631999999999607e+03
3.899250000000000000e+03,9.197999999999999545e+02,6.246262999999999920e+03
3.901349999999999909e+03,9.192000000000000455e+02,6.235372999999999593e+03
3.900300000000000182e+03,9.196499999999999773e+02,6.243841999999999643e+03
3.899849999999999909e+03,9.196499999999999773e+02,6.247470999999999549e+03
3.900300000000000182e+03,9.195000000000000000e+02,6.244327000000000226e+03
3.900000000000000000e+03,9.190499999999999545e+02,6.241422999999999774e+03
3.900300000000000182e+03,9.195000000000000000e+02,6.235130000000000109e+03
3.900898999999999887e+03,9.197999999999999545e+02,6.239002000000000407e+03
3.899849999999999909e+03,9.181499999999999773e+02,6.236582999999999629e+03
3.901050000000000182e+03,9.197999999999999545e+02,6.235130000000000109e+03
3.900599999999999909e+03,9.193490000000000464e+02,6.242631999999999607e+03
3.899550000000000182e+03,9.188999999999999773e+02,6.233920000000000073e+03
3.899849999999999909e+03,9.193490000000000464e+02,6.244813000000000102e+03
3.900599999999999909e+03,9.195000000000000000e+02,6.236823999999999614e+03
3.900750000000000000e+03,9.193490000000000464e+02,6.238519000000000233e+03
3.900599999999999909e+03,9.195000000000000000e+02,6.244813000000000102e+03
3.900300000000000182e+03,9.192000000000000455e+02,6.232225999999999658e+03
3.899699999999999818e+03,9.195000000000000000e+02,6.234648000000000138e+03
3.900000000000000000e+03,9.200990000000000464e+02,6.248925000000000182e+03
3.899849999999999909e+03,9.190499999999999545e+02,6.249649999999999636e+03
