Bx_uT,By_uT,Bz_uT
2.072099999999999909e+03,3.888148999999999887e+03,6.304100999999999658e+03
2.067449999999999818e+03,3.885750000000000000e+03,6.309908999999999651e+03
2.072849999999999909e+03,3.893849999999999909e+03,6.303375000000000000e+03
2.062500000000000000e+03,3.890250000000000000e+03,6.303858000000000175e+03
2.071949999999999818e+03,3.883648999999999887e+03,6.301194000000000415e+03
2.065500000000000000e+03,3.886949999999999818e+03,6.303132999999999811e+03
2.067300000000000182e+03,3.891148999999999887e+03,6.307005000000000109e+03
2.065199999999999818e+03,3.893398999999999887e+03,6.299743999999999687e+03
2.068648999999999887e+03,3.889199999999999818e+03,6.296840000000000146e+03
2.067000000000000000e+03,3.890849999999999909e+03,6.316685000000000400e+03
2.065349999999999909e+03,3.891300000000000182e+03,6.306279000000000451e+03
2.070449999999999818e+03,3.884250000000000000e+03,6.301921999999999571e+03
2.069849999999999909e+03,3.885148999999999887e+03,6.294421000000000276e+03
2.071800000000000182e+03,3.890398999999999887e+03,6.302890000000000327e+03
2.072550000000000182e+03,3.892648999999999887e+03,6.314264000000000124e+03
2.069398999999999887e+03,3.879599999999999909e+03,6.299985999999999876e+03
2.067148999999999887e+03,3.886349999999999909e+03,6.303858000000000175e+03
2.065800000000000182e+03,3.889949999999999818e+03,6.301194000000000415e+03
2.065949999999999818e+03,3.874949999999999818e+03,6.303375000000000000e+03
2.070898999999999887e+03,3.890849999999999909e+03,6.312569999999999709e+03
2.071050000000000182e+03,3.895800000000000182e+03,6.308940999999999804e+03
2.071349999999999909e+03,3.894300000000000182e+03,6.313780999999999949e+03
2.070898999999999887e+03,3.899398999999999887e+03,6.314264000000000124e+03
2.068199999999999818e+03,3.889800000000000182e+03,6.302890000000000327e+03
2.069699999999999818e+03,3.895349999999999909e+03,6.305070999999999913e+03
2.069699999999999818e+03,3.892199999999999818e+03,6.306037000000000262e+03
2.069550000000000182e+03,3.891000000000000000e+03,6.300469000000000051e+03
2.072250000000000000e+03,3.893099999999999909e+03,6.314023000000000138e+03
2.070599999999999909e+03,3.890849999999999909e+03,6.316685000000000400e+03
2.073300000000000182e+03,3.895949999999999818e+03,6.306761999999999716e+03
2.072550000000000182e+03,3.892050000000000182e+03,6.311845000000000255e+03
2.072250000000000000e+03,3.887250000000000000e+03,6.297567000000000007e+03
2.070750000000000000e+03,3.890250000000000000e+03,6.312569999999999709e+03
2.068800000000000182e+03,3.889199999999999818e+03,6.307729999999999563e+03
2.064000000000000000e+03,3.889648999999999887e+03,6.312087000000000444e+03
2.072099999999999909e+03,3.892500000000000000e+03,6.294421000000000276e+03
2.069699999999999818e+03,3.886949999999999818e+03,6.310150999999999840e+03
2.070148999999999887e+03,3.889500000000000000e+03,6.309182999999999993e+03
2.066849999999999909e+03,3.885300000000000182e+03,6.293694999999999709e+03
2.065949999999999818e+03,3.891300000000000182e+03,6.295631000000000313e+03
2.067599999999999909e+03,3.885599999999999909e+03,6.304100999999999658e+03
2.068949999999999818e+03,3.888750000000000000e+03,6.302890000000000327e+03
2.063849999999999909e+03,3.895648999999999887e+03,6.308940999999999804e+03
2.070000000000000000e+03,3.889648999999999887e+03,6.303132999999999811e+03
2.067300000000000182e+03,3.886199999999999818e+03,6.296840000000000146e+03
2.064898999999999887e+03,3.886050000000000182e+03,6.297324999999999818e+03
2.072398999999999887e+03,3.892500000000000000e+03,6.310631999999999607e+03
2.070449999999999818e+03,3.889199999999999818e+03,6.312569999999999709e+03
2.069099999999999909e+03,3.883949999999999818e+03,6.288368000000000393e+03
2.067300000000000182e+03,3.889050000000000182e+03,6.299502999999999702e+03
2.067000000000000000e+03,3.884099999999999909e+03,6.299985999999999876e+03
2.066250000000000000e+03,3.887250000000000000e+03,6.308940999999999804e+03
2.065949999999999818e+03,3.888300000000000182e+03,6.295149000000000342e+03
1.163849999999999909e+03,3.878099999999999909e+03,6.314990999999999985e+03
-3.570000000000000284e+01,3.708599999999999909e+03,6.283287999999999556e+03
-4.787989999999999782e+02,3.552750000000000000e+03,6.306279000000000451e+03
-5.327999999999999545e+02,3.583199999999999818e+03,6.293453000000000429e+03
-5.299500000000000455e+02,3.569550000000000182e+03,6.292967999999999847e+03
-5.187000000000000455e+02,3.563398999999999887e+03,6.294662999999999556e+03
-5.191499999999999773e+02,3.570000000000000000e+03,6.301921999999999571e+03
-5.233490000000000464e+02,3.567000000000000000e+03,6.311845000000000255e+03
-5.194500000000000455e+02,3.564000000000000000e+03,6.312087000000000444e+03
-5.185499999999999545e+02,3.572550000000000182e+03,6.307488000000000284e+03
-5.237999999999999545e+02,3.576449999999999818e+03,6.292242000000000189e+03
-5.215499999999999545e+02,3.573599999999999909e+03,6.291759000000000015e+03
-5.217000000000000455e+02,3.560550000000000182e+03,6.293453000000000429e+03
-5.218490000000000464e+02,3.569699999999999818e+03,6.307488000000000284e+03
-5.203490000000000464e+02,3.562800000000000182e+03,6.297807999999999993e+03
-5.195990000000000464e+02,3.560250000000000000e+03,6.292484999999999673e+03
-5.227500000000000000e+02,3.580199999999999818e+03,6.297324999999999818e+03
-5.225990000000000464e+02,3.576898999999999887e+03,6.304583999999999833e+03
-5.217000000000000455e+02,3.568949999999999818e+03,6.295631000000000313e+03
-5.222999999999999545e+02,3.577199999999999818e+03,6.305793999999999869e+03
-5.218490000000000464e+02,3.572250000000000000e+03,6.295149000000000342e+03
-5.218490000000000464e+02,3.575250000000000000e+03,6.315716999999999643e+03
-5.205000000000000000e+02,3.586949999999999818e+03,6.301921999999999571e+03
-5.207999999999999545e+02,3.576898999999999887e+03,6.297567000000000007e+03
-5.200499999999999545e+02,3.573599999999999909e+03,6.294905999999999949e+03
-5.220000000000000000e+02,3.567898999999999887e+03,6.285708999999999833e+03
-5.207999999999999545e+02,3.578849999999999909e+03,6.298775999999999840e+03
-5.203490000000000464e+02,3.570000000000000000e+03,6.304583999999999833e+03
-5.209500000000000455e+02,3.581398999999999887e+03,6.302648000000000138e+03
