pc_time_s,t_ms,status,Bx,By,Bz
1779307931.4809837,658271,,-85650.0,-38099.0,-183194.0
1779307931.5465643,658335,,-85650.0,-38099.0,-182709.0
1779307931.6127267,658401,,-86850.0,-39300.0,-183436.0
1779307931.6829169,658467,,-85199.0,-37800.0,-183436.0
1779307931.7497504,658537,,-86550.0,-38550.0,-184404.0
1779307931.815012,658603,,-85949.0,-38400.0,-182226.0
1779307931.8809228,658667,,-86400.0,-38550.0,-183194.0
1779307931.947297,658734,,-85800.0,-39000.0,-183436.0
1779307932.0180478,658804,,-85650.0,-38700.0,-183920.0
1779307932.0839458,658868,,-85350.0,-37800.0,-184646.0
1779307932.149579,658935,,-85199.0,-37650.0,-183436.0
1779307932.2153313,658999,,-85949.0,-38849.0,-183194.0
1779307932.2808814,659066,,-86100.0,-38700.0,-183436.0
1779307932.3516145,659136,,-85050.0,-37950.0,-183920.0
1779307932.417553,659200,,-86250.0,-38250.0,-182709.0
1779307932.483861,659267,,-85500.0,-37950.0,-183436.0
1779307932.5499308,659332,,-86250.0,-38400.0,-183194.0
1779307932.620545,659398,,-85650.0,-38400.0,-181984.0
1779307932.6859903,659468,,-86400.0,-37800.0,-183194.0
1779307932.7527127,659532,,-86100.0,-38550.0,-183436.0
1779307932.8182607,659599,,-85949.0,-38700.0,-184646.0
1779307932.8838782,659664,,-86100.0,-38550.0,-181984.0
1779307932.9548497,659735,,-85800.0,-38700.0,-183436.0
1779307933.0205953,659800,,-85650.0,-39000.0,-183920.0
1779307933.086553,659864,,-86550.0,-38700.0,-182709.0
1779307933.1527858,659931,,-86100.0,-39150.0,-182951.0
1779307933.218534,659996,,-85500.0,-38700.0,-184404.0
1779307933.2889655,660066,,-86250.0,-38400.0,-184162.0
1779307933.355134,660132,,-85949.0,-38550.0,-184646.0
1779307933.4208493,660196,,-86100.0,-39000.0,-183194.0
1779307933.4866867,660263,,-86100.0,-38550.0,-182709.0
1779307933.5577118,660328,,-85199.0,-37500.0,-183436.0
1779307933.6237838,660398,,-86100.0,-38400.0,-184404.0
1779307933.6889133,660463,,-86100.0,-38700.0,-183194.0
1779307933.7551591,660527,,-86699.0,-38250.0,-183920.0
1779307933.8214898,660594,,-86100.0,-38849.0,-184646.0
1779307933.891756,660664,,-85949.0,-38849.0,-183194.0
1779307933.9568357,660730,,-86250.0,-38250.0,-183436.0
1779307934.0237055,660794,,-86250.0,-38550.0,-182709.0
1779307934.0892148,660860,,-86400.0,-38099.0,-183920.0
1779307934.1544716,660926,,-85650.0,-39000.0,-183920.0
1779307934.225493,660996,,-85050.0,-38849.0,-182951.0
1779307934.2914674,661062,,-85800.0,-38400.0,-183920.0
1779307934.3575387,661126,,-86250.0,-37950.0,-183194.0
1779307934.4239233,661193,,-85800.0,-39150.0,-182226.0
1779307934.4940708,661258,,-85949.0,-38550.0,-182226.0
1779307934.5600088,661328,,-85949.0,-38550.0,-183436.0
1779307934.6263597,661394,,-85800.0,-38849.0,-183436.0
1779307934.691815,661458,,-86400.0,-38099.0,-184162.0
1779307934.7579734,661525,,-87300.0,-38849.0,-184888.0
1779307934.828431,661595,,-85650.0,-37950.0,-184162.0
1779307934.894156,661659,,-86400.0,-38700.0,-183677.0
1779307934.960499,661726,,-86850.0,-39150.0,-184162.0
1779307935.0263555,661790,,-86400.0,-38849.0,-182709.0
1779307935.0925205,661857,,-86250.0,-38550.0,-183194.0
1779307935.1628387,661927,,-85500.0,-37950.0,-184404.0
1779307935.2284005,661991,,-85650.0,-38700.0,-182709.0
1779307935.294271,662058,,-85949.0,-37950.0,-183436.0
1779307935.360607,662123,,-86100.0,-38400.0,-182709.0
1779307935.4313633,662189,,-85650.0,-39000.0,-184162.0
1779307935.4960332,662259,,-85800.0,-38400.0,-183677.0
1779307935.5625362,662323,,-86550.0,-38700.0,-183436.0
1779307935.628727,662390,,-85949.0,-38849.0,-183677.0
1779307935.6947575,662455,,-85949.0,-38099.0,-182226.0
1779307935.7655401,662526,,-85350.0,-37800.0,-183194.0
1779307935.8315897,662591,,-85650.0,-39000.0,-182709.0
1779307935.8962913,662655,,-86250.0,-39150.0,-183194.0
1779307935.9630897,662722,,-85800.0,-38849.0,-183194.0
1779307936.0287657,662787,,-85650.0,-37950.0,-182951.0
1779307936.0987568,662858,,-85800.0,-38400.0,-183194.0
1779307936.1650138,662923,,-85650.0,-38700.0,-184162.0
1779307936.2314003,662987,,-86100.0,-38700.0,-183436.0
1779307936.296643,663054,,-85800.0,-38099.0,-182709.0
1779307936.3671913,663118,,-86699.0,-38400.0,-183677.0
1779307936.4334753,663189,,-85650.0,-39300.0,-183677.0
1779307936.499316,663253,,-86250.0,-38700.0,-183436.0
1779307936.5653474,663319,,-85949.0,-37950.0,-182709.0
1779307936.63145,663385,,-85650.0,-38550.0,-183436.0
1779307936.7021525,663455,,-85949.0,-38250.0,-182951.0
1779307936.767989,663521,,-85949.0,-39150.0,-183677.0
1779307936.8341258,663585,,-86100.0,-38700.0,-183436.0
