pc_time_s,t_ms,status,Bx,By,Bz
1778793987.540225,7954384,,1453949.0,-3911100.0,6312570.0
1778793987.610882,7954455,,1449300.0,-3913050.0,6298776.0
1778793987.676547,7954522,,1453350.0,-3910200.0,6307730.0
1778793987.742482,7954589,,1449900.0,-3915000.0,6309666.0
1778793987.808465,7954656,,1453800.0,-3924300.0,6317653.0
1778793987.879227,7954722,,1454100.0,-3924899.0,6325637.0
1778793987.945042,7954789,,1448400.0,-3916050.0,6323461.0
1778793988.011049,7954855,,1451400.0,-3914550.0,6317410.0
1778793988.0769129,7954920,,1455900.0,-3916649.0,6307970.0
1778793988.142903,7954986,,1451850.0,-3919500.0,6324186.0
1778793988.213525,7955055,,1456800.0,-3918300.0,6312087.0
1778793988.279637,7955122,,1448250.0,-3914700.0,6306520.0
1778793988.3456352,7955186,,1451550.0,-3915750.0,6313055.0
1778793988.411388,7955253,,1443449.0,-3918149.0,6311359.0
1778793988.481895,7955320,,1446300.0,-3913050.0,6316200.0
1778793988.547711,7955386,,1448699.0,-3921000.0,6319346.0
1778793988.6136708,7955453,,1451100.0,-3923550.0,6324912.0
1778793988.6795719,7955519,,1448550.0,-3914850.0,6320072.0
1778793988.7456372,7955584,,1453650.0,-3912300.0,6318618.0
1778793988.81615,7955656,,1453949.0,-3916200.0,6315959.0
1778793988.882157,7955720,,1452000.0,-3909450.0,6305552.0
1778793988.94816,7955786,,1456949.0,-3921750.0,6313055.0
1778793989.0140128,7955850,,1453050.0,-3913500.0,6314991.0
1778793989.079946,7955917,,1449600.0,-3916950.0,6327816.0
1778793989.150582,7955989,,1454400.0,-3917250.0,6316442.0
1778793989.216457,7956055,,1451400.0,-3914100.0,6303616.0
1778793989.282316,7956117,,1454100.0,-3910800.0,6313538.0
1778793989.34829,7956184,,1452300.0,-3915149.0,6309424.0
1778793989.418922,7956255,,1454550.0,-3909899.0,6309424.0
1778793989.484787,7956320,,1456050.0,-3909149.0,6300469.0
1778793989.550784,7956384,,1452150.0,-3912149.0,6318376.0
1778793989.6166558,7956450,,1455150.0,-3918450.0,6309909.0
1778793989.68259,7956514,,1453949.0,-3910050.0,6301194.0
1778793989.753328,7956586,,1454699.0,-3910050.0,6291514.0
1778793989.8192708,7956653,,1454100.0,-3918450.0,6322976.0
1778793989.8852532,7956719,,1449300.0,-3913649.0,6306762.0
1778793989.9511318,7956783,,1453800.0,-3914700.0,6307488.0
1778793990.021682,7956848,,1449750.0,-3913649.0,6302407.0
1778793990.0876648,7956919,,1454400.0,-3912300.0,6301922.0
1778793990.1536472,7956984,,1453650.0,-3909000.0,6308941.0
1778793990.219557,7957048,,1453350.0,-3914550.0,6313055.0
1778793990.2855082,7957117,,1450949.0,-3915300.0,6315959.0
1778793990.356233,7957186,,1445100.0,-3911550.0,6305312.0
1778793990.422148,7957250,,1454100.0,-3917100.0,6318863.0
1778793990.4881668,7957317,,1455900.0,-3918000.0,6315472.0
1778793990.554063,7957383,,1459500.0,-3911850.0,6308213.0
1778793990.6200051,7957450,,1452300.0,-3919950.0,6328541.0
1778793990.6906629,7957519,,1457100.0,-3916500.0,6312570.0
1778793990.756663,7957584,,1454100.0,-3913950.0,6312813.0
1778793990.8225029,7957650,,1454550.0,-3913950.0,6307247.0
1778793990.888414,7957717,,1451550.0,-3919649.0,6321522.0
1778793990.959126,7957786,,1452000.0,-3914850.0,6315472.0
1778793991.024991,7957850,,1452150.0,-3920850.0,6314506.0
1778793991.090996,7957917,,1452000.0,-3913050.0,6321039.0
1778793991.1568809,7957984,,1451400.0,-3918000.0,6312813.0
1778793991.2228842,7958047,,1447949.0,-3915899.0,6317410.0
1778793991.293617,7958117,,1450800.0,-3918149.0,6315959.0
1778793991.359714,7958183,,1453199.0,-3920100.0,6314023.0
1778793991.42558,7958248,,1451699.0,-3917250.0,6312570.0
1778793991.4912949,7958314,,1449150.0,-3916800.0,6310392.0
1778793991.562058,7958381,,1452449.0,-3913050.0,6308941.0
1778793991.628053,7958450,,1452300.0,-3908550.0,6303133.0
1778793991.6940212,7958514,,1453800.0,-3915750.0,6305552.0
1778793991.759964,7958581,,1454100.0,-3913350.0,6302648.0
1778793991.825863,7958648,,1443300.0,-3914399.0,6311600.0
1778793991.896575,7958719,,1447350.0,-3913649.0,6313296.0
1778793991.9626172,7958783,,1448699.0,-3913050.0,6307005.0
1778793992.028639,7958848,,1456800.0,-3914550.0,6309666.0
1778793992.094516,7958912,,1453050.0,-3913200.0,6307247.0
1778793992.160461,7958978,,1455900.0,-3921149.0,6316442.0
1778793992.2311199,7959048,,1453949.0,-3911550.0,6310632.0
1778793992.297039,7959117,,1450800.0,-3922350.0,6309424.0
1778793992.3629398,7959178,,1450350.0,-3907500.0,6297325.0
1778793992.428855,7959247,,1452150.0,-3916200.0,6303133.0
1778793992.49966,7959317,,1449150.0,-3916950.0,6320554.0
1778793992.565435,7959383,,1457250.0,-3923250.0,6330960.0
1778793992.631426,7959448,,1453949.0,-3913649.0,6312087.0
1778793992.697143,7959512,,1449900.0,-3908250.0,6305552.0
1778793992.76308,7959578,,1450199.0,-3917250.0,6312570.0
1778793992.834039,7959648,,1449150.0,-3922649.0,6322493.0
1778793992.899939,7959712,,1449300.0,-3916649.0,6313538.0
1778793992.965971,7959781,,1456949.0,-3918600.0,6314023.0
1778793993.0318542,7959845,,1449900.0,-3916350.0,6318135.0
1778793993.102397,7959911,,1455750.0,-3920850.0,6311359.0
1778793993.168384,7959981,,1449150.0,-3909000.0,6308941.0
1778793993.2343612,7960047,,1455000.0,-3910800.0,6316927.0
1778793993.3002748,7960112,,1453050.0,-3911100.0,6309666.0
1778793993.366248,7960178,,1455300.0,-3920850.0,6318376.0
1778793993.4369721,7960248,,1455000.0,-3917550.0,6314506.0
1778793993.502918,7960312,,1453650.0,-3920550.0,6318135.0
1778793993.568948,7960381,,1453650.0,-3913500.0,6299261.0
1778793993.63484,7960445,,1450650.0,-3917100.0,6318376.0
1778793993.7006562,7960511,,1447949.0,-3915750.0,6315234.0
1778793993.77142,7960581,,1450650.0,-3915300.0,6308455.0
1778793993.8372538,7960645,,1452600.0,-3910050.0,6311117.0
1778793993.9032052,7960711,,1449150.0,-3914399.0,6316442.0
1778793993.9691362,7960778,,1446449.0,-3914550.0,6309666.0
1778793994.039745,7960847,,1447500.0,-3913050.0,6308213.0
1778793994.1056252,7960912,,1447650.0,-3907050.0,6313296.0
1778793994.171621,7960976,,1449000.0,-3918899.0,6317410.0
1778793994.237636,7961045,,1446300.0,-3914550.0,6315234.0
1778793994.3034408,7961109,,1448250.0,-3920100.0,6324186.0
1778793994.374186,7961178,,1451699.0,-3907649.0,6304826.0
1778793994.440127,7961245,,1447949.0,-3910649.0,6308941.0
1778793994.506155,7961312,,727500.0,-3914399.0,6326848.0
1778793994.571997,7961375,,-265650.0,-3911550.0,6322493.0
1778793994.642706,7961442,,-1364850.0,-3895200.0,6306037.0
1778793994.708572,7961512,,-2503800.0,-3866399.0,6299018.0
1778793994.7746859,7961576,,-3394350.0,-3458399.0,6299986.0
1778793994.8404238,7961642,,-4173151.0,-2153700.0,6272640.0
1778793994.906347,7961709,,4840048.0,-224700.0,6278690.0
1778793994.976895,7961781,,4132950.0,1424250.0,6276029.0
1778793995.0429518,7961845,,3544649.0,2826450.0,6253522.0
1778793995.108843,7961909,,3143399.0,3871500.0,6252797.0
1778793995.174766,7961976,,2804100.0,4722151.0,6261992.0
1778793995.2407382,7962040,,2491950.0,-4392000.0,6245053.0
1778793995.311399,7962112,,2154450.0,-3747750.0,6238032.0
1778793995.377287,7962176,,1906500.0,-3255899.0,6227144.0
1778793995.443243,7962242,,1712550.0,-2854350.0,6233679.0
1778793995.509011,7962306,,1560900.0,-2519100.0,6214320.0
1778793995.579807,7962376,,1426050.0,-2231550.0,6198831.0
1778793995.64567,7962445,,1276800.0,-1963350.0,6171485.0
1778793995.711713,7962509,,1154699.0,-1751250.0,6142928.0
1778793995.777571,7962575,,1053000.0,-1570350.0,5790093.0
1778793995.843661,7962640,,972150.0,-1414949.0,5196466.0
1778793995.9142468,7962711,,904050.0,-1283699.0,4415773.0
1778793995.9802098,7962776,,827099.0,-1155150.0,3471006.0
1778793996.046436,7962840,,756450.0,-1049850.0,2513412.0
1778793996.112085,7962906,,696599.0,-958050.0,1482734.0
1778793996.1824262,7962970,,648750.0,-878400.0,440682.0
1778793996.248731,7963040,,606000.0,-805200.0,-573540.0
1778793996.314502,7963109,,569550.0,-744450.0,-1441352.0
1778793996.380393,7963173,,526650.0,-684599.0,-2240920.0
1778793996.446302,7963240,,487650.0,-633450.0,-2973937.0
1778793996.516995,7963309,,456750.0,-588150.0,-3651054.0
1778793996.582865,7963375,,430950.0,-547650.0,-4318007.0
1778793996.6488802,7963442,,408750.0,-513450.0,-4891063.0
1778793996.7147899,7963506,,383700.0,-479700.0,-5423461.0
1778793996.780749,7963573,,360000.0,-449250.0,-5918837.0
1778793996.8515918,7963640,,339900.0,-422100.0,-6383234.0
1778793996.917324,7963709,,321900.0,-397950.0,-6844968.0
1778793996.983623,7963773,,307049.0,-376500.0,-7243544.0
1778793997.049363,7963839,,292350.0,-357150.0,-7614530.0
1778793997.1152909,7963906,,276299.0,-337799.0,7895250.0
1778793997.185958,7963973,,262350.0,-319950.0,7546528.0
1778793997.251864,7964039,,248700.0,-304500.0,7237010.0
1778793997.317821,7964104,,238200.0,-292200.0,6948304.0
1778793997.383667,7964170,,230550.0,-278850.0,6678477.0
1778793997.454122,7964237,,215700.0,-267450.0,6419533.0
1778793997.51986,7964304,,203850.0,-255600.0,6164709.0
1778793997.585848,7964373,,193950.0,-244200.0,5935048.0
1778793997.651784,7964437,,187950.0,-235649.0,5722090.0
1778793997.717537,7964503,,180600.0,-227700.0,5517842.0
1778793997.788227,7964573,,173250.0,-219000.0,5325695.0
1778793997.854254,7964637,,165149.0,-210149.0,5129917.0
1778793997.92029,7964703,,158250.0,-202500.0,4958581.0
1778793997.986067,7964770,,152399.0,-197100.0,4793536.0
1778793998.051889,7964834,,147600.0,-191700.0,4636237.0
1778793998.122726,7964906,,142350.0,-185100.0,4478453.0
1778793998.1886249,7964970,,136500.0,-179850.0,4337125.0
1778793998.254626,7965037,,131399.0,-175350.0,4203781.0
1778793998.320711,7965101,,127199.0,-169950.0,4075522.0
1778793998.390908,7965167,,122250.0,-166200.0,3950408.0
1778793998.45677,7965239,,118949.0,-162300.0,3827472.0
1778793998.52279,7965304,,114600.0,-156600.0,3716394.0
1778793998.588713,7965367,,111300.0,-154500.0,3608704.0
1778793998.6546571,7965434,,107400.0,-150750.0,3506580.0
1778793998.725369,7965504,,104250.0,-147149.0,3408086.0
1778793998.791295,7965570,,101100.0,-144300.0,3308867.0
1778793998.857345,7965634,,99750.0,-141750.0,3218600.0
1778793998.923229,7965701,,95250.0,-139200.0,3133658.0
1778793998.9889941,7965765,,92400.0,-136200.0,3049925.0
1778793999.059673,7965837,,89699.0,-133500.0,2966436.0
1778793999.1255,7965903,,87449.0,-131850.0,2888511.0
1778793999.1915772,7965968,,85199.0,-129600.0,2816153.0
1778793999.257697,7966032,,83250.0,-127050.0,2746941.0
1778793999.3278852,7966098,,80850.0,-125400.0,2678456.0
1778793999.393731,7966168,,77850.0,-122850.0,2609485.0
1778793999.4596102,7966234,,75750.0,-121800.0,2545839.0
1778793999.525633,7966298,,75150.0,-119550.0,2486792.0
1778793999.59143,7966367,,73350.0,-118800.0,2426776.0
1778793999.662032,7966434,,70800.0,-116550.0,2372084.0
1778793999.7279701,7966501,,69000.0,-115199.0,2313036.0
1778793999.7938619,7966567,,67350.0,-113100.0,2261490.0
1778793999.859807,7966632,,65100.0,-112050.0,2212122.0
1778793999.9255471,7966698,,64500.0,-111300.0,2161786.0
1778793999.996289,7966765,,62849.0,-110250.0,2112902.0
1778794000.062262,7966832,,61650.0,-108600.0,2066679.0
1778794000.128267,7966898,,60000.0,-107550.0,2023120.0
1778794000.1941838,7966962,,58650.0,-106650.0,1980286.0
1778794000.264541,7967031,,57750.0,-105150.0,1938904.0
1778794000.330399,7967098,,56849.0,-105150.0,1897038.0
1778794000.396168,7967165,,55200.0,-103949.0,1858802.0
1778794000.462141,7967229,,54150.0,-102300.0,1821776.0
1778794000.527877,7967296,,53550.0,-101850.0,1783056.0
1778794000.598604,7967367,,52200.0,-101100.0,1751112.0
1778794000.664504,7967429,,51900.0,-100199.0,1713843.0
1778794000.730659,7967496,,49800.0,-99000.0,1680206.0
1778794000.7964659,7967562,,48750.0,-98400.0,1649230.0
1778794000.862219,7967626,,48300.0,-97949.0,1618011.0
1778794000.932859,7967698,,47400.0,-97199.0,1585584.0
1778794000.99877,7967762,,46950.0,-95850.0,1556786.0
1778794001.064747,7967829,,46349.0,-96449.0,1528471.0
1778794001.130668,7967893,,45150.0,-94650.0,1500884.0
1778794001.201014,7967960,,43500.0,-94949.0,1474505.0
1778794001.266807,7968031,,43050.0,-94949.0,1445949.0
1778794001.332777,7968095,,43200.0,-94199.0,1420781.0
1778794001.398705,7968160,,41400.0,-94199.0,1395856.0
1778794001.464459,7968226,,41099.0,-91949.0,1374076.0
1778794001.535103,7968296,,41400.0,-92850.0,1350117.0
1778794001.601065,7968362,,40050.0,-91800.0,1326402.0
1778794001.666862,7968426,,40349.0,-91949.0,1303654.0
1778794001.7327712,7968493,,40050.0,-91199.0,1281874.0
1778794001.798678,7968557,,38250.0,-90300.0,1274613.0
1778794001.869164,7968626,,39150.0,-90600.0,1273888.0
1778794001.935075,7968695,,39000.0,-90900.0,1273162.0
1778794002.001069,7968759,,39000.0,-90600.0,1275097.0
1778794002.0669382,7968824,,39450.0,-90300.0,1273162.0
1778794002.1373398,7968890,,39599.0,-90449.0,1274372.0
1778794002.2031019,7968960,,39900.0,-90900.0,1274130.0
1778794002.2689211,7969026,,39000.0,-90750.0,1274130.0
1778794002.3347998,7969090,,38400.0,-90900.0,1273646.0
1778794002.400497,7969157,,39300.0,-90150.0,1273646.0
1778794002.471235,7969226,,38400.0,-90449.0,1273646.0
1778794002.537101,7969290,,38099.0,-90449.0,1273888.0
1778794002.602955,7969359,,38700.0,-90300.0,1273888.0
1778794002.668714,7969423,,38550.0,-90750.0,1274856.0
1778794002.734454,7969488,,39450.0,-90600.0,1275097.0
1778794002.805342,7969559,,39150.0,-91199.0,1273404.0
1778794002.871319,7969624,,39300.0,-90900.0,1274372.0
1778794002.937334,7969690,,38550.0,-90750.0,1272919.0
1778794003.003217,7969754,,38550.0,-90750.0,1273404.0
1778794003.073576,7969821,,39000.0,-90150.0,1273646.0
1778794003.139384,7969890,,39150.0,-90449.0,1274130.0
1778794003.205392,7969954,,40050.0,-90449.0,1279938.0
1778794003.271318,7970023,,39300.0,-90900.0,1291796.0
1778794003.337087,7970087,,39750.0,-91199.0,1306800.0
1778794003.40775,7970157,,40349.0,-91650.0,1328095.0
1778794003.473648,7970223,,40349.0,-91949.0,1349634.0
1778794003.5394711,7970288,,41400.0,-92850.0,1373108.0
1778794003.605341,7970354,,42300.0,-93600.0,1396097.0
1778794003.671154,7970418,,43349.0,-93449.0,1420540.0
1778794003.7417731,7970488,,42750.0,-94050.0,1446434.0
1778794003.8076658,7970554,,43500.0,-94050.0,1470634.0
1778794003.873663,7970618,,44700.0,-95550.0,1498464.0
1778794003.939577,7970687,,44849.0,-95850.0,1525568.0
1778794004.00995,7970751,,46800.0,-96449.0,1552429.0
1778794004.075758,7970821,,47400.0,-97800.0,1584132.0
1778794004.1415691,7970885,,48150.0,-97800.0,1612445.0
1778794004.207699,7970952,,48900.0,-98550.0,1642938.0
1778794004.273283,7971015,,49650.0,-100199.0,1675124.0
1778794004.3438148,7971087,,50250.0,-99750.0,1707068.0
1778794004.409693,7971152,,52349.0,-101250.0,1742158.0
1778794004.475917,7971218,,52349.0,-102150.0,1777248.0
1778794004.541801,7971282,,53700.0,-102449.0,1812337.0
1778794004.607615,7971349,,54000.0,-103949.0,1847427.0
1778794004.6783192,7971418,,56700.0,-104250.0,1888568.0
1778794004.744159,7971485,,56700.0,-105600.0,1927529.0
1778794004.810143,7971552,,59099.0,-106500.0,1967944.0
1778794004.8760672,7971616,,58950.0,-107400.0,2009810.0
1778794004.946665,7971682,,60450.0,-108300.0,2052886.0
1778794005.012269,7971751,,61650.0,-110400.0,2100076.0
1778794005.0781162,7971816,,62700.0,-111150.0,2146056.0
1778794005.1440241,7971882,,64500.0,-112949.0,2194699.0
1778794005.2097962,7971949,,66150.0,-113550.0,2244066.0
1778794005.2804859,7972018,,67350.0,-115949.0,2296096.0
1778794005.346336,7972082,,68850.0,-116250.0,2351998.0
1778794005.412199,7972149,,72150.0,-117900.0,2407899.0
1778794005.4780438,7972213,,73650.0,-119550.0,2464769.0
1778794005.543827,7972280,,75150.0,-121800.0,2524059.0
1778794005.6146429,7972351,,75600.0,-123750.0,2589399.0
1778794005.680376,7972415,,78600.0,-125250.0,2654740.0
1778794005.7463229,7972480,,80100.0,-127050.0,2720806.0
1778794005.8122518,7972546,,83850.0,-128700.0,2790260.0
1778794005.8825831,7972613,,85500.0,-131700.0,2863828.0
1778794005.948373,7972682,,86850.0,-134250.0,2943687.0
1778794006.014338,7972746,,89850.0,-136649.0,3021854.0
1778794006.080276,7972813,,92550.0,-137850.0,3101956.0
1778794006.146019,7972877,,95100.0,-141000.0,3187382.0
1778794006.216716,7972951,,99150.0,-144149.0,3275954.0
1778794006.282592,7973015,,102300.0,-146550.0,3375416.0
1778794006.348628,7973079,,104250.0,-149700.0,3472216.0
1778794006.4146922,7973144,,107699.0,-153750.0,3572888.0
1778794006.4803112,7973210,,111449.0,-156750.0,3677916.0
1778794006.550943,7973280,,115500.0,-160800.0,3797706.0
1778794006.616873,7973346,,119699.0,-165149.0,3912656.0
1778794006.682863,7973410,,123750.0,-169200.0,4034382.0
1778794006.748814,7973477,,127500.0,-173100.0,4162882.0
1778794006.8191948,7973541,,132149.0,-178500.0,4295501.0
1778794006.885022,7973615,,138149.0,-183899.0,4446509.0
1778794006.951026,7973679,,143850.0,-189600.0,4593642.0
1778794007.017008,7973743,,147899.0,-196050.0,4747072.0
1778794007.0827808,7973808,,153600.0,-201149.0,4910423.0
1778794007.1534631,7973880,,159750.0,-208649.0,5083210.0
1778794007.219382,7973944,,166800.0,-216000.0,5278263.0
1778794007.285442,7974010,,174450.0,-224250.0,5469200.0
1778794007.351383,7974074,,181800.0,-232500.0,5671754.0
1778794007.417152,7974141,,188250.0,-241500.0,5884954.0
1778794007.4880068,7974210,,196200.0,-251850.0,6128650.0
1778794007.553946,7974279,,205800.0,-262650.0,6370650.0
1778794007.619929,7974343,,216600.0,-275700.0,6623781.0
1778794007.6856918,7974408,,227550.0,-287549.0,6897968.0
1778794007.756093,7974472,,235500.0,-300450.0,7186191.0
1778794007.822112,7974544,,246899.0,-315450.0,7512407.0
1778794007.888115,7974608,,259049.0,-331350.0,7838623.0
1778794007.9540858,7974674,,273450.0,-350400.0,-7670432.0
1778794008.020061,7974741,,288450.0,-369450.0,-7297752.0
1778794008.0907829,7974808,,303900.0,-390299.0,-6898695.0
1778794008.1567092,7974874,,319799.0,-413100.0,-6432600.0
1778794008.222734,7974943,,337049.0,-438450.0,-5972562.0
1778794008.28861,7975007,,357299.0,-467400.0,-5473554.0
1778794008.354611,7975072,,382500.0,-499650.0,-4938736.0
1778794008.425451,7975143,,408150.0,-535950.0,-4320911.0
1778794008.4913678,7975208,,429900.0,-572849.0,-3690257.0
1778794008.5573509,7975272,,454200.0,-615000.0,-3010964.0
1778794008.623269,7975338,,486750.0,-662550.0,-2270928.0
1778794008.693873,7975407,,525000.0,-717599.0,-1466761.0
1778794008.759694,7975477,,569099.0,-782099.0,-530463.0
1778794008.825618,7975538,,605400.0,-846300.0,430760.0
1778794008.891594,7975607,,646200.0,-921750.0,1482492.0
