pc_time_s,t_ms,status,Bx,By,Bz
1778603408.959789,7589,,19.5,56.25,15.246
1778603409.19072,7818,,19.2,55.8,15.73
1778603409.425456,8048,,19.35,56.25,15.73
1778603409.655989,8281,,19.35,56.1,15.73
1778603409.8865159,8511,,19.35,56.25,15.488
1778603410.117804,8740,,19.65,56.1,15.972
1778603410.348405,8970,,19.35,55.95,15.73
1778603410.5785642,9199,,19.5,56.25,15.73
1778603410.8094049,9429,,19.05,56.55,15.73
1778603411.0447428,9662,,19.8,56.4,15.972
1778603411.275116,9891,,19.5,55.95,15.73
1778603411.505871,10121,,19.35,56.1,15.488
1778603411.736534,10350,,19.8,56.25,15.488
1778603411.9672372,10580,,18.6,56.1,16.214
1778603412.1980329,10809,,18.45,56.1,15.972
1778603412.43291,11039,,18.6,56.25,15.73
1778603412.664354,11273,,18.6,55.65,16.456
1778603412.895297,11501,,18.6,55.8,15.972
1778603413.1259031,11733,,19.05,56.25,15.73
1778603413.3576078,11960,,18.9,56.25,16.456
1778603413.5884318,12192,,18.75,55.95,15.972
1778603413.818892,12421,,18.6,56.1,16.214
1778603414.054528,12656,,19.2,55.95,15.972
1778603414.2858071,12884,,18.9,56.25,16.214
1778603414.516584,13115,,18.75,56.25,16.214
1778603414.7473211,13343,,18.75,55.95,15.972
1778603414.977896,13574,,18.75,56.4,16.214
1778603415.2087271,13802,,18.6,55.95,16.698
1778603415.443995,14037,,18.3,56.1,16.214
1778603415.674764,14266,,18.75,56.1,15.972
1778603415.90539,14496,,18.6,56.25,16.214
1778603416.136692,14725,,18.75,56.25,16.456
1778603416.3678012,14955,,19.05,55.95,16.456
1778603416.5994408,15185,,18.9,55.8,15.488
1778603416.8304782,15416,,19.2,56.1,16.456
1778603417.065828,15651,,19.5,56.25,15.972
1778603417.296414,15879,,19.2,56.1,16.214
1778603417.527203,16110,,19.2,56.1,15.972
1778603417.757762,16338,,19.05,56.1,15.972
1778603417.988205,16568,,19.5,56.25,15.972
1778603418.219483,16798,,19.35,56.1,16.456
1778603418.454334,17032,,19.35,56.25,15.73
1778603418.68484,17261,,19.2,56.25,16.698
1778603418.915448,17490,,19.5,56.1,16.214
1778603419.146545,17720,,19.35,56.25,16.456
1778603419.377093,17950,,19.5,55.65,16.214
1778603419.607774,18179,,19.2,55.8,16.94
1778603419.843334,18410,,19.5,55.8,16.214
1778603420.074046,18644,,19.2,55.95,16.214
1778603420.304586,18873,,19.5,56.25,16.698
1778603420.535765,19102,,19.2,56.1,16.456
1778603420.766666,19331,,19.35,56.1,16.456
1778603420.997828,19563,,19.65,56.4,16.214
1778603421.2283819,19791,,19.35,56.25,16.698
1778603421.464706,20027,,19.05,55.8,16.456
1778603421.6951869,20257,,19.2,56.1,16.214
1778603421.9257321,20486,,19.05,56.25,15.972
1778603422.156461,20716,,19.35,56.25,15.488
1778603422.387455,20946,,19.2,55.65,16.456
1778603422.6183412,21175,,19.5,56.1,16.456
1778603422.852871,21406,,19.5,55.95,15.73
1778603423.083977,21639,,19.2,56.4,16.456
1778603423.3144908,21869,,19.35,55.95,16.214
1778603423.545005,22097,,19.05,56.25,16.214
