pc_time_s,t_ms,status,Bx,By,Bz
1779122012.535285,249018,,-28950.0,-18000.0,-1571305.0
1779122012.601276,249083,,-28200.0,-17700.0,-1569612.0
1779122012.667197,249148,,-28350.0,-17700.0,-1569854.0
1779122012.733141,249214,,-28200.0,-17850.0,-1570095.0
1779122012.799032,249280,,-29100.0,-17400.0,-1570580.0
1779122012.869706,249350,,-28500.0,-17549.0,-1570580.0
1779122012.9355469,249415,,-28650.0,-17549.0,-1571305.0
1779122013.0016809,249480,,-28650.0,-17850.0,-1571548.0
1779122013.067497,249546,,-28500.0,-18299.0,-1569854.0
1779122013.1379058,249612,,-28350.0,-18299.0,-1569854.0
1779122013.203798,249682,,-28049.0,-17850.0,-1572274.0
1779122013.2696068,249747,,-29100.0,-16950.0,-1571064.0
1779122013.335638,249812,,-29100.0,-17850.0,-1570580.0
1779122013.401353,249877,,-28650.0,-18150.0,-1569854.0
1779122013.4721851,249948,,-29100.0,-17549.0,-1570337.0
1779122013.538112,250013,,-28650.0,-18000.0,-1570822.0
1779122013.603904,250079,,-29250.0,-18150.0,-1570822.0
1779122013.669919,250145,,-28350.0,-17549.0,-1571305.0
1779122013.7356439,250209,,-28650.0,-17700.0,-1570822.0
1779122013.806415,250281,,-28500.0,-17549.0,-1570095.0
1779122013.872352,250345,,-29100.0,-17700.0,-1570822.0
1779122013.9383402,250411,,-27900.0,-17549.0,-1569370.0
1779122014.004276,250477,,-29250.0,-18150.0,-1570822.0
1779122014.074569,250542,,-28500.0,-17549.0,-1571064.0
1779122014.1406689,250612,,-28799.0,-17850.0,-1571064.0
1779122014.2067142,250677,,-28350.0,-18000.0,-1569370.0
1779122014.272706,250742,,-28950.0,-17250.0,-1570580.0
1779122014.338302,250809,,-28950.0,-18299.0,-1569854.0
1779122014.4090471,250877,,-29250.0,-18299.0,-1571064.0
1779122014.474926,250945,,-28350.0,-17700.0,-1570095.0
1779122014.540823,251010,,-28799.0,-17700.0,-1570580.0
1779122014.606637,251074,,-28950.0,-17549.0,-1570580.0
1779122014.672707,251141,,-28200.0,-18299.0,-1574936.0
1779122014.7431622,251209,,-28650.0,-17400.0,-1589214.0
1779122014.809091,251277,,-29400.0,-16650.0,-1605912.0
1779122014.875123,251342,,-29549.0,-17400.0,-1625998.0
1779122014.941035,251407,,-30600.0,-15149.0,-1648020.0
1779122015.011483,251473,,-31350.0,-14250.0,-1672462.0
1779122015.077169,251542,,-32250.0,-13800.0,-1697872.0
1779122015.1430578,251607,,-32849.0,-13050.0,-1723766.0
1779122015.2090418,251673,,-33150.0,-11850.0,-1747724.0
1779122015.274883,251739,,-35250.0,-11700.0,-1776279.0
1779122015.3455622,251809,,-35250.0,-9450.0,-1803384.0
1779122015.4114702,251874,,-36900.0,-9000.0,-1832908.0
1779122015.4772701,251939,,-37500.0,-8550.0,-1862190.0
1779122015.5434072,252005,,-37800.0,-7350.0,-1891956.0
1779122015.60913,252071,,-39900.0,-6000.0,-1923416.0
1779122015.679678,252141,,-40650.0,-5100.0,-1957538.0
1779122015.745714,252206,,-41250.0,-3900.0,-1991175.0
1779122015.8117068,252271,,-42150.0,-2849.0,-2024087.0
1779122015.877516,252336,,-44700.0,-600.0,-2059178.0
1779122015.948017,252403,,-45000.0,-150.0,-2094994.0
1779122016.013828,252473,,-46500.0,1500.0,-2136618.0
1779122016.079642,252538,,-48000.0,2550.0,-2173886.0
1779122016.145709,252604,,-49050.0,4800.0,-2213574.0
1779122016.2113512,252668,,-50099.0,6000.0,-2254472.0
1779122016.282082,252739,,-51150.0,7350.0,-2297063.0
1779122016.347954,252804,,-52500.0,8399.0,-2343769.0
1779122016.413684,252870,,-54750.0,11250.0,-2390476.0
1779122016.4795468,252936,,-55800.0,12750.0,-2438149.0
1779122016.545671,253000,,-58050.0,15000.0,-2487276.0
1779122016.6163719,253072,,-59250.0,16500.0,-2539548.0
1779122016.682341,253136,,-60300.0,19049.0,-2592546.0
1779122016.748258,253202,,-63000.0,21299.0,-2646754.0
1779122016.814208,253268,,-64199.0,23549.0,-2703382.0
1779122016.884553,253333,,-65699.0,25950.0,-2762672.0
1779122016.9504268,253404,,-69000.0,28049.0,-2827044.0
1779122017.016255,253469,,-71699.0,31200.0,-2888754.0
1779122017.082117,253533,,-72600.0,33450.0,-2955546.0
1779122017.1479528,253600,,-75449.0,37349.0,-3025726.0
1779122017.218691,253669,,-77400.0,40050.0,-3093244.0
1779122017.2845361,253736,,-80699.0,42150.0,-3172378.0
1779122017.350467,253801,,-83400.0,46349.0,-3247398.0
1779122017.4163551,253865,,-86699.0,49650.0,-3328953.0
1779122017.4820511,253932,,-89100.0,52950.0,-3411474.0
1779122017.5528011,254001,,-91650.0,57150.0,-3504402.0
1779122017.618697,254068,,-95250.0,60599.0,-3594910.0
1779122017.684781,254133,,-99000.0,65100.0,-3690257.0
1779122017.7507122,254198,,-101850.0,69900.0,-3789720.0
1779122017.821238,254263,,-105900.0,74550.0,-3893781.0
1779122017.886889,254333,,-108900.0,80100.0,-4008972.0
1779122017.952768,254400,,-112949.0,85500.0,-4120049.0
1779122018.018614,254465,,-118350.0,91050.0,-4240082.0
1779122018.0845,254531,,-122699.0,96449.0,-4362533.0
1779122018.1551611,254600,,-126750.0,102900.0,-4494666.0
1779122018.2210612,254666,,-132000.0,110550.0,-4638898.0
1779122018.28701,254732,,-136800.0,118050.0,-4783373.0
1779122018.353014,254796,,-143550.0,125100.0,-4935349.0
1779122018.418924,254863,,-151200.0,132300.0,-5092407.0
1779122018.489503,254932,,-155100.0,142050.0,-5271728.0
1779122018.555737,254998,,-161100.0,150899.0,-5448631.0
1779122018.6216881,255064,,-168300.0,160500.0,-5634487.0
1779122018.687348,255128,,-175950.0,171149.0,-5831472.0
1779122018.758045,255195,,-186000.0,181950.0,-6039351.0
1779122018.823841,255264,,-194700.0,195149.0,-6273125.0
1779122018.889736,255330,,-202500.0,206100.0,-6507623.0
1779122018.955932,255395,,-212250.0,221100.0,-6753978.0
1779122019.021836,255461,,-222300.0,235800.0,-7014613.0
1779122019.092412,255531,,-234899.0,250950.0,-7293880.0
1779122019.15831,255596,,-248399.0,268799.0,-7608962.0
1779122019.224344,255661,,-259650.0,286950.0,-7924530.0
1779122019.290238,255728,,-272250.0,307500.0,7593477.0
1779122019.355974,255793,,-287850.0,328500.0,7236768.0
1779122019.4268632,255864,,-304500.0,353549.0,6827546.0
1779122019.492779,255928,,-323250.0,379350.0,6415663.0
1779122019.55876,255994,,-340799.0,406500.0,5974981.0
1779122019.6245592,256061,,-358650.0,435600.0,5497757.0
1779122019.695074,256125,,-379200.0,470400.0,4986168.0
1779122019.760895,256196,,-406350.0,508650.0,4398109.0
1779122019.8266392,256261,,-436950.0,548700.0,3801820.0
1779122019.8926709,256325,,-465750.0,592500.0,3161004.0
1779122019.958417,256392,,-493950.0,640200.0,2454122.0
1779122020.0291278,256461,,-524250.0,692700.0,1700776.0
1779122020.094882,256528,,-565650.0,756900.0,806585.0
1779122020.160754,256593,,-610349.0,821250.0,-97041.0
1779122020.2266822,256658,,-664200.0,896099.0,-1082949.0
1779122020.2926238,256723,,-711450.0,976800.0,-2137828.0
1779122020.363353,256793,,-765750.0,1074750.0,-3134141.0
1779122020.429255,256859,,-828300.0,1178400.0,-4084234.0
1779122020.4954162,256925,,-902700.0,1295550.0,-4852826.0
1779122020.561332,256991,,-991500.0,1428449.0,-5583666.0
1779122020.6318111,257056,,-1082250.0,1578150.0,-6065005.0
1779122020.697941,257126,,-1179000.0,1762949.0,-6166402.0
1779122020.764079,257192,,-1281000.0,1963650.0,-6195685.0
