pc_time_s,t_ms,status,Bx,By,Bz
1779831126.3199897,493994,,-230182.0,-4821221.0,1149016.0
1779831126.385792,494058,,-229581.0,-4821221.0,1149016.0
1779831126.451463,494124,,-229581.0,-4820018.0,1149016.0
1779831126.522189,494194,,-229581.0,-4821221.0,1149984.0
1779831126.5878425,494258,,-230182.0,-4820618.0,1149016.0
1779831126.65299,494324,,-229581.0,-4821221.0,1149016.0
1779831126.7190135,494388,,-229581.0,-4823023.0,1149016.0
1779831126.7846434,494455,,-229581.0,-4820618.0,1149016.0
1779831126.854546,494524,,-229581.0,-4821221.0,1149984.0
1779831126.9200356,494588,,-229581.0,-4821821.0,1149984.0
1779831126.98594,494654,,-229581.0,-4821821.0,1148048.0
1779831127.051517,494720,,-230182.0,-4821821.0,1150951.0
1779831127.1215296,494790,,-230182.0,-4821821.0,1149016.0
1779831127.1865683,494855,,-229581.0,-4820618.0,1149016.0
1779831127.2526076,494919,,-229581.0,-4820018.0,1149016.0
1779831127.3180964,494985,,-229581.0,-4820618.0,1148048.0
1779831127.3837972,495049,,-229581.0,-4821821.0,1149984.0
1779831127.4540968,495121,,-230182.0,-4820618.0,1149016.0
1779831127.5199654,495184,,-229581.0,-4820018.0,1148048.0
1779831127.5850925,495250,,-230182.0,-4821221.0,1148048.0
1779831127.6515298,495316,,-230783.0,-4821821.0,1149016.0
1779831127.7210963,495380,,-229581.0,-4821821.0,1148048.0
1779831127.7870944,495451,,-230182.0,-4820618.0,1149016.0
1779831127.8520873,495515,,-230182.0,-4820618.0,1149984.0
1779831127.918352,495582,,-229581.0,-4821221.0,1149016.0
1779831127.9837906,495646,,-230182.0,-4821821.0,1149016.0
1779831128.0540085,495715,,-229581.0,-4820618.0,1149984.0
1779831128.1205616,495782,,-230182.0,-4821821.0,1149016.0
1779831128.1855574,495846,,-230182.0,-4820618.0,1149016.0
1779831128.2514627,495912,,-229581.0,-4820618.0,1149984.0
1779831128.321027,495976,,-230182.0,-4820018.0,1149016.0
1779831128.3867974,496045,,-230182.0,-4822423.0,1149016.0
1779831128.4528317,496111,,-230182.0,-4820618.0,1148048.0
1779831128.518463,496176,,-230182.0,-4821821.0,1149016.0
1779831128.5837626,496243,,-230182.0,-4821221.0,1149016.0
1779831128.6539123,496311,,-230182.0,-4821821.0,1149984.0
1779831128.7198157,496376,,-230783.0,-4821821.0,1149984.0
1779831128.7854629,496443,,-230182.0,-4821221.0,1149016.0
1779831128.8510916,496507,,-229581.0,-4820618.0,1150951.0
1779831128.9166193,496573,,-230182.0,-4821821.0,1149016.0
1779831128.9873931,496642,,-230182.0,-4820618.0,1149016.0
1779831129.0525584,496707,,-230182.0,-4821821.0,1149984.0
1779831129.1181214,496773,,-230182.0,-4820018.0,1149016.0
1779831129.18371,496837,,-230182.0,-4821221.0,1149016.0
1779831129.2542124,496908,,-230182.0,-4821821.0,1148048.0
1779831129.3197708,496972,,-230182.0,-4821821.0,1149016.0
1779831129.3854194,497039,,-230182.0,-4820618.0,1149016.0
1779831129.4509873,497103,,-229581.0,-4821221.0,1148048.0
1779831129.5166612,497167,,-230182.0,-4821821.0,1149016.0
1779831129.5869944,497238,,-230182.0,-4821221.0,1149016.0
1779831129.6525464,497304,,-229581.0,-4820618.0,1149016.0
1779831129.7180738,497370,,-230182.0,-4820618.0,1149016.0
1779831129.7836955,497433,,-230182.0,-4820618.0,1148048.0
1779831129.8540597,497499,,-229581.0,-4820618.0,1148048.0
1779831129.9195182,497569,,-229581.0,-4820618.0,1149016.0
1779831129.984661,497633,,-230182.0,-4821221.0,1149016.0
1779831130.0504553,497700,,-230783.0,-4820618.0,1149984.0
1779831130.1167011,497764,,-230182.0,-4820018.0,1149984.0
1779831130.187066,497834,,-228379.0,-4820618.0,1149016.0
1779831130.252112,497900,,-230182.0,-4821221.0,1150951.0
1779831130.318117,497964,,-230182.0,-4821821.0,1149984.0
1779831130.383858,498030,,-230182.0,-4820618.0,1149984.0
1779831130.4539995,498096,,-230182.0,-4820018.0,1149016.0
1779831130.5185037,498166,,-229581.0,-4822423.0,1148048.0
1779831130.5849967,498231,,-230182.0,-4821221.0,1149016.0
1779831130.650459,498294,,-230182.0,-4821221.0,1148048.0
1779831130.7159703,498361,,-230182.0,-4820618.0,1149984.0
1779831130.7866123,498430,,-230182.0,-4822423.0,1149984.0
1779831130.851989,498497,,-229581.0,-4821821.0,1149984.0
1779831130.9177275,498560,,-230182.0,-4821221.0,1149016.0
1779831130.9837248,498625,,-229581.0,-4822423.0,1149016.0
1779831131.0488691,498692,,-229581.0,-4820618.0,1149016.0
1779831131.1189961,498761,,-229581.0,-4821221.0,1148048.0
1779831131.1844018,498827,,-229581.0,-4821221.0,1149984.0
1779831131.2501056,498891,,-229581.0,-4821821.0,1149016.0
1779831131.3158653,498957,,-230182.0,-4820618.0,1149984.0
1779831131.385972,499027,,-230182.0,-4820018.0,1149984.0
1779831131.4513404,499091,,-229581.0,-4821221.0,1149016.0
1779831131.5171475,499157,,-229581.0,-4819416.0,1148048.0
1779831131.5824754,499222,,-230182.0,-4820618.0,1149016.0
1779831131.6485188,499288,,-230182.0,-4821821.0,1149016.0
1779831131.719131,499358,,-228980.0,-4821221.0,1149016.0
1779831131.784567,499421,,-230182.0,-4821221.0,1149016.0
1779831131.8490245,499487,,-229581.0,-4820618.0,1149984.0
1779831131.9153867,499553,,-229581.0,-4819416.0,1149016.0
1779831131.9859343,499619,,-230182.0,-4821221.0,1149984.0
1779831132.0519547,499688,,-229581.0,-4821221.0,1148048.0
1779831132.1169684,499752,,-230182.0,-4822423.0,1148048.0
1779831132.1827414,499819,,-229581.0,-4820618.0,1149984.0
1779831132.2481177,499882,,-229581.0,-4821221.0,1149016.0
1779831132.3183544,499954,,-230182.0,-4821221.0,1148048.0
1779831132.3846307,500018,,-230783.0,-4820618.0,1149016.0
1779831132.4494886,500084,,-230182.0,-4820618.0,1149016.0
1779831132.5157485,500149,,-230182.0,-4821221.0,1148048.0
1779831132.585995,500213,,-230783.0,-4820618.0,1148048.0
1779831132.6516633,500285,,-230783.0,-4820618.0,1148048.0
1779831132.7176743,500348,,-230182.0,-4820018.0,1149016.0
1779831132.7829628,500415,,-230182.0,-4821821.0,1149016.0
1779831132.8483944,500480,,-229581.0,-4820618.0,1149016.0
1779831132.9191136,500548,,-230182.0,-4821221.0,1149016.0
1779831132.984115,500615,,-230182.0,-4821221.0,1149016.0
1779831133.0500004,500680,,-230182.0,-4821221.0,1149016.0
1779831133.1156087,500746,,-230182.0,-4821221.0,1149016.0
1779831133.181008,500809,,-230182.0,-4821221.0,1149016.0
1779831133.2514625,500879,,-230182.0,-4821821.0,1150951.0
1779831133.317115,500945,,-229581.0,-4821221.0,1149984.0
1779831133.382651,501009,,-229581.0,-4821221.0,1149016.0
1779831133.4481015,501076,,-229581.0,-4821221.0,1149016.0
1779831133.5190005,501146,,-229581.0,-4821221.0,1149016.0
1779831133.5839558,501209,,-230182.0,-4821821.0,1149984.0
1779831133.649749,501276,,-230182.0,-4821821.0,1149016.0
1779831133.7150981,501340,,-229581.0,-4821821.0,1149984.0
1779831133.7808442,501407,,-230783.0,-4821821.0,1148048.0
1779831133.8517776,501475,,-229581.0,-4821221.0,1149016.0
1779831133.9169047,501542,,-229581.0,-4820618.0,1149984.0
1779831133.9825232,501607,,-230182.0,-4821221.0,1149984.0
1779831134.047993,501670,,-230182.0,-4820618.0,1150951.0
1779831134.118723,501736,,-229581.0,-4820618.0,1148048.0
1779831134.183552,501806,,-230182.0,-4821821.0,1149984.0
1779831134.2498455,501872,,-229581.0,-4821821.0,1149984.0
1779831134.314997,501936,,-230182.0,-4821221.0,1149984.0
1779831134.3806982,502001,,-229581.0,-4821821.0,1150951.0
1779831134.4511292,502071,,-229581.0,-4821221.0,1149984.0
1779831134.5163877,502137,,-229581.0,-4821221.0,1149016.0
1779831134.5821166,502203,,-229581.0,-4820618.0,1149016.0
1779831134.6472902,502267,,-230182.0,-4821821.0,1149016.0
1779831134.718152,502332,,-229581.0,-4821821.0,1149016.0
1779831134.7836978,502403,,-228980.0,-4822423.0,1149016.0
1779831134.8496451,502467,,-229581.0,-4821221.0,1149984.0
1779831134.9148426,502533,,-229581.0,-4821221.0,1149984.0
1779831134.9807017,502597,,-230783.0,-4821821.0,1148048.0
