pc_time_s,t_ms,status,Bx,By,Bz
1778710612.698934,1512503,,572400.0,3872850.0,6313538.0
1778710612.764885,1512568,,573150.0,3865050.0,6300469.0
1778710612.8309739,1512634,,573599.0,3861450.0,6303616.0
1778710612.8969831,1512699,,571349.0,3866100.0,6307488.0
1778710612.9672809,1512764,,574650.0,3869399.0,6310632.0
1778710613.033056,1512835,,574500.0,3863850.0,6306762.0
1778710613.0990489,1512900,,576000.0,3865050.0,6303133.0
1778710613.165146,1512966,,573150.0,3863850.0,6308455.0
1778710613.231138,1513031,,572099.0,3864600.0,6308213.0
1778710613.301804,1513101,,570300.0,3865500.0,6308698.0
1778710613.367716,1513166,,571800.0,3864000.0,6304584.0
1778710613.4336698,1513232,,571650.0,3871050.0,6310151.0
1778710613.4997828,1513298,,572700.0,3860250.0,6291031.0
1778710613.565772,1513363,,574050.0,3864899.0,6300229.0
1778710613.636435,1513434,,573450.0,3866250.0,6303375.0
1778710613.7023768,1513499,,573300.0,3864899.0,6303616.0
1778710613.768367,1513565,,573599.0,3858000.0,6303858.0
1778710613.834357,1513630,,572849.0,3861300.0,6292485.0
1778710613.9047081,1513695,,573900.0,3871950.0,6306037.0
1778710613.970499,1513766,,572400.0,3866700.0,6306520.0
1778710614.036566,1513831,,573150.0,3864899.0,6312087.0
1778710614.102519,1513898,,574800.0,3870600.0,6308213.0
1778710614.1685069,1513962,,574500.0,3861149.0,6298776.0
1778710614.239184,1514033,,573000.0,3862950.0,6292242.0
1778710614.305089,1514098,,574950.0,3867149.0,6312570.0
1778710614.371184,1514164,,573150.0,3862500.0,6302890.0
1778710614.43706,1514230,,571950.0,3868649.0,6301679.0
1778710614.502892,1514294,,571349.0,3867149.0,6305552.0
1778710614.573729,1514365,,572700.0,3863550.0,6298776.0
1778710614.639821,1514430,,572099.0,3870000.0,6305071.0
1778710614.705821,1514496,,572700.0,3868500.0,6313538.0
1778710614.7716238,1514562,,570750.0,3866250.0,6302890.0
1778710614.8421881,1514628,,573000.0,3869399.0,6316927.0
1778710614.908013,1514697,,573150.0,3865350.0,6307005.0
1778710614.973978,1514763,,571050.0,3867149.0,6307247.0
1778710615.040002,1514828,,571950.0,3872850.0,6319104.0
1778710615.105964,1514894,,573300.0,3862350.0,6303858.0
1778710615.176818,1514964,,572250.0,3865500.0,6314749.0
1778710615.242559,1515029,,571200.0,3865649.0,6308698.0
1778710615.308782,1515095,,571800.0,3871050.0,6313781.0
1778710615.3745291,1515160,,572250.0,3862350.0,6301679.0
1778710615.440342,1515226,,572700.0,3869250.0,6311600.0
1778710615.511137,1515296,,571950.0,3858300.0,6304826.0
1778710615.577138,1515362,,571050.0,3871350.0,6319104.0
1778710615.6431649,1515427,,571349.0,3870149.0,6298776.0
1778710615.7090392,1515492,,570300.0,3866550.0,6305552.0
1778710615.7794838,1515558,,571349.0,3863850.0,6307005.0
1778710615.84534,1515628,,572400.0,3863700.0,6299744.0
1778710615.911322,1515694,,571349.0,3852149.0,6286192.0
1778710615.977242,1515759,,571800.0,3863700.0,6304101.0
1778710616.043225,1515824,,571500.0,3861000.0,6296599.0
1778710616.1139588,1515895,,572849.0,3871500.0,6309909.0
1778710616.179807,1515961,,572550.0,3864450.0,6304343.0
1778710616.245894,1516026,,573150.0,3865200.0,6301194.0
1778710616.311809,1516091,,574050.0,3867149.0,6304101.0
1778710616.3776052,1516156,,573450.0,3871200.0,6314023.0
1778710616.44842,1516227,,572250.0,3863100.0,6298533.0
1778710616.514352,1516293,,572700.0,3865649.0,6305071.0
1778710616.580346,1516358,,573900.0,3855750.0,6289096.0
1778710616.646129,1516425,,572400.0,3867899.0,6303133.0
1778710616.7164931,1516490,,572250.0,3863399.0,6299503.0
1778710616.7823548,1516559,,573150.0,3863700.0,6316200.0
