pc_time_s,t_ms,status,Bx,By,Bz
1778596872.0121,530819,,-19.95,40.35,35.816
1778596872.32416,531131,,-19.95,41.4,36.058
1778596872.636232,531443,,-19.5,41.1,37.026
1778596872.948321,531755,,-19.95,39.45,46.222
1778596873.260403,532068,,-20.25,38.7,52.03
1778596873.572546,532380,,-20.55,37.8,55.66
1778596873.8846452,532692,,-20.85,36.3,64.856
1778596874.19677,533004,,-21.3,34.95,74.536
1778596874.5088499,533316,,-21.6,32.4,88.33
1778596874.820958,533628,,-21.9,30.45,101.64
1778596875.1329331,533940,,-21.9,27.3,116.886
1778596875.444999,534252,,-22.2,26.1,128.502
1778596875.7571042,534564,,-23.25,21.0,159.478
1778596876.069184,534876,,-24.6,17.4,168.916
1778596876.381365,535188,,-25.05,13.8,184.888
1778596876.693439,535501,,-24.75,12.3,207.636
1778596877.005538,535813,,-26.25,8.7,230.384
1778596877.317609,536125,,-25.5,6.0,258.456
1778596877.629799,536437,,-25.2,3.0,293.546
1778596877.941791,536749,,-24.0,-5.85,336.622
1778596878.253881,537061,,-22.5,-25.05,446.732
1778596878.565977,537373,,-18.75,-50.25,560.23
1778596878.877982,537685,,-0.9,-65.4,780.934
1778596879.1901069,537997,,20.7,-57.15,883.3
1778596879.50218,538309,,69.45,-53.1,1188.22
1778596879.814333,538621,,98.4,-73.2,1394.404
1778596880.1263769,538934,,129.75,-70.8,1532.828
1778596880.438512,539246,,151.2,-66.15,1871.386
1778596880.7505941,539558,,214.35,-26.85,2143.636
1778596881.062712,539870,,308.55,25.05,2679.424
1778596881.374822,540182,,474.6,-31.05,3515.292
1778596881.686889,540494,,604.8,-32.25,4302.034
1778596881.99895,540806,,874.2,778.35,5501.144
1778596882.311069,541118,,1295.7,2052.9,-7490.384
1778596882.6231658,541430,,1676.1,3875.7,-6466.24
1778596882.935329,541742,,2739.9,-4192.95,-6178.502
1778596883.247406,542055,,3313.35,-1843.5,-5690.146
1778596883.5595572,542367,,4427.85,2670.0,-5873.824
1778596883.8716102,542679,,4847.7,2295.9,-7026.228
1778596884.18374,542991,,4057.05,1560.75,-7586.942
1778596884.495818,543303,,4619.7,2686.5,-7291.944
1778596884.807922,543615,,-4898.55,-807.3,7790.222
1778596885.120047,543927,,3103.05,-2737.8,7422.866
1778596885.4321249,544239,,2423.25,4405.5,5779.202
1778596885.7443578,544551,,1706.1,3187.5,5280.924
1778596886.056352,544864,,1288.65,1965.0,3987.918
1778596886.3684921,545176,,804.6,1291.05,3118.412
1778596886.680607,545488,,560.25,902.1,2424.114
1778596886.9927082,545800,,402.9,641.7,2004.244
1778596887.3047638,546112,,304.2,526.35,1628.176
1778596887.616847,546424,,226.5,401.7,1475.474
1778596887.9288971,546736,,154.2,281.25,1175.152
1778596888.241039,547048,,103.5,212.85,897.094
1778596888.5531662,547360,,42.6,121.2,575.96
1778596888.865265,547672,,12.6,94.95,455.928
1778596889.17739,547985,,-3.3,74.7,345.092
1778596889.48947,548297,,-8.55,65.4,277.09
1778596889.8015842,548609,,-15.45,62.4,187.792
1778596890.113667,548921,,-22.8,55.95,112.288
1778596890.425733,549233,,-24.15,51.3,58.322
1778596890.7378151,549545,,-23.55,51.0,13.794
1778596891.049938,549857,,-20.25,55.35,0.968
1778596891.362088,550169,,-15.3,60.3,-7.018
1778596891.674114,550481,,-12.75,63.45,-6.292
1778596891.986193,550793,,-10.5,64.35,-8.712
1778596892.298288,551105,,-6.9,66.45,-11.858
1778596892.610399,551418,,-3.9,64.95,-12.1
1778596892.922487,551730,,-4.65,64.35,-12.1
1778596893.234498,552042,,-3.6,65.25,-11.616
1778596893.546687,552354,,-4.5,64.65,-11.374
1778596893.8587468,552666,,-6.45,65.1,-9.922
1778596894.170796,552978,,-8.1,65.1,-9.922
1778596894.482862,553290,,-7.5,66.0,-9.922
1778596894.794901,553602,,-7.05,66.3,-9.68
1778596895.107019,553914,,-8.1,65.4,-9.68
1778596895.419116,554226,,-7.95,66.0,-9.922
1778596895.731227,554538,,-7.05,65.1,-8.47
1778596896.04335,554851,,-7.8,65.25,-7.986
1778596896.3554518,555163,,-7.35,64.8,-8.228
1778596896.6675441,555475,,-6.9,64.65,-7.986
1778596896.979655,555787,,-6.9,63.75,-9.68
