pc_time_s,t_ms,status,Bx,By,Bz
1778596832.6881752,491495,,1.05,-34.2,71.148
1778596833.0002959,491807,,0.75,-34.65,71.39
1778596833.312362,492119,,1.2,-34.2,71.874
1778596833.6245198,492431,,1.05,-34.5,71.148
1778596833.9365492,492743,,1.35,-34.05,70.906
1778596834.248704,493056,,1.05,-34.5,71.148
1778596834.560843,493368,,1.05,-34.5,71.39
1778596834.8729181,493680,,1.2,-34.35,71.148
1778596835.184947,493992,,1.05,-34.5,70.906
1778596835.497029,494304,,1.05,-34.2,70.906
1778596835.809053,494616,,1.5,-34.5,71.632
1778596836.121181,494928,,1.35,-34.35,71.148
1778596836.4332821,495240,,1.05,-34.65,71.39
1778596836.745354,495552,,1.8,-34.2,70.906
1778596837.0575,495864,,2.1,-34.05,70.906
1778596837.369591,496176,,1.05,-34.05,71.148
1778596837.681694,496489,,1.65,-34.5,70.664
1778596837.993833,496801,,1.5,-34.2,70.906
1778596838.3060749,497113,,1.2,-34.35,71.148
1778596838.61794,497425,,1.5,-33.75,71.632
1778596838.930026,497737,,1.8,-34.2,71.148
1778596839.2436638,498049,,1.5,-34.05,70.906
1778596839.554107,498361,,1.65,-34.05,71.632
1778596839.866972,498673,,1.35,-34.05,70.422
1778596840.1783092,498985,,1.2,-34.05,71.39
1778596840.4903538,499297,,1.2,-34.35,70.664
1778596840.802469,499609,,1.65,-33.75,71.148
1778596841.114553,499921,,1.5,-33.75,70.906
1778596841.4266949,500234,,1.65,-34.2,71.148
1778596841.738796,500546,,1.5,-34.05,70.906
1778596842.0508711,500858,,-3.3,-33.75,79.376
1778596842.362978,501170,,-3.3,-34.5,77.924
1778596842.67504,501482,,-0.3,-36.15,76.956
1778596842.987065,501794,,13.05,-37.2,63.888
1778596843.299145,502106,,-16.5,-39.9,19.118
1778596843.611348,502418,,-34.5,-18.15,-17.666
1778596843.923519,502730,,-11.7,10.2,-32.912
1778596844.235592,503042,,-1.35,19.2,-31.702
1778596844.547689,503354,,-16.35,17.25,-24.442
1778596844.859796,503667,,-28.5,17.55,-10.89
1778596845.171859,503979,,-37.65,16.5,-3.146
1778596845.4839559,504291,,-42.15,26.4,2.178
1778596845.795993,504603,,-42.15,25.05,6.292
1778596846.1081128,504915,,-38.1,23.85,15.73
1778596846.4201221,505227,,-36.6,24.0,18.15
1778596846.732276,505539,,-36.75,22.05,35.574
1778596847.044319,505851,,-36.0,22.5,46.706
1778596847.3564749,506163,,-34.35,21.45,68.002
1778596847.668514,506475,,-30.6,22.2,96.074
1778596847.980672,506787,,-24.15,22.8,126.808
1778596848.2927492,507100,,-23.55,26.1,157.542
1778596848.604944,507412,,-24.45,28.95,204.974
1778596848.91694,507724,,-20.25,28.8,257.488
1778596849.229064,508036,,-13.2,30.75,290.884
1778596849.541075,508348,,-6.0,35.1,331.54
1778596849.8532102,508660,,0.6,42.15,408.012
1778596850.165262,508972,,2.85,43.65,446.732
1778596850.477311,509284,,4.95,49.5,503.844
1778596850.7894762,509596,,10.35,40.65,584.43
1778596851.101514,509908,,14.85,19.5,631.862
1778596851.4136121,510220,,13.2,8.4,658.24
1778596851.725701,510533,,8.85,0.15,793.518
1778596852.037824,510845,,11.25,-13.8,944.042
1778596852.349889,511157,,14.1,-38.4,1172.49
1778596852.661973,511469,,27.45,-102.9,1472.812
1778596852.974046,511781,,48.15,-196.95,1770.714
1778596853.286195,512093,,32.85,-203.25,2184.534
1778596853.598325,512405,,93.3,-224.4,2893.594
1778596853.910443,512717,,173.7,-291.15,4212.01
1778596854.222482,513029,,269.25,-281.4,5445.968
1778596854.5346298,513342,,189.0,-176.55,7152.794
1778596854.846775,513654,,341.55,-257.25,-5352.556
1778596855.158874,513966,,207.45,865.95,-671.308
1778596855.4709089,514278,,181.35,1281.9,4731.584
1778596855.78304,514590,,-601.5,1892.85,6206.574
1778596856.095126,514902,,-2354.4,-3578.7,6248.44
1778596856.407229,515214,,-3673.5,3861.9,6253.522
1778596856.719316,515526,,-4280.4,3882.15,6262.234
1778596857.031424,515838,,-3015.45,3879.0,6282.32
1778596857.343578,516150,,-3381.15,3867.9,6258.12
1778596857.6558468,516463,,-2064.9,1875.0,6253.038
1778596857.967815,516775,,3874.65,3890.1,6274.818
1778596858.2799308,517087,,-1769.4,3896.55,6282.804
1778596858.59199,517399,,-4041.0,3903.45,6293.452
1778596858.904067,517711,,4629.75,3888.75,6294.904
1778596859.216256,518023,,3389.7,3899.7,6311.36
1778596859.5282712,518335,,3838.8,3900.0,6299.502
1778596859.8403971,518647,,569.85,3874.5,6262.718
1778596860.152478,518959,,1751.7,2739.6,6257.636
1778596860.464643,519272,,1791.9,-107.25,6246.262
1778596860.776703,519584,,208.5,3512.25,6250.618
1778596861.088831,519896,,585.6,3115.05,6226.902
1778596861.400942,520208,,1047.6,991.8,5935.776
1778596861.713006,520520,,1019.25,-1381.95,-595.32
1778596862.0251038,520832,,806.7,253.35,-5894.394
1778596862.3371992,521144,,374.55,243.3,6173.178
1778596862.649308,521456,,252.9,-45.9,5167.426
1778596862.961426,521768,,350.25,-63.0,4063.422
1778596863.273468,522080,,309.45,-86.7,2949.254
1778596863.585658,522393,,215.85,-44.4,2644.818
1778596863.897677,522705,,230.1,-152.85,2079.506
1778596864.209771,523017,,164.1,-94.95,1388.838
1778596864.521853,523329,,83.25,-31.95,1171.28
1778596864.833931,523641,,49.5,-28.95,1103.278
1778596865.146036,523953,,48.9,-47.25,961.224
1778596865.458142,524265,,38.7,-42.75,844.338
1778596865.770229,524577,,23.85,-52.5,785.532
1778596866.0822458,524889,,12.75,-30.0,616.374
1778596866.3943522,525201,,5.1,-7.5,539.418
1778596866.7064261,525514,,0.6,2.7,424.468
1778596867.018559,525826,,-8.25,6.45,360.822
1778596867.330646,526138,,-14.85,10.8,291.126
1778596867.642775,526450,,-17.55,11.7,235.224
1778596867.9548538,526762,,-19.5,15.6,210.782
1778596868.266897,527074,,-22.05,18.6,189.244
1778596868.5790021,527386,,-22.8,21.75,164.318
1778596868.891136,527698,,-23.55,21.15,149.314
1778596869.203233,528010,,-22.8,23.7,124.146
1778596869.5154428,528322,,-23.85,29.7,100.914
1778596869.827492,528635,,-24.75,31.65,91.96
1778596870.1396182,528947,,-23.4,35.55,76.472
1778596870.45163,529259,,-22.5,37.05,66.792
1778596870.763766,529571,,-22.05,36.9,58.08
1778596871.075825,529883,,-21.45,38.1,50.094
1778596871.387902,530195,,-20.85,39.0,45.254
1778596871.699968,530507,,-20.25,39.6,40.172
