pc_time_s,t_ms,status,Bx,By,Bz
1778710486.436727,1387096,,259799.0,-865800.0,5343359.0
1778710486.507175,1387166,,260850.0,-865950.0,5344813.0
1778710486.573191,1387232,,260400.0,-865950.0,5345781.0
1778710486.639169,1387298,,260100.0,-865950.0,5344570.0
1778710486.705135,1387363,,259950.0,-865349.0,5345296.0
1778710486.7708852,1387429,,260549.0,-865500.0,5345781.0
1778710486.8417332,1387498,,260100.0,-866400.0,5345055.0
1778710486.9073348,1387565,,259350.0,-866099.0,5345538.0
1778710486.973522,1387630,,260549.0,-866250.0,5344087.0
1778710487.039478,1387695,,260850.0,-867300.0,5346506.0
1778710487.10972,1387761,,260100.0,-865950.0,5344087.0
1778710487.17569,1387830,,260700.0,-866099.0,5344813.0
1778710487.24168,1387897,,260250.0,-866700.0,5344813.0
1778710487.307594,1387962,,261000.0,-866099.0,5345055.0
1778710487.373714,1388027,,259950.0,-865650.0,5345781.0
1778710487.444151,1388097,,261150.0,-866099.0,5345296.0
1778710487.510049,1388162,,260250.0,-866099.0,5346991.0
1778710487.5762181,1388228,,260400.0,-865500.0,5345296.0
1778710487.6419709,1388294,,260400.0,-865800.0,5346023.0
1778710487.707896,1388359,,260549.0,-865950.0,5345538.0
1778710487.7787468,1388429,,260850.0,-866400.0,5346991.0
1778710487.84462,1388494,,259950.0,-866400.0,5346506.0
1778710487.9107788,1388561,,260250.0,-866700.0,5345296.0
1778710487.976757,1388627,,260850.0,-865650.0,5345538.0
1778710488.0469592,1388692,,261299.0,-867150.0,5346023.0
1778710488.112778,1388761,,261000.0,-865950.0,5346506.0
1778710488.178693,1388826,,259950.0,-866400.0,5346506.0
1778710488.244755,1388893,,260700.0,-866250.0,5345296.0
1778710488.310712,1388959,,260250.0,-866400.0,5345781.0
1778710488.381408,1389028,,260400.0,-866550.0,5344570.0
1778710488.447304,1389095,,260400.0,-866849.0,5347234.0
1778710488.5134149,1389160,,259350.0,-866099.0,5343600.0
1778710488.5792582,1389225,,260700.0,-865800.0,5345296.0
1778710488.6450078,1389290,,260850.0,-865950.0,5345055.0
1778710488.715799,1389361,,260549.0,-865800.0,5344328.0
1778710488.781834,1389427,,260549.0,-865200.0,5345781.0
1778710488.8478432,1389492,,260100.0,-866250.0,5346023.0
1778710488.913745,1389557,,260250.0,-866550.0,5345781.0
1778710488.9841611,1389622,,260400.0,-866400.0,5345781.0
1778710489.0499809,1389693,,260400.0,-866400.0,5345296.0
1778710489.1159968,1389759,,260100.0,-866700.0,5344570.0
1778710489.181869,1389824,,260100.0,-865950.0,5344328.0
1778710489.247952,1389889,,260700.0,-865950.0,5345538.0
1778710489.318617,1389960,,259950.0,-866700.0,5346506.0
1778710489.384585,1390025,,261150.0,-866099.0,5345055.0
1778710489.45079,1390091,,259799.0,-865800.0,5346264.0
1778710489.516493,1390156,,260850.0,-865650.0,5345296.0
1778710489.5823228,1390221,,260100.0,-866099.0,5345296.0
1778710489.652846,1390291,,259799.0,-866550.0,5345781.0
1778710489.718904,1390357,,260250.0,-866099.0,5345055.0
1778710489.784908,1390423,,260549.0,-865800.0,5344087.0
1778710489.850859,1390488,,260549.0,-867150.0,5347234.0
1778710489.921185,1390554,,259950.0,-867150.0,5346264.0
1778710489.9871008,1390623,,260549.0,-866250.0,5344570.0
1778710490.053107,1390690,,260250.0,-866700.0,5346023.0
1778710490.119061,1390755,,260549.0,-865800.0,5344570.0
1778710490.184701,1390820,,260400.0,-866700.0,5346023.0
1778710490.255421,1390890,,260700.0,-866700.0,5346264.0
1778710490.3212721,1390955,,260850.0,-866099.0,5345055.0
1778710490.387344,1391022,,259799.0,-865800.0,5345781.0
1778710490.453213,1391087,,260100.0,-866400.0,5345296.0
1778710490.518998,1391152,,259650.0,-866550.0,5345538.0
1778710490.589864,1391222,,260100.0,-865950.0,5346991.0
1778710490.655806,1391287,,259950.0,-866550.0,5347234.0
1778710490.721737,1391355,,260100.0,-866099.0,5344813.0
1778710490.787643,1391419,,260250.0,-866550.0,5346264.0
1778710490.8581278,1391485,,260549.0,-866550.0,5344570.0
1778710490.923957,1391554,,260250.0,-866400.0,5345296.0
1778710490.98997,1391619,,260850.0,-866099.0,5345538.0
1778710491.055941,1391685,,260850.0,-866250.0,5344570.0
1778710491.121723,1391751,,260400.0,-865050.0,5345055.0
1778710491.192414,1391820,,260400.0,-866099.0,5345538.0
1778710491.258285,1391886,,260100.0,-866550.0,5345296.0
1778710491.3243399,1391951,,260700.0,-865650.0,5346264.0
1778710491.390225,1392018,,260100.0,-865349.0,5346506.0
1778710491.4560452,1392084,,259500.0,-866550.0,5346506.0
1778710491.526842,1392154,,260250.0,-866400.0,5344813.0
1778710491.59276,1392220,,260100.0,-865800.0,5343359.0
1778710491.658783,1392285,,260549.0,-866250.0,5345781.0
1778710491.724691,1392350,,260700.0,-866099.0,5345296.0
1778710491.795089,1392415,,261450.0,-865500.0,5345296.0
1778710491.860905,1392485,,259799.0,-866099.0,5344813.0
1778710491.9269052,1392552,,260850.0,-865650.0,5345055.0
1778710491.9927769,1392617,,259650.0,-866099.0,5343845.0
1778710492.058687,1392682,,260100.0,-866550.0,5344570.0
1778710492.129341,1392753,,260250.0,-866250.0,5345538.0
1778710492.1952891,1392818,,259799.0,-866400.0,5346023.0
1778710492.2613068,1392884,,260250.0,-866099.0,5345538.0
1778710492.3272,1392949,,260250.0,-866550.0,5345538.0
1778710492.3930519,1393014,,260250.0,-865950.0,5345055.0
1778710492.4638772,1393085,,260850.0,-865500.0,5345055.0
1778710492.529776,1393150,,260100.0,-866099.0,5344087.0
1778710492.595775,1393216,,260250.0,-865950.0,5346023.0
1778710492.661616,1393281,,260400.0,-867300.0,5346991.0
1778710492.732089,1393346,,259950.0,-866849.0,5346023.0
1778710492.7978811,1393416,,260400.0,-866849.0,5344570.0
1778710492.863866,1393482,,260250.0,-866250.0,5346264.0
1778710492.9297862,1393548,,259950.0,-866700.0,5344570.0
1778710492.995682,1393613,,260400.0,-866849.0,5344570.0
1778710493.066099,1393683,,259350.0,-866550.0,5345055.0
1778710493.132009,1393748,,259500.0,-865950.0,5343845.0
1778710493.198049,1393815,,260100.0,-865950.0,5344813.0
1778710493.263919,1393880,,260400.0,-866849.0,5346506.0
1778710493.329895,1393945,,260549.0,-865500.0,5344570.0
1778710493.400697,1394015,,260549.0,-865950.0,5345538.0
1778710493.4665642,1394081,,259799.0,-866250.0,5346023.0
1778710493.532745,1394148,,259799.0,-866849.0,5346506.0
1778710493.598413,1394212,,260700.0,-865800.0,5346023.0
1778710493.668781,1394278,,259799.0,-865950.0,5346749.0
1778710493.734594,1394347,,260100.0,-867150.0,5345055.0
1778710493.8005812,1394412,,259650.0,-866400.0,5345538.0
1778710493.866715,1394480,,259799.0,-866400.0,5346023.0
1778710493.932574,1394544,,260549.0,-866849.0,5346991.0
1778710494.0032792,1394615,,259950.0,-866250.0,5346023.0
1778710494.069261,1394680,,260850.0,-866250.0,5346023.0
1778710494.135189,1394746,,259950.0,-865500.0,5344570.0
1778710494.201051,1394811,,260400.0,-867150.0,5345781.0
1778710494.2668722,1394877,,260250.0,-866250.0,5345538.0
1778710494.337713,1394947,,259950.0,-866099.0,5344813.0
1778710494.403618,1395013,,260250.0,-866700.0,5345538.0
1778710494.469695,1395078,,260549.0,-865950.0,5344328.0
1778710494.53575,1395143,,259950.0,-866550.0,5345296.0
1778710494.605907,1395209,,259650.0,-866400.0,5345055.0
1778710494.6718342,1395279,,260700.0,-865349.0,5345055.0
1778710494.73782,1395345,,259950.0,-865800.0,5344813.0
1778710494.803777,1395410,,261000.0,-866550.0,5345296.0
1778710494.8697238,1395475,,260700.0,-865500.0,5346264.0
1778710494.940415,1395546,,259500.0,-866700.0,5346023.0
1778710495.0062988,1395611,,260250.0,-865950.0,5346023.0
1778710495.0723572,1395677,,260549.0,-865500.0,5346991.0
1778710495.138219,1395742,,260100.0,-865800.0,5345055.0
1778710495.204046,1395807,,259500.0,-866099.0,5344328.0
1778710495.274868,1395878,,259500.0,-866400.0,5344328.0
1778710495.34065,1395944,,259950.0,-867000.0,5345055.0
1778710495.4066198,1396009,,260100.0,-866849.0,5345781.0
1778710495.472597,1396074,,260250.0,-866849.0,5345055.0
1778710495.543067,1396140,,260400.0,-865349.0,5345296.0
1778710495.6089091,1396210,,259650.0,-865650.0,5345538.0
1778710495.674908,1396276,,260250.0,-865800.0,5345055.0
1778710495.740787,1396341,,259799.0,-865950.0,5345538.0
1778710495.806766,1396406,,260549.0,-865950.0,5344570.0
1778710495.8775098,1396477,,260549.0,-866550.0,5346264.0
1778710495.94341,1396543,,260100.0,-865650.0,5346023.0
1778710496.0093682,1396608,,259799.0,-866849.0,5344813.0
1778710496.075198,1396673,,259950.0,-866400.0,5347234.0
1778710496.140987,1396738,,259500.0,-865800.0,5347717.0
1778710496.211853,1396809,,259799.0,-866250.0,5345055.0
1778710496.277759,1396874,,260250.0,-865950.0,5345055.0
1778710496.343743,1396940,,260100.0,-866099.0,5345538.0
1778710496.4098182,1397005,,259950.0,-866700.0,5344813.0
1778710496.480227,1397070,,260700.0,-866099.0,5341909.0
1778710496.546068,1397141,,260250.0,-865950.0,5344570.0
1778710496.6120698,1397206,,260100.0,-865950.0,5344087.0
1778710496.6779761,1397273,,260400.0,-866099.0,5345055.0
1778710496.743735,1397337,,260100.0,-866400.0,5344813.0
1778710496.814404,1397408,,260250.0,-866700.0,5345055.0
1778710496.8803358,1397473,,259950.0,-866550.0,5344328.0
1778710496.94644,1397539,,260700.0,-866099.0,5345296.0
1778710497.012338,1397605,,260700.0,-866099.0,5345538.0
1778710497.078222,1397669,,259049.0,-866550.0,5346023.0
1778710497.149054,1397740,,260250.0,-866400.0,5345055.0
1778710497.2148721,1397805,,260549.0,-865950.0,5343845.0
1778710497.280989,1397871,,259650.0,-866550.0,5345055.0
1778710497.346839,1397937,,260400.0,-865650.0,5344813.0
1778710497.41732,1398002,,260250.0,-865950.0,5345781.0
1778710497.4831638,1398072,,260250.0,-865349.0,5345781.0
1778710497.5490491,1398138,,260100.0,-866099.0,5345055.0
1778710497.615819,1398203,,260250.0,-865950.0,5344328.0
1778710497.680992,1398268,,260850.0,-866550.0,5346506.0
1778710497.7517009,1398339,,260549.0,-866099.0,5345055.0
1778710497.817738,1398404,,260400.0,-866250.0,5344813.0
1778710497.883541,1398470,,260250.0,-867000.0,5345781.0
1778710497.949572,1398535,,260549.0,-866400.0,5346991.0
1778710498.015553,1398601,,260700.0,-866849.0,5345538.0
1778710498.086387,1398671,,260400.0,-866250.0,5345538.0
1778710498.1523142,1398737,,260100.0,-866099.0,5345296.0
1778710498.2183099,1398802,,260100.0,-866849.0,5346506.0
1778710498.2842638,1398867,,259950.0,-866099.0,5346264.0
