trial,hold_label,phase,control_mode,F_target_N,F_N,F_error_N,d_actual_mm,mark10_pos_mm,t_rel_s,control_action,d_after_action_mm,move_delta_mm,mean_Bx_uT,mean_By_uT,mean_Bz_uT,delta_Bx_uT,delta_By_uT,delta_Bz_uT,Bmag_uT
1,200,holding,force_hold,2.00000,1.985400,-0.014600,4.7300,-8.7300,4.5356,none,4.7300,0.0000,704.9720,-2157.5890,8507.7490,125.4508,-3519.6044,4006.2625,8805.3375
1,200,holding,force_hold,2.00000,1.987200,-0.012800,4.7300,-8.7300,4.6235,none,4.7300,0.0000,704.9720,-2153.3820,8511.6260,125.4508,-3515.3974,4010.1395,8808.0541
1,200,holding,force_hold,2.00000,1.986900,-0.013100,4.7300,-8.7300,4.7116,none,4.7300,0.0000,706.7750,-2161.7960,8514.5280,127.2538,-3523.8114,4013.0415,8813.0630
1,200,holding,force_hold,2.00000,1.987100,-0.012900,4.7300,-8.7300,4.8003,none,4.7300,0.0000,707.9770,-2154.5840,8512.5920,128.4558,-3516.5994,4011.1055,8809.5225
1,200,holding,force_hold,2.00000,1.985800,-0.014200,4.7300,-8.7300,4.8874,none,4.7300,0.0000,709.7800,-2155.1840,8501.9410,130.2588,-3517.1994,4000.4545,8799.5231
1,200,holding,force_hold,2.00000,1.985400,-0.014600,4.7300,-8.7300,4.9754,none,4.7300,0.0000,703.1690,-2152.1790,8509.6900,123.6478,-3514.1944,4008.2035,8805.7450
1,200,holding,force_hold,2.00000,1.986200,-0.013800,4.7300,-8.7300,5.0634,none,4.7300,0.0000,706.7750,-2155.7860,8510.6560,127.2538,-3517.8014,4009.1695,8807.8493
1,200,holding,force_hold,2.00000,1.986700,-0.013300,4.7300,-8.7300,5.1515,none,4.7300,0.0000,706.7750,-2153.9840,8511.6260,127.2538,-3515.9994,4010.1395,8808.3458
1,200,holding,force_hold,2.00000,1.987000,-0.013000,4.7300,-8.7300,5.2395,none,4.7300,0.0000,707.3760,-2152.1790,8509.6900,127.8548,-3514.1944,4008.2035,8806.0819
1,200,holding,force_hold,2.00000,1.986600,-0.013400,4.7300,-8.7300,5.3273,none,4.7300,0.0000,701.3660,-2152.7810,8502.9110,121.8448,-3514.7964,4001.4245,8799.1975
1,200,holding,force_hold,2.00000,1.985100,-0.014900,4.7300,-8.7300,5.4156,none,4.7300,0.0000,712.1840,-2154.5840,8515.4980,132.6628,-3516.5994,4014.0115,8812.6695
1,200,holding,force_hold,2.00000,1.986400,-0.013600,4.7300,-8.7300,5.5035,none,4.7300,0.0000,700.1650,-2155.1840,8510.6560,120.6438,-3517.1994,4009.1695,8807.1740
1,200,holding,force_hold,2.00000,1.985700,-0.014300,4.7300,-8.7300,5.5912,none,4.7300,0.0000,708.5780,-2152.7810,8507.7490,129.0568,-3514.7964,4006.2625,8804.4501
1,200,holding,force_hold,2.00000,1.985200,-0.014800,4.7300,-8.7300,5.6794,none,4.7300,0.0000,704.3720,-2156.3860,8500.9760,124.8508,-3518.4014,3999.4895,8798.4506
1,200,holding,force_hold,2.00000,1.986600,-0.013400,4.7300,-8.7300,5.7673,none,4.7300,0.0000,699.5630,-2153.9840,8511.6260,120.0418,-3515.9994,4010.1395,8807.7700
1,200,holding,force_hold,2.00000,1.985300,-0.014700,4.7300,-8.7300,5.8550,none,4.7300,0.0000,710.3810,-2155.7860,8506.7830,130.8598,-3517.8014,4005.2965,8804.3973
1,200,holding,force_hold,2.00000,1.985900,-0.014100,4.7300,-8.7300,5.9429,none,4.7300,0.0000,706.1740,-2158.7910,8505.8180,126.6528,-3520.8064,4004.3315,8803.8628
1,200,holding,force_hold,2.00000,1.985700,-0.014300,4.7300,-8.7300,6.0316,none,4.7300,0.0000,707.9770,-2156.9880,8504.8480,128.4558,-3519.0034,4003.3615,8802.6285
1,200,holding,force_hold,2.00000,1.986100,-0.013900,4.7300,-8.7300,6.1189,none,4.7300,0.0000,707.3760,-2155.7860,8506.7830,127.8548,-3517.8014,4005.2965,8804.1553
1,200,holding,force_hold,2.00000,1.985200,-0.014800,4.7300,-8.7300,6.2066,none,4.7300,0.0000,701.3660,-2159.9930,8515.4980,121.8448,-3522.0084,4014.0115,8813.1260
1,200,holding,force_hold,2.00000,1.986000,-0.014000,4.7300,-8.7300,6.2945,none,4.7300,0.0000,707.9770,-2159.3910,8511.6260,128.4558,-3521.4064,4010.1395,8809.7661
1,200,holding,force_hold,2.00000,1.986300,-0.013700,4.7300,-8.7300,6.3831,none,4.7300,0.0000,711.5830,-2158.7910,8509.6900,132.0618,-3520.8064,4008.2035,8808.0391
1,200,holding,force_hold,2.00000,1.986000,-0.014000,4.7300,-8.7300,6.4706,none,4.7300,0.0000,708.5780,-2160.5930,8506.7830,129.0568,-3522.6084,4005.2965,8805.4303
1,200,holding,force_hold,2.00000,1.985800,-0.014200,4.7300,-8.7300,6.5587,none,4.7300,0.0000,709.1790,-2155.1840,8509.6900,129.6578,-3517.1994,4008.2035,8806.9618
1,200,holding,force_hold,2.00000,1.983400,-0.016600,4.7300,-8.7300,6.6464,none,4.7300,0.0000,707.9770,-2153.9840,8502.9110,128.4558,-3515.9994,4001.4245,8800.0212
1,200,holding,force_hold,2.00000,1.983800,-0.016200,4.7300,-8.7300,6.7344,none,4.7300,0.0000,707.3760,-2159.3910,8507.7490,127.8548,-3521.4064,4006.2625,8805.9720
1,200,holding,force_hold,2.00000,1.983200,-0.016800,4.7300,-8.7300,6.8221,none,4.7300,0.0000,706.7750,-2164.8000,8511.6260,127.2538,-3526.8154,4010.1395,8810.9969
1,200,holding,force_hold,2.00000,1.985600,-0.014400,4.7300,-8.7300,6.9103,none,4.7300,0.0000,703.7700,-2158.1910,8512.5920,124.2488,-3520.2064,4011.1055,8810.0683
1,200,holding,force_hold,2.00000,1.985700,-0.014300,4.7300,-8.7300,6.9983,none,4.7300,0.0000,705.5730,-2152.7810,8510.6560,126.0518,-3514.7964,4009.1695,8807.0179
1,200,holding,force_hold,2.00000,1.984700,-0.015300,4.7300,-8.7300,7.0862,none,4.7300,0.0000,703.1690,-2158.7910,8503.8820,123.6478,-3520.8064,4002.3955,8801.7518
1,200,holding,force_hold,2.00000,1.985100,-0.014900,4.7300,-8.7300,7.1742,none,4.7300,0.0000,704.9720,-2152.1790,8513.5620,125.4508,-3514.1944,4012.0755,8809.6310
1,200,holding,force_hold,2.00000,1.983500,-0.016500,4.7300,-8.7300,7.2622,none,4.7300,0.0000,703.7700,-2160.5930,8508.7190,124.2488,-3522.6084,4007.2325,8806.9151
1,200,holding,force_hold,2.00000,1.983700,-0.016300,4.7300,-8.7300,7.3501,none,4.7300,0.0000,701.9670,-2155.1840,8503.8820,122.4458,-3517.1994,4002.3955,8800.7718
1,200,holding,force_hold,2.00000,1.986000,-0.014000,4.7300,-8.7300,7.4383,none,4.7300,0.0000,704.9720,-2157.5890,8516.4690,125.4508,-3519.6044,4014.9825,8813.7631
1,200,holding,force_hold,2.00000,1.985800,-0.014200,4.7300,-8.7300,7.5259,none,4.7300,0.0000,707.3760,-2158.1910,8506.7830,127.8548,-3520.2064,4005.2965,8804.7445
1,200,holding,force_hold,2.00000,1.983900,-0.016100,4.7300,-8.7300,7.6139,none,4.7300,0.0000,704.3720,-2156.3860,8511.6260,124.8508,-3518.4014,4010.1395,8808.7410
1,200,holding,force_hold,2.00000,1.984300,-0.015700,4.7300,-8.7300,7.7019,none,4.7300,0.0000,701.3660,-2159.3910,8510.6560,121.8448,-3521.4064,4009.1695,8808.3000
1,200,holding,force_hold,2.00000,1.985500,-0.014500,4.7300,-8.7300,7.7896,none,4.7300,0.0000,707.3760,-2158.1910,8517.4340,127.8548,-3520.2064,4015.9475,8815.0355
1,200,holding,force_hold,2.00000,1.984600,-0.015400,4.7300,-8.7300,7.8776,none,4.7300,0.0000,704.3720,-2157.5890,8514.5280,124.8508,-3519.6044,4013.0415,8811.8396
1,200,holding,force_hold,2.00000,1.983200,-0.016800,4.7300,-8.7300,7.9655,none,4.7300,0.0000,704.9720,-2150.3770,8508.7190,125.4508,-3512.3924,4007.2325,8804.5105
1,200,holding,force_hold,2.00000,1.982500,-0.017500,4.7300,-8.7300,8.0535,none,4.7300,0.0000,706.7750,-2156.3860,8510.6560,127.2538,-3518.4014,4009.1695,8807.9962
1,200,holding,force_hold,2.00000,1.983700,-0.016300,4.7300,-8.7300,8.1416,none,4.7300,0.0000,703.7700,-2156.3860,8506.7830,124.2488,-3518.4014,4005.2965,8804.0133
1,200,holding,force_hold,2.00000,1.984600,-0.015400,4.7300,-8.7300,8.2295,none,4.7300,0.0000,705.5730,-2155.7860,8515.4980,126.0518,-3517.8014,4014.0115,8812.4317
1,200,holding,force_hold,2.00000,1.982900,-0.017100,4.7300,-8.7300,8.3175,none,4.7300,0.0000,702.5680,-2155.1840,8513.5620,123.0468,-3517.1994,4012.0755,8810.1735
1,200,holding,force_hold,2.00000,1.982300,-0.017700,4.7300,-8.7300,8.4056,none,4.7300,0.0000,712.7850,-2150.9790,8508.7190,133.2638,-3512.9944,4007.2325,8805.2866
1,200,holding,force_hold,2.00000,1.983500,-0.016500,4.7300,-8.7300,8.4934,none,4.7300,0.0000,709.7800,-2158.1910,8514.5280,130.2588,-3520.2064,4013.0415,8812.4210
1,200,holding,force_hold,2.00000,1.984200,-0.015800,4.7300,-8.7300,8.5821,none,4.7300,0.0000,710.9820,-2153.9840,8511.6260,131.4608,-3515.9994,4010.1395,8808.6843
1,200,holding,force_hold,2.00000,1.983200,-0.016800,4.7300,-8.7300,8.6694,none,4.7300,0.0000,706.1740,-2156.9880,8517.4340,126.6528,-3519.0034,4015.9475,8814.6447
1,200,holding,force_hold,2.00000,1.982100,-0.017900,4.7300,-8.7300,8.7574,none,4.7300,0.0000,709.7800,-2153.3820,8508.7190,130.2588,-3515.3974,4007.2325,8805.6312
1,200,holding,force_hold,2.00000,1.980400,-0.019600,4.7300,-8.7300,8.8453,none,4.7300,0.0000,707.9770,-2152.7810,8518.4000,128.4558,-3514.7964,4016.9135,8814.6943
1,200,holding,force_hold,2.00000,1.982500,-0.017500,4.7300,-8.7300,8.9334,none,4.7300,0.0000,706.1740,-2158.1910,8507.7490,126.6528,-3520.2064,4006.2625,8805.5814
1,200,holding,force_hold,2.00000,1.982900,-0.017100,4.7300,-8.7300,9.0212,none,4.7300,0.0000,706.7750,-2158.7910,8509.6900,127.2538,-3520.8064,4008.2035,8807.6520
1,200,holding,force_hold,2.00000,1.983500,-0.016500,4.7300,-8.7300,9.1091,none,4.7300,0.0000,706.7750,-2153.9840,8507.7490,127.2538,-3515.9994,4006.2625,8804.5994
1,200,holding,force_hold,2.00000,1.983300,-0.016700,4.7300,-8.7300,9.1971,none,4.7300,0.0000,707.3760,-2157.5890,8504.8480,127.8548,-3519.6044,4003.3615,8802.7275
1,200,holding,force_hold,2.00000,1.983200,-0.016800,4.7300,-8.7300,9.2850,none,4.7300,0.0000,706.1740,-2166.0030,8508.7190,126.6528,-3528.0184,4007.2325,8808.4363
1,200,holding,force_hold,2.00000,1.982400,-0.017600,4.7300,-8.7300,9.3730,none,4.7300,0.0000,707.3760,-2158.7910,8514.5280,127.8548,-3520.8064,4013.0415,8812.3746
1,200,holding,force_hold,2.00000,1.983700,-0.016300,4.7300,-8.7300,9.4609,none,4.7300,0.0000,707.9770,-2156.9880,8508.7190,128.4558,-3519.0034,4007.2325,8806.3686
1,200,holding,force_hold,2.00000,1.982900,-0.017100,4.7300,-8.7300,9.5489,none,4.7300,0.0000,709.7800,-2158.1910,8513.5620,130.2588,-3520.2064,4012.0755,8811.4876
1,200,holding,force_hold,2.00000,1.981300,-0.018700,4.7300,-8.7300,9.6366,none,4.7300,0.0000,700.7650,-2158.1910,8515.4980,121.2438,-3520.2064,4014.0115,8812.6367
1,200,holding,force_hold,2.00000,1.980700,-0.019300,4.7300,-8.7300,9.7248,none,4.7300,0.0000,705.5730,-2156.3860,8514.5280,126.0518,-3518.4014,4013.0415,8811.6412
1,200,holding,force_hold,2.00000,1.983800,-0.016200,4.7300,-8.7300,9.8126,none,4.7300,0.0000,707.3760,-2158.7910,8517.4340,127.8548,-3520.8064,4015.9475,8815.1824
1,200,holding,force_hold,2.00000,1.983000,-0.017000,4.7300,-8.7300,9.9004,none,4.7300,0.0000,709.1790,-2152.7810,8522.2710,129.6578,-3514.7964,4020.7845,8818.5318
1,200,holding,force_hold,2.00000,1.981100,-0.018900,4.7300,-8.7300,9.9884,none,4.7300,0.0000,710.9820,-2153.3820,8510.6560,131.4608,-3515.3974,4009.1695,8807.5998
1,200,holding,force_hold,2.00000,1.980300,-0.019700,4.7300,-8.7300,10.0773,none,4.7300,0.0000,705.5730,-2156.3860,8515.4980,126.0518,-3518.4014,4014.0115,8812.5785
1,200,holding,force_hold,2.00000,1.982200,-0.017800,4.7300,-8.7300,10.1645,none,4.7300,0.0000,707.3760,-2156.9880,8521.3060,127.8548,-3519.0034,4019.8195,8818.4825
1,200,holding,force_hold,2.00000,1.981000,-0.019000,4.7300,-8.7300,10.2522,none,4.7300,0.0000,706.1740,-2158.7910,8514.5280,126.6528,-3520.8064,4013.0415,8812.2782
1,200,holding,force_hold,2.00000,1.983000,-0.017000,4.7300,-8.7300,10.3404,none,4.7300,0.0000,702.5680,-2153.3820,8507.7490,123.0468,-3515.3974,4006.2625,8804.1155
1,200,holding,force_hold,2.00000,1.983200,-0.016800,4.7300,-8.7300,10.4283,none,4.7300,0.0000,707.3760,-2160.5930,8509.6900,127.8548,-3522.6084,4008.2035,8808.1421
1,200,holding,force_hold,2.00000,1.981000,-0.019000,4.7300,-8.7300,10.5164,none,4.7300,0.0000,705.5730,-2156.3860,8515.4980,126.0518,-3518.4014,4014.0115,8812.5785
1,200,holding,force_hold,2.00000,1.983000,-0.017000,4.7300,-8.7300,10.6045,none,4.7300,0.0000,706.7750,-2158.1910,8512.5920,127.2538,-3520.2064,4011.1055,8810.3088
1,200,holding,force_hold,2.00000,1.982300,-0.017700,4.7300,-8.7300,10.6929,none,4.7300,0.0000,702.5680,-2148.5740,8512.5920,123.0468,-3510.5894,4011.1055,8807.6214
1,200,holding,force_hold,2.00000,1.981100,-0.018900,4.7300,-8.7300,10.7801,none,4.7300,0.0000,701.3660,-2159.3910,8513.5620,121.8448,-3521.4064,4012.0755,8811.1079
1,200,holding,force_hold,2.00000,1.981500,-0.018500,4.7300,-8.7300,10.8680,none,4.7300,0.0000,706.7750,-2157.5890,8506.7830,127.2538,-3519.6044,4005.2965,8804.5487
1,200,holding,force_hold,2.00000,1.981600,-0.018400,4.7300,-8.7300,10.9559,none,4.7300,0.0000,700.7650,-2154.5840,8510.6560,121.2438,-3516.5994,4009.1695,8807.0750
1,200,holding,force_hold,2.00000,1.980600,-0.019400,4.7300,-8.7300,11.0442,none,4.7300,0.0000,707.3760,-2155.7860,8512.5920,127.8548,-3517.8014,4011.1055,8809.7683
1,200,holding,force_hold,2.00000,1.981000,-0.019000,4.7300,-8.7300,11.1320,none,4.7300,0.0000,707.9770,-2155.1840,8511.6260,128.4558,-3517.1994,4010.1395,8808.7358
1,200,holding,force_hold,2.00000,1.980100,-0.019900,4.7300,-8.7300,11.2199,none,4.7300,0.0000,704.3720,-2162.3980,8507.7490,124.8508,-3524.4134,4006.2625,8806.4691
1,200,holding,force_hold,2.00000,1.979700,-0.020300,4.7300,-8.7300,11.3076,none,4.7300,0.0000,698.9620,-2157.5890,8515.4980,119.4408,-3519.6044,4014.0115,8812.3461
1,200,holding,force_hold,2.00000,1.980600,-0.019400,4.7300,-8.7300,11.3957,none,4.7300,0.0000,707.3760,-2156.3860,8509.6900,127.8548,-3518.4014,4008.2035,8807.1111
1,200,holding,force_hold,2.00000,1.982600,-0.017400,4.7300,-8.7300,11.4836,none,4.7300,0.0000,706.7750,-2155.1840,8508.7190,127.2538,-3517.1994,4007.2325,8805.8303
1,200,holding,force_hold,2.00000,1.983800,-0.016200,4.7300,-8.7300,11.5714,none,4.7300,0.0000,699.5630,-2151.5790,8508.7190,120.0418,-3513.5944,4007.2325,8804.3728
1,200,holding,force_hold,2.00000,1.981200,-0.018800,4.7300,-8.7300,11.6601,none,4.7300,0.0000,704.3720,-2159.3910,8514.5280,124.8508,-3521.4064,4013.0415,8812.2810
1,200,holding,force_hold,2.00000,1.980700,-0.019300,4.7300,-8.7300,11.7475,none,4.7300,0.0000,707.3760,-2158.1910,8508.7190,127.8548,-3520.2064,4007.2325,8806.6150
1,200,holding,force_hold,2.00000,1.981900,-0.018100,4.7300,-8.7300,11.8354,none,4.7300,0.0000,706.7750,-2157.5890,8512.5920,127.2538,-3519.6044,4011.1055,8810.1614
1,200,holding,force_hold,2.00000,1.979400,-0.020600,4.7300,-8.7300,11.9243,none,4.7300,0.0000,704.3720,-2154.5840,8511.6260,124.8508,-3516.5994,4010.1395,8808.3000
1,200,holding,force_hold,2.00000,1.980600,-0.019400,4.7300,-8.7300,12.0114,none,4.7300,0.0000,701.9670,-2159.9930,8521.3060,122.4458,-3522.0084,4019.8195,8818.7858
1,200,holding,force_hold,2.00000,1.980300,-0.019700,4.7300,-8.7300,12.0993,none,4.7300,0.0000,712.1840,-2155.1840,8516.4690,132.6628,-3517.1994,4014.9825,8813.7545
