trial,hold_label,phase,control_mode,F_target_N,F_N,F_error_N,d_actual_mm,mark10_pos_mm,t_rel_s,control_action,d_after_action_mm,move_delta_mm,mean_Bx_uT,mean_By_uT,mean_Bz_uT,delta_Bx_uT,delta_By_uT,delta_Bz_uT,Bmag_uT
1,250,holding,force_hold,2.50000,2.521500,0.021500,4.9300,-8.9300,0.0000,none,4.9300,0.0000,724.2040,-2515.1830,8858.1700,144.6828,-3877.1984,4356.6835,9236.7631
1,250,holding,force_hold,2.50000,2.523900,0.023900,4.9300,-8.9300,0.0481,none,4.9300,0.0000,726.6080,-2516.9880,8862.0420,147.0868,-3879.0034,4360.5555,9241.1566
1,250,holding,force_hold,2.50000,2.522800,0.022800,4.9300,-8.9300,0.1359,none,4.9300,0.0000,722.4010,-2514.5830,8864.9430,142.8798,-3876.5984,4363.4565,9242.9544
1,250,holding,force_hold,2.50000,2.521900,0.021900,4.9300,-8.9300,0.2238,none,4.9300,0.0000,721.8000,-2519.9920,8866.8800,142.2788,-3882.0074,4365.3935,9246.2379
1,250,holding,force_hold,2.50000,2.522900,0.022900,4.9300,-8.9300,0.3118,none,4.9300,0.0000,718.1940,-2510.3760,8861.0720,138.6728,-3872.3914,4359.5855,9237.7696
1,250,holding,force_hold,2.50000,2.522000,0.022000,4.9300,-8.9300,0.3996,none,4.9300,0.0000,719.9980,-2512.1790,8874.6240,140.4768,-3874.1944,4373.1375,9251.3994
1,250,holding,force_hold,2.50000,2.522200,0.022200,4.9300,-8.9300,0.4875,none,4.9300,0.0000,722.4010,-2506.7690,8862.0420,142.8798,-3868.7844,4360.5555,9238.0486
1,250,holding,force_hold,2.50000,2.522200,0.022200,4.9300,-8.9300,0.5762,none,4.9300,0.0000,727.2090,-2517.5880,8864.9430,147.6878,-3879.6034,4363.4565,9244.1493
1,250,holding,force_hold,2.50000,2.521900,0.021900,4.9300,-8.9300,0.6633,none,4.9300,0.0000,724.2040,-2513.3810,8862.0420,144.6828,-3875.3964,4360.5555,9239.9861
1,250,holding,force_hold,2.50000,2.521900,0.021900,4.9300,-8.9300,0.7515,none,4.9300,0.0000,718.7950,-2513.9810,8863.0080,139.2738,-3875.9964,4361.5215,9240.6535
1,250,holding,force_hold,2.50000,2.520600,0.020600,4.9300,-8.9300,0.8395,none,4.9300,0.0000,721.8000,-2516.3860,8864.9430,142.2788,-3878.4014,4363.4565,9243.3981
1,250,holding,force_hold,2.50000,2.521200,0.021200,4.9300,-8.9300,0.9280,none,4.9300,0.0000,726.0070,-2510.3760,8855.2640,146.4858,-3872.3914,4353.7775,9232.8097
1,250,holding,force_hold,2.50000,2.521800,0.021800,4.9300,-8.9300,1.0161,none,4.9300,0.0000,723.0020,-2518.1880,8866.8800,143.4808,-3880.2034,4365.3935,9245.8403
1,250,holding,force_hold,2.50000,2.522100,0.022100,4.9300,-8.9300,1.1033,none,4.9300,0.0000,727.8100,-2516.9880,8869.7810,148.2888,-3879.0034,4368.2945,9248.6729
1,250,holding,force_hold,2.50000,2.522000,0.022000,4.9300,-8.9300,1.1911,none,4.9300,0.0000,726.0070,-2518.7900,8871.7170,146.4858,-3880.8054,4370.2305,9250.8784
1,250,holding,force_hold,2.50000,2.521600,0.021600,4.9300,-8.9300,1.2792,none,4.9300,0.0000,721.8000,-2511.5780,8864.9430,142.2788,-3873.5934,4363.4565,9242.0903
1,250,holding,force_hold,2.50000,2.521600,0.021600,4.9300,-8.9300,1.3669,none,4.9300,0.0000,721.8000,-2515.7850,8862.0420,142.2788,-3877.8004,4360.5555,9240.4523
1,250,holding,force_hold,2.50000,2.520200,0.020200,4.9300,-8.9300,1.4549,none,4.9300,0.0000,718.7950,-2512.7810,8864.9430,139.2738,-3874.7964,4363.4565,9242.1831
1,250,holding,force_hold,2.50000,2.520400,0.020400,4.9300,-8.9300,1.5429,none,4.9300,0.0000,724.2040,-2514.5830,8867.8500,144.6828,-3876.5984,4366.3635,9245.8836
1,250,holding,force_hold,2.50000,2.520400,0.020400,4.9300,-8.9300,1.6313,none,4.9300,0.0000,723.0020,-2513.9810,8869.7810,143.4808,-3875.9964,4368.2945,9247.4779
1,250,holding,force_hold,2.50000,2.520700,0.020700,4.9300,-8.9300,1.7187,none,4.9300,0.0000,723.0020,-2512.7810,8864.9430,143.4808,-3874.7964,4363.4565,9242.5113
1,250,holding,force_hold,2.50000,2.521000,0.021000,4.9300,-8.9300,1.8067,none,4.9300,0.0000,724.2040,-2511.5780,8866.8800,144.6828,-3873.5934,4365.3935,9244.1363
1,250,holding,force_hold,2.50000,2.518800,0.018800,4.9300,-8.9300,1.8944,none,4.9300,0.0000,722.4010,-2515.1830,8866.8800,142.8798,-3877.1984,4365.3935,9244.9754
1,250,holding,force_hold,2.50000,2.520400,0.020400,4.9300,-8.9300,1.9825,none,4.9300,0.0000,723.0020,-2516.3860,8859.1410,143.4808,-3878.4014,4357.6545,9237.9278
1,250,holding,force_hold,2.50000,2.520800,0.020800,4.9300,-8.9300,2.0704,none,4.9300,0.0000,726.0070,-2512.7810,8859.1410,146.4858,-3874.7964,4357.6545,9237.1821
1,250,holding,force_hold,2.50000,2.519800,0.019800,4.9300,-8.9300,2.1590,none,4.9300,0.0000,725.4060,-2507.9720,8861.0720,145.8848,-3869.9874,4359.5855,9237.6801
1,250,holding,force_hold,2.50000,2.519200,0.019200,4.9300,-8.9300,2.2463,none,4.9300,0.0000,725.4060,-2509.1740,8868.8160,145.8848,-3871.1894,4367.3295,9245.4348
1,250,holding,force_hold,2.50000,2.520700,0.020700,4.9300,-8.9300,2.3344,none,4.9300,0.0000,720.5980,-2514.5830,8858.1700,141.0768,-3876.5984,4356.6835,9236.3177
1,250,holding,force_hold,2.50000,2.520100,0.020100,4.9300,-8.9300,2.4222,none,4.9300,0.0000,719.3960,-2513.9810,8856.2340,139.8748,-3875.9964,4354.7475,9234.2034
1,250,holding,force_hold,2.50000,2.520000,0.020000,4.9300,-8.9300,2.5109,none,4.9300,0.0000,719.9980,-2510.3760,8866.8800,140.4768,-3872.3914,4365.3935,9243.4813
1,250,holding,force_hold,2.50000,2.521000,0.021000,4.9300,-8.9300,2.5980,none,4.9300,0.0000,721.8000,-2512.7810,8860.1060,142.2788,-3874.7964,4358.6195,9237.7780
1,250,holding,force_hold,2.50000,2.520200,0.020200,4.9300,-8.9300,2.6869,none,4.9300,0.0000,721.8000,-2510.3760,8860.1060,142.2788,-3872.3914,4358.6195,9237.1241
1,250,holding,force_hold,2.50000,2.520200,0.020200,4.9300,-8.9300,2.7741,none,4.9300,0.0000,723.0020,-2509.7760,8868.8160,143.4808,-3871.7914,4367.3295,9245.4099
