trial,hold_label,phase,control_mode,sample_id,magnet_id,head_id,force_calibration_id,displacement_zero_id,F_target_N,F_N,F_error_N,d_actual_mm,mark10_pos_mm,t_rel_s,control_action,d_after_action_mm,move_delta_mm,mean_Bx_uT,mean_By_uT,mean_Bz_uT,delta_Bx_uT,delta_By_uT,delta_Bz_uT,Bmag_uT
1,440,holding,force_hold,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,4.40000,4.300100,-0.099900,2.4000,-4.1900,0.0000,down,2.4400,-0.0400,-719.3960,4464.2260,7915.3360,-252.8857,1584.0919,4584.2686,9115.8866
1,440,holding,force_hold,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,4.40000,4.298800,-0.101200,2.4400,-4.2300,4.1902,down,2.5000,-0.0600,-718.7950,4460.0210,7919.2080,-252.2847,1579.8869,4588.1406,9117.1437
1,440,holding,force_hold,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,4.40000,4.298500,-0.101500,2.5000,-4.2900,8.3294,down,2.5700,-0.0700,-718.7950,4462.4240,7920.1760,-252.2847,1582.2899,4589.1086,9119.1602
1,440,holding,force_hold,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,4.40000,4.298400,-0.101600,2.5700,-4.3600,12.4742,down,2.6300,-0.0600,-709.7800,4462.4240,7911.4630,-243.2697,1582.2899,4580.3956,9110.8870
1,440,holding,force_hold,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,4.40000,4.297600,-0.102400,2.6300,-4.4200,16.6126,down,2.7100,-0.0800,-720.5980,4463.6240,7917.2720,-254.0877,1583.4899,4586.2046,9117.3679
1,440,holding,force_hold,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,4.40000,4.297700,-0.102300,2.7100,-4.5000,20.7694,down,2.7800,-0.0700,-716.3910,4467.2310,7921.1440,-249.8807,1587.0969,4590.0766,9122.1648
1,440,holding,force_hold,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,4.40000,4.298800,-0.101200,2.7800,-4.5700,24.8828,down,2.8400,-0.0600,-721.8000,4461.8230,7928.8900,-255.2897,1581.6889,4597.8226,9126.6728
1,440,holding,force_hold,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,4.40000,4.295900,-0.104100,2.8400,-4.6300,29.0126,down,2.9000,-0.0600,-722.4010,4458.8160,7907.5920,-255.8907,1578.6819,4576.5246,9106.7510
1,440,holding,force_hold,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,4.40000,4.297200,-0.102800,2.9000,-4.6900,33.1385,down,2.9600,-0.0600,-720.5980,4464.2260,7923.0800,-254.0877,1584.0919,4592.0126,9122.7064
1,440,holding,force_hold,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,4.40000,4.297200,-0.102800,2.9600,-4.7500,37.2647,down,3.0200,-0.0600,-724.2040,4462.4240,7920.1760,-257.6937,1582.2899,4589.1086,9119.5881
1,440,holding,force_hold,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,4.40000,4.294300,-0.105700,3.0200,-4.8100,41.3808,down,3.0900,-0.0700,-716.9920,4464.2260,7918.2400,-250.4817,1584.0919,4587.1726,9118.2189
1,440,holding,force_hold,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,4.40000,4.293800,-0.106200,3.0900,-4.8800,45.5097,down,3.1700,-0.0800,-721.8000,4461.8230,7916.3040,-255.2897,1581.6889,4585.2366,9115.7407
1,440,holding,force_hold,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,4.40000,4.294400,-0.105600,3.1700,-4.9600,49.6367,down,3.2400,-0.0700,-724.2040,4461.8230,7921.1440,-257.6937,1581.6889,4590.0766,9120.1348
1,440,holding,force_hold,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,4.40000,4.292700,-0.107300,3.2400,-5.0300,53.7756,down,3.3000,-0.0600,-718.1940,4467.2310,7918.2400,-251.6837,1587.0969,4587.1726,9119.7851
1,440,holding,force_hold,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,4.40000,4.292100,-0.107900,3.3000,-5.0900,57.9120,down,3.3600,-0.0600,-712.7850,4464.8260,7925.9840,-246.2747,1584.6919,4594.9166,9124.9085
1,440,holding,force_hold,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,4.40000,4.293300,-0.106700,3.3600,-5.1500,62.0322,down,3.4200,-0.0600,-719.9980,4462.4240,7911.4630,-253.4877,1582.2899,4580.3956,9111.6887
1,440,holding,force_hold,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,4.40000,4.293100,-0.106900,3.4200,-5.2100,66.1703,down,3.4800,-0.0600,-718.1940,4464.2260,7919.2080,-251.6837,1584.0919,4588.1406,9119.1541
1,440,holding,force_hold,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,4.40000,4.292200,-0.107800,3.4800,-5.2700,70.3294,down,3.5400,-0.0600,-721.1990,4465.4290,7921.1440,-254.6887,1585.2949,4590.0766,9121.6614
1,440,holding,force_hold,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,4.40000,4.290400,-0.109600,3.5400,-5.3300,74.4465,down,3.6100,-0.0700,-717.5930,4460.0210,7924.0470,-251.0827,1579.8869,4592.9796,9121.2525
1,440,holding,force_hold,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,4.40000,4.290300,-0.109700,3.6100,-5.4000,78.5753,down,3.6900,-0.0800,-714.5880,4465.4290,7915.3360,-248.0777,1585.2949,4584.2686,9116.0976
1,440,holding,force_hold,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,4.40000,4.290500,-0.109500,3.6900,-5.4800,82.7075,down,3.7600,-0.0700,-723.6030,4461.8230,7914.3670,-257.0927,1581.6889,4583.2996,9114.2016
1,440,holding,force_hold,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,4.40000,4.291300,-0.108700,3.7600,-5.5500,86.8236,down,3.8200,-0.0600,-718.1940,4465.4290,7920.1760,-251.6837,1585.2949,4589.1086,9120.5837
1,440,holding,force_hold,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,4.40000,4.289900,-0.110100,3.8200,-5.6100,90.9553,down,3.8800,-0.0600,-720.5980,4463.0230,7912.4320,-254.0877,1582.8889,4581.3646,9112.8709
1,440,holding,force_hold,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,4.40000,4.289700,-0.110300,3.8800,-5.6700,95.0797,down,3.9400,-0.0600,-717.5930,4460.6180,7920.1760,-251.0827,1580.4839,4589.1086,9118.1819
1,440,holding,force_hold,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,4.40000,4.290100,-0.109900,3.9400,-5.7300,99.2001,down,4.0000,-0.0600,-716.3910,4462.4240,7920.1760,-249.8807,1582.2899,4589.1086,9118.9710
1,440,holding,force_hold,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,4.40000,4.289500,-0.110500,4.0000,-5.7900,103.3406,down,4.0600,-0.0600,-724.8050,4465.4290,7920.1760,-258.2947,1585.2949,4589.1086,9121.1066
1,440,holding,force_hold,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,4.40000,4.289200,-0.110800,4.0600,-5.8500,107.4712,down,4.1300,-0.0700,-720.5980,4466.6320,7911.4630,-254.0877,1586.4979,4580.3956,9113.7978
1,440,holding,force_hold,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,4.40000,4.287000,-0.113000,4.1300,-5.9200,111.5837,d_soft_limit,4.1900,-0.0600,-721.1990,4465.4290,7915.3360,-254.6887,1585.2949,4584.2686,9116.6182
1,440,holding,force_hold,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,4.40000,4.286600,-0.113400,4.1900,-5.9800,115.6958,d_soft_limit,4.1900,0.0000,-721.1990,4457.6160,7916.3040,-254.6887,1577.4819,4585.2366,9113.6347
1,440,holding,force_hold,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,4.40000,4.290800,-0.109200,4.1900,-5.9800,115.9227,none,4.1900,0.0000,-717.5930,4465.4290,7916.3040,-251.0827,1585.2949,4585.2366,9117.1742
1,440,holding,force_hold,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,4.40000,4.385300,-0.014700,4.1900,-5.9800,115.9231,none,4.1900,0.0000,-724.2040,4466.6320,7912.4320,-257.6937,1586.4979,4581.3646,9114.9247
