session_id,sample_id,magnet_id,head_id,force_calibration_id,displacement_zero_id,trial,pair_id,target_label,F_target_N,F_match_target_N,d_preload_mm,d_preload_extra_mm,preload_hold_s,F_loading_N,F_unloading_N,delta_F_N,d_loading_mm,d_unloading_mm,delta_d_mm,Bmag_loading_uT,Bmag_unloading_uT,delta_Bmag_uT,delta_Bx_uT,delta_By_uT,delta_Bz_uT,delta_Bvec_uT,slope_Bmag_uT_per_mm,same_F_ok,disp_split_ok,b_signal_ok,verdict
session_20260614_190624,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,1,1,375,3.75000,3.667300,2.6900,0.4000,90.0,3.667300,3.730900,+0.063600,2.3000,2.5000,+0.2000,8296.4388,8828.1936,+531.7547,+6.9115,+293.2910,+452.0555,538.9077,2658.7736,0,1,1,bad_F_match
session_20260614_190624,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,2,1,375,3.75000,3.612150,2.7200,0.4000,90.0,3.612150,3.687200,+0.075050,2.3300,2.5300,+0.2000,8241.3400,8765.5270,+524.1870,+7.2130,+286.9750,+446.2480,530.6072,2620.9349,0,1,1,bad_F_match
session_20260614_190624,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,3,1,375,3.75000,3.652300,2.6300,0.4000,90.0,3.652300,3.711250,+0.058950,2.2400,2.4400,+0.2000,8231.1599,8764.3241,+533.1642,+5.4090,+291.4850,+453.9920,539.5382,2665.8210,0,1,1,bad_F_match
