session_id,sample_id,magnet_id,head_id,force_calibration_id,displacement_zero_id,trial,pair_id,target_label,F_target_N,F_match_target_N,d_preload_mm,d_preload_extra_mm,preload_hold_s,F_loading_N,F_unloading_N,delta_F_N,d_loading_mm,d_unloading_mm,delta_d_mm,Bmag_loading_uT,Bmag_unloading_uT,delta_Bmag_uT,delta_Bx_uT,delta_By_uT,delta_Bz_uT,delta_Bvec_uT,slope_Bmag_uT_per_mm,same_F_ok,disp_split_ok,b_signal_ok,verdict
session_20260614_150342,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,1,1,375,3.75000,3.677200,2.7300,0.4000,5.0,3.677200,3.720500,+0.043300,2.3400,2.5400,+0.2000,8200.3923,8745.0195,+544.6272,+9.0150,+302.9040,+462.7040,553.1068,2723.1362,1,1,1,strong
session_20260614_150342,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,2,1,375,3.75000,3.695050,2.7300,0.4000,5.0,3.695050,3.763500,+0.068450,2.3400,2.5400,+0.2000,8182.2842,8721.3983,+539.1141,+7.8140,+302.3060,+453.9920,545.4894,2695.5705,0,1,1,bad_F_match
session_20260614_150342,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,3,1,375,3.75000,3.692150,2.7300,0.4000,5.0,3.692150,3.775900,+0.083750,2.3400,2.5400,+0.2000,8171.6801,8705.9364,+534.2563,+9.3155,+299.8980,+449.1520,540.1510,2671.2817,0,1,1,bad_F_match
