session_id,sample_id,magnet_id,head_id,force_calibration_id,displacement_zero_id,trial,pair_id,target_label,F_target_N,F_match_target_N,d_preload_mm,d_preload_extra_mm,F_loading_N,F_unloading_N,delta_F_N,d_loading_mm,d_unloading_mm,delta_d_mm,Bmag_loading_uT,Bmag_unloading_uT,delta_Bmag_uT,delta_Bx_uT,delta_By_uT,delta_Bz_uT,delta_Bvec_uT,slope_Bmag_uT_per_mm,same_F_ok,disp_split_ok,b_signal_ok,verdict
session_20260618_172642,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,1,1,800,8.00000,7.956000,3.7900,0.0000,7.956000,7.974800,+0.018800,3.1300,3.2500,+0.1200,9247.1088,9631.4657,+384.3569,-26.4440,+33.6560,+383.3280,385.7102,3202.9741,1,1,1,strong
session_20260618_172642,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,3,1,800,8.00000,7.976500,3.7800,0.0000,7.976500,7.946800,-0.029700,3.0400,3.1600,+0.1200,9320.5762,9678.1149,+357.5388,-28.2470,+51.0850,+353.3180,358.1078,2979.4898,1,1,1,strong
