session_id,sample_id,magnet_id,head_id,force_calibration_id,displacement_zero_id,cycle,state_index,branch,state_label,path_mode,phase,d_target_mm,d_preload_mm,record_s,summary_window_s,n,d_median_mm,F_median_N,Bmag_median_uT,Bx_median_uT,By_median_uT,Bz_median_uT,delta_Bx_median_uT,delta_By_median_uT,delta_Bz_median_uT
session_20260624_113311,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,1,1,loading,loading_d_180,loading_branch,loading_dense,1.8000,2.6000,15.0,5.0,114,1.7900,2.210150,6637.6631,-583.5700,1845.6700,6349.1120,-144.8529,-117.9779,2979.6061
session_20260624_113311,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,1,2,loading,loading_d_190,loading_branch,loading_dense,1.9000,2.6000,15.0,5.0,114,1.8900,2.518550,6817.6072,-585.9740,1824.9355,6542.7110,-147.2569,-138.7124,3173.2051
session_20260624_113311,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,1,3,loading,loading_d_200,loading_branch,loading_dense,2.0000,2.6000,15.0,5.0,114,2.0000,2.814700,7011.6853,-588.3780,1805.4030,6749.3810,-149.6609,-158.2449,3379.8751
session_20260624_113311,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,1,4,loading,loading_d_210,loading_branch,loading_dense,2.1000,2.6000,15.0,5.0,114,2.0900,3.137200,7218.0931,-590.7820,1786.1710,6968.6320,-152.0649,-177.4769,3599.1261
session_20260624_113311,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,1,5,loading,loading_d_220,loading_branch,loading_dense,2.2000,2.6000,15.0,5.0,114,2.1900,3.483100,7425.8046,-593.7880,1766.9390,7187.4000,-155.0709,-196.7089,3817.8941
session_20260624_113311,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,1,6,loading,loading_d_230,loading_branch,loading_dense,2.3000,2.6000,15.0,5.0,114,2.2900,3.873600,7637.4268,-594.3880,1747.7070,7411.0080,-155.6709,-215.9409,4041.5021
session_20260624_113311,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,1,7,loading,loading_d_240,loading_branch,loading_dense,2.4000,2.6000,15.0,5.0,113,2.3800,4.293400,7844.8671,-598.5950,1729.6770,7627.8400,-159.8779,-233.9709,4258.3341
session_20260624_113311,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,1,8,preload,preload_d_260,preload_loading,preload_dense,2.6000,2.6000,30.0,5.0,113,2.5900,5.184500,8276.2696,-607.0090,1709.8440,8075.0560,-168.2919,-253.8039,4705.5501
session_20260624_113311,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,1,9,unloading,unloading_d_240,return_unloading,unloading_dense,2.4000,2.6000,15.0,5.0,114,2.4200,3.542900,7958.4780,-598.5950,1753.1160,7740.1270,-159.8779,-210.5319,4370.6211
session_20260624_113311,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,1,10,unloading,unloading_d_230,return_unloading,unloading_dense,2.3000,2.6000,15.0,5.0,114,2.2700,2.860400,7703.0376,-592.5850,1782.5650,7470.0560,-153.8679,-181.0829,4100.5501
session_20260624_113311,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,1,11,unloading,unloading_d_220,return_unloading,unloading_dense,2.2000,2.6000,15.0,5.0,114,2.1900,2.523900,7544.3353,-590.7820,1799.9940,7302.5920,-152.0649,-163.6539,3933.0861
session_20260624_113311,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,1,12,unloading,unloading_d_210,return_unloading,unloading_dense,2.1000,2.6000,15.0,5.0,114,2.0700,2.093650,7266.6196,-589.2800,1827.6400,7008.3200,-150.5629,-136.0079,3638.8141
session_20260624_113311,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,1,13,unloading,unloading_d_200,return_unloading,unloading_dense,2.0000,2.6000,15.0,5.0,114,2.0000,1.865850,7115.7883,-587.1760,1843.2660,6847.6320,-148.4589,-120.3819,3478.1261
session_20260624_113311,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,1,14,unloading,unloading_d_190,return_unloading,unloading_dense,1.9000,2.6000,15.0,5.0,114,1.8700,1.563600,6848.6974,-584.7720,1869.7100,6563.0390,-146.0549,-93.9379,3193.5331
session_20260624_113311,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,1,15,unloading,unloading_d_180,return_unloading,unloading_dense,1.8000,2.6000,15.0,5.0,114,1.7900,1.389550,6698.4081,-582.3680,1882.3310,6401.3830,-143.6509,-81.3169,3031.8771
session_20260624_113311,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,2,1,loading,loading_d_180,loading_branch,loading_dense,1.8000,2.6000,15.0,5.0,114,1.7800,2.396400,6798.8728,-584.4715,1824.0340,6523.3510,-145.8504,-129.2458,3082.6200
session_20260624_113311,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,2,2,loading,loading_d_190,loading_branch,loading_dense,1.9000,2.6000,15.0,5.0,114,1.8900,2.744200,6985.8150,-587.7770,1801.7970,6723.7280,-149.1559,-151.4828,3282.9970
