trial,hold_label,phase,control_mode,sample_id,magnet_id,head_id,force_calibration_id,displacement_zero_id,d_target_mm,d_actual_mm,mark10_pos_mm,t_rel_s,F_N,mean_Bx_uT,mean_By_uT,mean_Bz_uT,delta_Bx_uT,delta_By_uT,delta_Bz_uT,Bmag_uT
3,160,holding,disp_hold,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,1.6000,1.5900,-2.3300,0.0000,2.060100,-1137.0910,9774.6610,2995.9600,-284.5078,3532.2436,908.0613,10286.5325
3,160,holding,disp_hold,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,1.6000,1.5900,-2.3300,0.0479,2.062100,-1137.6920,9773.4560,2994.0230,-285.1088,3531.0386,906.1243,10284.8898
3,160,holding,disp_hold,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,1.6000,1.5900,-2.3300,0.1365,2.063500,-1140.0960,9772.2550,2991.1200,-287.5128,3529.8376,903.2213,10283.1700
3,160,holding,disp_hold,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,1.6000,1.5900,-2.3300,0.2240,2.065000,-1132.8840,9771.6580,2999.8320,-280.3008,3529.2406,911.9333,10284.3434
3,160,holding,disp_hold,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,1.6000,1.5900,-2.3300,0.3120,2.067700,-1137.6920,9775.2640,2995.9600,-285.1088,3532.8466,908.0613,10287.1719
3,160,holding,disp_hold,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,1.6000,1.5900,-2.3300,0.3999,2.061000,-1137.0910,9773.4560,2991.1200,-284.5078,3531.0386,903.2213,10283.9787
3,160,holding,disp_hold,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,1.6000,1.5900,-2.3300,0.4881,2.065100,-1138.2930,9776.4630,2999.8320,-285.7098,3534.0456,911.9333,10289.5059
3,160,holding,disp_hold,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,1.6000,1.5900,-2.3300,0.5760,2.065800,-1135.2890,9771.6580,2995.9600,-282.7058,3529.2406,908.0613,10283.4798
3,160,holding,disp_hold,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,1.6000,1.5900,-2.3300,0.6640,2.062400,-1140.6970,9768.0470,3001.7680,-288.1138,3525.6296,913.8693,10282.3413
3,160,holding,disp_hold,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,1.6000,1.5900,-2.3300,0.7521,2.062500,-1134.6870,9775.8660,2997.8950,-282.1038,3533.4486,909.9963,10287.9758
3,160,holding,disp_hold,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,1.6000,1.5900,-2.3300,0.8400,2.064900,-1134.0860,9772.2550,2993.0560,-281.5028,3529.8376,905.1573,10283.0688
3,160,holding,disp_hold,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,1.6000,1.5900,-2.3300,0.9281,2.053000,-1134.0860,9776.4630,2996.9280,-281.5028,3534.0456,909.0293,10288.1950
3,160,holding,disp_hold,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,1.6000,1.5900,-2.3300,1.0160,2.064400,-1135.8890,9775.2640,3000.8000,-283.3058,3532.8466,912.9013,10288.3833
3,160,holding,disp_hold,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,1.6000,1.5900,-2.3300,1.1044,2.063100,-1140.6970,9770.4530,2989.1830,-288.1138,3528.0356,901.2843,10280.9609
3,160,holding,disp_hold,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,1.6000,1.5900,-2.3300,1.1924,2.061500,-1135.8890,9774.0630,2995.9600,-283.3058,3531.6456,908.0613,10285.8314
3,160,holding,disp_hold,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,1.6000,1.5900,-2.3300,1.2806,2.057200,-1134.6870,9779.4710,2994.0230,-282.1038,3537.0536,906.1243,10290.2741
3,160,holding,disp_hold,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,1.6000,1.5900,-2.3300,1.3686,2.064900,-1139.4960,9771.0560,2994.9920,-286.9128,3528.6386,907.0933,10283.0911
3,160,holding,disp_hold,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,1.6000,1.5900,-2.3300,1.4566,2.052600,-1141.2980,9765.6470,2998.8640,-288.7148,3523.2296,910.9653,10279.2805
3,160,holding,disp_hold,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,1.6000,1.5900,-2.3300,1.5449,2.048300,-1137.0910,9766.2500,2994.0230,-284.5078,3523.8326,906.1243,10277.9759
3,160,holding,disp_hold,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,1.6000,1.5900,-2.3300,1.6326,2.053300,-1135.8890,9770.4530,3007.5760,-283.3058,3528.0356,919.6773,10285.7916
3,160,holding,disp_hold,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,1.6000,1.5900,-2.3300,1.7207,2.054500,-1142.5000,9776.4630,3005.6400,-289.9168,3534.0456,917.7413,10291.6669
