trial,hold_label,phase,control_mode,d_target_mm,d_actual_mm,mark10_pos_mm,t_rel_s,F_N,mean_Bx_uT,mean_By_uT,mean_Bz_uT,delta_Bx_uT,delta_By_uT,delta_Bz_uT,Bmag_uT
1,30,holding,disp_hold,1.0500,1.0400,-2.8300,0.0000,0.034400,-24.0390,-2950.9100,-1035.7590,-39.0630,516.5976,526.1721,3127.4981
1,30,holding,disp_hold,1.0500,1.0400,-2.8300,0.0261,0.034100,-24.0390,-2949.7070,-1036.7280,-39.0630,517.8006,525.2031,3126.6842
1,30,holding,disp_hold,1.0500,1.0400,-2.8300,0.1150,0.034800,-23.4380,-2950.9100,-1037.6950,-38.4620,516.5976,524.2361,3128.1352
1,30,holding,disp_hold,1.0500,1.0400,-2.8300,0.2035,0.033600,-24.0390,-2952.1100,-1035.7590,-39.0630,515.3976,526.1721,3128.6304
1,30,holding,disp_hold,1.0500,1.0400,-2.8300,0.2916,0.034900,-24.6400,-2950.9100,-1036.7280,-39.6640,516.5976,525.2031,3127.8238
1,30,holding,disp_hold,1.0500,1.0400,-2.8300,0.3800,0.034900,-24.0390,-2950.9100,-1036.7280,-39.0630,516.5976,525.2031,3127.8192
1,30,holding,disp_hold,1.0500,1.0400,-2.8300,0.4683,0.035800,-23.4380,-2950.3080,-1035.7590,-38.4620,517.1996,526.1721,3126.9255
1,30,holding,disp_hold,1.0500,1.0400,-2.8300,0.5568,0.036500,-23.4380,-2949.7070,-1035.7590,-38.4620,517.8006,526.1721,3126.3585
1,30,holding,disp_hold,1.0500,1.0400,-2.8300,0.6451,0.036300,-24.0390,-2950.3080,-1035.7590,-39.0630,517.1996,526.1721,3126.9301
1,30,holding,disp_hold,1.0500,1.0400,-2.8300,0.7334,0.036100,-24.0390,-2950.3080,-1035.7590,-39.0630,517.1996,526.1721,3126.9301
1,30,holding,disp_hold,1.0500,1.0400,-2.8300,0.8219,0.034300,-24.0390,-2949.7070,-1036.7280,-39.0630,517.8006,525.2031,3126.6842
1,30,holding,disp_hold,1.0500,1.0400,-2.8300,0.9106,0.033900,-24.0390,-2949.7070,-1036.7280,-39.0630,517.8006,525.2031,3126.6842
1,30,holding,disp_hold,1.0500,1.0400,-2.8300,0.9984,0.034100,-23.4380,-2949.7070,-1035.7590,-38.4620,517.8006,526.1721,3126.3585
1,30,holding,disp_hold,1.0500,1.0400,-2.8300,1.0871,0.035500,-24.0390,-2949.1050,-1035.7590,-39.0630,518.4026,526.1721,3125.7951
1,30,holding,disp_hold,1.0500,1.0400,-2.8300,1.1751,0.034400,-24.0390,-2950.9100,-1035.7590,-39.0630,516.5976,526.1721,3127.4981
1,30,holding,disp_hold,1.0500,1.0400,-2.8300,1.2634,0.033700,-24.0390,-2950.9100,-1035.7590,-39.0630,516.5976,526.1721,3127.4981
1,30,holding,disp_hold,1.0500,1.0400,-2.8300,1.3517,0.032100,-23.4380,-2950.9100,-1035.7590,-38.4620,516.5976,526.1721,3127.4935
1,30,holding,disp_hold,1.0500,1.0400,-2.8300,1.4403,0.032900,-23.4380,-2949.1050,-1033.8240,-38.4620,518.4026,528.1071,3125.1499
1,30,holding,disp_hold,1.0500,1.0400,-2.8300,1.5283,0.031900,-24.0390,-2949.7070,-1036.7280,-39.0630,517.8006,525.2031,3126.6842
1,30,holding,disp_hold,1.0500,1.0400,-2.8300,1.6161,0.034200,-24.0390,-2950.3080,-1035.7590,-39.0630,517.1996,526.1721,3126.9301
1,30,holding,disp_hold,1.0500,1.0400,-2.8300,1.7047,0.035300,-24.0390,-2949.7070,-1036.7280,-39.0630,517.8006,525.2031,3126.6842
1,30,holding,disp_hold,1.0500,1.0400,-2.8300,1.7935,0.035200,-23.4380,-2950.3080,-1034.7920,-38.4620,517.1996,527.1391,3126.6054
1,30,holding,disp_hold,1.0500,1.0400,-2.8300,1.8815,0.034400,-24.0390,-2949.7070,-1034.7920,-39.0630,517.8006,527.1391,3126.0428
1,30,holding,disp_hold,1.0500,1.0400,-2.8300,1.9699,0.034500,-23.4380,-2950.9100,-1036.7280,-38.4620,516.5976,525.2031,3127.8146
1,30,holding,disp_hold,1.0500,1.0400,-2.8300,2.0588,0.034700,-24.0390,-2949.1050,-1036.7280,-39.0630,518.4026,525.2031,3126.1163
1,30,holding,disp_hold,1.0500,1.0400,-2.8300,2.1470,0.034100,-22.8370,-2950.3080,-1035.7590,-37.8610,517.1996,526.1721,3126.9211
1,30,holding,disp_hold,1.0500,1.0400,-2.8300,2.2351,0.033500,-24.0390,-2949.7070,-1036.7280,-39.0630,517.8006,525.2031,3126.6842
1,30,holding,disp_hold,1.0500,1.0400,-2.8300,2.3238,0.036600,-23.4380,-2950.3080,-1035.7590,-38.4620,517.1996,526.1721,3126.9255
1,30,holding,disp_hold,1.0500,1.0400,-2.8300,2.4122,0.036100,-24.0390,-2949.1050,-1035.7590,-39.0630,518.4026,526.1721,3125.7951
1,30,holding,disp_hold,1.0500,1.0400,-2.8300,2.5003,0.033600,-23.4380,-2949.7070,-1035.7590,-38.4620,517.8006,526.1721,3126.3585
1,30,holding,disp_hold,1.0500,1.0400,-2.8300,2.5889,0.035400,-22.8370,-2949.1050,-1036.7280,-37.8610,518.4026,525.2031,3126.1073
1,30,holding,disp_hold,1.0500,1.0400,-2.8300,2.6772,0.034900,-24.6400,-2950.3080,-1034.7920,-39.6640,517.1996,527.1391,3126.6146
1,30,holding,disp_hold,1.0500,1.0400,-2.8300,2.7654,0.034600,-23.4380,-2949.7070,-1035.7590,-38.4620,517.8006,526.1721,3126.3585
1,30,holding,disp_hold,1.0500,1.0400,-2.8300,2.8539,0.035100,-24.6400,-2949.7070,-1034.7920,-39.6640,517.8006,527.1391,3126.0475
1,30,holding,disp_hold,1.0500,1.0400,-2.8300,2.9422,0.033900,-23.4380,-2950.3080,-1034.7920,-38.4620,517.1996,527.1391,3126.6054
1,30,holding,disp_hold,1.0500,1.0400,-2.8300,3.0304,0.034400,-24.0390,-2949.1050,-1035.7590,-39.0630,518.4026,526.1721,3125.7951
1,30,holding,disp_hold,1.0500,1.0400,-2.8300,3.1191,0.033400,-24.0390,-2950.3080,-1035.7590,-39.0630,517.1996,526.1721,3126.9301
1,30,holding,disp_hold,1.0500,1.0400,-2.8300,3.2073,0.033000,-24.0390,-2949.7070,-1035.7590,-39.0630,517.8006,526.1721,3126.3631
1,30,holding,disp_hold,1.0500,1.0400,-2.8300,3.2956,0.034700,-23.4380,-2950.3080,-1035.7590,-38.4620,517.1996,526.1721,3126.9255
1,30,holding,disp_hold,1.0500,1.0400,-2.8300,3.3834,0.037600,-23.4380,-2949.7070,-1035.7590,-38.4620,517.8006,526.1721,3126.3585
1,30,holding,disp_hold,1.0500,1.0400,-2.8300,3.4722,0.036200,-24.0390,-2950.3080,-1034.7920,-39.0630,517.1996,527.1391,3126.6099
1,30,holding,disp_hold,1.0500,1.0400,-2.8300,3.5608,0.034700,-23.4380,-2948.5050,-1034.7920,-38.4620,519.0026,527.1391,3124.9041
1,30,holding,disp_hold,1.0500,1.0400,-2.8300,3.6489,0.031200,-24.0390,-2949.1050,-1035.7590,-39.0630,518.4026,526.1721,3125.7951
1,30,holding,disp_hold,1.0500,1.0400,-2.8300,3.7369,0.031300,-23.4380,-2950.3080,-1035.7590,-38.4620,517.1996,526.1721,3126.9255
1,30,holding,disp_hold,1.0500,1.0400,-2.8300,3.8257,0.034400,-24.0390,-2950.3080,-1034.7920,-39.0630,517.1996,527.1391,3126.6099
1,30,holding,disp_hold,1.0500,1.0400,-2.8300,3.9142,0.034200,-24.0390,-2950.3080,-1035.7590,-39.0630,517.1996,526.1721,3126.9301
1,30,holding,disp_hold,1.0500,1.0400,-2.8300,4.0024,0.034200,-23.4380,-2949.7070,-1035.7590,-38.4620,517.8006,526.1721,3126.3585
1,30,holding,disp_hold,1.0500,1.0400,-2.8300,4.0905,0.032700,-23.4380,-2949.1050,-1033.8240,-38.4620,518.4026,528.1071,3125.1499
1,30,holding,disp_hold,1.0500,1.0400,-2.8300,4.1792,0.030900,-24.0390,-2949.7070,-1035.7590,-39.0630,517.8006,526.1721,3126.3631
