time_s,session_id,trial,repeat_id,pair_id,stage,state_label,phase,control_mode,path_mode,target_label,target,actual,F_target_N,F_N,F_error_N,d_preload_mm,d_actual_mm,d_mm,q_mm,mark10_pos_mm,t_rel_s,Bx_uT,By_uT,Bz_uT,mean_Bx_uT,mean_By_uT,mean_Bz_uT,delta_Bx_uT,delta_By_uT,delta_Bz_uT,Bmag_uT,sample_id,magnet_id,head_id,force_calibration_id,displacement_zero_id,note
1780516537.500571,session_20260603_153110,3,3,2,Jplus,loading_target,holding,same_force_path_pair,direct_loading,190,1.90000,1.837700,1.90000,1.837700,-0.062300,nan,1.3800,1.3800,,-2.0100,0.0000,-1143.7030,9146.6130,5303.6720,-1143.7030,9146.6130,5303.6720,-274.7694,2821.0380,1831.4433,10634.7319,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,
1780516537.500571,session_20260603_153110,3,3,2,Jplus,loading_target,holding,same_force_path_pair,direct_loading,190,1.90000,1.837700,1.90000,1.837700,-0.062300,nan,1.3800,1.3800,,-2.0100,0.0005,-1145.5050,9156.2340,5309.4800,-1145.5050,9156.2340,5309.4800,-276.5714,2830.6590,1837.2513,10646.0970,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,
1780516537.509631,session_20260603_153110,3,3,2,Jplus,loading_target,holding,same_force_path_pair,direct_loading,190,1.90000,1.838300,1.90000,1.838300,-0.061700,nan,1.3800,1.3800,,-2.0100,0.0009,-1147.3080,9150.8210,5308.5120,-1147.3080,9150.8210,5308.5120,-278.3744,2825.2460,1836.2833,10641.1531,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,
1780516537.598392,session_20260603_153110,3,3,2,Jplus,loading_target,holding,same_force_path_pair,direct_loading,190,1.90000,1.838600,1.90000,1.838600,-0.061400,nan,1.3800,1.3800,,-2.0100,0.0093,-1144.3040,9152.0260,5306.5760,-1144.3040,9152.0260,5306.5760,-275.3704,2826.4510,1834.3473,10640.9004,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,
1780516537.685960,session_20260603_153110,3,3,2,Jplus,loading_target,holding,same_force_path_pair,direct_loading,190,1.90000,1.838000,1.90000,1.838000,-0.062000,nan,1.3800,1.3800,,-2.0100,0.0979,-1144.3040,9146.6130,5306.5760,-1144.3040,9146.6130,5306.5760,-275.3704,2821.0380,1834.3473,10636.2451,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,
1780516537.774884,session_20260603_153110,3,3,2,Jplus,loading_target,holding,same_force_path_pair,direct_loading,190,1.90000,1.837800,1.90000,1.837800,-0.062200,nan,1.3800,1.3800,,-2.0100,0.1862,-1142.5000,9152.6240,5306.5760,-1142.5000,9152.6240,5306.5760,-273.5664,2827.0490,1834.3473,10641.2209,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,
1780516537.863181,session_20260603_153110,3,3,2,Jplus,loading_target,holding,same_force_path_pair,direct_loading,190,1.90000,1.837000,1.90000,1.837000,-0.063000,nan,1.3800,1.3800,,-2.0100,0.2749,-1146.1060,9155.0290,5312.3830,-1146.1060,9155.0290,5312.3830,-277.1724,2829.4540,1840.1543,10646.5735,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,
1780516537.952312,session_20260603_153110,3,3,2,Jplus,loading_target,holding,same_force_path_pair,direct_loading,190,1.90000,1.836700,1.90000,1.836700,-0.063300,nan,1.3800,1.3800,,-2.0100,0.3632,-1144.9040,9151.4230,5308.5120,-1144.9040,9151.4230,5308.5120,-275.9704,2825.8480,1836.2833,10641.4119,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,
1780516538.040380,session_20260603_153110,3,3,2,Jplus,loading_target,holding,same_force_path_pair,direct_loading,190,1.90000,1.834400,1.90000,1.834400,-0.065600,nan,1.3800,1.3800,,-2.0100,0.4518,-1141.8990,9156.2340,5314.3200,-1141.8990,9156.2340,5314.3200,-272.9654,2830.6590,1842.0913,10648.1243,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,
1780516538.127846,session_20260603_153110,3,3,2,Jplus,loading_target,holding,same_force_path_pair,direct_loading,190,1.90000,1.835800,1.90000,1.835800,-0.064200,nan,1.3800,1.3800,,-2.0100,0.5402,-1149.1110,9152.0260,5310.4480,-1149.1110,9152.0260,5310.4480,-280.1774,2826.4510,1838.2193,10643.3498,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,
1780516538.217142,session_20260603_153110,3,3,2,Jplus,loading_target,holding,same_force_path_pair,direct_loading,190,1.90000,1.838200,1.90000,1.838200,-0.061800,nan,1.3800,1.3800,,-2.0100,0.6284,-1143.7030,9149.0230,5299.7990,-1143.7030,9149.0230,5299.7990,-274.7694,2823.4480,1827.5703,10634.8741,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,
1780516538.305442,session_20260603_153110,3,3,2,Jplus,loading_target,holding,same_force_path_pair,direct_loading,190,1.90000,1.838000,1.90000,1.838000,-0.062000,nan,1.3800,1.3800,,-2.0100,0.7170,-1143.7030,9149.6260,5302.7030,-1143.7030,9149.6260,5302.7030,-274.7694,2824.0510,1830.4743,10636.8403,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,
1780516538.394066,session_20260603_153110,3,3,2,Jplus,loading_target,holding,same_force_path_pair,direct_loading,190,1.90000,1.836900,1.90000,1.836900,-0.063100,nan,1.3800,1.3800,,-2.0100,0.8052,-1140.0960,9149.6260,5309.4800,-1140.0960,9149.6260,5309.4800,-271.1624,2824.0510,1837.2513,10639.8333,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,
1780516538.482313,session_20260603_153110,3,3,2,Jplus,loading_target,holding,same_force_path_pair,direct_loading,190,1.90000,1.837500,1.90000,1.837500,-0.062500,nan,1.3800,1.3800,,-2.0100,0.8939,-1143.1010,9143.6100,5309.4800,-1143.1010,9143.6100,5309.4800,-274.1674,2818.0350,1837.2513,10634.9829,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,
1780516538.570769,session_20260603_153110,3,3,2,Jplus,loading_target,holding,same_force_path_pair,direct_loading,190,1.90000,1.837300,1.90000,1.837300,-0.062700,nan,1.3800,1.3800,,-2.0100,0.9822,-1141.8990,9149.6260,5306.5760,-1141.8990,9149.6260,5306.5760,-272.9654,2824.0510,1834.3473,10638.5778,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,
1780516538.659292,session_20260603_153110,3,3,2,Jplus,loading_target,holding,same_force_path_pair,direct_loading,190,1.90000,1.836100,1.90000,1.836100,-0.063900,nan,1.3800,1.3800,,-2.0100,1.0707,-1146.7070,9146.0160,5303.6720,-1146.7070,9146.0160,5303.6720,-277.7734,2820.4410,1831.4433,10634.5419,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,
1780516538.747574,session_20260603_153110,3,3,2,Jplus,loading_target,holding,same_force_path_pair,direct_loading,190,1.90000,1.835500,1.90000,1.835500,-0.064500,nan,1.3800,1.3800,,-2.0100,1.1591,-1142.5000,9155.0290,5309.4800,-1142.5000,9155.0290,5309.4800,-273.5664,2829.4540,1837.2513,10644.7377,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,
1780516538.836232,session_20260603_153110,3,3,2,Jplus,loading_target,holding,same_force_path_pair,direct_loading,190,1.90000,1.835900,1.90000,1.835900,-0.064100,nan,1.3800,1.3800,,-2.0100,1.2473,-1144.3040,9145.4180,5307.5440,-1144.3040,9145.4180,5307.5440,-275.3704,2819.8430,1835.3153,10635.7005,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,
1780516538.924677,session_20260603_153110,3,3,2,Jplus,loading_target,holding,same_force_path_pair,direct_loading,190,1.90000,1.833000,1.90000,1.833000,-0.067000,nan,1.3800,1.3800,,-2.0100,1.3359,-1144.9040,9147.2160,5307.5440,-1144.9040,9147.2160,5307.5440,-275.9704,2821.6410,1835.3153,10637.3112,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,
1780516539.012718,session_20260603_153110,3,3,2,Jplus,loading_target,holding,same_force_path_pair,direct_loading,190,1.90000,1.832600,1.90000,1.832600,-0.067400,nan,1.3800,1.3800,,-2.0100,1.4242,-1147.9100,9152.0260,5304.6400,-1147.9100,9152.0260,5304.6400,-278.9764,2826.4510,1832.4113,10640.3234,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,
1780516539.101427,session_20260603_153110,3,3,2,Jplus,loading_target,holding,same_force_path_pair,direct_loading,190,1.90000,1.833700,1.90000,1.833700,-0.066300,nan,1.3800,1.3800,,-2.0100,1.5128,-1143.7030,9149.0230,5307.5440,-1143.7030,9149.0230,5307.5440,-274.7694,2823.4480,1835.3153,10638.7359,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,
1780516539.189551,session_20260603_153110,3,3,2,Jplus,loading_target,holding,same_force_path_pair,direct_loading,190,1.90000,1.833100,1.90000,1.833100,-0.066900,nan,1.3800,1.3800,,-2.0100,1.6011,-1140.0960,9151.4230,5305.6080,-1140.0960,9151.4230,5305.6080,-271.1624,2825.8480,1833.3793,10639.4473,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,
1780516539.277822,session_20260603_153110,3,3,2,Jplus,loading_target,holding,same_force_path_pair,direct_loading,190,1.90000,1.833500,1.90000,1.833500,-0.066500,nan,1.3800,1.3800,,-2.0100,1.6896,-1141.8990,9147.2160,5306.5760,-1141.8990,9147.2160,5306.5760,-272.9654,2821.6410,1834.3473,10636.5052,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,
1780516539.366109,session_20260603_153110,3,3,2,Jplus,loading_target,holding,same_force_path_pair,direct_loading,190,1.90000,1.834000,1.90000,1.834000,-0.066000,nan,1.3800,1.3800,,-2.0100,1.7781,-1135.2890,9150.2240,5309.4800,-1135.2890,9150.2240,5309.4800,-266.3554,2824.6490,1837.2513,10639.8336,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,
1780516539.454710,session_20260603_153110,3,3,2,Jplus,loading_target,holding,same_force_path_pair,direct_loading,190,1.90000,1.833100,1.90000,1.833100,-0.066900,nan,1.3800,1.3800,,-2.0100,1.8663,-1141.8990,9150.2240,5306.5760,-1141.8990,9150.2240,5306.5760,-272.9654,2824.6490,1834.3473,10639.0921,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,
1780516539.543144,session_20260603_153110,3,3,2,Jplus,loading_target,holding,same_force_path_pair,direct_loading,190,1.90000,1.833400,1.90000,1.833400,-0.066600,nan,1.3800,1.3800,,-2.0100,1.9549,-1143.7030,9149.0230,5309.4800,-1143.7030,9149.0230,5309.4800,-274.7694,2823.4480,1837.2513,10639.7019,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,
1780516539.631937,session_20260603_153110,3,3,2,Jplus,loading_target,holding,same_force_path_pair,direct_loading,190,1.90000,1.834100,1.90000,1.834100,-0.065900,nan,1.3800,1.3800,,-2.0100,2.0431,-1141.2980,9147.2160,5308.5120,-1141.2980,9147.2160,5308.5120,-272.3644,2821.6410,1836.2833,10637.4067,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,
1780516539.720111,session_20260603_153110,3,3,2,Jplus,loading_target,holding,same_force_path_pair,direct_loading,190,1.90000,1.834000,1.90000,1.834000,-0.066000,nan,1.3800,1.3800,,-2.0100,2.1317,-1140.0960,9151.4230,5307.5440,-1140.0960,9151.4230,5307.5440,-271.1624,2825.8480,1835.3153,10640.4128,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,
1780516539.808918,session_20260603_153110,3,3,2,Jplus,loading_target,holding,same_force_path_pair,direct_loading,190,1.90000,1.833300,1.90000,1.833300,-0.066700,nan,1.3800,1.3800,,-2.0100,2.2202,-1133.4850,9143.6100,5303.6720,-1133.4850,9143.6100,5303.6720,-264.5514,2818.0350,1831.4433,10631.0549,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,
1780516539.897365,session_20260603_153110,3,3,2,Jplus,loading_target,holding,same_force_path_pair,direct_loading,190,1.90000,1.834200,1.90000,1.834200,-0.065800,nan,1.3800,1.3800,,-2.0100,2.3086,-1139.4960,9152.6240,5302.7030,-1139.4960,9152.6240,5302.7030,-270.5624,2827.0490,1830.4743,10638.9678,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,
1780516539.985061,session_20260603_153110,3,3,2,Jplus,loading_target,holding,same_force_path_pair,direct_loading,190,1.90000,1.834300,1.90000,1.834300,-0.065700,nan,1.3800,1.3800,,-2.0100,2.3971,-1141.2980,9153.8290,5305.6080,-1141.2980,9153.8290,5305.6080,-272.3644,2828.2540,1833.3793,10641.6457,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,
1780516540.074471,session_20260603_153110,3,3,2,Jplus,loading_target,holding,same_force_path_pair,direct_loading,190,1.90000,1.833900,1.90000,1.833900,-0.066100,nan,1.3800,1.3800,,-2.0100,2.4853,-1147.3080,9146.0160,5304.6400,-1147.3080,9146.0160,5304.6400,-278.3744,2820.4410,1832.4113,10635.0896,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,
1780516540.162327,session_20260603_153110,3,3,2,Jplus,loading_target,holding,same_force_path_pair,direct_loading,190,1.90000,1.833900,1.90000,1.833900,-0.066100,nan,1.3800,1.3800,,-2.0100,2.5739,-1144.9040,9147.8180,5299.7990,-1144.9040,9147.8180,5299.7990,-275.9704,2822.2430,1827.5703,10633.9667,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,
1780516540.251073,session_20260603_153110,3,3,2,Jplus,loading_target,holding,same_force_path_pair,direct_loading,190,1.90000,1.832400,1.90000,1.832400,-0.067600,nan,1.3800,1.3800,,-2.0100,2.6622,-1146.1060,9153.8290,5301.7360,-1146.1060,9153.8290,5301.7360,-277.1724,2828.2540,1829.5073,10640.2326,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,
1780516540.339433,session_20260603_153110,3,3,2,Jplus,loading_target,holding,same_force_path_pair,direct_loading,190,1.90000,1.832700,1.90000,1.832700,-0.067300,nan,1.3800,1.3800,,-2.0100,2.7507,-1142.5000,9149.6260,5300.7680,-1142.5000,9149.6260,5300.7680,-273.5664,2824.0510,1828.5393,10635.7465,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,
1780516540.427879,session_20260603_153110,3,3,2,Jplus,loading_target,holding,same_force_path_pair,direct_loading,190,1.90000,1.830900,1.90000,1.830900,-0.069100,nan,1.3800,1.3800,,-2.0100,2.8391,-1137.0910,9147.2160,5307.5440,-1137.0910,9147.2160,5307.5440,-268.1574,2821.6410,1835.3153,10636.4731,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,
1780516540.515650,session_20260603_153110,3,3,2,Jplus,loading_target,holding,same_force_path_pair,direct_loading,190,1.90000,1.829200,1.90000,1.829200,-0.070800,nan,1.3800,1.3800,,-2.0100,2.9276,-1139.4960,9151.4230,5312.3830,-1139.4960,9151.4230,5312.3830,-270.5624,2825.8480,1840.1543,10642.7631,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,
1780516540.604460,session_20260603_153110,3,3,2,Jplus,loading_target,holding,same_force_path_pair,direct_loading,190,1.90000,1.830600,1.90000,1.830600,-0.069400,nan,1.3800,1.3800,,-2.0100,3.0159,-1148.5100,9150.8210,5309.4800,-1148.5100,9150.8210,5309.4800,-279.5764,2825.2460,1837.2513,10641.7657,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,
1780516540.693239,session_20260603_153110,3,3,2,Jplus,loading_target,holding,same_force_path_pair,direct_loading,190,1.90000,1.832000,1.90000,1.832000,-0.068000,nan,1.3800,1.3800,,-2.0100,3.1043,-1146.1060,9144.2130,5307.5440,-1146.1060,9144.2130,5307.5440,-277.1724,2818.6380,1835.3153,10634.8584,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,
1780516540.781436,session_20260603_153110,3,3,2,Jplus,loading_target,holding,same_force_path_pair,direct_loading,190,1.90000,1.832400,1.90000,1.832400,-0.067600,nan,1.3800,1.3800,,-2.0100,3.1929,-1142.5000,9155.6310,5303.6720,-1142.5000,9155.6310,5303.6720,-273.5664,2830.0560,1831.4433,10642.3598,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,
1780516540.870081,session_20260603_153110,3,3,2,Jplus,loading_target,holding,same_force_path_pair,direct_loading,190,1.90000,1.831600,1.90000,1.831600,-0.068400,nan,1.3800,1.3800,,-2.0100,3.2812,-1144.9040,9143.6100,5315.2880,-1144.9040,9143.6100,5315.2880,-275.9704,2818.0350,1843.0593,10638.0776,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,
1780516540.958619,session_20260603_153110,3,3,2,Jplus,loading_target,holding,same_force_path_pair,direct_loading,190,1.90000,1.832000,1.90000,1.832000,-0.068000,nan,1.3800,1.3800,,-2.0100,3.3698,-1144.9040,9148.4210,5307.5440,-1144.9040,9148.4210,5307.5440,-275.9704,2822.8460,1835.3153,10638.3474,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,
1780516541.046955,session_20260603_153110,3,3,2,Jplus,loading_target,holding,same_force_path_pair,direct_loading,190,1.90000,1.832300,1.90000,1.832300,-0.067700,nan,1.3800,1.3800,,-2.0100,3.4582,-1140.6970,9150.2240,5311.4160,-1140.6970,9150.2240,5311.4160,-271.7634,2824.6490,1839.1873,10641.3781,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,
1780516541.135370,session_20260603_153110,3,3,2,Jplus,loading_target,holding,same_force_path_pair,direct_loading,190,1.90000,1.832400,1.90000,1.832400,-0.067600,nan,1.3800,1.3800,,-2.0100,3.5466,-1140.0960,9148.4210,5302.7030,-1140.0960,9148.4210,5302.7030,-271.1624,2822.8460,1830.4743,10635.4165,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,
1780516541.223298,session_20260603_153110,3,3,2,Jplus,loading_target,holding,same_force_path_pair,direct_loading,190,1.90000,1.831900,1.90000,1.831900,-0.068100,nan,1.3800,1.3800,,-2.0100,3.6351,-1137.6920,9149.0230,5306.5760,-1137.6920,9149.0230,5306.5760,-268.7584,2823.4480,1834.3473,10637.6085,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,
1780516541.311952,session_20260603_153110,3,3,2,Jplus,loading_target,holding,same_force_path_pair,direct_loading,190,1.90000,1.832300,1.90000,1.832300,-0.067700,nan,1.3800,1.3800,,-2.0100,3.7233,-1143.7030,9150.8210,5304.6400,-1143.7030,9150.8210,5304.6400,-274.7694,2825.2460,1832.4113,10638.8339,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,
