session_id,sample_id,magnet_id,head_id,force_calibration_id,displacement_zero_id,cycle,state_index,branch,state_label,path_mode,phase,d_target_mm,d_preload_mm,record_s,summary_window_s,n,d_median_mm,F_median_N,Bmag_median_uT,Bx_median_uT,By_median_uT,Bz_median_uT,delta_Bx_median_uT,delta_By_median_uT,delta_Bz_median_uT
session_20260618_092135,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,1,1,loading,loading_d_300,loading_branch,loading_dense,3.0000,3.8000,15.0,5.0,113,2.9800,7.172300,8514.8672,-573.9550,1417.1570,8376.1030,-184.2729,-448.2073,5406.4157
session_20260618_092135,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,1,2,loading,loading_d_310,loading_branch,loading_dense,3.1000,3.8000,15.0,5.0,113,3.0900,8.056500,8719.3119,-579.3630,1415.9550,8583.2530,-189.6809,-449.4093,5613.5657
session_20260618_092135,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,1,3,loading,loading_d_320,loading_branch,loading_dense,3.2000,3.8000,15.0,5.0,111,3.1900,8.908900,8950.9213,-585.9740,1421.3640,8817.5140,-196.2919,-444.0003,5847.8267
session_20260618_092135,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,1,4,loading,loading_d_330,loading_branch,loading_dense,3.3000,3.8000,15.0,5.0,112,3.2800,9.831950,9178.5908,-593.7880,1428.5760,9046.9270,-204.1059,-436.7883,6077.2397
session_20260618_092135,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,1,5,loading,loading_d_340,loading_branch,loading_dense,3.4000,3.8000,15.0,5.0,112,3.3800,10.838100,9409.1380,-601.6000,1436.3890,9279.2480,-211.9179,-428.9753,6309.5607
session_20260618_092135,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,1,6,loading,loading_d_350,loading_branch,loading_dense,3.5000,3.8000,15.0,5.0,111,3.4800,11.929500,9636.0719,-611.2160,1449.6110,9506.7300,-221.5339,-415.7533,6537.0427
session_20260618_092135,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,1,7,loading,loading_d_360,loading_branch,loading_dense,3.6000,3.8000,15.0,5.0,111,3.5900,13.087300,9858.9475,-620.8320,1468.8430,9729.3700,-231.1499,-396.5213,6759.6827
session_20260618_092135,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,1,8,preload,preload_d_380,preload_loading,preload_dense,3.8000,3.8000,30.0,5.0,111,3.7800,15.539400,10322.1853,-641.8670,1512.7160,10191.1040,-252.1849,-352.6483,7221.4167
session_20260618_092135,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,1,9,unloading,unloading_d_360,return_unloading,unloading_dense,3.6000,3.8000,15.0,5.0,112,3.6100,11.176050,10055.8827,-630.4480,1517.5240,9921.0290,-240.7659,-347.8403,6951.3417
session_20260618_092135,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,1,10,unloading,unloading_d_350,return_unloading,unloading_dense,3.5000,3.8000,15.0,5.0,112,3.4800,9.211300,9808.2814,-622.0340,1504.9030,9672.2550,-232.3519,-360.4613,6702.5677
session_20260618_092135,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,1,11,unloading,unloading_d_340,return_unloading,unloading_dense,3.4000,3.8000,15.0,5.0,113,3.4000,8.282100,9653.0135,-616.6250,1497.0900,9516.4050,-226.9429,-368.2743,6546.7177
session_20260618_092135,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,1,12,unloading,unloading_d_330,return_unloading,unloading_dense,3.3000,3.8000,15.0,5.0,113,3.2800,7.004400,9365.8231,-610.0140,1476.6560,9227.9410,-220.3319,-388.7083,6258.2537
session_20260618_092135,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,1,13,unloading,unloading_d_320,return_unloading,unloading_dense,3.2000,3.8000,15.0,5.0,113,3.2100,6.324000,9198.5196,-604.6050,1471.8480,9059.5140,-214.9229,-393.5163,6089.8267
session_20260618_092135,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,1,14,unloading,unloading_d_310,return_unloading,unloading_dense,3.1000,3.8000,15.0,5.0,113,3.0600,5.410800,8924.2642,-597.3930,1491.6810,8778.7990,-207.7109,-373.6833,5809.1117
