trial,hold_label,phase,control_mode,sample_id,magnet_id,head_id,force_calibration_id,displacement_zero_id,F_target_N,F_N,F_error_N,d_actual_mm,mark10_pos_mm,t_rel_s,control_action,d_after_action_mm,move_delta_mm,mean_Bx_uT,mean_By_uT,mean_Bz_uT,delta_Bx_uT,delta_By_uT,delta_Bz_uT,Bmag_uT
2,450,holding,force_hold,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,4.50000,4.530700,0.030700,2.4700,-4.2100,0.0000,none,2.4700,0.0000,-721.1990,4476.8480,8016.0080,-260.3477,1618.6551,4739.2326,9209.7058
2,450,holding,force_hold,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,4.50000,4.529600,0.029600,2.4700,-4.2100,0.0529,none,2.4700,0.0000,-715.7900,4479.2530,8012.1350,-254.9387,1621.0601,4735.3596,9207.0826
2,450,holding,force_hold,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,4.50000,4.529400,0.029400,2.4700,-4.2100,0.1409,none,2.4700,0.0000,-721.8000,4475.6450,8015.0390,-260.9487,1617.4521,4738.2636,9208.3247
2,450,holding,force_hold,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,4.50000,4.530000,0.030000,2.4700,-4.2100,0.2289,none,2.4700,0.0000,-723.6030,4476.8480,8009.2340,-262.7517,1618.6551,4732.4586,9203.9991
2,450,holding,force_hold,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,4.50000,4.529600,0.029600,2.4700,-4.2100,0.3172,none,2.4700,0.0000,-721.8000,4476.8480,8017.9440,-260.9487,1618.6551,4741.1686,9211.4380
2,450,holding,force_hold,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,4.50000,4.530200,0.030200,2.4700,-4.2100,0.4053,none,2.4700,0.0000,-722.4010,4477.4480,8009.2340,-261.5497,1619.2551,4732.4586,9204.1965
2,450,holding,force_hold,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,4.50000,4.530800,0.030800,2.4700,-4.2100,0.4945,none,2.4700,0.0000,-721.8000,4482.2560,8014.0720,-260.9487,1624.0631,4737.2966,9210.6984
2,450,holding,force_hold,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,4.50000,4.530400,0.030400,2.4700,-4.2100,0.5813,none,2.4700,0.0000,-715.1890,4478.0480,8015.0390,-254.3377,1619.8551,4738.2636,9208.9771
2,450,holding,force_hold,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,4.50000,4.531500,0.031500,2.4700,-4.2100,0.6694,none,2.4700,0.0000,-719.3960,4475.6450,8007.2960,-258.5447,1617.4521,4730.5206,9201.3976
2,450,holding,force_hold,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,4.50000,4.531100,0.031100,2.4700,-4.2100,0.7578,none,2.4700,0.0000,-714.5880,4481.0550,8008.2640,-253.7367,1622.8621,4731.4886,9204.4979
2,450,holding,force_hold,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,4.50000,4.529700,0.029700,2.4700,-4.2100,0.8456,none,2.4700,0.0000,-719.9980,4476.8480,8006.3280,-259.1467,1618.6551,4729.5526,9201.1876
2,450,holding,force_hold,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,4.50000,4.529800,0.029800,2.4700,-4.2100,0.9340,none,2.4700,0.0000,-719.9980,4480.4530,8015.0390,-259.1467,1622.2601,4738.2636,9210.5215
2,450,holding,force_hold,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,4.50000,4.529300,0.029300,2.4700,-4.2100,1.0220,none,2.4700,0.0000,-722.4010,4473.2400,8007.2960,-261.5497,1615.0471,4730.5206,9200.4635
2,450,holding,force_hold,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,4.50000,4.526900,0.026900,2.4700,-4.2100,1.1107,none,2.4700,0.0000,-716.3910,4479.2530,8012.1350,-255.5397,1621.0601,4735.3596,9207.1293
2,450,holding,force_hold,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,4.50000,4.526100,0.026100,2.4700,-4.2100,1.1983,none,2.4700,0.0000,-723.0020,4473.2400,8015.0390,-262.1507,1615.0471,4738.2636,9207.2503
2,450,holding,force_hold,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,4.50000,4.526800,0.026800,2.4700,-4.2100,1.2863,none,2.4700,0.0000,-722.4010,4475.0470,8016.9760,-261.5497,1616.8541,4740.2006,9209.7673
2,450,holding,force_hold,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,4.50000,4.525800,0.025800,2.4700,-4.2100,1.3745,none,2.4700,0.0000,-725.4060,4478.6500,8015.0390,-264.5547,1620.4571,4738.2636,9210.0689
2,450,holding,force_hold,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,4.50000,4.527000,0.027000,2.4700,-4.2100,1.4626,none,2.4700,0.0000,-722.4010,4471.4370,8022.7830,-261.5497,1613.2441,4746.0076,9213.0700
2,450,holding,force_hold,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,4.50000,4.526600,0.026600,2.4700,-4.2100,1.5506,none,2.4700,0.0000,-721.1990,4475.6450,8006.3280,-260.3477,1617.4521,4729.5526,9200.6964
