trial,hold_label,phase,control_mode,sample_id,magnet_id,head_id,force_calibration_id,displacement_zero_id,F_target_N,F_N,F_error_N,d_actual_mm,mark10_pos_mm,t_rel_s,control_action,d_after_action_mm,move_delta_mm,mean_Bx_uT,mean_By_uT,mean_Bz_uT,delta_Bx_uT,delta_By_uT,delta_Bz_uT,Bmag_uT
1,450,holding,force_hold,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,4.50000,4.545000,0.045000,2.5600,-4.2500,0.0000,none,2.5600,0.0000,-723.6030,4521.3200,8106.0310,-262.7517,1663.1271,4829.2556,9309.8697
1,450,holding,force_hold,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,4.50000,4.541100,0.041100,2.5600,-4.2500,0.0531,none,2.5600,0.0000,-723.6030,4518.9190,8099.2560,-262.7517,1660.7261,4822.4806,9302.8048
1,450,holding,force_hold,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,4.50000,4.542400,0.042400,2.5600,-4.2500,0.1408,none,2.5600,0.0000,-727.2090,4526.1300,8100.2260,-266.3577,1667.9371,4823.4506,9307.4350
1,450,holding,force_hold,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,4.50000,4.545000,0.045000,2.5600,-4.2500,0.2288,none,2.5600,0.0000,-725.4060,4522.5220,8107.9680,-264.5547,1664.3291,4831.1926,9312.2803
1,450,holding,force_hold,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,4.50000,4.545600,0.045600,2.5600,-4.2500,0.3169,none,2.5600,0.0000,-724.8050,4518.3170,8102.1600,-263.9537,1660.1241,4825.3846,9305.1345
1,450,holding,force_hold,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,4.50000,4.546100,0.046100,2.5600,-4.2500,0.4055,none,2.5600,0.0000,-719.9980,4519.5190,8104.0960,-259.1467,1661.3261,4827.3206,9307.0307
1,450,holding,force_hold,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,4.50000,4.544100,0.044100,2.5600,-4.2500,0.4930,none,2.5600,0.0000,-727.8100,4524.3270,8099.2560,-266.9587,1666.1341,4822.4806,9305.7611
1,450,holding,force_hold,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,4.50000,4.544100,0.044100,2.5600,-4.2500,0.5810,none,2.5600,0.0000,-728.4110,4525.5280,8094.4160,-267.5597,1667.3351,4817.6406,9302.1802
1,450,holding,force_hold,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,4.50000,4.542100,0.042100,2.5600,-4.2500,0.6691,none,2.5600,0.0000,-726.0070,4521.3200,8097.3200,-265.1557,1663.1271,4820.5446,9302.4734
1,450,holding,force_hold,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,4.50000,4.545500,0.045500,2.5600,-4.2500,0.7570,none,2.5600,0.0000,-723.6030,4526.7300,8095.3830,-262.7517,1668.5371,4818.6076,9303.2313
1,450,holding,force_hold,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,4.50000,4.545300,0.045300,2.5600,-4.2500,0.8451,none,2.5600,0.0000,-726.0070,4520.7200,8102.1600,-265.1557,1662.5271,4825.3846,9306.3952
1,450,holding,force_hold,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,4.50000,4.544100,0.044100,2.5600,-4.2500,0.9332,none,2.5600,0.0000,-716.9920,4520.7200,8099.2560,-256.1407,1662.5271,4822.4806,9303.1680
1,450,holding,force_hold,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,4.50000,4.545300,0.045300,2.5600,-4.2500,1.0216,none,2.5600,0.0000,-724.2040,4520.7200,8107.9680,-263.3527,1662.5271,4831.1926,9311.3117
1,450,holding,force_hold,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,4.50000,4.544900,0.044900,2.5600,-4.2500,1.1096,none,2.5600,0.0000,-729.0120,4523.1250,8104.0960,-268.1607,1664.9321,4827.3206,9309.4839
1,450,holding,force_hold,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,4.50000,4.545000,0.045000,2.5600,-4.2500,1.1976,none,2.5600,0.0000,-725.4060,4517.7170,8094.4160,-264.5547,1659.5241,4817.6406,9298.1477
1,450,holding,force_hold,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,4.50000,4.545600,0.045600,2.5600,-4.2500,1.2856,none,2.5600,0.0000,-723.6030,4524.9280,8104.0960,-262.7517,1666.7351,4827.3206,9309.9381
1,450,holding,force_hold,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,4.50000,4.543500,0.043500,2.5600,-4.2500,1.3737,none,2.5600,0.0000,-724.2040,4525.5280,8095.3830,-263.3527,1667.3351,4818.6076,9302.6932
1,450,holding,force_hold,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,4.50000,4.543700,0.043700,2.5600,-4.2500,1.4617,none,2.5600,0.0000,-726.0070,4522.5220,8102.1600,-265.1557,1664.3291,4825.3846,9307.2707
1,450,holding,force_hold,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,4.50000,4.544600,0.044600,2.5600,-4.2500,1.5498,none,2.5600,0.0000,-724.2040,4523.1250,8095.3830,-263.3527,1664.9321,4818.6076,9301.5245
1,450,holding,force_hold,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,4.50000,4.545100,0.045100,2.5600,-4.2500,1.6381,none,2.5600,0.0000,-726.0070,4518.9190,8102.1600,-265.1557,1660.7261,4825.3846,9305.5205
1,450,holding,force_hold,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,4.50000,4.545600,0.045600,2.5600,-4.2500,1.7265,none,2.5600,0.0000,-723.0020,4520.7200,8095.3830,-262.1507,1662.5271,4818.6076,9300.2617
1,450,holding,force_hold,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,4.50000,4.543700,0.043700,2.5600,-4.2500,1.8140,none,2.5600,0.0000,-726.0070,4522.5220,8093.4480,-265.1557,1664.3291,4816.6726,9299.6877
1,450,holding,force_hold,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,4.50000,4.542300,0.042300,2.5600,-4.2500,1.9020,none,2.5600,0.0000,-726.6080,4523.7270,8103.1270,-265.7567,1665.5341,4826.3516,9308.7449
1,450,holding,force_hold,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,4.50000,4.546000,0.046000,2.5600,-4.2500,1.9900,none,2.5600,0.0000,-727.8100,4520.7200,8107.9680,-266.9587,1662.5271,4831.1926,9311.5929
1,450,holding,force_hold,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,4.50000,4.546700,0.046700,2.5600,-4.2500,2.0780,none,2.5600,0.0000,-730.2140,4517.7170,8105.0640,-269.3627,1659.5241,4828.2886,9307.7947
1,450,holding,force_hold,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,4.50000,4.541800,0.041800,2.5600,-4.2500,2.1661,none,2.5600,0.0000,-724.8050,4520.1190,8098.2880,-263.9537,1661.9261,4821.5126,9302.6387
1,450,holding,force_hold,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,4.50000,4.544700,0.044700,2.5600,-4.2500,2.2546,none,2.5600,0.0000,-723.6030,4524.3270,8104.0960,-262.7517,1666.1341,4827.3206,9309.6460
1,450,holding,force_hold,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,4.50000,4.544600,0.044600,2.5600,-4.2500,2.3422,none,2.5600,0.0000,-724.8050,4526.7300,8102.1600,-263.9537,1668.5371,4825.3846,9309.2225
1,450,holding,force_hold,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,4.50000,4.544800,0.044800,2.5600,-4.2500,2.4304,none,2.5600,0.0000,-721.1990,4524.9280,8102.1600,-260.3477,1666.7351,4825.3846,9308.0663
1,450,holding,force_hold,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,4.50000,4.544700,0.044700,2.5600,-4.2500,2.5184,none,2.5600,0.0000,-721.8000,4526.1300,8095.3830,-260.9487,1667.9371,4818.6076,9302.7993
1,450,holding,force_hold,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,4.50000,4.544300,0.044300,2.5600,-4.2500,2.6065,none,2.5600,0.0000,-725.4060,4521.3200,8093.4480,-264.5547,1663.1271,4816.6726,9299.0563
