session_id,sample_id,magnet_id,head_id,force_calibration_id,displacement_zero_id,trial,pair_id,target_label,F_target_N,F_match_target_N,d_preload_mm,d_preload_extra_mm,F_loading_N,F_unloading_N,delta_F_N,d_loading_mm,d_unloading_mm,delta_d_mm,Bmag_loading_uT,Bmag_unloading_uT,delta_Bmag_uT,delta_Bx_uT,delta_By_uT,delta_Bz_uT,delta_Bvec_uT,slope_Bmag_uT_per_mm,same_F_ok,disp_split_ok,b_signal_ok,verdict
session_20260612_193010,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,1,1,375,3.75000,3.675900,2.7600,0.2000,3.675900,3.690900,+0.015000,2.5800,2.6800,+0.1000,8627.5482,8909.7003,+282.1522,+5.4090,+169.4810,+228.4480,284.5023,2821.5219,1,0,1,weak_disp_split
session_20260612_193010,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,2,1,375,3.75000,3.633200,2.7000,0.2000,3.633200,3.600000,-0.033200,2.5200,2.6200,+0.1000,8566.7345,8853.3176,+286.5831,+4.8080,+172.4850,+231.3530,288.6146,2865.8306,1,1,1,strong
