trial,hold_label,phase,control_mode,d_target_mm,d_actual_mm,mark10_pos_mm,t_rel_s,F_N,mean_Bx_uT,mean_By_uT,mean_Bz_uT,delta_Bx_uT,delta_By_uT,delta_Bz_uT,Bmag_uT
3,60,holding,disp_hold,2.1000,2.0800,-4.6700,0.0000,0.195900,771.0820,2182.8310,3330.8880,1.9408,-299.4435,207.3803,4056.3695
3,60,holding,disp_hold,2.1000,2.0800,-4.6700,0.0291,0.195200,763.2690,2185.8360,3324.1130,-5.8722,-296.4385,200.6053,4050.9488
3,60,holding,disp_hold,2.1000,2.0800,-4.6700,0.1170,0.196700,770.4810,2182.2300,3326.0480,1.3398,-300.0445,202.5403,4051.9581
3,60,holding,disp_hold,2.1000,2.0800,-4.6700,0.2053,0.197700,769.2790,2189.4420,3327.0150,0.1378,-292.8325,203.5073,4056.4116
3,60,holding,disp_hold,2.1000,2.0800,-4.6700,0.2934,0.196000,772.8850,2182.8310,3326.0480,3.7438,-299.4435,202.5403,4052.7395
3,60,holding,disp_hold,2.1000,2.0800,-4.6700,0.3814,0.197200,670.1140,1767.5400,3388.9680,-99.0272,-714.7345,265.4603,3880.5096
3,60,holding,disp_hold,2.1000,2.0800,-4.6700,0.4695,0.194600,670.1140,1768.1410,3395.7440,-99.0272,-714.1335,272.2363,3886.7020
3,60,holding,disp_hold,2.1000,2.0800,-4.6700,0.5577,0.194100,671.9170,1762.1310,3389.9360,-97.2242,-720.1435,266.4283,3879.2066
3,60,holding,disp_hold,2.1000,2.0800,-4.6700,0.6457,0.195300,670.7150,1761.5300,3387.0320,-98.4262,-720.7445,263.5243,3876.1879
3,60,holding,disp_hold,2.1000,2.0800,-4.6700,0.7339,0.198400,671.9170,1766.3380,3394.7760,-97.2242,-715.9365,271.2683,3885.3477
3,60,holding,disp_hold,2.1000,2.0800,-4.6700,0.8218,0.195700,668.9130,1769.3430,3384.1280,-100.2282,-712.9315,260.6203,3876.8984
3,60,holding,disp_hold,2.1000,2.0800,-4.6700,0.9098,0.193300,668.3110,1765.1360,3383.1600,-100.8302,-717.1385,259.6523,3874.0310
3,60,holding,disp_hold,2.1000,2.0800,-4.6700,0.9977,0.194600,672.5180,1754.9190,3387.0320,-96.6232,-727.3555,263.5243,3873.5006
3,60,holding,disp_hold,2.1000,2.0800,-4.6700,1.0859,0.195700,668.3110,1762.1310,3391.8720,-100.8302,-720.1435,268.3643,3880.2759
3,60,holding,disp_hold,2.1000,2.0800,-4.6700,1.1741,0.197400,668.3110,1763.9340,3391.8720,-100.8302,-718.3405,268.3643,3881.0950
3,60,holding,disp_hold,2.1000,2.0800,-4.6700,1.2623,0.197000,672.5180,1762.7320,3388.9680,-96.6232,-719.5425,265.4603,3878.7380
3,60,holding,disp_hold,2.1000,2.0800,-4.6700,1.3504,0.194800,674.3210,1766.3380,3387.0320,-94.8202,-715.9365,263.5243,3879.0005
3,60,holding,disp_hold,2.1000,2.0800,-4.6700,1.4388,0.195200,665.9070,1760.9290,3395.7440,-103.2342,-721.3455,272.2363,3882.7027
3,60,holding,disp_hold,2.1000,2.0800,-4.6700,1.5265,0.198000,669.5130,1759.7270,3392.8390,-99.6282,-722.5475,269.3313,3880.2375
3,60,holding,disp_hold,2.1000,2.0800,-4.6700,1.6147,0.195500,669.5130,1761.5300,3391.8720,-99.6282,-720.7445,268.3643,3880.2102
3,60,holding,disp_hold,2.1000,2.0800,-4.6700,1.7027,0.194300,670.1140,1765.7370,3390.9040,-99.0272,-716.5375,267.3963,3881.3799
3,60,holding,disp_hold,2.1000,2.0800,-4.6700,1.7908,0.192600,664.7060,1763.3330,3393.8080,-104.4352,-718.9415,270.3003,3881.8952
3,60,holding,disp_hold,2.1000,2.0800,-4.6700,1.8788,0.194200,670.7150,1763.3330,3394.7760,-98.4262,-718.9415,271.2683,3883.7747
