trial,hold_label,phase,control_mode,d_target_mm,d_actual_mm,mark10_pos_mm,t_rel_s,F_N,mean_Bx_uT,mean_By_uT,mean_Bz_uT,delta_Bx_uT,delta_By_uT,delta_Bz_uT,Bmag_uT
2,90,holding,disp_hold,3.1500,3.1300,-5.8300,0.0000,0.708100,895.4890,1007.8760,5925.1270,126.3478,-1474.3985,2801.6193,6076.5816
2,90,holding,disp_hold,3.1500,3.1300,-5.8300,0.0121,0.709600,898.4940,1010.2800,5927.0640,129.3528,-1471.9945,2803.5563,6079.3129
2,90,holding,disp_hold,3.1500,3.1300,-5.8300,0.0967,0.708900,903.3020,1001.2650,5926.0960,134.1608,-1481.0095,2802.5883,6077.5900
2,90,holding,disp_hold,3.1500,3.1300,-5.8300,0.1848,0.709700,900.2970,1003.0680,5928.0310,131.1558,-1479.2065,2804.5233,6079.3282
2,90,holding,disp_hold,3.1500,3.1300,-5.8300,0.2727,0.708800,900.8980,1003.0680,5922.2230,131.7568,-1479.2065,2798.7153,6073.7540
2,90,holding,disp_hold,3.1500,3.1300,-5.8300,0.3612,0.710300,897.2920,1008.4770,5925.1270,128.1508,-1473.7975,2801.6193,6076.9473
2,90,holding,disp_hold,3.1500,3.1300,-5.8300,0.4491,0.711100,897.8930,1004.8710,5929.0000,128.7518,-1477.4035,2805.4923,6080.2153
2,90,holding,disp_hold,3.1500,3.1300,-5.8300,0.5371,0.713600,900.8980,998.2600,5928.0310,131.7568,-1484.0145,2804.5233,6078.6258
2,90,holding,disp_hold,3.1500,3.1300,-5.8300,0.6252,0.710800,899.0950,1006.0730,5931.9060,129.9538,-1476.2015,2808.3983,6083.4253
2,90,holding,disp_hold,3.1500,3.1300,-5.8300,0.7133,0.710000,902.1000,1003.0680,5930.9360,132.9588,-1479.2065,2807.4283,6082.4281
2,90,holding,disp_hold,3.1500,3.1300,-5.8300,0.8015,0.709400,893.6860,1003.6690,5925.1270,124.5448,-1478.6055,2801.6193,6075.6198
2,90,holding,disp_hold,3.1500,3.1300,-5.8300,0.8895,0.708900,893.0850,1006.6740,5928.0310,123.9438,-1475.6005,2804.5233,6078.8605
2,90,holding,disp_hold,3.1500,3.1300,-5.8300,0.9776,0.707500,896.6910,1006.6740,5918.3510,127.5498,-1475.6005,2794.8433,6069.9527
2,90,holding,disp_hold,3.1500,3.1300,-5.8300,1.0655,0.706700,900.2970,1010.8810,5929.9680,131.1558,-1471.3935,2806.4603,6082.5106
2,90,holding,disp_hold,3.1500,3.1300,-5.8300,1.1536,0.706600,898.4940,1002.4670,5923.1920,129.3528,-1479.8075,2799.6843,6074.2436
2,90,holding,disp_hold,3.1500,3.1300,-5.8300,1.2416,0.707200,898.4940,1000.0630,5929.9680,129.3528,-1482.2115,2806.4603,6080.4554
2,90,holding,disp_hold,3.1500,3.1300,-5.8300,1.3300,0.707000,901.4990,1009.0780,5929.9680,132.3578,-1473.1965,2806.4603,6082.3893
2,90,holding,disp_hold,3.1500,3.1300,-5.8300,1.4183,0.707000,896.0900,1007.8760,5929.0000,126.9488,-1474.3985,2805.4923,6080.4467
2,90,holding,disp_hold,3.1500,3.1300,-5.8300,1.5062,0.705200,899.0950,1007.8760,5921.2560,129.9538,-1474.3985,2797.7483,6073.3400
2,90,holding,disp_hold,3.1500,3.1300,-5.8300,1.5946,0.705700,903.9030,1003.0680,5928.0310,134.7618,-1479.2065,2804.5233,6079.8633
2,90,holding,disp_hold,3.1500,3.1300,-5.8300,1.6824,0.706800,899.0950,1004.2700,5933.8400,129.9538,-1478.0045,2810.3323,6085.0133
2,90,holding,disp_hold,3.1500,3.1300,-5.8300,1.7705,0.707100,903.3020,1004.2700,5927.0640,134.1608,-1478.0045,2803.5563,6079.0296
2,90,holding,disp_hold,3.1500,3.1300,-5.8300,1.8588,0.707800,894.2870,1006.0730,5924.1600,125.1458,-1476.2015,2800.6523,6075.1629
2,90,holding,disp_hold,3.1500,3.1300,-5.8300,1.9467,0.707500,894.8880,1005.4720,5922.2230,125.7468,-1476.8025,2798.7153,6073.2630
2,90,holding,disp_hold,3.1500,3.1300,-5.8300,2.0348,0.707800,897.2920,1006.6740,5923.1920,128.1508,-1475.6005,2799.6843,6074.7616
2,90,holding,disp_hold,3.1500,3.1300,-5.8300,2.1228,0.707200,902.1000,1007.8760,5929.9680,132.9588,-1474.3985,2806.4603,6082.2791
2,90,holding,disp_hold,3.1500,3.1300,-5.8300,2.2113,0.708800,896.0900,1003.0680,5930.9360,126.9488,-1479.2065,2807.4283,6081.5397
2,90,holding,disp_hold,3.1500,3.1300,-5.8300,2.2998,0.707500,894.2870,1003.6690,5919.3200,125.1458,-1478.6055,2795.8123,6070.0453
2,90,holding,disp_hold,3.1500,3.1300,-5.8300,2.3872,0.706200,903.3020,1003.6690,5929.0000,134.1608,-1478.6055,2805.4923,6080.8180
2,90,holding,disp_hold,3.1500,3.1300,-5.8300,2.4753,0.706200,899.6960,1007.8760,5924.1600,130.5548,-1474.3985,2800.6523,6076.2603
2,90,holding,disp_hold,3.1500,3.1300,-5.8300,2.5635,0.704800,900.2970,1005.4720,5923.1920,131.1558,-1476.8025,2799.6843,6075.0072
2,90,holding,disp_hold,3.1500,3.1300,-5.8300,2.6517,0.706000,896.0900,1002.4670,5926.0960,126.9488,-1479.8075,2802.5883,6076.7204
2,90,holding,disp_hold,3.1500,3.1300,-5.8300,2.7404,0.706500,893.0850,1003.0680,5934.8070,123.9438,-1479.2065,2811.2993,6084.8731
2,90,holding,disp_hold,3.1500,3.1300,-5.8300,2.8276,0.706400,894.8880,1006.0730,5925.1270,125.7468,-1476.2015,2801.6193,6076.1943
2,90,holding,disp_hold,3.1500,3.1300,-5.8300,2.9156,0.706500,902.1000,1001.8660,5921.2560,132.9588,-1480.4085,2797.7483,6072.7912
2,90,holding,disp_hold,3.1500,3.1300,-5.8300,3.0037,0.706000,902.7010,1006.0730,5920.2880,133.5598,-1476.2015,2796.7803,6072.6322
2,90,holding,disp_hold,3.1500,3.1300,-5.8300,3.0928,0.704400,892.4840,1005.4720,5923.1920,123.3428,-1476.8025,2799.6843,6073.8542
2,90,holding,disp_hold,3.1500,3.1300,-5.8300,3.1800,0.704200,900.8980,1007.2750,5931.9060,131.7568,-1474.9995,2808.3983,6083.8909
2,90,holding,disp_hold,3.1500,3.1300,-5.8300,3.2681,0.703300,905.7060,998.8610,5924.1600,136.5648,-1483.4135,2800.6523,6075.6644
2,90,holding,disp_hold,3.1500,3.1300,-5.8300,3.3562,0.703500,898.4940,1005.4720,5929.0000,129.3528,-1476.8025,2805.4923,6080.4035
2,90,holding,disp_hold,3.1500,3.1300,-5.8300,3.4447,0.703100,901.4990,1004.8710,5924.1600,132.3578,-1477.4035,2800.6523,6076.0298
2,90,holding,disp_hold,3.1500,3.1300,-5.8300,3.5325,0.702900,899.6960,998.2600,5924.1600,130.5548,-1484.0145,2800.6523,6074.6726
2,90,holding,disp_hold,3.1500,3.1300,-5.8300,3.6206,0.702600,895.4890,1005.4720,5926.0960,126.3478,-1476.8025,2802.5883,6077.1283
2,90,holding,disp_hold,3.1500,3.1300,-5.8300,3.7085,0.704300,899.0950,1001.2650,5925.1270,129.9538,-1481.0095,2801.6193,6076.0212
2,90,holding,disp_hold,3.1500,3.1300,-5.8300,3.7968,0.702300,896.6910,1003.0680,5933.8400,127.5498,-1479.2065,2810.3323,6084.4603
2,90,holding,disp_hold,3.1500,3.1300,-5.8300,3.8847,0.702800,895.4890,998.8610,5930.9360,126.3478,-1483.4135,2807.4283,6080.7586
2,90,holding,disp_hold,3.1500,3.1300,-5.8300,3.9731,0.702000,898.4940,1008.4770,5918.3510,129.3528,-1473.7975,2794.8433,6070.5186
2,90,holding,disp_hold,3.1500,3.1300,-5.8300,4.0613,0.702200,896.6910,1005.4720,5932.8720,127.5498,-1476.8025,2809.3643,6083.9131
