trial,hold_label,phase,control_mode,d_target_mm,d_actual_mm,mark10_pos_mm,t_rel_s,F_N,mean_Bx_uT,mean_By_uT,mean_Bz_uT,delta_Bx_uT,delta_By_uT,delta_Bz_uT,Bmag_uT
3,90,holding,disp_hold,3.1500,3.1400,-5.7300,0.0000,0.636200,862.4340,1012.6840,5595.0390,93.2928,-1469.5905,2471.5313,5750.9810
3,90,holding,disp_hold,3.1500,3.1400,-5.7300,0.0725,0.637100,863.6360,1012.0830,5592.1350,94.4948,-1470.1915,2468.6273,5748.2304
3,90,holding,disp_hold,3.1500,3.1400,-5.7300,0.1605,0.637900,866.6410,1009.6790,5597.9440,97.4998,-1472.5955,2474.4363,5753.9113
3,90,holding,disp_hold,3.1500,3.1400,-5.7300,0.2485,0.637000,861.8330,1013.8860,5591.1680,92.6918,-1468.3885,2467.6603,5747.3368
3,90,holding,disp_hold,3.1500,3.1400,-5.7300,0.3367,0.637400,862.4340,1007.2750,5604.7190,93.2928,-1474.9995,2481.2113,5759.4505
3,90,holding,disp_hold,3.1500,3.1400,-5.7300,0.4245,0.638500,864.8380,1017.4920,5600.8480,95.6968,-1464.7825,2477.3403,5757.8410
3,90,holding,disp_hold,3.1500,3.1400,-5.7300,0.5126,0.640900,867.2420,1013.8860,5598.9120,98.1008,-1468.3885,2475.4043,5755.6832
3,90,holding,disp_hold,3.1500,3.1400,-5.7300,0.6014,0.637400,866.6410,1010.2800,5601.8160,97.4998,-1471.9945,2478.3083,5757.7838
3,90,holding,disp_hold,3.1500,3.1400,-5.7300,0.6887,0.635100,863.0350,1016.8910,5589.2340,93.8938,-1465.3835,2465.7263,5746.1668
3,90,holding,disp_hold,3.1500,3.1400,-5.7300,0.7771,0.635200,868.4440,1017.4920,5595.0390,99.3028,-1464.7825,2471.5313,5752.7338
3,90,holding,disp_hold,3.1500,3.1400,-5.7300,0.8658,0.635800,862.4340,1015.6890,5598.9120,93.2928,-1466.5855,2475.4043,5755.2786
3,90,holding,disp_hold,3.1500,3.1400,-5.7300,0.9532,0.636800,864.2370,1010.2800,5587.2960,95.0958,-1471.9945,2463.7883,5743.2959
3,90,holding,disp_hold,3.1500,3.1400,-5.7300,1.0412,0.634600,867.8430,1013.8860,5595.0390,98.7018,-1468.3885,2471.5313,5752.0064
3,90,holding,disp_hold,3.1500,3.1400,-5.7300,1.1293,0.634900,864.8380,1015.6890,5589.2340,95.6968,-1466.5855,2465.7263,5746.2253
3,90,holding,disp_hold,3.1500,3.1400,-5.7300,1.2174,0.637100,862.4340,1015.0880,5596.0080,93.2928,-1467.1865,2472.5003,5752.3475
