trial,hold_label,phase,control_mode,d_target_mm,d_actual_mm,mark10_pos_mm,t_rel_s,F_N,mean_Bx_uT,mean_By_uT,mean_Bz_uT,delta_Bx_uT,delta_By_uT,delta_Bz_uT,Bmag_uT
1,60,holding,disp_hold,2.1000,2.0800,-4.6700,0.0000,0.236300,766.8750,2475.5180,3115.0230,-2.2662,-6.7565,-8.4847,4052.1173
1,60,holding,disp_hold,2.1000,2.0800,-4.6700,0.0364,0.236900,771.0820,2472.5130,3119.8640,1.9408,-9.7615,-3.6437,4054.8045
1,60,holding,disp_hold,2.1000,2.0800,-4.6700,0.1244,0.233100,762.0670,2475.5180,3120.8320,-7.0742,-6.7565,-2.6757,4055.6785
1,60,holding,disp_hold,2.1000,2.0800,-4.6700,0.2130,0.233300,763.8700,2482.7300,3111.1520,-5.2712,0.4555,-12.3557,4052.9881
1,60,holding,disp_hold,2.1000,2.0800,-4.6700,0.3008,0.233400,766.8750,2477.3210,3121.8000,-2.2662,-4.9535,-1.7077,4058.4297
1,60,holding,disp_hold,2.1000,2.0800,-4.6700,0.3890,0.233100,676.7250,1956.2540,3491.5760,-92.4162,-526.0205,368.0683,4059.0626
1,60,holding,disp_hold,2.1000,2.0800,-4.6700,0.4773,0.234500,678.5280,1959.2590,3496.4160,-90.6132,-523.0155,372.9083,4064.9749
1,60,holding,disp_hold,2.1000,2.0800,-4.6700,0.5654,0.233700,679.7300,1957.4560,3491.5760,-89.4112,-524.8185,368.0683,4060.1441
1,60,holding,disp_hold,2.1000,2.0800,-4.6700,0.6529,0.231900,682.7350,1956.2540,3496.4160,-86.4062,-526.0205,372.9083,4064.2320
1,60,holding,disp_hold,2.1000,2.0800,-4.6700,0.7413,0.232400,682.1340,1956.8550,3493.5110,-87.0072,-525.4195,370.0033,4061.9216
1,60,holding,disp_hold,2.1000,2.0800,-4.6700,0.8293,0.232000,679.1290,1951.4460,3500.2880,-90.0122,-530.8285,376.7803,4064.6493
1,60,holding,disp_hold,2.1000,2.0800,-4.6700,0.9175,0.232800,683.9370,1957.4560,3496.4160,-85.2042,-524.8185,372.9083,4065.0127
1,60,holding,disp_hold,2.1000,2.0800,-4.6700,1.0059,0.232600,678.5280,1956.8550,3491.5760,-90.6132,-525.4195,368.0683,4059.6533
1,60,holding,disp_hold,2.1000,2.0800,-4.6700,1.0939,0.232300,682.7350,1956.8550,3496.4160,-86.4062,-525.4195,372.9083,4064.5213
1,60,holding,disp_hold,2.1000,2.0800,-4.6700,1.1819,0.230400,683.9370,1959.8600,3491.5760,-85.2042,-522.4145,368.0683,4062.0098
1,60,holding,disp_hold,2.1000,2.0800,-4.6700,1.2698,0.230100,682.1340,1962.2640,3497.3840,-87.0072,-520.0105,373.8763,4067.8596
1,60,holding,disp_hold,2.1000,2.0800,-4.6700,1.3579,0.231700,679.7300,1954.4510,3497.3840,-89.4112,-527.8235,373.8763,4063.6937
1,60,holding,disp_hold,2.1000,2.0800,-4.6700,1.4466,0.233700,677.9270,1955.0520,3484.8000,-91.2142,-527.2225,361.2923,4052.8563
1,60,holding,disp_hold,2.1000,2.0800,-4.6700,1.5349,0.231900,674.3210,1957.4560,3493.5110,-94.8202,-524.8185,370.0033,4060.9065
1,60,holding,disp_hold,2.1000,2.0800,-4.6700,1.6224,0.232400,678.5280,1958.6580,3495.4490,-90.6132,-523.6165,371.9413,4063.8535
1,60,holding,disp_hold,2.1000,2.0800,-4.6700,1.7109,0.233000,681.5330,1957.4560,3496.4160,-87.6082,-524.8185,372.9083,4064.6090
1,60,holding,disp_hold,2.1000,2.0800,-4.6700,1.7992,0.231300,676.7250,1957.4560,3494.4800,-92.4162,-524.8185,370.9723,4062.1400
1,60,holding,disp_hold,2.1000,2.0800,-4.6700,1.8872,0.231600,681.5330,1958.6580,3498.3510,-87.6082,-523.6165,374.8433,4066.8524
1,60,holding,disp_hold,2.1000,2.0800,-4.6700,1.9748,0.232800,678.5280,1959.8600,3493.5110,-90.6132,-522.4145,370.0033,4062.7664
1,60,holding,disp_hold,2.1000,2.0800,-4.6700,2.0634,0.232200,679.7300,1958.6580,3497.3840,-89.4112,-523.6165,373.8763,4065.7187
1,60,holding,disp_hold,2.1000,2.0800,-4.6700,2.1514,0.230400,677.3260,1958.0570,3493.5110,-91.8152,-524.2175,370.0033,4061.6963
1,60,holding,disp_hold,2.1000,2.0800,-4.6700,2.2396,0.230600,681.5330,1957.4560,3499.3200,-87.6082,-524.8185,375.8123,4067.1073
1,60,holding,disp_hold,2.1000,2.0800,-4.6700,2.3274,0.229900,682.1340,1950.2440,3498.3510,-87.0072,-532.0305,374.8433,4062.9076
1,60,holding,disp_hold,2.1000,2.0800,-4.6700,2.4159,0.231000,680.3320,1958.0570,3495.4490,-88.8092,-524.2175,371.9413,4063.8655
1,60,holding,disp_hold,2.1000,2.0800,-4.6700,2.5036,0.231100,682.1340,1950.2440,3489.6400,-87.0072,-532.0305,366.1323,4055.4094
1,60,holding,disp_hold,2.1000,2.0800,-4.6700,2.5923,0.229400,680.3320,1952.0470,3498.3510,-88.8092,-530.2275,374.8433,4063.4713
1,60,holding,disp_hold,2.1000,2.0800,-4.6700,2.6801,0.229800,674.9220,1959.8600,3494.4800,-94.2192,-522.4145,370.9723,4062.9991
1,60,holding,disp_hold,2.1000,2.0800,-4.6700,2.7678,0.234300,682.1340,1960.4610,3500.2880,-87.0072,-521.8135,376.7803,4069.4877
1,60,holding,disp_hold,2.1000,2.0800,-4.6700,2.8559,0.233400,677.3260,1957.4560,3492.5440,-91.8152,-524.8185,369.0363,4060.5748
1,60,holding,disp_hold,2.1000,2.0800,-4.6700,2.9442,0.230700,680.3320,1957.4560,3497.3840,-88.8092,-524.8185,373.8763,4065.2405
1,60,holding,disp_hold,2.1000,2.0800,-4.6700,3.0323,0.232700,683.3360,1958.0570,3493.5110,-85.8052,-524.2175,370.0033,4062.7028
1,60,holding,disp_hold,2.1000,2.0800,-4.6700,3.1208,0.230200,680.3320,1958.6580,3492.5440,-88.8092,-523.6165,369.0363,4061.6569
1,60,holding,disp_hold,2.1000,2.0800,-4.6700,3.2089,0.227700,677.9270,1951.4460,3498.3510,-91.2142,-530.8285,374.8433,4062.7806
1,60,holding,disp_hold,2.1000,2.0800,-4.6700,3.2970,0.228300,679.7300,1959.2590,3495.4490,-89.4112,-523.0155,371.9413,4064.3440
1,60,holding,disp_hold,2.1000,2.0800,-4.6700,3.3849,0.230800,683.3360,1954.4510,3497.3840,-85.8052,-527.8235,373.8763,4064.2984
1,60,holding,disp_hold,2.1000,2.0800,-4.6700,3.4730,0.233000,679.7300,1956.2540,3486.7350,-89.4112,-526.0205,363.2273,4055.4018
1,60,holding,disp_hold,2.1000,2.0800,-4.6700,3.5612,0.230400,681.5330,1952.6480,3498.3510,-87.6082,-529.6265,374.8433,4063.9613
1,60,holding,disp_hold,2.1000,2.0800,-4.6700,3.6495,0.230100,676.7250,1955.0520,3484.8000,-92.4162,-527.2225,361.2923,4052.6554
