trial,hold_label,phase,control_mode,d_target_mm,d_actual_mm,mark10_pos_mm,t_rel_s,F_N,mean_Bx_uT,mean_By_uT,mean_Bz_uT,delta_Bx_uT,delta_By_uT,delta_Bz_uT,Bmag_uT
1,75,holding,disp_hold,2.6250,2.6000,-5.1900,0.0000,0.393400,683.3360,1955.0520,3477.0560,-85.8052,-527.2225,353.5483,4047.1094
1,75,holding,disp_hold,2.6250,2.6000,-5.1900,0.0160,0.392500,680.9320,1958.0570,3478.9920,-88.2092,-524.2175,355.4843,4049.8199
1,75,holding,disp_hold,2.6250,2.6000,-5.1900,0.1038,0.392100,679.7300,1958.6580,3473.1830,-89.4112,-523.6165,349.6753,4044.9196
1,75,holding,disp_hold,2.6250,2.6000,-5.1900,0.1919,0.393800,679.7300,1958.0570,3478.0230,-89.4112,-524.2175,354.5153,4048.7855
1,75,holding,disp_hold,2.6250,2.6000,-5.1900,0.2801,0.392600,677.3260,1955.0520,3477.0560,-91.8152,-527.2225,353.5483,4046.0990
1,75,holding,disp_hold,2.6250,2.6000,-5.1900,0.3682,0.392900,772.8850,1683.4000,4451.8320,3.7438,-798.8745,1328.3243,4821.8249
1,75,holding,disp_hold,2.6250,2.6000,-5.1900,0.4564,0.396000,771.0820,1688.2080,4446.0230,1.9408,-794.0665,1322.5153,4817.8558
1,75,holding,disp_hold,2.6250,2.6000,-5.1900,0.5444,0.396300,774.6880,1687.0060,4442.1520,5.5468,-795.2685,1318.6443,4814.4413
1,75,holding,disp_hold,2.6250,2.6000,-5.1900,0.6324,0.396300,766.8750,1689.4100,4446.0230,-2.2662,-792.8645,1322.5153,4817.6056
1,75,holding,disp_hold,2.6250,2.6000,-5.1900,0.7207,0.394300,770.4810,1688.8090,4446.0230,1.3398,-793.4655,1322.5153,4817.9702
1,75,holding,disp_hold,2.6250,2.6000,-5.1900,0.8088,0.394200,772.2840,1691.2130,4443.1190,3.1428,-791.0615,1319.6113,4816.4230
1,75,holding,disp_hold,2.6250,2.6000,-5.1900,0.8970,0.395500,766.2740,1688.2080,4443.1190,-2.8672,-794.0665,1319.6113,4814.4084
1,75,holding,disp_hold,2.6250,2.6000,-5.1900,0.9851,0.392700,772.2840,1691.2130,4450.8640,3.1428,-791.0615,1327.3563,4823.5686
1,75,holding,disp_hold,2.6250,2.6000,-5.1900,1.0732,0.393000,769.2790,1682.7990,4443.1190,0.1378,-799.4755,1319.6113,4812.9938
1,75,holding,disp_hold,2.6250,2.6000,-5.1900,1.1613,0.394300,769.2790,1687.0060,4442.1520,0.1378,-795.2685,1318.6443,4813.5739
1,75,holding,disp_hold,2.6250,2.6000,-5.1900,1.2495,0.392300,775.8900,1688.2080,4442.1520,6.7488,-794.0665,1318.6443,4815.0562
1,75,holding,disp_hold,2.6250,2.6000,-5.1900,1.3374,0.392800,774.6880,1684.6020,4444.0880,5.5468,-797.6725,1320.5803,4815.3861
1,75,holding,disp_hold,2.6250,2.6000,-5.1900,1.4259,0.393700,774.0870,1694.2180,4440.2160,4.9458,-788.0565,1316.7083,4815.0912
1,75,holding,disp_hold,2.6250,2.6000,-5.1900,1.5142,0.393200,775.8900,1684.6020,4438.2800,6.7488,-797.6725,1314.7723,4810.2202
1,75,holding,disp_hold,2.6250,2.6000,-5.1900,1.6024,0.392400,776.4910,1688.8090,4446.9920,7.3498,-793.4655,1323.4843,4819.8290
1,75,holding,disp_hold,2.6250,2.6000,-5.1900,1.6903,0.393800,772.2840,1684.0010,4439.2480,3.1428,-798.2735,1315.7403,4810.3227
1,75,holding,disp_hold,2.6250,2.6000,-5.1900,1.7783,0.393200,778.2940,1684.6020,4440.2160,9.1528,-797.6725,1316.7083,4812.3948
1,75,holding,disp_hold,2.6250,2.6000,-5.1900,1.8662,0.391000,769.8800,1686.4050,4430.5360,0.7388,-795.8695,1307.0283,4802.7415
1,75,holding,disp_hold,2.6250,2.6000,-5.1900,1.9547,0.391200,775.8900,1684.0010,4446.0230,6.7488,-798.2735,1322.5153,4817.1553
1,75,holding,disp_hold,2.6250,2.6000,-5.1900,2.0426,0.393000,771.6830,1687.0060,4443.1190,2.5418,-795.2685,1319.6113,4814.8510
1,75,holding,disp_hold,2.6250,2.6000,-5.1900,2.1307,0.392200,771.6830,1686.4050,4446.9920,2.5418,-795.8695,1323.4843,4818.2148
1,75,holding,disp_hold,2.6250,2.6000,-5.1900,2.2192,0.390800,774.0870,1685.2030,4446.0230,4.9458,-797.0715,1322.5153,4817.2856
1,75,holding,disp_hold,2.6250,2.6000,-5.1900,2.3073,0.391100,777.6930,1690.0110,4447.9600,8.5518,-792.2635,1324.4523,4821.3371
1,75,holding,disp_hold,2.6250,2.6000,-5.1900,2.3953,0.392600,766.8750,1688.2080,4444.0880,-2.2662,-794.0665,1320.5803,4815.3984
1,75,holding,disp_hold,2.6250,2.6000,-5.1900,2.4832,0.390200,776.4910,1680.9960,4444.0880,7.3498,-801.2785,1320.5803,4814.4163
1,75,holding,disp_hold,2.6250,2.6000,-5.1900,2.5715,0.391800,771.6830,1688.2080,4438.2800,2.5418,-794.0665,1314.7723,4810.8077
1,75,holding,disp_hold,2.6250,2.6000,-5.1900,2.6597,0.390000,773.4860,1679.7940,4447.9600,4.3448,-802.4805,1324.4523,4817.0880
1,75,holding,disp_hold,2.6250,2.6000,-5.1900,2.7478,0.389600,772.2840,1684.0010,4441.1840,3.1428,-798.2735,1317.6763,4812.1094
1,75,holding,disp_hold,2.6250,2.6000,-5.1900,2.8359,0.389400,774.0870,1690.0110,4446.0230,4.9458,-792.2635,1322.5153,4818.9696
1,75,holding,disp_hold,2.6250,2.6000,-5.1900,2.9241,0.391600,777.6930,1687.0060,4440.2160,8.5518,-795.2685,1316.7083,4813.1397
1,75,holding,disp_hold,2.6250,2.6000,-5.1900,3.0121,0.391900,775.8900,1688.2080,4447.9600,6.7488,-794.0665,1324.4523,4820.4149
1,75,holding,disp_hold,2.6250,2.6000,-5.1900,3.1005,0.391700,772.8850,1688.8090,4440.2160,3.7438,-793.4655,1316.7083,4812.9975
