trial,hold_label,phase,control_mode,d_target_mm,d_actual_mm,mark10_pos_mm,t_rel_s,F_N,mean_Bx_uT,mean_By_uT,mean_Bz_uT,delta_Bx_uT,delta_By_uT,delta_Bz_uT,Bmag_uT
3,75,holding,disp_hold,2.6250,2.6000,-5.1900,0.0000,0.375500,757.8600,1464.0350,4355.0310,-11.2812,-1018.2395,1231.5233,4656.6131
3,75,holding,disp_hold,2.6250,2.6000,-5.1900,0.0634,0.376400,755.4570,1468.2420,4358.9060,-13.6842,-1014.0325,1235.3983,4661.1706
3,75,holding,disp_hold,2.6250,2.6000,-5.1900,0.1514,0.377900,756.0570,1467.0400,4359.8720,-13.0842,-1015.2345,1236.3643,4661.7928
3,75,holding,disp_hold,2.6250,2.6000,-5.1900,0.2397,0.379000,757.8600,1470.0450,4365.6790,-11.2812,-1012.2295,1242.1713,4668.4620
3,75,holding,disp_hold,2.6250,2.6000,-5.1900,0.3278,0.379900,759.6640,1462.8330,4356.0000,-9.4772,-1019.4415,1232.4923,4657.4355
3,75,holding,disp_hold,2.6250,2.6000,-5.1900,0.4156,0.376600,757.8600,1462.2320,4361.8070,-11.2812,-1020.0425,1238.2993,4662.3851
3,75,holding,disp_hold,2.6250,2.6000,-5.1900,0.5040,0.375700,750.6480,1471.2470,4363.7440,-18.4932,-1011.0275,1240.2363,4665.8656
3,75,holding,disp_hold,2.6250,2.6000,-5.1900,0.5920,0.373700,760.2640,1469.4440,4363.7440,-8.8772,-1012.8305,1240.2363,4666.8543
3,75,holding,disp_hold,2.6250,2.6000,-5.1900,0.6800,0.373900,759.0620,1466.4390,4362.7760,-10.0792,-1015.8355,1239.2683,4664.8079
3,75,holding,disp_hold,2.6250,2.6000,-5.1900,0.7681,0.373200,754.8550,1474.2520,4363.7440,-14.2862,-1008.0225,1240.2363,4667.4926
3,75,holding,disp_hold,2.6250,2.6000,-5.1900,0.8564,0.374600,753.0520,1467.6410,4356.0000,-16.0892,-1014.6335,1232.4923,4657.8743
3,75,holding,disp_hold,2.6250,2.6000,-5.1900,0.9446,0.375200,758.4610,1469.4440,4358.9060,-10.6802,-1012.8305,1235.3983,4662.0371
3,75,holding,disp_hold,2.6250,2.6000,-5.1900,1.0324,0.376200,759.6640,1470.0450,4358.9060,-9.4772,-1012.2295,1235.3983,4662.4225
3,75,holding,disp_hold,2.6250,2.6000,-5.1900,1.1244,0.376100,750.6480,1470.0450,4363.7440,-18.4932,-1012.2295,1240.2363,4665.4867
3,75,holding,disp_hold,2.6250,2.6000,-5.1900,1.2085,0.374300,754.8550,1468.8430,4353.0960,-14.2862,-1013.4315,1229.5883,4655.8297
3,75,holding,disp_hold,2.6250,2.6000,-5.1900,1.2965,0.373100,754.2540,1468.2420,4357.9360,-14.8872,-1014.0325,1234.4283,4660.0687
3,75,holding,disp_hold,2.6250,2.6000,-5.1900,1.3848,0.374300,757.2590,1472.4490,4364.7110,-11.8822,-1009.8255,1241.2033,4668.2169
3,75,holding,disp_hold,2.6250,2.6000,-5.1900,1.4731,0.373800,759.6640,1468.2420,4358.9060,-9.4772,-1014.0325,1235.3983,4661.8543
3,75,holding,disp_hold,2.6250,2.6000,-5.1900,1.5611,0.373500,756.6580,1470.6460,4356.9680,-12.4832,-1011.6285,1233.4603,4660.3113
3,75,holding,disp_hold,2.6250,2.6000,-5.1900,1.6490,0.375600,756.0570,1466.4390,4360.8400,-13.0842,-1015.8355,1237.3323,4662.5091
3,75,holding,disp_hold,2.6250,2.6000,-5.1900,1.7372,0.373600,755.4570,1467.0400,4356.9680,-13.6842,-1015.2345,1233.4603,4658.9797
3,75,holding,disp_hold,2.6250,2.6000,-5.1900,1.8255,0.374300,759.6640,1471.2470,4356.9680,-9.4772,-1011.0275,1233.4603,4660.9899
