trial,step,d_target_mm,d_actual_mm,mark10_pos_mm,F_mean_N,F_std_N,F_n_samples,mean_Bx_uT,mean_By_uT,mean_Bz_uT,sigma_Bx_uT,sigma_By_uT,sigma_Bz_uT,delta_Bx_uT,delta_By_uT,delta_Bz_uT,Bmag_uT
3,1,0.0000,0.0000,-0.9500,-0.05260,0.00133,24,82.8325,-1367.8432,579.1475,0.4143,0.4578,0.5821,-126.8109,1678.2503,-221.1562,1487.7057
3,2,0.4480,0.4400,-1.3900,-0.04000,0.00119,23,69.3323,-1412.9737,646.0240,0.3617,0.5345,0.7987,-140.3110,1633.1198,-154.2798,1555.2006
3,3,0.8960,0.8800,-1.8300,-0.03045,0.00111,24,53.1390,-1473.0976,725.3263,0.4270,0.4862,0.6605,-156.5044,1572.9959,-74.9774,1642.8447
3,4,1.3440,1.3200,-2.2700,-0.02260,0.00133,23,36.1874,-1545.2812,810.1049,0.4561,0.3839,0.6654,-173.4560,1500.8124,9.8012,1745.1285
3,5,1.7920,1.7900,-2.7400,-0.01465,0.00170,24,16.5717,-1638.9193,908.1837,0.3940,0.3872,0.7247,-193.0717,1407.1742,107.8799,1873.8006
3,6,2.2400,2.2200,-3.1700,-0.00800,0.00141,24,-4.3106,-1757.0411,1019.1880,0.3392,0.4695,0.6100,-213.9540,1289.0524,218.8842,2031.2450
3,7,2.6880,2.6800,-3.6300,0.00000,0.00126,24,-25.9623,-1905.3312,1141.3017,0.2898,0.5382,0.4959,-235.6057,1140.7624,340.9979,2221.1552
3,8,3.1360,3.1200,-4.0700,0.00990,0.00111,24,-47.2936,-2090.1373,1272.7281,0.4277,0.4830,0.5243,-256.9370,955.9563,472.4243,2447.6003
