session_id,sample_id,magnet_id,head_id,force_calibration_id,displacement_zero_id,trial,pair_id,target_label,F_target_N,F_match_target_N,d_preload_mm,d_preload_extra_mm,preload_hold_s,F_loading_N,F_unloading_N,delta_F_N,d_loading_mm,d_unloading_mm,delta_d_mm,Bmag_loading_uT,Bmag_unloading_uT,delta_Bmag_uT,delta_Bx_uT,delta_By_uT,delta_Bz_uT,delta_Bvec_uT,slope_Bmag_uT_per_mm,same_F_ok,disp_split_ok,b_signal_ok,verdict
session_20260614_183107,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,1,1,375,3.75000,3.782600,2.7800,0.4000,90.0,3.782600,3.775500,-0.007100,2.4000,2.5000,+0.1000,8548.1033,8842.9705,+294.8672,+6.6110,+182.4055,+233.2890,296.2081,2948.6724,1,1,1,strong
session_20260614_183107,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,2,1,375,3.75000,3.608350,2.7200,0.4000,90.0,3.608350,3.694100,+0.085750,2.3300,2.5300,+0.2000,8234.9478,8764.1029,+529.1551,+7.8130,+290.8830,+449.1520,535.1743,2645.7755,0,1,1,bad_F_match
session_20260614_183107,,,stamp_head_v1,force_calibration_20260602_190856,stageD_session_20260602_201421,3,1,375,3.75000,3.664050,2.6300,0.4000,90.0,3.664050,3.729750,+0.065700,2.2400,2.4400,+0.2000,8226.1481,8765.3668,+539.2187,+6.6110,+295.6930,+459.8020,546.7138,2696.0937,0,1,1,bad_F_match
