trial,hold_label,phase,control_mode,d_target_mm,d_actual_mm,mark10_pos_mm,t_rel_s,F_N,mean_Bx_uT,mean_By_uT,mean_Bz_uT,delta_Bx_uT,delta_By_uT,delta_Bz_uT,Bmag_uT
3,75,holding,disp_hold,3.6000,3.5800,-7.1700,0.0000,0.976300,939.3620,-2593.3130,7466.1840,217.7794,-3377.5340,2932.9575,7959.3704
3,75,holding,disp_hold,3.6000,3.5800,-7.1700,0.0471,0.977600,941.1650,-2590.3080,7470.0560,219.5824,-3374.5290,2936.8295,7962.2374
3,75,holding,disp_hold,3.6000,3.5800,-7.1700,0.1350,0.978100,939.9630,-2591.5110,7464.2480,218.3804,-3375.7320,2931.0215,7957.0383
3,75,holding,disp_hold,3.6000,3.5800,-7.1700,0.2233,0.976800,936.9580,-2595.1170,7459.4080,215.3754,-3379.3380,2926.1815,7953.3194
3,75,holding,disp_hold,3.6000,3.5800,-7.1700,0.3109,0.975100,941.1650,-2596.3200,7462.3120,219.5824,-3380.5410,2929.0855,7956.9322
3,75,holding,disp_hold,3.6000,3.5800,-7.1700,0.3993,0.976800,939.9630,-2592.7130,7462.3120,218.3804,-3376.9340,2929.0855,7955.6138
3,75,holding,disp_hold,3.6000,3.5800,-7.1700,0.4870,0.978200,941.1650,-2589.7080,7455.5360,219.5824,-3373.9290,2922.3095,7948.4210
3,75,holding,disp_hold,3.6000,3.5800,-7.1700,0.5748,0.979600,941.1650,-2590.3080,7455.5360,219.5824,-3374.5290,2922.3095,7948.6165
3,75,holding,disp_hold,3.6000,3.5800,-7.1700,0.6627,0.978200,937.5590,-2586.1010,7458.4400,215.9764,-3370.3220,2925.2135,7949.5448
3,75,holding,disp_hold,3.6000,3.5800,-7.1700,0.7507,0.975900,941.7660,-2596.9200,7460.3750,220.1834,-3381.1410,2927.1485,7955.3826
3,75,holding,disp_hold,3.6000,3.5800,-7.1700,0.8386,0.976600,938.1600,-2593.3130,7463.2800,216.5774,-3377.5340,2930.0535,7956.5046
3,75,holding,disp_hold,3.6000,3.5800,-7.1700,0.9267,0.977400,934.5540,-2593.3130,7464.2480,212.9714,-3377.5340,2931.0215,7956.9882
3,75,holding,disp_hold,3.6000,3.5800,-7.1700,1.0146,0.976700,939.3620,-2589.7080,7460.3750,217.7794,-3373.9290,2927.1485,7952.7469
3,75,holding,disp_hold,3.6000,3.5800,-7.1700,1.1026,0.976600,939.3620,-2592.1130,7458.4400,217.7794,-3376.3340,2925.2135,7951.7154
3,75,holding,disp_hold,3.6000,3.5800,-7.1700,1.1903,0.976800,939.9630,-2589.7080,7453.6000,218.3804,-3373.9290,2920.3735,7946.4628
3,75,holding,disp_hold,3.6000,3.5800,-7.1700,1.2783,0.975300,939.9630,-2592.7130,7456.5040,218.3804,-3376.9340,2923.2775,7950.1662
3,75,holding,disp_hold,3.6000,3.5800,-7.1700,1.3662,0.973900,938.7610,-2592.7130,7464.2480,217.1784,-3376.9340,2931.0215,7957.2879
3,75,holding,disp_hold,3.6000,3.5800,-7.1700,1.4541,0.973900,942.3670,-2589.1060,7461.3440,220.7844,-3373.3270,2928.1175,7953.8154
3,75,holding,disp_hold,3.6000,3.5800,-7.1700,1.5421,0.976300,938.7610,-2585.5010,7454.5700,217.1784,-3369.7220,2921.3435,7945.8607
3,75,holding,disp_hold,3.6000,3.5800,-7.1700,1.6301,0.975800,939.3620,-2589.1060,7457.4720,217.7794,-3373.3270,2924.2455,7949.8276
3,75,holding,disp_hold,3.6000,3.5800,-7.1700,1.7185,0.975800,939.3620,-2586.1010,7456.5040,217.7794,-3370.3220,2923.2775,7947.9413
3,75,holding,disp_hold,3.6000,3.5800,-7.1700,1.8061,0.977600,942.9680,-2590.9100,7467.1520,221.3854,-3375.1310,2933.9255,7959.9223
